Significant	-Log(P-value)	Difference	Gene names	Symbol color	Symbol type	Symbol size	Show label	riBAQ 17	riBAQ 18	riBAQ 35	riBAQ 36	riBAQ 19	riBAQ 20	riBAQ 21	riBAQ 22	riBAQ 23	riBAQ 37	riBAQ 38	riBAQ 39	riBAQ 40	riBAQ 41	riBAQ 24	riBAQ 25	riBAQ 26	riBAQ 42	riBAQ 43
	-0	NaN	DKK3	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	-1.8653658628463745	-1.6248379945755005	-0.8340336680412292	-1.702094316482544	-2.340816020965576	-3.298365354537964	NaN	-2.0028655529022217	-1.6565637588500977	-2.1224167346954346	-1.8454838991165161	-1.5054212808609009	-2.786992073059082	-0.943544328212738	-1.2206168174743652
+	1.5819577872951496	1.1609018087387084	DLAT	Color2 [DarkGray]	1	4		-3.1196908950805664	NaN	-2.9857993125915527	NaN	-3.120084762573242	-2.852820634841919	-2.0182740688323975	-3.197948694229126	NaN	-3.2123916149139404	-3.6257693767547607	NaN	-3.779557228088379	-3.0637400150299072	-2.0212557315826416	-1.8140226602554321	-2.199220657348633	-2.343538284301758	-1.081179141998291
+	1.2729293536430113	1.2545921057462692	DLD	Color2 [DarkGray]	1	4		0.07939331978559494	-2.5721700191497803	-1.2597432136535645	-1.3942506313323975	-1.2285317182540894	-1.3457156419754028	-0.6889664530754089	-2.0686657428741455	-0.637673020362854	-1.295204997062683	-2.025512456893921	-1.047916054725647	-0.6741219162940979	-0.9676934480667114	-0.44591060280799866	0.016398807987570763	0.35258010029792786	-0.6307181715965271	0.5471472144126892
+	1.865054473782374	-1.0042418003082276	DLG1	Color2 [DarkGray]	1	4		-1.0560332536697388	-0.3872009515762329	-0.2732481360435486	-0.47460728883743286	-0.916289210319519	-0.3477717638015747	-1.8524643182754517	-1.36189866065979	-1.4191452264785767	-0.6575496792793274	-0.4759558141231537	-1.5498148202896118	-1.0058975219726562	-1.0174466371536255	-2.4800875186920166	-1.350075364112854	-1.4007139205932617	-1.3375643491744995	-1.1916298866271973
+	4.697614476605981	-2.153106752038002	DLG2	Color2 [DarkGray]	1	4		-0.848544180393219	-0.5418668985366821	-0.642293393611908	-0.40241509675979614	-0.9012507200241089	-1.116639256477356	-1.1899334192276	-0.8850662708282471	-1.0212360620498657	-1.1654709577560425	-0.859674334526062	-1.4864259958267212	-1.3502321243286133	-0.8413478136062622	-2.130753755569458	-3.077056407928467	-2.7454137802124023	-2.772611618041992	-3.0835976600646973
	-0	NaN	DLG3	Color2 [DarkGray]	1	4		-2.2680835723876953	-1.6817041635513306	-1.265730381011963	-1.6004512310028076	-3.1300697326660156	NaN	-3.2702529430389404	-2.988495111465454	-3.6109061241149902	-2.165470838546753	-2.041337728500366	-3.819823980331421	-3.695876121520996	-3.1949846744537354	NaN	NaN	NaN	NaN	NaN
+	2.540257443924851	-2.9009944312274456	DLG4	Color2 [DarkGray]	1	4		-0.7134943604469299	0.15231643617153168	-0.08387036621570587	-0.23850707709789276	-1.3901013135910034	-0.7543307542800903	-1.4058300256729126	-1.575897455215454	-1.2554250955581665	-0.9266842007637024	-0.5104149580001831	-1.587828278541565	-2.4746227264404297	-1.3457165956497192	-2.547516107559204	-3.6962504386901855	NaN	NaN	NaN
	0.7453628691869039	0.8285181418061256	DLST	Color2 [DarkGray]	1	4		-0.6338778138160706	NaN	-1.1897807121276855	NaN	-0.7608355283737183	-0.7746115922927856	-0.4707857668399811	-1.3682262897491455	-1.1748062372207642	-1.254738688468933	-1.5742119550704956	-0.9233890771865845	-0.3644151985645294	-1.1949845552444458	-0.07767976820468903	0.10601940006017685	-0.4516277015209198	-0.9121312499046326	0.9188637137413025
	0.8794598219863903	0.3401215076446533	DMD	Color2 [DarkGray]	1	4		-5.468997001647949	-4.801838397979736	-5.602733135223389	-5.154195785522461	-5.834018707275391	-5.210471153259277	-4.094221591949463	-4.686987400054932	-6.256530284881592	-5.205256462097168	-5.09317684173584	-5.62471342086792	-5.5346574783325195	-6.428104400634766	-4.7888994216918945	-5.0631937980651855	-5.250649452209473	-4.8538408279418945	-4.627514362335205
	-0	NaN	DMTN	Color2 [DarkGray]	1	4		NaN	-1.624132752418518	-1.3301329612731934	-1.0104882717132568	NaN	NaN	NaN	-1.7385179996490479	-2.222634792327881	-1.4766196012496948	-1.9892491102218628	NaN	-2.864805221557617	-1.3909045457839966	NaN	NaN	NaN	NaN	NaN
	-0	NaN	DMXL2	Color2 [DarkGray]	1	4		-5.347155570983887	-3.02396559715271	-2.3490748405456543	-2.2665507793426514	-5.158397674560547	-4.610848426818848	-4.9461236000061035	-3.303131341934204	-5.183194637298584	-2.546293020248413	-2.6693694591522217	NaN	NaN	-4.002340316772461	NaN	NaN	NaN	NaN	NaN
	0.044281942493940726	-0.021919226646423318	DNAJA1	Color2 [DarkGray]	1	4		-1.3294841051101685	-0.7264429330825806	-0.8380007147789001	-0.961412250995636	-1.1993311643600464	-1.379202961921692	NaN	-0.6318953037261963	NaN	-1.0253466367721558	-0.6755303144454956	-1.119510293006897	-0.7199888825416565	-1.5649348497390747	-1.2159558534622192	-0.6041208505630493	-0.8429012298583984	-1.1479023694992065	-1.1178908348083496
	0.7322279000255159	-0.32316478788852687	DNAJA2	Color2 [DarkGray]	1	4		-1.19483482837677	-0.6188513040542603	-0.586908757686615	-1.5059335231781006	-0.6489418745040894	-1.203954815864563	-1.3729387521743774	-0.7695887088775635	-1.4347082376480103	-0.7627485394477844	-0.6013239622116089	-1.2970482110977173	-0.9814034104347229	-1.9243375062942505	-1.6182500123977661	-1.161568284034729	-1.1824769973754883	-1.3345860242843628	-1.2021031379699707
	-0	-1.1219187180201213	DNAJB1	Color2 [DarkGray]	1	4		NaN	-1.2448078393936157	-1.3083443641662598	-1.7424705028533936	NaN	-2.176710367202759	-2.4333112239837646	-1.7181684970855713	-2.431581974029541	-2.4447553157806396	-1.421441912651062	-2.1296699047088623	-1.8558721542358398	-2.3778488636016846	NaN	NaN	-2.553792953491211	NaN	NaN
+	2.6811959409905017	-1.219116489092509	DNAJB2	Color2 [DarkGray]	1	4		NaN	-1.1994272470474243	-1.3554444313049316	-1.149240255355835	-1.5484493970870972	-2.191507577896118	-2.0275514125823975	-1.945284128189087	-2.0025601387023926	-1.5239256620407104	-1.6249750852584839	NaN	-1.8603315353393555	-1.680411458015442	NaN	-2.332152843475342	-2.5754880905151367	NaN	NaN
+	4.36380017107213	-1.5800127983093262	DNAJC5	Color2 [DarkGray]	1	4		4.366306304931641	4.842662334442139	4.3782172203063965	4.416748046875	4.524994850158691	4.226622581481934	4.481544017791748	4.327464580535889	4.076573848724365	4.367194175720215	4.175320625305176	3.2654764652252197	3.113081932067871	3.7099406719207764	3.3504903316497803	3.0753321647644043	2.7379112243652344	2.754728317260742	2.6863913536071777
+	2.7412475475873515	-2.7204028931446373	DNAJC6	Color2 [DarkGray]	1	4		-1.965520977973938	-0.011719359084963799	-0.08227105438709259	-0.19437389075756073	-2.028531074523926	-1.5371791124343872	-1.9027963876724243	-1.5468971729278564	-2.8321194648742676	-0.5073736310005188	-0.10231862962245941	-2.213632345199585	-2.864805221557617	-1.5033799409866333	-2.978750467300415	NaN	-3.6502561569213867	-3.629988670349121	-2.8765015602111816
+	3.5698085223811424	-2.2568972289562224	DNM1	Color2 [DarkGray]	1	4		1.8026636838912964	2.999242067337036	2.7485623359680176	2.8255512714385986	1.679988980293274	2.0340869426727295	1.5050472021102905	1.4741714000701904	1.5732578039169312	2.232897996902466	2.3217508792877197	1.419594168663025	0.699974000453949	1.3215807676315308	0.48409542441368103	0.5845435857772827	0.3485441505908966	-0.4636372923851013	0.7319921851158142
+	4.335208159019466	-2.0792578786611555	DNM1L	Color2 [DarkGray]	1	4		0.6749467253684998	1.1443246603012085	1.5483965873718262	1.4812672138214111	0.638917088508606	0.6999186277389526	0.5659106373786926	0.5773322582244873	0.41719570755958557	0.9992439150810242	0.9848042726516724	-0.48153841495513916	-1.2042007446289062	0.8762224912643433	-0.4555932581424713	-1.1302610635757446	-0.8018331527709961	-0.7426995635032654	-1.2047333717346191
+	3.040452713513317	-1.4794108390808107	DNM3	Color2 [DarkGray]	1	4		-1.523922085762024	-0.3634525537490845	-0.9734987616539001	-0.930385410785675	-2.1451759338378906	-1.3595744371414185	-1.4898945093154907	-1.352459192276001	-2.2011818885803223	-0.9815080761909485	-0.9892491102218628	-1.6893659830093384	-2.020796775817871	-2.2534019947052	-2.9329464435577393	-2.004300594329834	-2.297954559326172	-2.468524932861328	-2.432401180267334
+	3.8231033749710144	1.453240704536438	DNPEP	Color2 [DarkGray]	1	4		-2.62038516998291	-3.1402194499969482	-3.531766414642334	-2.956594228744507	-2.996212959289551	-2.4876396656036377	-2.0090548992156982	-1.97878098487854	-2.8570666313171387	-2.1425702571868896	-2.5819060802459717	-3.546407461166382	-2.1568031311035156	-3.3018991947174072	-1.824422001838684	-1.6312566995620728	-1.2770671844482422	-1.7133949995040894	-1.5988621711730957
+	3.732363866931317	-2.551697459816933	DPP10	Color2 [DarkGray]	1	4		0.8982238173484802	1.0328916311264038	1.3338351249694824	1.127361536026001	0.7785502672195435	0.43722236156463623	0.5633710026741028	0.6185300350189209	0.6482118368148804	0.8253242373466492	0.6087256669998169	0.18080365657806396	0.35405251383781433	0.2707613706588745	-0.9671622514724731	-1.389687180519104	-1.0989360809326172	-2.649097442626953	-1.1632142066955566
	0.23866009397699364	-0.13902475237846357	DPP3	Color2 [DarkGray]	1	4		-1.5862599611282349	-2.8488786220550537	-2.1699986457824707	-2.290595769882202	-2.6852846145629883	-2.0188305377960205	-2.372938871383667	-1.7716848850250244	-2.040156841278076	-2.423896551132202	-2.373913526535034	-2.1245810985565186	-1.3130788803100586	-1.4718247652053833	-2.2380669116973877	-2.380448818206787	-2.210491180419922	-2.5285072326660156	-2.457275867462158
+	5.5803870718135675	-2.251735824346542	DPP6	Color2 [DarkGray]	1	4		2.826244354248047	2.814615488052368	3.190751552581787	3.0873472690582275	2.3456668853759766	1.9623764753341675	2.179429292678833	2.491745710372925	2.2173686027526855	2.9104273319244385	2.6625635623931885	2.0394842624664307	2.237771987915039	2.4569594860076904	1.0603541135787964	0.8685897588729858	0.4080047905445099	0.46415048837661743	0.8389200568199158
	-0	1.9761073589324951	DPP7	Color2 [DarkGray]	1	4		-3.3936147689819336	NaN	NaN	NaN	-2.873729705810547	NaN	-3.055748701095581	-2.4430620670318604	-3.2065157890319824	NaN	-3.621006727218628	-2.9434115886688232	-2.337740898132324	-4.112649917602539	-2.167412042617798	-0.658913254737854	-1.6773681640625	-1.3227366209030151	-1.2611069679260254
+	1.9280702132090715	-0.6061253309249874	DPYSL2	Color2 [DarkGray]	1	4		6.57236909866333	6.155497074127197	6.530058860778809	6.457900524139404	6.209944248199463	6.052627086639404	6.173061847686768	6.405949592590332	6.614596366882324	6.690761089324951	6.614840507507324	6.494534969329834	6.492184638977051	6.833054065704346	6.207744598388672	5.818068981170654	6.051969528198242	5.453709602355957	5.582662582397461
+	1.965394579316375	0.5744388103485107	DPYSL3	Color2 [DarkGray]	1	4		2.3700265884399414	2.2323410511016846	2.8339695930480957	2.7273972034454346	2.521176338195801	2.185255765914917	2.365530252456665	2.6561925411224365	2.911719799041748	2.90053391456604	2.5606138706207275	2.6341450214385986	3.0098342895507812	3.2189033031463623	2.848233938217163	2.979097843170166	3.114717483520508	3.409564971923828	3.225247859954834
+	4.181155626830045	-2.1521379821002484	DPYSL4	Color2 [DarkGray]	1	4		0.44354909658432007	0.21075282990932465	0.8931756615638733	0.9453889727592468	-0.12013424187898636	-0.287634015083313	-0.04335562512278557	0.11859297007322311	0.16940440237522125	0.3513604700565338	-0.09232507646083832	-0.7844806909561157	-0.9501696228981018	0.8390320539474487	-1.0478602647781372	-1.8349014520645142	-1.1414499282836914	-1.7605723142623901	-1.8598227500915527
	0.508249937752743	-0.5240525662899018	DPYSL5	Color2 [DarkGray]	1	4		2.055304527282715	1.8175729513168335	2.3548245429992676	2.182238817214966	1.9454785585403442	1.313449740409851	1.7548469305038452	2.2417705059051514	1.8966554403305054	2.1598808765411377	1.7044411897659302	1.3430284261703491	1.5848751068115234	2.1297595500946045	1.0211504697799683	2.887216091156006	1.9245538711547852	0.4499130845069885	1.6093297004699707
	0.8245543884303504	1.1149897575378418	DSC1	Color2 [DarkGray]	1	4		-2.908186912536621	-1.0239654779434204	-1.8268952369689941	-2.308896780014038	-2.3399925231933594	-1.8450013399124146	-1.5288883447647095	NaN	NaN	-2.836634397506714	-3.334385633468628	0.16755807399749756	-0.8783093094825745	-0.21226322650909424	NaN	NaN	NaN	-1.2120331525802612	-0.591959536075592
	0.9347706383296253	1.1642248332500458	DSG1	Color2 [DarkGray]	1	4		-2.1806201934814453	-0.37083113193511963	-1.3909878730773926	-1.3975112438201904	-1.7725170850753784	-0.9210549592971802	-0.5911490321159363	NaN	NaN	-2.3239009380340576	-3.1862857341766357	1.0128473043441772	-0.10567572712898254	0.6058777570724487	NaN	NaN	NaN	-0.4506835341453552	0.1091579794883728
	0.021016204855019698	0.0909660359223683	DSP	Color2 [DarkGray]	1	4		-3.0252275466918945	-0.5073000192642212	-1.6918072700500488	-1.7888085842132568	-1.6816080808639526	-0.8450013399124146	-0.3354412615299225	NaN	NaN	-2.680043935775757	-3.321446180343628	0.7680562734603882	-0.33463481068611145	0.4692448377609253	NaN	-4.817342281341553	NaN	-0.38914865255355835	0.21953147649765015
	0.1040022641932865	0.06141257286071777	DST	Color2 [DarkGray]	1	4		-5.12186336517334	-4.260075092315674	-4.746007442474365	-4.504526138305664	-4.945964813232422	-5.113348960876465	-5.382429599761963	-5.144838809967041	-5.450440883636475	-4.258427619934082	-4.028664588928223	-4.6863627433776855	-4.380658149719238	-5.145463943481445	-4.543379783630371	-4.598754405975342	-4.175833702087402	-4.677489280700684	-4.988070011138916
+	1.6425738753489803	-0.7453272104263307	DSTN	Color2 [DarkGray]	1	4		1.4159773588180542	1.33322274684906	2.3303074836730957	2.3163511753082275	1.2149125337600708	1.8291786909103394	1.2384132146835327	0.93674635887146	1.1394752264022827	1.9242945909500122	1.9612418413162231	0.606127142906189	0.7616776823997498	1.8768013715744019	0.869439959526062	1.2427352666854858	1.1123580932617188	1.0031453371047974	1.29050874710083
+	1.4238732451743263	0.5998862743377686	DTNA	Color2 [DarkGray]	1	4		-2.1919803619384766	-2.4235732555389404	-3.186938762664795	-2.141019582748413	-1.8487824201583862	-1.7289239168167114	-1.7801138162612915	-1.7303440570831299	-1.5656543970108032	-1.9815081357955933	-2.360616445541382	-2.325960874557495	-1.9383344650268555	-2.4511654376983643	-2.0212557315826416	-1.9948707818984985	-1.6656866073608398	-1.6789988279342651	-2.0691466331481934
	-0	NaN	DUSP3	Color2 [DarkGray]	1	4		NaN	1.795376181602478	0.6348119378089905	0.5518419146537781	NaN	0.12232671678066254	-1.1899334192276	-0.19054341316223145	1.1675609350204468	-0.39654621481895447	0.6712418794631958	NaN	NaN	-0.360087513923645	NaN	NaN	NaN	NaN	NaN
	0.3989615865834988	-0.2929679427295923	DYNC1H1	Color2 [DarkGray]	1	4		-0.8373518586158752	0.8526128530502319	0.11631922423839569	0.22021694481372833	-0.6328819990158081	0.554259181022644	-0.07090727239847183	0.1887214183807373	-0.759769082069397	0.41888538002967834	0.6069327592849731	-0.938937783241272	-1.5268373489379883	0.10009657591581345	-0.5842181444168091	-0.20076142251491547	-0.1301412284374237	-0.020711826160550117	-0.08926063776016235
	-0	NaN	DYNC1I1	Color2 [DarkGray]	1	4		-2.659274101257324	-0.5024286508560181	-2.0988078117370605	-1.1882340908050537	-2.448245048522949	-1.7433873414993286	-2.5421245098114014	-1.5468971729278564	-2.334963321685791	-1.9513462781906128	-1.470589518547058	-2.3318135738372803	-2.6643409729003906	-2.5069286823272705	NaN	NaN	NaN	NaN	NaN
+	1.9828338448457976	0.6274871587753297	DYNC1I2	Color2 [DarkGray]	1	4		-3.04569149017334	-2.5996501445770264	-2.7080178260803223	-2.615558385848999	NaN	-1.407715916633606	-2.221526861190796	-1.6861965656280518	-2.6467061042785645	-2.3239009380340576	-2.020275831222534	-2.5878283977508545	-2.752779006958008	-2.271397829055786	-2.2661898136138916	-2.2569661140441895	-2.4234848022460938	-1.641717791557312	-1.9853529930114746
	-0	NaN	DYNC1LI1	Color2 [DarkGray]	1	4		NaN	-1.8447624444961548	-1.9857983589172363	-2.196728467941284	NaN	-2.3156864643096924	NaN	-2.797069787979126	NaN	-3.0332229137420654	-2.4283607006073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	0.4283172426934052	0.13741856813430786	DYNC1LI2	Color2 [DarkGray]	1	4		-1.413422703742981	-0.9759098291397095	-1.192629337310791	-1.0179955959320068	-1.8487824201583862	-0.8160496950149536	-1.169249176979065	-0.8013441562652588	-1.702130913734436	-1.2394713163375854	-0.9664095640182495	-1.5396190881729126	-1.5883922576904297	-1.6138440370559692	-1.3094311952590942	-0.6909118890762329	-1.0678539276123047	-0.9255103468894958	-1.0691466331481934
	-0	NaN	ECE1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.3722317218780518	-2.2235426902770996	-2.5183448791503906	-2.805215835571289	-2.1734824180603027
+	2.107208618005274	1.645353865623474	ECH1	Color2 [DarkGray]	1	4		-1.8262463808059692	NaN	-2.9276957511901855	NaN	-2.7075366973876953	-3.109595537185669	-1.5825763940811157	NaN	-2.228048801422119	-2.1425702571868896	-2.9689300060272217	-1.6969000101089478	-0.7799807190895081	NaN	-0.5631314516067505	-0.5054212808609009	-0.5078773498535156	-1.2906426191329956	-0.7910133004188538
	-0	NaN	ECHDC1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	-3.1641242504119873	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.76302170753479	-1.8560863733291626	-1.9712257385253906	-1.4426459074020386	-2.0035576820373535
+	1.7477054458495096	1.2830519884824754	ECHS1	Color2 [DarkGray]	1	4		-0.356391966342926	-2.1811492443084717	-1.2960400581359863	-1.7549607753753662	-1.1077011823654175	-1.565811276435852	-0.26511350274086	-1.5649540424346924	-0.5554109811782837	-1.1005886793136597	-2.506748914718628	-1.2799745798110962	-0.582853376865387	-0.9482632875442505	0.06836019456386566	0.20002497732639313	-0.06363198161125183	-0.9277524352073669	0.15258163213729858
+	1.2356534001126978	0.9547997383400798	EEA1	Color2 [DarkGray]	1	4		-1.0050488710403442	-1.073677659034729	-0.05704541131854057	-1.784534215927124	-1.223178744316101	-0.4967995882034302	1.4857763051986694	-1.0230238437652588	-1.1159130334854126	-1.2303885221481323	-0.2615221440792084	0.9785970449447632	0.7641057372093201	-0.3205157518386841	0.4471939504146576	-0.7314449548721313	-0.49403855204582214	0.1340857297182083	0.5178198218345642
+	1.8583555035164447	0.5065180301666259	EEF1A1	Color2 [DarkGray]	1	4		2.8044958114624023	3.4516146183013916	2.963371753692627	3.316633462905884	2.690927505493164	3.151106595993042	3.7096168994903564	3.851048231124878	2.970180034637451	3.17006516456604	3.264465570449829	3.063403367996216	3.1877880096435547	3.0312297344207764	3.401571035385132	3.7620415687561035	3.740629196166992	3.752852439880371	3.545640468597412
+	2.7843047418784552	-2.054171249270439	EEF1A2	Color2 [DarkGray]	1	4		0.3291892409324646	0.8149017095565796	0.968353807926178	0.8563548922538757	0.6505109071731567	0.6086910963058472	0.812031090259552	1.1757047176361084	0.4314207136631012	0.572985827922821	0.5778762102127075	-0.4288383722305298	-0.4425049126148224	0.420434832572937	-0.36157336831092834	-1.256966233253479	-1.0424537658691406	-2.514960289001465	-1.3839030265808105
+	1.7657578100897373	-0.7247674425443014	EEF1B2	Color2 [DarkGray]	1	4		NaN	-0.37824881076812744	0.14904169738292694	-0.12386684119701385	-0.17579545080661774	-0.15466226637363434	-0.2889162600040436	0.13585448265075684	-0.2091899961233139	-0.33521541953086853	-0.1336411088705063	-1.077111840248108	-1.176131248474121	-0.24004948139190674	-0.5613881349563599	-1.1510568857192993	-0.6387910842895508	-0.6270703673362732	-1.2339873313903809
	0.314899838482445	0.38612028360366824	EEF1D	Color2 [DarkGray]	1	4		-1.7114497423171997	-0.3305736780166626	-1.4107518196105957	-1.1967284679412842	-1.423477053642273	-0.6332312822341919	-1.9242979288101196	-0.4497559070587158	-1.2280489206314087	-1.3400925397872925	-0.8951815366744995	NaN	-1.4045591354370117	-0.8891764879226685	0.6481636762619019	-1.1536775827407837	-1.0224504470825195	-0.6089686751365662	-1.7443451881408691
+	1.8151195845270618	-0.4850014751777053	EEF1G	Color2 [DarkGray]	1	4		0.9308366179466248	0.7343372106552124	0.7492042183876038	0.9209272265434265	0.7548476457595825	0.9982222318649292	0.6726163029670715	1.143141508102417	1.045803427696228	0.5798265337944031	0.6627694368362427	0.4707244634628296	0.1973571479320526	1.0760067701339722	0.6210507154464722	0.4672922194004059	0.5654888153076172	-0.011029171757400036	0.10132163763046265
	0.5672514837817705	0.17203874615952372	EEF2	Color2 [DarkGray]	1	4		-0.23099428415298462	0.12243781983852386	0.19491152465343475	-0.11291961371898651	-0.34579741954803467	0.021046508103609085	-0.24636141955852509	0.250105619430542	-0.6233354806900024	0.038894809782505035	0.28813377022743225	-0.24057543277740479	0.07494732737541199	-0.23268520832061768	-0.1292029768228531	0.412893682718277	0.24177363514900208	-0.0057381861843168736	0.3072618842124939
	-0	NaN	EFEMP1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.377129554748535	-2.042646884918213	-2.6349897384643555	-2.6565141677856445	-2.501865863800049
+	2.97234269189724	-1.585137978196144	EFHD2	Color2 [DarkGray]	1	4		1.6040724515914917	1.5793861150741577	2.0632567405700684	1.924041986465454	2.081554412841797	1.144083857536316	1.2314685583114624	1.4162089824676514	1.5134385824203491	1.678106427192688	1.7368746995925903	1.338452696800232	2.101260185241699	1.759872317314148	0.9732941389083862	-0.24891529977321625	0.3652191460132599	-0.3906936049461365	0.3388523459434509
	-0	NaN	EFR3B	Color2 [DarkGray]	1	4		NaN	-2.363452672958374	-2.9088358879089355	-2.62317156791687	NaN	NaN	NaN	NaN	NaN	NaN	-3.4283607006073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
+	1.34671175026672	1.0968668013811111	EGFR	Color2 [DarkGray]	1	4		-1.6013270616531372	-1.5721698999404907	-1.6877827644348145	-3.290595769882202	-2.1967058181762695	-1.7690526247024536	-1.8158355951309204	-1.726273775100708	-2.044926166534424	-1.0651663541793823	-1.1804331541061401	-0.8543678522109985	-1.273880958557129	-1.7756596803665161	-1.409384846687317	-1.182824730873108	-1.2682075500488281	-0.1662091463804245	-0.6788840889930725
	0.5421436136213311	0.2511057764291763	EHD1	Color2 [DarkGray]	1	4		-0.7869568467140198	-0.6689125299453735	-1.1983428001403809	-1.2815320491790771	-1.0053728818893433	-0.6951438188552856	-1.0942226648330688	-1.4598572254180908	-0.9039531946182251	-1.0227307081222534	-1.0816773176193237	-1.069757103919983	-1.5554771423339844	-1.737636685371399	-0.9671622514724731	-0.46254977583885193	-1.2190027236938477	-0.5200251936912537	-0.4954114556312561
	0.733664765796655	0.727452939748764	EHD2	Color2 [DarkGray]	1	4		-1.383811116218567	-1.9691730737686157	-1.7202954292297363	-1.0509870052337646	NaN	-1.4694920778274536	-0.9329888224601746	NaN	NaN	-1.527628779411316	NaN	-2.1296699047088623	NaN	NaN	-0.45721355080604553	-0.5256468057632446	-2.3344802856445312	-0.7806939482688904	0.07996600866317749
+	2.449345143457826	-1.30878626704216	EHD3	Color2 [DarkGray]	1	4		1.0070847272872925	2.147773027420044	1.7689242362976074	2.13525128364563	0.951665997505188	1.7174938917160034	1.1734498739242554	1.0765740871429443	0.9516118764877319	1.7451850175857544	1.8684951066970825	1.073492407798767	0.536622941493988	0.8084172010421753	0.2882927358150482	0.7098420858383179	-0.1143483817577362	0.5463963150978088	0.8496775031089783
	-0	-0.2451747417449952	EIF2S1	Color2 [DarkGray]	1	4		NaN	NaN	-2.4477028846740723	NaN	-2.5252065658569336	NaN	-2.5554826259613037	-1.9171783924102783	-2.5151467323303223	-2.5313422679901123	-2.6530673503875732	NaN	-2.1957225799560547	-3.4443438053131104	-2.7313129901885986	-2.344076633453369	-3.2048444747924805	-2.881387710571289	-2.3027663230895996
	1.6388694913192814	-0.17535972595214844	EIF2S3	Color2 [DarkGray]	1	4		-2.030315399169922	-2.06168532371521	-2.010715961456299	-2.082125425338745	-1.8242605924606323	NaN	-2.421032667160034	-1.504462480545044	-2.1958680152893066	-2.103349447250366	-2.871412992477417	-2.150207281112671	-1.8648052215576172	-1.827968716621399	-2.2661898136138916	-2.296964168548584	-2.1015567779541016	NaN	NaN
	-0	1.7717652797698973	EIF3A	Color2 [DarkGray]	1	4		NaN	NaN	NaN	-4.849130630493164	NaN	-4.214493751525879	-3.065270185470581	-3.5671370029449463	NaN	-3.9573276042938232	-4.479186058044434	NaN	NaN	NaN	-3.6534759998321533	-2.9531846046447754	-3.1068124771118164	-2.8217992782592773	-2.8515543937683105
	1.2730797160413116	0.5407988031705222	EIF3B	Color2 [DarkGray]	1	4		-2.9851503372192383	-3.1402194499969482	NaN	-3.266549825668335	NaN	NaN	-3.036888837814331	-2.698103189468384	-3.3060507774353027	-3.5998733043670654	-3.45637583732605	-3.2299344539642334	NaN	-3.4857637882232666	-2.533775568008423	-2.1801505088806152	-2.6274166107177734	-3.018021583557129	NaN
+	2.097809532715549	0.9239584604899092	EIF3C	Color2 [DarkGray]	1	4		NaN	-4.219006061553955	-4.621034145355225	-4.66499137878418	NaN	-3.9892265796661377	-4.063360691070557	-3.8281328678131104	NaN	-4.122267723083496	-4.243714332580566	NaN	NaN	NaN	NaN	-3.256965160369873	-3.5044050216674805	-3.5559873580932617	-3.9935173988342285
	-0	NaN	EIF3F	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.7002861499786377	NaN	-0.8851728439331055	-2.3860626220703125	-2.122856616973877
	-0	NaN	EIF3I	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.2005183696746826	NaN	NaN	NaN	NaN	-2.221451997756958	-2.2290596961975098	-2.3039779663085938	-3.1271448135375977	-2.9989848136901855
	1.1697232472863066	0.4704097270965577	EIF3L	Color2 [DarkGray]	1	4		-3.1415510177612305	-3.02396559715271	-3.773036479949951	-3.119323492050171	NaN	-2.852820634841919	-2.184735059738159	-2.867032289505005	NaN	-3.5298564434051514	-3.0953776836395264	-3.5738885402679443	NaN	-3.0225183963775635	-2.7872698307037354	-2.368222713470459	-2.6349897384643555	-3.04697322845459	-3.1328415870666504
	0.18320419323103207	-0.0639941744506359	EIF4A2	Color2 [DarkGray]	1	4		-0.4710703492164612	0.16841159760951996	-0.13327927887439728	0.060352519154548645	-0.5943611860275269	-0.0569697730243206	0.329882949590683	-0.07481027394533157	-0.759769082069397	-0.6334035992622375	-0.08122716844081879	-0.4669739007949829	-0.8965139985084534	-0.48576462268829346	-0.18188489973545074	-0.03755531832575798	-0.03413102403283119	-0.3080596327781677	-0.22782188653945923
+	1.8641988742187368	-0.7700995604197183	EIF4B	Color2 [DarkGray]	1	4		-3.0252275466918945	-2.5121877193450928	-3.1312289237976074	-3.119323492050171	-3.3574790954589844	-3.236830949783325	-3.1237666606903076	-2.053290605545044	-2.603850841522217	-3.0544402599334717	-3.009859800338745	-3.63047194480896	-2.7119064331054688	-2.8776438236236572	-3.5406296253204346	NaN	NaN	-3.9803037643432617	-3.630341053009033
