GO-Elite ORA Results
File:
Table:
colors:
10/23/2023
Homo sapiens
Pvalues = true
Calculation Summary:
420 Ensembl source identifiers supplied in the input file:grey_Module.txt
420 source identifiers meeting the filter linked to a Ensembl ID.
227 genes meeting the criterion linked to a term.
1739 source identifiers in this dataset.
1739 source identifiers linked to a Ensembl ID.
976 Genes linked to a term.
The z score is based on an N of 976 and a R of 227 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Proteasome:KEGG-hsa03050	16	30	62	53.3333333333	48.3870967742	3.95841164857	0.0	0.0713333333333
Adherens junction:KEGG-hsa04520	15	28	88	53.5714285714	31.8181818182	3.8503958119	0.0	0.0713333333333
Thyroid cancer:KEGG-hsa05216	6	9	42	66.6666666667	21.4285714286	3.09514346377	0.0065	0.198714285714
B cell receptor signaling pathway:KEGG-hsa04662	7	14	100	50.0	14.0	2.38432503906	0.033	0.574421052632
Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014	7	14	68	50.0	20.5882352941	2.38432503906	0.035	0.574421052632
Colorectal cancer:KEGG-hsa05210	5	9	77	55.5555555556	11.6883116883	2.30289063906	0.0435	0.574421052632
Shigellosis:KEGG-hsa05131	10	24	68	41.6666666667	35.2941176471	2.16024559154	0.051	0.574421052632
Renal cell carcinoma:KEGG-hsa05211	8	18	85	44.4444444444	21.1764705882	2.14637614105	0.0495	0.574421052632
Fc gamma R-mediated phagocytosis:KEGG-hsa04666	13	34	108	38.2352941176	31.4814814815	2.103003276	0.051	0.574421052632
Toll-like receptor signaling pathway:KEGG-hsa04620	5	10	131	50.0	7.63358778626	2.01094602734	0.071	0.633083333333
Pathways in cancer:KEGG-hsa05200	18	52	395	34.6153846154	13.164556962	1.9912912487	0.074	0.63344
Ubiquitin mediated proteolysis:KEGG-hsa04120	8	19	151	42.1052631579	12.582781457	1.96274048709	0.069	0.633083333333
Terpenoid backbone biosynthesis:KEGG-hsa00900	3	5	18	60.0	27.7777777778	1.94865135064	0.104	0.674424242424
Bacterial invasion of epithelial cells:KEGG-hsa05100	11	29	82	37.9310344828	35.3658536585	1.89773869538	0.0825	0.653888888889
Chemokine signaling pathway:KEGG-hsa04062	13	36	222	36.1111111111	16.2162162162	1.85903354534	0.0785	0.646115384615
Sulfur metabolism:KEGG-hsa00920	1	1	14	100.0	7.14285714286	1.8164689569	0.2455	0.761405797101
Selenocompound metabolism:KEGG-hsa00450	1	1	18	100.0	5.55555555556	1.8164689569	0.2415	0.761405797101
Glycosphingolipid biosynthesis - globo series:KEGG-hsa00603	1	1	15	100.0	6.66666666667	1.8164689569	0.243	0.761405797101
Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604	1	1	19	100.0	5.26315789474	1.8164689569	0.243	0.761405797101
Glycosaminoglycan degradation:KEGG-hsa00531	1	1	19	100.0	5.26315789474	1.8164689569	0.243	0.761405797101
Base excision repair:KEGG-hsa03410	1	1	36	100.0	2.77777777778	1.8164689569	0.2275	0.761405797101
Basal cell carcinoma:KEGG-hsa05217	1	1	63	100.0	1.5873015873	1.8164689569	0.2415	0.761405797101
TGF-beta signaling pathway:KEGG-hsa04350	4	8	94	50.0	8.51063829787	1.79678574159	0.0955	0.674424242424
Melanoma:KEGG-hsa05218	4	8	89	50.0	8.98876404494	1.79678574159	0.1035	0.674424242424
One carbon pool by folate:KEGG-hsa00670	2	3	23	66.6666666667	13.0434782609	1.78146368396	0.1485	0.737854166667
Pancreatic cancer:KEGG-hsa05212	5	11	87	45.4545454545	12.6436781609	1.75150956562	0.1015	0.674424242424
Endometrial cancer:KEGG-hsa05213	5	11	68	45.4545454545	16.1764705882	1.75150956562	0.1015	0.674424242424
Prion diseases:KEGG-hsa05020	6	14	55	42.8571428571	25.4545454545	1.74746098922	0.095	0.674424242424
Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410	10	27	112	37.037037037	24.1071428571	1.71774910536	0.124	0.737854166667
