GO-Elite ORA Results
File:
Table:
colors:
10/23/2023
Homo sapiens
Pvalues = true
Calculation Summary:
59 Ensembl source identifiers supplied in the input file:pink_Module.txt
59 source identifiers meeting the filter linked to a Ensembl ID.
18 genes meeting the criterion linked to a term.
1739 source identifiers in this dataset.
1739 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 18 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Deregulation of Rab and Rab Effector Genes in Bladder Cancer:WP2291	0	3	16	0.0	18.75	-0.269762670709	1.0	1.0
Cholesterol Biosynthesis:WP197	0	3	17	0.0	17.6470588235	-0.269762670709	1.0	1.0
Blood Clotting Cascade:WP272	0	3	22	0.0	13.6363636364	-0.269762670709	1.0	1.0
Biogenic Amine Synthesis:WP550	0	3	15	0.0	20.0	-0.269762670709	1.0	1.0
Benzo(a)pyrene metabolism:WP696	0	3	9	0.0	33.3333333333	-0.269762670709	1.0	1.0
Arachidonate Epoxygenase / Epoxide Hydrolase:WP678	0	3	7	0.0	42.8571428571	-0.269762670709	1.0	1.0
Apoptosis Modulation by HSP70:WP384	0	3	20	0.0	15.0	-0.269762670709	1.0	1.0
Aflatoxin B1 metabolism:WP699	0	3	8	0.0	37.5	-0.269762670709	1.0	1.0
miRNA Regulation of DNA Damage Response:WP1530	0	4	99	0.0	4.0404040404	-0.311700505082	1.0	1.0
Vitamin A and Carotenoid Metabolism:WP716	0	4	44	0.0	9.09090909091	-0.311700505082	1.0	1.0
TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer:WP2868	0	4	5	0.0	80.0	-0.311700505082	1.0	1.0
Structural Pathway of Interleukin 1 (IL-1):WP2637	0	4	9	0.0	44.4444444444	-0.311700505082	1.0	1.0
Serotonin Receptor 4/6/7 and NR3C Signaling:WP734	0	4	20	0.0	20.0	-0.311700505082	1.0	1.0
