Significant	-Log(P-value)	Difference	Proteins	Symbol color	Symbol type	Symbol size	Show label	riBAQ.17	riBAQ.18	riBAQ.35	riBAQ.36	riBAQ.19	riBAQ.20	riBAQ.21	riBAQ.22	riBAQ.23	riBAQ.37	riBAQ.38	riBAQ.39	riBAQ.40	riBAQ.41	riBAQ.24	riBAQ.25	riBAQ.26	riBAQ.42	riBAQ.43
	0.1257361724251958	-0.07039270401000985	CYFIP1	Color2 [DarkGray]	1	4		-3.5428571701049805	-3.812774658203125	-3.546359062194824	-3.6790847778320312	-3.604463577270508	-3.7668871879577637	-2.7357358932495117	-3.17924165725708	-3.6835851669311523	-3.5947017669677734	-3.4224395751953125	-3.56479549407959	-4.253710746765137	-3.9432010650634766	-3.923527717590332	-3.0002965927124023	-3.2606143951416016	-2.3632683753967285	-3.246898651123047
	-0	NaN	CYP4F11	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.854572296142578	-2.7470874786376953	-2.2467541694641113	-3.3781423568725586
	1.079784376228867	0.6201916376749672	DAAM2	Color2 [DarkGray]	1	4		-2.650822639465332	NaN	-2.4903249740600586	-2.9140262603759766	-3.528799057006836	-3.3456320762634277	-3.3586854934692383	-2.4298930168151855	-4.044642448425293	-3.0677433013916016	-2.4420900344848633	-3.367194175720215	-3.5632104873657227	-3.9046058654785156	-2.6214981079101562	-1.624959945678711	-2.083737373352051	-2.0014472007751465	-1.8567161560058594
	0.8844132216984947	-0.5166585922241209	DAG1	Color2 [DarkGray]	1	4		-2.0689268112182617	-3.55914306640625	-2.783106803894043	-2.3734588623046875	-2.685993194580078	-2.9422755241394043	-1.5201387405395508	-2.166858196258545	-2.2636356353759766	-2.7482852935791016	-2.125117301940918	-1.7442636489868164	-1.536590576171875	-2.061844825744629	-1.3854312896728516	-1.3800458908081055	-1.3329658508300781	-1.3599019050598145	-1.2006053924560547
	-0	NaN	DBI	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	5.5637383460998535	NaN	NaN	6.051180362701416	NaN	NaN	NaN	5.374157905578613	NaN	6.028697967529297	NaN	6.308245658874512	6.64414119720459	6.746664524078369	5.600969314575195
	1.7891881492932007	1.037094736099243	DCLK2	Color2 [DarkGray]	1	4		-3.062800407409668	-2.0584611892700195	-2.289118766784668	-2.3330440521240234	-3.4118175506591797	-2.7223992347717285	-3.9995298385620117	-3.17924165725708	-4.320174217224121	-3.092618942260742	-2.492422103881836	-4.646477699279785	-3.5421953201293945	-3.3226318359375	-3.15915584564209	-2.3119564056396484	-2.8534393310546875	-2.093508243560791	-2.4588747024536133
	0.34805316557729354	-0.15225471390618217	DCXR	Color2 [DarkGray]	1	4		-0.46364402770996094	-0.7939910888671875	-0.5530071258544922	-0.7269811630249023	-0.7307147979736328	-1.00520658493042	0.18007469177246094	-0.41334104537963867	-0.661799430847168	-0.48278141021728516	NaN	-0.4392976760864258	-0.04262542724609375	-0.7436685562133789	-0.20046234130859375	-0.023096084594726562	-0.11629676818847656	0.3317990303039551	-0.3397092819213867
	0.28366760305209693	-0.20245308876037593	DDAH2	Color2 [DarkGray]	1	4		-1.429743766784668	-2.2818117141723633	-0.7242136001586914	-0.26683616638183594	-1.6405820846557617	-1.3989605903625488	-0.9283809661865234	-0.8523478507995605	-1.005324363708496	-0.8427114486694336	-0.813817024230957	-0.9262428283691406	-0.6145925521850586	-0.7090225219726562	0.015081405639648438	-0.2808818817138672	-0.0536956787109375	0.9381279945373535	-0.46828556060791016
	0.685170613973323	0.19363803863525386	DDB1	Color2 [DarkGray]	1	4		-0.3436727523803711	-0.458251953125	-0.17824554443359375	-0.529109001159668	-0.8572292327880859	-0.7979903221130371	-0.7693443298339844	-0.4826340675354004	-0.7822561264038086	-0.6139287948608398	-0.5918054580688477	-0.4777212142944336	0.043595314025878906	-0.3802642822265625	-0.7124719619750977	-1.8185129165649414	-1.4033546447753906	-1.8379483222961426	-1.8878173828125
	-0	NaN	DDOST	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4973115921020508	-2.3804540634155273	-0.35319089889526367	-1.1919527053833008
	-0	NaN	DDX3X	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	-3.006382942199707	-3.2043328285217285	NaN	NaN	-3.0229358673095703	NaN	-4.230252265930176	-3.954751968383789	-3.9575204849243164	-2.508993148803711	-3.4149436950683594	-2.8568081855773926	-3.1348724365234375
	0.055529409870334556	-0.07796430587768555	DECR1	Color2 [DarkGray]	1	4		-0.12845993041992188	-2.490846633911133	-1.0246620178222656	-1.5802249908447266	-1.3877439498901367	-2.1965394020080566	-0.5119876861572266	-1.4261984825134277	-1.0388212203979492	-2.0432910919189453	-1.9864110946655273	-0.6913785934448242	0.41527843475341797	-1.413747787475586	-0.015753746032714844	0.16276931762695312	-0.08131122589111328	-0.30060434341430664	0.5324916839599609
	0.195233420083697	0.12785127427842902	DFNA5	Color2 [DarkGray]	1	4		-3.48929500579834	-2.880258560180664	-2.882643699645996	-3.0127105712890625	-3.0142250061035156	-3.3690905570983887	-2.783989906311035	-2.9286980628967285	NaN	-2.589381217956543	-2.9160213470458984	-3.9428091049194336	-3.94710636138916	-3.255382537841797	NaN	-2.3222246170043945	-2.8068971633911133	-2.678471088409424	-2.4179439544677734
	-0	0.4476031462351482	DIABLO	Color2 [DarkGray]	1	4		NaN	-1.386148452758789	NaN	NaN	-2.324355125427246	NaN	-1.2055864334106445	-1.8874754905700684	-1.8742847442626953	-1.7832908630371094	-1.9275169372558594	NaN	NaN	NaN	NaN	-0.680018424987793	-0.847538948059082	-0.33159589767456055	-0.7672443389892578
	0.20117618917685745	0.21420276165008545	DLAT	Color2 [DarkGray]	1	4		-2.89016056060791	NaN	-2.5001745223999023	NaN	-2.9323482513427734	-2.7762656211853027	-1.6982612609863281	-3.037222385406494	NaN	-3.019245147705078	-3.390270233154297	NaN	-3.6162805557250977	-2.8050689697265625	-1.8797321319580078	-2.0085649490356445	-2.3635149002075195	-2.1918463706970215	-1.3562288284301758
	0.04943379434277824	0.05732417106628418	DLD	Color2 [DarkGray]	1	4		0.30892372131347656	-2.3020849227905273	-0.7741184234619141	-1.041727066040039	-1.0407953262329102	-1.2691607475280762	-0.3689537048339844	-1.9079394340515137	-0.6123313903808594	-1.1020584106445312	-1.790013313293457	-0.7846384048461914	-0.5108451843261719	-0.7090225219726562	-0.30438709259033203	-0.17814350128173828	0.18828582763671875	-0.47902631759643555	0.2720975875854492
	0.3502950750717245	0.24342451095581052	DLST	Color2 [DarkGray]	1	4		-0.40434741973876953	NaN	-0.7041559219360352	NaN	-0.5730991363525391	-0.698056697845459	-0.1507730484008789	-1.2074999809265137	-1.1494646072387695	-1.0615921020507812	-1.3387126922607422	-0.6601114273071289	-0.20113849639892578	-0.9363136291503906	0.0638437271118164	-0.08852291107177734	-0.6159219741821289	-0.760439395904541	0.6438140869140625
	0.5010635300321902	-0.3103905677795411	DNPEP	Color2 [DarkGray]	1	4		-2.390854835510254	-2.8701343536376953	-3.0461416244506836	-2.6040706634521484	-2.808476448059082	-2.4110846519470215	-1.689042091369629	-1.8180546760559082	-2.8317251205444336	-1.9494237899780273	-2.346406936645508	-3.2831296920776367	-1.9935264587402344	-3.0432281494140625	-1.6828985214233398	-1.8257989883422852	-1.441361427307129	-1.5617032051086426	-1.8739118576049805
	-0	-0.29166895151138306	DPP7	Color2 [DarkGray]	1	4		-3.1640844345092773	NaN	NaN	NaN	-2.685993194580078	NaN	-2.7357358932495117	-2.2823357582092285	-3.1811742782592773	NaN	-3.385507583618164	-2.680133819580078	-2.174464225769043	-3.8539791107177734	-2.025888442993164	-0.8534555435180664	-1.8416624069213867	-1.1710448265075684	-1.5361566543579102
	0.016106551523601076	-0.009440279006958097	DPYSL3	Color2 [DarkGray]	1	4		2.5995569229125977	2.5024261474609375	3.319594383239746	3.079920768737793	2.7089128494262695	2.261810779571533	2.6855430603027344	2.8169188499450684	2.937061309814453	3.0936803817749023	2.7961130142211914	2.8974227905273438	3.1731109619140625	3.477574348449707	2.989757537841797	2.784555435180664	2.950423240661621	3.5612568855285645	2.950198173522949
	-0	NaN	ECE1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.230708122253418	-2.4180850982666016	-2.6826391220092773	-2.6535239219665527	-2.4485321044921875
	-0	NaN	ECHDC1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	-2.844111442565918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.6214981079101562	-2.050628662109375	-2.1355199813842773	-1.2909541130065918	-2.2786073684692383
	0.09596959860016985	-0.10337686538696289	ECHS1	Color2 [DarkGray]	1	4		-0.126861572265625	-1.9110641479492188	-0.8104152679443359	-1.4024372100830078	-0.9199647903442383	-1.4892563819885254	0.05489921569824219	-1.4042277336120605	-0.5300693511962891	-0.9074420928955078	-2.271249771118164	-1.0166969299316406	-0.41957664489746094	-0.6895923614501953	0.2098836898803711	0.005482673645019531	-0.22792625427246094	-0.7760605812072754	-0.1224679946899414
	0.12795383024089305	0.07106242179870614	EEF1A1	Color2 [DarkGray]	1	4		3.0340261459350586	3.7216997146606445	3.4489965438842773	3.669157028198242	2.878664016723633	3.227661609649658	4.029629707336426	4.01177453994751	2.9955215454101562	3.3632116317749023	3.499964714050293	3.326681137084961	3.351064682006836	3.289900779724121	3.5430946350097656	3.5674991607666016	3.5763349533081055	3.9045443534851074	3.2705907821655273
	0.7701002670644485	0.21971139907836912	EEF1G	Color2 [DarkGray]	1	4		1.1603670120239258	1.0044221878051758	1.2348289489746094	1.2734508514404297	0.9425840377807617	1.0747771263122559	0.9926290512084961	1.3038678169250488	1.0711450576782227	0.7729730606079102	0.8982686996459961	0.7340021133422852	0.36063385009765625	1.3346776962280273	0.7625741958618164	0.2727499008178711	0.40119457244873047	0.14066267013549805	-0.17372798919677734
	0.6828223645669131	0.2409381866455078	EEF2	Color2 [DarkGray]	1	4		-0.0014638900756835938	0.39252281188964844	0.6805362701416016	0.23960399627685547	-0.15806102752685547	0.09760141372680664	0.07365131378173828	0.41083192825317383	-0.5979938507080078	0.2320413589477539	0.5236330032348633	0.02270221710205078	0.23822402954101562	0.0259857177734375	0.012320518493652344	0.2183513641357422	0.07747936248779297	0.14595365524291992	0.032212257385253906
	-0	NaN	EFEMP1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.2356061935424805	-2.237189292907715	-2.799283981323242	-2.504822254180908	-2.7769155502319336
	0.9069729459947868	0.3385738849639892	EFHD2	Color2 [DarkGray]	1	4		1.8336029052734375	1.849471092224121	2.5488815307617188	2.2765655517578125	2.2692909240722656	1.2206387519836426	1.5514812469482422	1.5769352912902832	1.5387802124023438	1.8712530136108398	1.9723739624023438	1.6017303466796875	2.2645368576049805	2.018543243408203	1.1148176193237305	-0.44345760345458984	0.20092487335205078	-0.23900175094604492	0.06380271911621094
	0.11864524784428152	0.10507118701934814	EHD2	Color2 [DarkGray]	1	4		-1.154280662536621	-1.6990880966186523	-1.234670639038086	-0.6984634399414062	NaN	-1.392937183380127	-0.61297607421875	NaN	NaN	-1.334482192993164	NaN	-1.8663921356201172	NaN	NaN	-0.3156900405883789	-0.720189094543457	-2.498774528503418	-0.6290020942687988	-0.1950836181640625
	-0	-0.8371118545532226	EIF3A	Color2 [DarkGray]	1	4		NaN	NaN	NaN	-4.496606826782227	NaN	-4.137938976287842	-2.7452573776245117	-3.4064106941223145	NaN	-3.764181137084961	-4.243686676025391	NaN	NaN	NaN	-3.5119524002075195	-3.1477270126342773	-3.271106719970703	-2.670107364654541	-3.1266040802001953
	1.3080283452075	-0.2801136016845702	EIF3C	Color2 [DarkGray]	1	4		NaN	-3.9489212036132812	-4.135409355163574	-4.312467575073242	NaN	-3.9126715660095215	-3.7433481216430664	-3.6674065589904785	NaN	-3.9291210174560547	-4.008214950561523	NaN	NaN	NaN	NaN	-3.451507568359375	-3.668699264526367	-3.4042954444885254	-4.268567085266113
	-0	NaN	EIF3F	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.558762550354004	NaN	-1.0494670867919922	-2.234370708465576	-2.3979063034057617
	-0	NaN	EIF3I	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.0073719024658203	NaN	NaN	NaN	NaN	-2.079928398132324	-2.4236021041870117	-2.4682722091674805	-2.9754528999328613	-3.2740345001220703
	0.31924028502944785	0.1649787425994873	EIF4B	Color2 [DarkGray]	1	4		-2.7956972122192383	-2.24210262298584	-2.645604133605957	-2.7667999267578125	-3.1697425842285156	-3.160275936126709	-2.8037538528442383	-1.892564296722412	-2.5785093307495117	-2.8612937927246094	-2.7743606567382812	-3.367194175720215	-2.5486297607421875	-2.6189727783203125	-3.399106025695801	NaN	NaN	-3.8286118507385254	-3.905390739440918
	0.18306549659585844	0.15307966868082667	ENAH	Color2 [DarkGray]	1	4		-2.1772594451904297	-2.5064430236816406	NaN	NaN	-2.3775482177734375	-2.8322224617004395	-2.7644948959350586	-2.5058417320251465	-2.0731143951416016	-3.1832218170166016	NaN	-2.464156150817871	-1.6530675888061523	-2.600710868835449	-1.8749465942382812	-1.8367986679077148	-1.869293212890625	-1.0332732200622559	-1.3298883438110352
	-0	NaN	ENG	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.617177963256836	NaN	NaN	NaN	-2.7914228439331055	-2.7441492080688477	NaN	-2.7918524742126465	-3.407891273498535
	0.6271280946742172	0.1406404256820677	ENO1	Color2 [DarkGray]	1	4		6.306905746459961	5.7854323387146	6.313892364501953	6.2947540283203125	6.0717926025390625	5.796322345733643	5.85282564163208	6.1104960441589355	6.025554180145264	6.1040215492248535	5.900692939758301	6.182769298553467	5.971685409545898	6.329896926879883	6.239502906799316	5.810172080993652	6.568600177764893	6.3779191970825195	5.814661026000977
	0.47110271897271583	0.11814661026000994	ENO2	Color2 [DarkGray]	1	4		6.482020854949951	5.950587272644043	6.213055610656738	6.111233234405518	5.941164493560791	5.74075174331665	5.952841281890869	6.021550178527832	6.1112446784973145	6.263301372528076	6.283201694488525	5.88340950012207	6.233175754547119	6.280135631561279	5.500880718231201	4.059307098388672	4.643682479858398	4.34987211227417	3.873105049133301
	0.05070264031380706	-0.017427492141723677	ENOPH1	Color2 [DarkGray]	1	4		1.4017066955566406	1.4325637817382812	1.6932363510131836	1.261240005493164	1.450505256652832	1.366640567779541	1.4280014038085938	1.6936078071594238	1.368988037109375	1.4940729141235352	1.7884244918823242	1.0070934295654297	1.406834602355957	1.6419734954833984	1.3391523361206055	0.5499916076660156	0.9037761688232422	1.18898344039917	0.02011585235595703
	0.23480858282434464	-0.18407233556111668	ENPP4	Color2 [DarkGray]	1	4		NaN	NaN	-1.948531150817871	-2.9140262603759766	-2.1697425842285156	-1.5993876457214355	-1.9668550491333008	-2.444765567779541	NaN	-2.0615921020507812	-2.085947036743164	-2.519197463989258	-2.6925954818725586	-2.684774398803711	-2.2368345260620117	-2.2916364669799805	-2.4502763748168945	-2.252986431121826	-1.2335195541381836
	1.8017130477621814	0.6953843593597412	ENSA	Color2 [DarkGray]	1	4		0.4961099624633789	0.3580446243286133	0.6227941513061523	0.7216701507568359	-1.0515613555908203	-0.38245534896850586	0.04516887664794922	-0.3861708641052246	0.19653606414794922	0.07779407501220703	-0.5357494354248047	-0.12078666687011719	0	0.6999282836914062	-2.0635032653808594	NaN	-2.079120635986328	-1.682671070098877	NaN
	0.33473248338526623	-0.1308319303724501	ENTPD1	Color2 [DarkGray]	1	4		-1.2801074981689453	NaN	-1.2933931350708008	-1.440572738647461	-1.4865484237670898	-1.134920597076416	-0.5427942276000977	-1.0917792320251465	-1.3067045211791992	-1.1832218170166016	-1.2785921096801758	NaN	-1.4103937149047852	-1.4297780990600586	-0.4986419677734375	-0.03430938720703125	-0.2120828628540039	-0.11585187911987305	-0.1039876937866211
+	3.4775177587518233	-1.724078607559204	ENTPD2	Color2 [DarkGray]	1	4		0.029544830322265625	-1.895578384399414	-1.4563789367675781	-1.2706480026245117	1.375502586364746	0.06145811080932617	1.2235832214355469	0.6710419654846191	0.746821403503418	-0.08948612213134766	0.8364639282226562	0.2554893493652344	0.28391551971435547	0.3933448791503906	1.167628288269043	2.9816627502441406	2.735426902770996	3.8114657402038574	2.693190574645996
	-0	NaN	ERAP1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	-4.072934627532959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.577298164367676	-2.5506410598754883	-2.9597482681274414	-2.2405495643615723	-3.770461082458496
	-0	NaN	ERBB2IP	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.149555206298828	-3.6276721954345703	-4.368671894073486	-5.029379844665527
	-0	NaN	ERGIC1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9676923751831055	-2.0292892456054688	-0.3152022361755371	-1.2901029586791992
	0.3296344422732721	0.2522158622741699	ETFA	Color2 [DarkGray]	1	4		-0.4737682342529297	NaN	-0.4302549362182617	-1.2630348205566406	-1.6044626235961914	NaN	-0.49381542205810547	-1.4560227394104004	-0.9136934280395508	-1.3307790756225586	-1.3855066299438477	-0.5393753051757812	-0.12255287170410156	-0.9249086380004883	-0.0035991668701171875	-0.44676780700683594	-0.6259880065917969	-1.1103816032409668	-0.38334178924560547
	-0	NaN	ETFDH	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.212484359741211	-1.0336551666259766	-1.0404644012451172	-1.4717402458190918	-0.40880489349365234
	0.6550783122483873	-0.1983799934387207	EZR	Color2 [DarkGray]	1	4		2.1464805603027344	1.3660917282104492	1.955160140991211	1.6032228469848633	2.2150707244873047	1.75166654586792	2.0308876037597656	2.0913100242614746	1.8328742980957031	1.615102767944336	1.7101669311523438	2.125303268432617	2.245210647583008	2.043595314025879	2.388164520263672	2.414534568786621	2.2714176177978516	3.0883402824401855	2.8456907272338867
	-0	NaN	F13A1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	-2.9689106941223145	NaN	NaN	NaN	-2.4951658248901367	NaN	NaN	NaN	-4.549020767211914	-1.361806869506836	-2.4857234954833984	-4.106105804443359	-2.9754528999328613	-3.783400535583496
	0.6705514823948101	0.22079553604125968	F3	Color2 [DarkGray]	1	4		2.324892997741699	2.4181089401245117	2.364443778991699	2.4712018966674805	2.1098546981811523	1.8132891654968262	2.7905664443969727	1.998593807220459	1.9081859588623047	2.6059980392456055	2.4144716262817383	2.187716484069824	1.9520835876464844	1.9579038619995117	2.7537612915039062	2.543893814086914	2.644944190979004	3.072880268096924	1.8728084564208984
	2.373325342211477	0.6849594116210938	FABP3	Color2 [DarkGray]	1	4		3.894669532775879	3.9896469116210938	4.5269012451171875	4.487875938415527	3.6074600219726562	3.1139578819274902	3.237786293029785	3.407561779022217	3.403167724609375	3.3099241256713867	3.656365394592285	3.5448970794677734	4.226675033569336	3.8903446197509766	2.7536516189575195	1.3924055099487305	1.5579719543457031	1.450605869293213	0.5865135192871094
	0.43858242772483663	-0.3656987190246581	FABP5	Color2 [DarkGray]	1	4		2.7319583892822266	3.230929374694824	3.8066883087158203	3.594599723815918	3.469876289367676	2.7752633094787598	3.0178613662719727	3.3785157203674316	3.740955352783203	3.2065649032592773	3.531614303588867	4.752898216247559	4.7072248458862305	4.486652374267578	4.17556095123291	4.839988708496094	4.743374824523926	5.788895606994629	4.65397834777832
	0.1805539127139833	-0.12440130445692255	FAH	Color2 [DarkGray]	1	4		-2.2730178833007812	-2.159640312194824	NaN	-2.8216629028320312	-1.7679615020751953	-2.6851181983947754	-2.6349353790283203	-1.9983038902282715	-2.0981178283691406	NaN	-2.9275169372558594	-2.345714569091797	-1.7150325775146484	-2.4706506729125977	-0.994410514831543	-1.8294563293457031	-1.0539894104003906	-0.8879895210266113	-1.2694768905639648
	-0	NaN	FAHD2A	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4140596389770508	NaN	-1.2185335159301758	-1.5566902160644531	-0.9576282501220703	-1.2718453407287598	-0.8262710571289062
	-0	NaN	FAM129A	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.318936347961426	-2.60601806640625	NaN	-3.2343697547912598	-3.8498945236206055
	0.3110413842758987	-0.16288075447082528	FAM171A1	Color2 [DarkGray]	1	4		-2.697516441345215	-2.6206140518188477	-2.771134376525879	-2.2404327392578125	-3.003732681274414	-2.5516343116760254	-1.7938385009765625	-2.269038677215576	-2.5785093307495117	-3.169923782348633	-2.2494449615478516	-2.0054264068603516	-2.3813934326171875	-2.1924943923950195	-2.855963706970215	-1.9318714141845703	-1.714503288269043	-2.497405529022217	-2.4536943435668945
	-0	NaN	FBLN1	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.562765121459961	-3.0653581619262695	-3.624147891998291	-3.1431875228881836
+	2.601586388584755	-2.8569104194641115	FBN1	Color2 [DarkGray]	1	4		-0.898320198059082	-3.57550048828125	-2.53012752532959	-4.691293716430664	-0.020478248596191406	0.7819819450378418	-0.8856306076049805	-0.8253350257873535	0.7964925765991211	2.0480709075927734	-1.271249771118164	-0.20369625091552734	-1.6401281356811523	0.5509719848632812	0.6084909439086914	2.425471305847168	0.7550725936889648	2.5384421348571777	1.5166053771972656
	0.14660741124122448	-0.06926741600036612	FERMT2	Color2 [DarkGray]	1	4		-2.2380847930908203	-2.9007225036621094	-2.127756118774414	-2.4841623306274414	-2.550015449523926	-2.907510280609131	-1.9447441101074219	-2.371886730194092	-2.592653274536133	-2.067744255065918	-2.635913848876953	-2.1162328720092773	-2.205897331237793	-2.2915420532226562	-1.5897893905639648	-1.683323860168457	-1.7879390716552734	-1.1563677787780762	-1.8431062698364258
	0.03155090906431343	-0.02589936256408687	FHL1	Color2 [DarkGray]	1	4		0.6096343994140625	1.2948169708251953	1.915879249572754	1.9585208892822266	1.609238624572754	0.9128880500793457	0.8978872299194336	1.5278220176696777	0.9009675979614258	1.9669694900512695	1.9163179397583008	1.9274921417236328	1.5424652099609375	1.5040740966796875	0.856114387512207	1.525278091430664	1.4961576461791992	2.6004347801208496	1.9100065231323242
	0.45060538908442727	0.32947683334350586	FKBP1A	Color2 [DarkGray]	1	4		2.980875015258789	3.472306251525879	4.445899963378906	4.238919258117676	3.6086502075195312	2.4876646995544434	3.57625675201416	3.7953763008117676	2.8061351776123047	3.319089889526367	3.5073728561401367	3.141646385192871	4.068800926208496	4.239239692687988	2.481379508972168	NaN	NaN	NaN	NaN
	0.108684212198626	-0.08611652586195206	FKBP3	Color2 [DarkGray]	1	4		0.11189842224121094	0.5532474517822266	1.1518173217773438	0.7781257629394531	0.7920608520507812	NaN	0.8575630187988281	1.1476893424987793	-0.3953523635864258	0.7924890518188477	0.7926645278930664	0.4013395309448242	1.4897832870483398	0.7357616424560547	-0.147552490234375	NaN	NaN	0.39935827255249023	NaN
	2.6333443659686577	-0.7541111946105956	FLNA	Color2 [DarkGray]	1	4		-1.6693191528320312	-2.3933801651000977	-2.3412704467773438	-2.4841623306274414	-1.4720125198364258	-1.6814417839050293	-1.265986442565918	-1.5294280052185059	-1.4635734558105469	-0.9810066223144531	-2.145108222961426	-1.2069196701049805	-1.3147687911987305	-1.6189727783203125	-0.08431243896484375	-0.00223541259765625	0.06335067749023438	0.4721360206604004	0.06387519836425781
	-0	NaN	FLNC	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.220876693725586	NaN	-4.490187644958496	NaN	-2.973799705505371	-3.291637420654297	-1.901534080505371	-2.686882495880127	-3.2290878295898438
	0.23190764520200624	0.10030322074890141	FLOT1	Color2 [DarkGray]	1	4		2.093454360961914	1.9379491806030273	1.8604888916015625	2.165128707885742	1.8916501998901367	1.5957131385803223	2.551283836364746	2.3001790046691895	1.7344884872436523	2.2858476638793945	1.6183280944824219	1.7158145904541016	1.6304988861083984	1.8157167434692383	1.0800504684448242	0.20642662048339844	0.3459644317626953	0.40071916580200195	0.10374832153320312
	0.7516159280360916	0.18640985488891593	FLOT2	Color2 [DarkGray]	1	4		2.2519054412841797	2.097437858581543	2.1768360137939453	2.3683271408081055	2.1334590911865234	2.0018858909606934	2.449533462524414	2.261976718902588	1.7242164611816406	2.333662986755371	1.8834238052368164	1.813828468322754	1.8466863632202148	1.9234943389892578	1.5116815567016602	0.6645107269287109	0.8819465637207031	0.928473949432373	0.8421812057495117
	-0	NaN	FNTA	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	-2.5993876457214355	NaN	-1.8084044456481934	-2.8829498291015625	-2.33819580078125	-1.998483657836914	NaN	NaN	NaN	-1.8050127029418945	-2.7720279693603516	-1.714503288269043	-2.110381603240967	-2.3683624267578125
	0.06990146153967575	0.08488764762878417	FOLR2	Color2 [DarkGray]	1	4		0.5313434600830078	-0.7422924041748047	0.4888906478881836	0.5364131927490234	0.990229606628418	0.9088578224182129	-0.22211170196533203	-0.10796403884887695	-0.37534618377685547	1.5008182525634766	-0.04781150817871094	0.1999368667602539	-0.8675384521484375	-0.7920598983764648	2.0141916275024414	1.9950475692749023	1.614884376525879	1.4280829429626465	1.8238534927368164
	-0	NaN	FRMD5	Color2 [DarkGray]	1	4		NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.949760913848877	-3.6775426864624023	NaN	NaN	NaN	NaN	NaN	NaN	-2.5326452255249023	-1.4236955642700195	-2.290954113006592	-4.248692512512207
	1.8571901774018922	-0.56193962097168	FTL	Color2 [DarkGray]	1	4		5.019855499267578	5.032016754150391	5.008913993835449	5.109674453735352	6.198981761932373	5.235462188720703	6.150257110595703	5.613998889923096	5.7007293701171875	5.300556182861328	5.154903411865234	5.472466945648193	5.919299125671387	5.298892974853516	6.808764934539795	7.082563877105713	6.707359313964844	7.1075119972229	6.496658802032471
	-0	-0.7643631526402066	GAA	Color2 [DarkGray]	1	4		-4.26737117767334	NaN	NaN	NaN	-3.4960765838623047	-2.7762656211853027	-3.799778938293457	-4.069132328033447	-3.9893312454223633	NaN	-3.1653804779052734	NaN	-3.225090980529785	NaN	-2.7470293045043945	-2.836798667907715	-2.6276721954345703	-2.1739983558654785	-2.4588747024536133
	0.5292886423230507	0.2398866653442382	GABARAPL2	Color2 [DarkGray]	1	4		1.4302854537963867	1.6599845886230469	NaN	1.6292905807495117	1.2561120986938477	0.6565556526184082	0.9933452606201172	1.5846409797668457	1.5088005065917969	1.1750860214233398	1.5515995025634766	1.2808799743652344	1.9900712966918945	1.3359107971191406	NaN	NaN	NaN	NaN	NaN
