,Count.small.norm.AT100,CoverFrac.small.AT100,Count.NFT.norm.AT100,CoverFrac.NFT.AT100,Count.Diff.norm.AT100,CoverFrac.Diff.AT100,Coverage....AT100,Clear.area.AT100,Section.Area..mm2..AT100,Section.Area.AT100,Tot.Inc.Area..px..AT100,Tot.Inc.Coverage.AT100,Count.small.inc.AT100,Tot.Area.small.inc.AT100,NeighborDist.small.inc.AT100,Circularity.small.inc.AT100,Convexity.small.inc.AT100,Elongation.small.inc.AT100,ShapeFactor.small.inc.AT100,EqDiameter.small.inc.AT100,Length.small.inc.AT100,Area.small.inc.AT100,MaxFeret.small.inc.AT100,Min.Feret.small.inc.AT100,Count.NFT.AT100,Tot.Area.NFT.AT100,NeighborDist.NFT.AT100,Circularity..NFT.AT100,convexity..NFT.AT100,Elongation..NFT.AT100,ShapeFactor..NFT.AT100,EqDiameter..NFT.AT100,Length..NFT.AT100,Area..NFT.AT100,MaxFeret..NFT.AT100,Min.Feret.NFT.AT100,Count.DiffInc.AT100,Tot.Area.DiffInc.AT100,NeighborDist.DiffInc.AT100,Circularity.DiffInc.AT100,Convexity.DiffInc.AT100,Elongation.DiffInc.AT100,ShapeFactor.DiffInc.AT100,EqDiameter.DiffInc.AT100,Length.DiffInc.AT100,Area..DiffInc.AT100,MaxFeret.DiffInc.AT100,MinFeret.DiffInc.AT100,Count.small.norm..AT8,CoverFrac.small..AT8,Count.NFT.norm..AT8,CoverFrac.NFT..AT8,Count.Diff.norm..AT8,CoverFrac.Diff..AT8,Coverage.....AT8,Clear.area..AT8,Section.Area..mm2...AT8,Section.Area..AT8,Tot.Inc.Area..px...AT8,Tot.Inc.Coverage..AT8,Count.small.inc..AT8,Tot.Area.small.inc..AT8,NeighborDist.small.inc..AT8,Circularity.small.inc..AT8,Convexity.small.inc..AT8,Elongation.small.inc..AT8,ShapeFactor.small.inc..AT8,EqDiameter.small.inc..AT8,Length.small.inc..AT8,Area.small.inc..AT8,MaxFeret.small.inc..AT8,Min.Feret.small.inc..AT8,Count.NFT..AT8,Tot.Area.NFT..AT8,NeighborDist.NFT..AT8,Circularity..NFT..AT8,convexity..NFT..AT8,Elongation..NFT..AT8,ShapeFactor..NFT..AT8,EqDiameter..NFT..AT8,Length..NFT..AT8,Area..NFT..AT8,MaxFeret..NFT..AT8,Min.Feret.NFT..AT8,Count.DiffInc..AT8,Tot.Area.DiffInc..AT8,NeighborDist.DiffInc..AT8,Circularity.DiffInc..AT8,Convexity.DiffInc..AT8,Elongation.DiffInc..AT8,ShapeFactor.DiffInc..AT8,EqDiameter.DiffInc..AT8,Length.DiffInc..AT8,Area..DiffInc..AT8,MaxFeret.DiffInc..AT8,MinFeret.DiffInc..AT8,Count.small.norm..4G8,CoverFrac.small..4G8,Count.NFT.norm..4G8,CoverFrac.NFT..4G8,Count.Diff.norm..4G8,CoverFrac.Diff..4G8,Coverage.....4G8,Clear.area..4G8,Section.Area..mm2...4G8,Section.Area..4G8,Tot.Inc.Area..px...4G8,Tot.Inc.Coverage..4G8,Count.small.inc..4G8,Tot.Area.small.inc..4G8,NeighborDist.small.inc..4G8,Circularity.small.inc..4G8,Convexity.small.inc..4G8,Elongation.small.inc..4G8,ShapeFactor.small.inc..4G8,EqDiameter.small.inc..4G8,Length.small.inc..4G8,Area.small.inc..4G8,MaxFeret.small.inc..4G8,Min.Feret.small.inc..4G8,Count.NFT..4G8,Tot.Area.NFT..4G8,NeighborDist.NFT..4G8,Circularity..NFT..4G8,convexity..NFT..4G8,Elongation..NFT..4G8,ShapeFactor..NFT..4G8,EqDiameter..NFT..4G8,Length..NFT..4G8,Area..NFT..4G8,MaxFeret..NFT..4G8,Min.Feret.NFT..4G8,Count.DiffInc..4G8,Tot.Area.DiffInc..4G8,NeighborDist.DiffInc..4G8,Circularity.DiffInc..4G8,Convexity.DiffInc..4G8,Elongation.DiffInc..4G8,ShapeFactor.DiffInc..4G8,EqDiameter.DiffInc..4G8,Length.DiffInc..4G8,Area..DiffInc..4G8,MaxFeret.DiffInc..4G8,MinFeret.DiffInc..4G8
MEgreen,-0.18863492,-0.207890016,-0.333135694,-0.309576762,0.419519579,0.299969294,0.306739747,-0.306739747,0.414452264,0.150347997,0.414452264,0.30673975,0.257205401,0.242375426,-0.192743205,-0.533434544,-0.486142645,0.521404158,-0.506388189,-0.119028473,0.450760658,-0.15528546,0.481594842,-0.496205501,0.254114578,0.260753665,-0.041139449,-0.316537541,-0.272967011,0.394235103,-0.338957136,-0.035185678,0.208982306,-0.040884397,0.237403006,0.078019629,0.386277122,0.334811851,0.113565765,0.081452347,-0.040639384,-0.192574754,0.122053164,-0.347483674,-0.348760346,-0.356146985,-0.320732739,-0.111390296,0.080906947,-0.015300121,-0.015300121,-0.213229732,-0.213229732,-0.210385955,0.151628821,0.160856452,0.10645893,-0.106458929,0.05501448,0.106458926,0.088662798,0.068892063,-0.27637201,0.125903321,0.212823501,-0.116358478,0.148274258,-0.563949286,-0.367767388,-0.570624097,-0.327083166,-0.313557969,-0.042522009,-0.053924213,-0.193407397,-0.02190264,0.030337718,0.125977947,-0.016988765,-0.226689084,-0.084182394,-0.194607704,-0.05022011,-0.251240246,0.081048289,0.094464187,0.066697991,-0.008001606,0.049770124,0.025490615,-0.000971035,0.240630276,0.128240638,0.264121232,0.150522939,0.108807795,0.23380259,0.210310237,-0.219797977,-0.305469653,-0.176089159,0.048212718,0.06236411,-0.062364109,0.128318678,0.32381691,0.128318679,0.062364099,0.274032813,0.267902497,-0.077685212,-0.007943154,-0.022996634,-0.034728018,0.030578367,-0.307990091,-0.091967177,-0.305081115,-0.099777548,-0.107402822,0.178794182,0.158787915,-0.09032112,-0.148152903,-0.162256636,0.220180511,-0.177826444,-0.071803838,0.035020667,-0.046820804,0.073561722,-0.132827402,-0.075949582,-0.061721322,-0.022467511,0.139404244,0.21623171,-0.112943924,0.169955042,0.364292181,0.167537964,0.331673172,0.104841911,0.268882805
MEpink,-0.060846517,-0.097451771,-0.192095179,-0.228846345,0.28107087,0.195479927,0.58334948,-0.583349481,0.772472352,0.302597852,0.772472352,0.583349485,0.568986869,0.554095573,-0.524480881,-0.26628816,-0.314039661,0.137934575,-0.096830009,-0.337791647,0.066593844,-0.354584816,0.103024894,-0.347568755,0.642458458,0.652265689,-0.477962347,-0.561953211,-0.542164977,0.50956739,-0.52674676,-0.189669713,0.318053923,-0.219371415,0.324565547,0.012796906,0.597338713,0.567298223,0.169777003,0.116015762,0.020889952,-0.225051495,0.155462025,-0.377338966,-0.402196107,-0.368299873,-0.354892441,-0.119963286,0.319130903,0.25312467,0.25312467,0.12390855,0.12390855,0.122580952,-0.139876633,-0.17262155,0.146933997,-0.146933996,0.116421946,0.146933989,0.146149692,0.14495974,-0.333988326,0.124538407,0.24235548,-0.102081269,0.165488265,-0.445329936,-0.321304579,-0.449851984,-0.294871273,-0.258412019,0.15181249,0.14806508,-0.301808348,0.054752481,0.089063534,0.011378233,0.080813586,-0.096953146,-0.077037243,-0.062361912,-0.061050435,-0.112114196,0.081842444,0.052286792,0.292130575,0.376614184,0.376354757,-0.299198704,0.375106332,0.304628405,-0.148263567,0.296951639,-0.12934019,0.425314659,0.293076152,0.290440663,0.119426633,-0.066399373,-0.34364639,-0.152149579,0.141465059,-0.141465059,0.183812641,0.40334833,0.183812642,0.141465053,0.390776227,0.391213935,-0.065463871,0.174616491,0.183393695,-0.198563841,0.209057556,-0.227374369,-0.289848341,-0.202056128,-0.266312805,0.050442627,0.354814671,0.287944401,-0.123989927,0.020417633,0.004754619,0.046354671,-0.010522687,-0.285492766,-0.217248763,-0.27375323,-0.191020556,-0.286337378,-0.109931843,-0.113802973,-0.088930639,-0.123922193,-0.047906586,0.037659377,-0.043315825,0.378770876,0.418913357,0.379008454,0.327450654,0.131467072
MEpurple,0.335844756,0.353361396,0.342438453,0.373023974,-0.422491451,-0.416455982,-0.40813704,0.40813704,-0.493265642,-0.005272787,-0.493265642,-0.408137038,-0.214470286,-0.208806196,0.439089681,-0.144459347,-0.053428119,0.300911577,-0.312649819,0.292551993,0.325878434,0.275201666,0.299003595,-0.026662856,-0.334574319,-0.34481611,0.402444897,0.267835675,0.282125754,-0.177842362,0.237976839,0.212857427,-0.082436052,0.258896003,-0.081477883,0.036779094,-0.436816072,-0.427279109,0.309164915,-0.180403189,-0.030164523,0.331940963,-0.22380671,0.23608905,0.423928134,0.155843921,0.379134616,-0.015580634,-0.279741166,-0.211278346,-0.211278346,-0.007900564,-0.007900564,0.010981268,-0.000328036,0.055507868,-0.430740857,0.430740856,-0.4527663,-0.430740848,-0.380956351,-0.393866268,0.582106938,-0.014835085,-0.077870462,0.065913905,-0.181702952,0.438079065,0.23829168,0.443859064,0.217922764,0.333327458,-0.386264904,-0.365165691,0.538569659,0.281762565,0.233911107,-0.328125505,0.238897051,0.207608948,-0.165088793,0.169587332,-0.182375534,0.415304195,-0.456672181,-0.436308421,-0.19850524,-0.377571451,-0.246238954,0.550121452,-0.423790084,0.023091922,0.430835234,0.065084275,0.409468253,-0.299761645,-0.09260343,-0.102910884,-0.181386248,-0.047133818,0.189375615,0.087247313,-0.187551331,0.187551331,-0.285736704,-0.218167535,-0.285736705,-0.18755133,-0.304183872,-0.307241855,0.475915468,-0.343337719,-0.430686913,0.313620921,-0.390294223,-0.182948732,0.361918045,-0.179804411,0.247836099,-0.245910347,-0.372206792,-0.356659887,0.122191834,0.040695273,0.075003344,0.07340227,0.003035746,0.109604749,0.03782703,0.099728604,0.101570564,0.038638815,-0.110863052,-0.126758018,0.455262391,0.292800214,0.318981595,-0.027444755,0.183513061,-0.143126435,-0.337753568,-0.153194649,-0.230128828,-0.008575568
MEblue,0.274880491,0.295863927,0.251091638,0.268483087,-0.383187729,-0.323818678,-0.426950753,0.426950753,-0.575030803,-0.294487683,-0.575030803,-0.426950751,-0.301630371,-0.285462289,0.406538342,0.108641473,0.156929606,0.006501337,-0.034183364,0.238543758,0.038461934,0.24659488,0.021831932,0.163356481,-0.412361402,-0.426818135,0.385739947,0.353451541,0.345120734,-0.267743028,0.296458699,0.200261848,-0.160687187,0.225497928,-0.161548463,-0.04710266,-0.497732389,-0.501103042,0.093364879,0.044497307,0.165735949,0.093946677,-0.003423673,0.422084638,0.292327255,0.361480638,0.231779898,0.21614806,-0.136763732,-0.069619126,-0.069619126,-0.003940163,-0.003940163,0.004974833,-0.042479977,0.016643401,-0.328611727,0.328611726,-0.353740567,-0.328611722,-0.279322794,-0.291280545,0.466391788,-0.235452828,-0.302356583,0.229617867,-0.306856832,0.401218802,0.375387758,0.398009011,0.369923675,0.132971778,-0.303148718,-0.281317895,0.472745483,0.081045766,0.037144714,-0.137545754,0.033310648,0.195522413,-0.002744144,0.164251304,-0.023391994,0.294750846,-0.355534948,-0.339448744,-0.091412816,-0.214995486,-0.218497318,0.21836589,-0.209268803,-0.015153819,0.229324797,0.003399471,0.18433082,-0.129093472,-0.370700747,-0.367110044,-0.137076275,0.010222321,0.462597162,0.234026852,-0.113036779,0.113036779,-0.211191287,-0.424318386,-0.211191288,-0.113036777,-0.38917789,-0.389993968,0.178842311,-0.140535294,-0.267880931,0.106905897,-0.190007259,0.300136342,0.330639267,0.276778985,0.229805326,0.091539331,-0.358263613,-0.307592325,0.030262122,0.052239985,0.065000459,-0.014622021,0.011253524,0.240293468,0.118701515,0.221553264,0.157393634,0.22565269,0.066705969,0.060882799,-0.115636241,-0.086781411,-0.08965125,0.296247927,-0.202836249,-0.415473184,-0.217394623,-0.369419793,-0.080497999,-0.341914029
MEmagenta,0.191673844,0.198289943,0.046788305,0.091438413,-0.19153127,-0.162998803,-0.293520745,0.293520744,-0.431702955,-0.34405314,-0.431702955,-0.293520741,-0.239592205,-0.229720982,0.403627243,-0.123894345,-0.024546229,0.274128313,-0.285012451,0.228971923,0.27773713,0.226578493,0.265013473,-0.052498364,-0.373850209,-0.384050551,0.386280568,0.294270868,0.303186663,-0.1677074,0.230129311,0.297166273,-0.068188944,0.32411698,-0.059816552,0.184959961,-0.338459906,-0.371667018,0.366121403,0.141952023,0.241807552,-0.018676789,0.102389761,0.32215474,0.139358347,0.227305466,0.069616176,0.217531355,-0.223196379,-0.162780202,-0.162780202,-0.085688648,-0.085688648,-0.068273004,-0.004865484,0.099982216,-0.36479686,0.36479686,-0.425370053,-0.364796853,-0.365432735,-0.379065004,0.442176308,-0.204648872,-0.281928082,0.203986355,-0.28688772,0.404120455,0.351070345,0.397521937,0.349043956,0.162511728,-0.396995239,-0.37807881,0.456197876,0.177869623,0.154181525,-0.186034459,0.129122847,0.178024494,-0.098105999,0.140345869,-0.104502149,0.313827535,-0.413957788,-0.388261726,0.017432796,-0.252379322,-0.206766974,0.321630174,-0.253161442,0.258838143,0.442186646,0.308359994,0.394210006,-0.005412114,-0.230617426,-0.224765651,-0.218704949,-0.156518936,0.328129924,0.235285938,-0.184929597,0.184929598,-0.337338418,-0.309237652,-0.337338419,-0.184929605,-0.315836051,-0.317763017,0.228006396,-0.050423625,-0.237897177,0.00879699,-0.121618421,0.367701383,0.308665485,0.34787486,0.172654604,0.210568415,-0.393578036,-0.400225866,0.070870259,0.113066108,0.125955698,-0.014726035,0.05487989,0.138146298,0.006034202,0.127917471,0.066651352,0.126267287,-0.177455711,-0.166193549,-0.091906205,-0.149326983,-0.113738109,0.342166733,-0.244583148,-0.218502929,-0.020036044,-0.158784991,0.102682395,-0.255170194
MEgrey,0.074163045,0.068112928,-0.029847592,-0.00661727,0.043733854,-0.029597135,0.195796558,-0.195796559,0.227840595,-0.007555569,0.227840595,0.195796565,0.138774567,0.136749694,0.076024357,-0.481642533,-0.411055824,0.547640842,-0.545601977,0.087022266,0.516423757,0.067940317,0.532786229,-0.374809528,0.111003752,0.106855605,0.108673949,-0.109243481,-0.079684265,0.206860301,-0.157365593,0.173227224,0.158439456,0.174279992,0.172908202,0.068888013,0.225094135,0.184997709,0.439406957,0.12728269,0.12355749,-0.126735507,0.12895969,-0.110984672,-0.182350764,-0.194780818,-0.191498232,-0.012811758,0.004046527,-0.019847335,-0.019847335,-0.022180537,-0.022180537,-0.002483755,-0.085888773,0.003619662,-0.262959448,0.262959448,-0.354852201,-0.262959451,-0.263097952,-0.287122542,0.190551547,0.021989761,0.042242703,0.001707401,-0.039330427,-0.139235424,-0.086529394,-0.145334903,-0.063101665,-0.063306252,-0.319512828,-0.304975306,0.21319148,0.251751799,0.259849524,-0.207042584,0.230992094,0.059921932,-0.201094865,0.062486896,-0.191968651,0.203368756,-0.369968156,-0.336509786,0.198263939,-0.001836797,0.083046413,0.13379206,-0.003440144,0.470716828,0.366130267,0.503301377,0.346509763,0.210890093,0.227294952,0.219084916,-0.086898049,-0.191845299,-0.119532399,-0.035920263,0.005325368,-0.005325367,-0.059545001,0.129798802,-0.059545001,0.005325353,0.158607812,0.153658443,0.09883383,0.004296802,-0.160763631,-0.094407431,0.010638994,-0.116718734,0.038449489,-0.11967625,-0.07626679,0.067966311,0.026214119,-0.031497644,-0.106038366,-0.031806414,-0.017443941,0.221683724,-0.119084591,-0.151005946,-0.107784509,-0.133781036,-0.005525932,-0.23813905,-0.220058826,-0.205207412,-0.043629435,0.009157778,0.091416993,0.106251119,0.0102931,0.142707561,0.123595531,0.159471669,0.117050005,0.072092892
