,green,turquoise,black,pink,grey,,,,,,,
,FET pValue,FET pValue,FET pValue,FET pValue,FET pValue,,,,,,,
Astrocytes,0.947899497,5.61188081592496e-05,0.999939209,0.973937152,0.124546287,,,,0.023237707,4.250891561,2.6402E-05,0.011469067
Microglia,0.017633895,0.02759581,0.999876107,0.762247415,0.473163171,,,,1.75365175,1.559156854,5.38094E-05,0.11790404
Neuron,0.999957264,0.999999246,5.17934688209905e-12,0.005369045,0.983548902,,,,1.85604E-05,3.27458E-07,11.285725,2.270102956
Oligodendrocytes,0.995402328,0.951579702,0.00339285,1,0.173077505,,,,0.002001348,0.02155483,2.46943534,0
Endothelia,0.755802616,0.000335569,0.999241994,0.978338577,0.429422574,,,,0.121591609,3.474218166,0.000329323,0.009510821
,,,,0.05,,,,,,,,1.301029996
