ID	Symbol	Name	Species	Date	Remarks
79053	ALG8	asparagine-linked glycosylation 8, alpha-1,3-glucosyltransferase homolog (S. cerevisiae)	Hs	11/03/2015	
100128737	LOC100128737	hypothetical protein LOC100128737	Hs	11/03/2015	
100128731	LOC100128731	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	Hs	11/03/2015	
81631	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta	Hs	11/03/2015	
79585	CORO7	coronin 7	Hs	11/03/2015	
79586	CHPF	chondroitin polymerizing factor	Hs	11/03/2015	
79587	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	Hs	11/03/2015	
79581	GPR172A	G protein-coupled receptor 172A	Hs	11/03/2015	
79582	SPAG16	sperm associated antigen 16	Hs	11/03/2015	
79583	FLJ22167	hypothetical protein FLJ22167	Hs	11/03/2015	
285755	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6	Hs	11/03/2015	
285753	C6orf182	chromosome 6 open reading frame 182	Hs	11/03/2015	
158584	FAAH2	fatty acid amide hydrolase 2	Hs	11/03/2015	
130535	KCTD18	potassium channel tetramerisation domain containing 18	Hs	11/03/2015	
55388	MCM10	minichromosome maintenance complex component 10	Hs	11/03/2015	
65981	CAPRIN2	caprin family member 2	Hs	11/03/2015	
51409	HEMK1	HemK methyltransferase family member 1	Hs	11/03/2015	
65980	BRD9	bromodomain containing 9	Hs	11/03/2015	
55380	EPS15L2	epidermal growth factor receptor pathway substrate 15-like 2	Hs	11/03/2015	
51402	HSFX1	heat shock transcription factor family, X linked 1	Hs	11/03/2015	
51400	PPME1	protein phosphatase methylesterase 1	Hs	11/03/2015	
55384	MEG3	maternally expressed 3 (non-protein coding)	Hs	11/03/2015	
51406	NOL7	nucleolar protein 7, 27kDa	Hs	11/03/2015	
55387	PRO2214	hypothetical protein PRO2214	Hs	11/03/2015	
65982	ZSCAN18	zinc finger and SCAN domain containing 18	Hs	11/03/2015	
8440	NCK2	NCK adaptor protein 2	Hs	11/03/2015	
158586	ZXDB	zinc finger, X-linked, duplicated B	Hs	11/03/2015	
4863	NPAT	nuclear protein, ataxia-telangiectasia locus	Hs	11/03/2015	
100129436	LOC100129436	hypothetical protein LOC100129436	Hs	11/03/2015	
65986	ZBTB10	zinc finger and BTB domain containing 10	Hs	11/03/2015	
196296	DCDC5	doublecortin domain containing 5	Hs	11/03/2015	
9894	TELO2	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	Hs	11/03/2015	
9895	TECPR2	tectonin beta-propeller repeat containing 2	Hs	11/03/2015	
9896	FIG4	FIG4 homolog (S. cerevisiae)	Hs	11/03/2015	
9897	KIAA0196	KIAA0196	Hs	11/03/2015	
9890	LPPR4	plasticity related gene 1	Hs	11/03/2015	
9891	NUAK1	NUAK family, SNF1-like kinase, 1	Hs	11/03/2015	
9892	SNAP91	synaptosomal-associated protein, 91kDa homolog (mouse)	Hs	11/03/2015	
9898	UBAP2L	ubiquitin associated protein 2-like	Hs	11/03/2015	
9899	SV2B	synaptic vesicle glycoprotein 2B	Hs	11/03/2015	
93099	DMKN	dermokine	Hs	11/03/2015	
55968	NSFL1C	NSFL1 (p97) cofactor (p47)	Hs	11/03/2015	
55969	C20orf24	chromosome 20 open reading frame 24	Hs	11/03/2015	
55964	SEPT3	septin 3	Hs	11/03/2015	
55966	AJAP1	adherens junctions associated protein 1	Hs	11/03/2015	
55967	NDUFA12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	Hs	11/03/2015	
136332	LRGUK	leucine-rich repeats and guanylate kinase domain containing	Hs	11/03/2015	
730109	LOC730109	similar to hCG1811563	Hs	11/03/2015	
57528	KCTD16	potassium channel tetramerisation domain containing 16	Hs	11/03/2015	
220416	LRRC63	leucine rich repeat containing 63	Hs	11/03/2015	
677824	SNORA43	small nucleolar RNA, H/ACA box 43	Hs	11/03/2015	
677825	SNORA44	small nucleolar RNA, H/ACA box 44	Hs	11/03/2015	
677827	SNORA46	small nucleolar RNA, H/ACA box 46	Hs	11/03/2015	
57522	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	Hs	11/03/2015	
57523	KIAA1305	KIAA1305	Hs	11/03/2015	
57520	HECW2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	Hs	11/03/2015	
57521	KIAA1303	raptor	Hs	11/03/2015	
57526	PCDH19	protocadherin 19	Hs	11/03/2015	
57524	CASKIN1	CASK interacting protein 1	Hs	11/03/2015	
645212	LOC645212	hypothetical LOC645212	Hs	11/03/2015	
26173	INTS1	integrator complex subunit 1	Hs	11/03/2015	
26172	C3orf41	chromosome 3 open reading frame 41	Hs	11/03/2015	
80149	ZC3H12A	zinc finger CCCH-type containing 12A	Hs	11/03/2015	
63826	SRR	serine racemase	Hs	11/03/2015	
63827	BCAN	brevican	Hs	11/03/2015	
3400	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	Hs	11/03/2015	
147929	ZNF565	zinc finger protein 565	Hs	11/03/2015	
147920	IGFL2	IGF-like family member 2	Hs	11/03/2015	
79874	RABEP2	rabaptin, RAB GTPase binding effector protein 2	Hs	11/03/2015	
79875	THSD4	thrombospondin, type I, domain containing 4	Hs	11/03/2015	
79876	UBA5	ubiquitin-like modifier activating enzyme 5	Hs	11/03/2015	
79877	DCAKD	dephospho-CoA kinase domain containing	Hs	11/03/2015	
4879	NPPB	natriuretic peptide precursor B	Hs	11/03/2015	
4878	NPPA	natriuretic peptide precursor A	Hs	11/03/2015	
79872	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1	Hs	11/03/2015	
79873	NUDT18	nudix (nucleoside diphosphate linked moiety X)-type motif 18	Hs	11/03/2015	
2068	ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	Hs	11/03/2015	
2069	EREG	epiregulin	Hs	11/03/2015	
2060	EPS15	epidermal growth factor receptor pathway substrate 15	Hs	11/03/2015	
2063	NR2F6	nuclear receptor subfamily 2, group F, member 6	Hs	11/03/2015	
2064	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	Hs	11/03/2015	
2065	ERBB3	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	Hs	11/03/2015	
2066	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	Hs	11/03/2015	
2067	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	Hs	11/03/2015	
387055	C6orf38	chromosome 6 open reading frame 38	Hs	11/03/2015	
388387	LOC388387	hypothetical LOC388387	Hs	11/03/2015	
388381	C17orf98	chromosome 17 open reading frame 98	Hs	11/03/2015	
440107	PLEKHG7	pleckstrin homology domain containing, family G (with RhoGef domain) member 7	Hs	11/03/2015	
440104	LOC440104	similar to RIKEN cDNA 1110012D08	Hs	11/03/2015	
440101	FLJ12825	Hypothetical LOC440101	Hs	11/03/2015	
121512	FGD4	FYVE, RhoGEF and PH domain containing 4	Hs	11/03/2015	
113201	CASC4	cancer susceptibility candidate 4	Hs	11/03/2015	
100131731	LOC100131731	hypothetical protein LOC100131731	Hs	11/03/2015	
100131733	LOC100131733	hypothetical protein LOC100131733	Hs	11/03/2015	
83259	PCDH11Y	protocadherin 11 Y-linked	Hs	11/03/2015	
100037417	DDTL	D-dopachrome tautomerase-like	Hs	11/03/2015	
100131081	LOC100131081	hypothetical protein LOC100131081	Hs	11/03/2015	
164668	APOBEC3H	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H	Hs	11/03/2015	
100131089	LOC100131089	hypothetical protein LOC100131089	Hs	11/03/2015	
100131088	LOC100131088	similar to hCG2045262	Hs	11/03/2015	
55771	PRR11	proline rich 11	Hs	11/03/2015	
647107	LOC647107	hypothetical protein LOC647107	Hs	11/03/2015	
137392	FAM92A1	family with sequence similarity 92, member A1	Hs	11/03/2015	
55770	EXOC2	exocyst complex component 2	Hs	11/03/2015	
100129105	LOC100129105	similar to hCG1821214	Hs	11/03/2015	
100129101	LOC100129101	Hypothetical protein LOC100129101	Hs	11/03/2015	
284939	LOC284939	hypothetical protein LOC284939	Hs	11/03/2015	
6489	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	Hs	11/03/2015	
6482	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	Hs	11/03/2015	
6483	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Hs	11/03/2015	
6480	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	Hs	11/03/2015	
284933	LOC284933	hypothetical protein LOC284933	Hs	11/03/2015	
6487	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	Hs	11/03/2015	
6484	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	Hs	11/03/2015	
399990	FLJ44874	FLJ44874 protein	Hs	11/03/2015	
339505	LOC339505	Hypothetical protein LOC339505	Hs	11/03/2015	
339500	ZNF678	zinc finger protein 678	Hs	11/03/2015	
339501	MPN2	marapsin 2	Hs	11/03/2015	
3184	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	Hs	11/03/2015	
3185	HNRNPF	heterogeneous nuclear ribonucleoprotein F	Hs	11/03/2015	
3181	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	Hs	11/03/2015	
3182	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	Hs	11/03/2015	
3183	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	Hs	11/03/2015	
3188	HNRNPH2	heterogeneous nuclear ribonucleoprotein H2 (H')	Hs	11/03/2015	
3189	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9)	Hs	11/03/2015	
375690	WASH1	WAS protein family homolog 1	Hs	11/03/2015	
646762	LOC646762	hypothetical LOC646762	Hs	11/03/2015	
4018	LPA	lipoprotein, Lp(a)	Hs	11/03/2015	
4013	VWA5A	von Willebrand factor A domain containing 5A	Hs	11/03/2015	
4012	LNPEP	leucyl/cystinyl aminopeptidase	Hs	11/03/2015	
4010	LMX1B	LIM homeobox transcription factor 1, beta	Hs	11/03/2015	
4017	LOXL2	lysyl oxidase-like 2	Hs	11/03/2015	
4016	LOXL1	lysyl oxidase-like 1	Hs	11/03/2015	
4015	LOX	lysyl oxidase	Hs	11/03/2015	
4014	LOR	loricrin	Hs	11/03/2015	
55778	ZNF839	zinc finger protein 839	Hs	11/03/2015	
100133639	LOC100133639	hypothetical protein LOC100133639	Hs	11/03/2015	
340980	OR52B6	olfactory receptor, family 52, subfamily B, member 6	Hs	11/03/2015	
288	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	Hs	11/03/2015	
283	ANG	angiogenin, ribonuclease, RNase A family, 5	Hs	11/03/2015	
285	ANGPT2	angiopoietin 2	Hs	11/03/2015	
284	ANGPT1	angiopoietin 1	Hs	11/03/2015	
287	ANK2	ankyrin 2, neuronal	Hs	11/03/2015	
286	ANK1	ankyrin 1, erythrocytic	Hs	11/03/2015	
23039	XPO7	exportin 7	Hs	11/03/2015	
23038	WDTC1	WD and tetratricopeptide repeats 1	Hs	11/03/2015	
391142	LOC391142	hypothetical gene supported by AJ249778; NM_001531	Hs	11/03/2015	
51375	SNX7	sorting nexin 7	Hs	11/03/2015	
613227	HIGD1C	HIG1 hypoxia inducible domain family, member 1C	Hs	11/03/2015	
23036	ZNF292	zinc finger protein 292	Hs	11/03/2015	
84333	PCGF5	polycomb group ring finger 5	Hs	11/03/2015	
84332	DYDC2	DPY30 domain containing 2	Hs	11/03/2015	
80232	WDR26	WD repeat domain 26	Hs	11/03/2015	
80233	C17orf70	chromosome 17 open reading frame 70	Hs	11/03/2015	
80230	RUFY1	RUN and FYVE domain containing 1	Hs	11/03/2015	
80231	CXorf21	chromosome X open reading frame 21	Hs	11/03/2015	
80235	PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z	Hs	11/03/2015	
652708	LOC652708	similar to Liver carboxylesterase 1 precursor (Acyl coenzyme A:cholesterol acyltransferase) (ACAT) (Monocyte/macrophage serine esterase) (HMSE) (Serine esterase 1) (Brain carboxylesterase hBr1) (Triacylglycerol hydrolase) (TGH) (Egasyn)...	Hs	11/03/2015	
135138	PACRG	PARK2 co-regulated	Hs	11/03/2015	
23030	KDM4B	lysine (K)-specific demethylase 4B	Hs	11/03/2015	
100134040	LOC100134040	hypothetical LOC100134040	Hs	11/03/2015	
100134041	LOC100134041	hypothetical LOC100134041	Hs	11/03/2015	
100134042	LOC100134042	similar to hCG2041946	Hs	11/03/2015	
124583	CANT1	calcium activated nucleotidase 1	Hs	11/03/2015	
645073	GAGE12G	G antigen 12G	Hs	11/03/2015	
730110	LOC730110	Zinc finger protein ENSP00000351689	Hs	11/03/2015	
201931	TMEM192	transmembrane protein 192	Hs	11/03/2015	
139728	PNCK	pregnancy up-regulated non-ubiquitously expressed CaM kinase	Hs	11/03/2015	
6309	SC5DL	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like	Hs	11/03/2015	
6305	SBF1	SET binding factor 1	Hs	11/03/2015	
200081	TXLNA	taxilin alpha	Hs	11/03/2015	
6307	SC4MOL	sterol-C4-methyl oxidase-like	Hs	11/03/2015	
6301	SARS	seryl-tRNA synthetase	Hs	11/03/2015	
6300	MAPK12	mitogen-activated protein kinase 12	Hs	11/03/2015	
6303	SAT1	spermidine/spermine N1-acetyltransferase 1	Hs	11/03/2015	
6302	TSPAN31	tetraspanin 31	Hs	11/03/2015	
10135	NAMPT	nicotinamide phosphoribosyltransferase	Hs	11/03/2015	
10136	CELA3A	chymotrypsin-like elastase family, member 3A	Hs	11/03/2015	
10137	RBM12	RNA binding motif protein 12	Hs	11/03/2015	
10130	PDIA6	protein disulfide isomerase family A, member 6	Hs	11/03/2015	
10131	TRAP1	TNF receptor-associated protein 1	Hs	11/03/2015	
10133	OPTN	optineurin	Hs	11/03/2015	
10138	YAF2	YY1 associated factor 2	Hs	11/03/2015	
10139	ARFRP1	ADP-ribosylation factor related protein 1	Hs	11/03/2015	
643834	PGA3	pepsinogen 3, group I (pepsinogen A)	Hs	11/03/2015	
653075	LOC653075	similar to golgi autoantigen, golgin subfamily a, 8A	Hs	11/03/2015	
653071	LOC653071	similar to CG32820-PA, isoform A	Hs	11/03/2015	
653073	LOC653073	Golgin subfamily A member 8-like protein 3	Hs	11/03/2015	
255061	TAC4	tachykinin 4 (hemokinin)	Hs	11/03/2015	
653079	RPL21P98	ribosomal protein L21 pseudogene 98	Hs	11/03/2015	
146853	C17orf50	chromosome 17 open reading frame 50	Hs	11/03/2015	
123803	NTAN1	N-terminal asparagine amidase	Hs	11/03/2015	
100151643	KRTAP20-4	keratin associated protein 20-4	Hs	11/03/2015	
1630	DCC	deleted in colorectal carcinoma	Hs	11/03/2015	
1632	DCI	dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase)	Hs	11/03/2015	
1633	DCK	deoxycytidine kinase	Hs	11/03/2015	
1634	DCN	decorin	Hs	11/03/2015	
1635	DCTD	dCMP deaminase	Hs	11/03/2015	
1636	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	Hs	11/03/2015	
1638	DCT	dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)	Hs	11/03/2015	
1639	DCTN1	dynactin 1 (p150, glued homolog, Drosophila)	Hs	11/03/2015	
84269	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5	Hs	11/03/2015	
84268	RPAIN	RPA interacting protein	Hs	11/03/2015	
84261	FBXW9	F-box and WD repeat domain containing 9	Hs	11/03/2015	
84260	TCHP	trichoplein, keratin filament binding	Hs	11/03/2015	
84263	HSDL2	hydroxysteroid dehydrogenase like 2	Hs	11/03/2015	
84262	PSMG3	proteasome (prosome, macropain) assembly chaperone 3	Hs	11/03/2015	
84265	POLR3GL	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like	Hs	11/03/2015	
84264	HAGHL	hydroxyacylglutathione hydrolase-like	Hs	11/03/2015	
84267	C9orf64	chromosome 9 open reading frame 64	Hs	11/03/2015	
84266	ALKBH7	alkB, alkylation repair homolog 7 (E. coli)	Hs	11/03/2015	
728453	RPS28P6	ribosomal protein S28 pseudogene 6	Hs	11/03/2015	
728450	LOC728450	hypothetical LOC728450	Hs	11/03/2015	
29958	DMGDH	dimethylglycine dehydrogenase	Hs	11/03/2015	
29959	NRBP1	nuclear receptor binding protein 1	Hs	11/03/2015	
29956	LASS2	LAG1 homolog, ceramide synthase 2	Hs	11/03/2015	
29957	SLC25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	Hs	11/03/2015	
29953	TRHDE	thyrotropin-releasing hormone degrading enzyme	Hs	11/03/2015	
29951	PDZRN4	PDZ domain containing ring finger 4	Hs	11/03/2015	
5429	POLH	polymerase (DNA directed), eta	Hs	11/03/2015	
5428	POLG	polymerase (DNA directed), gamma	Hs	11/03/2015	
1188	CLCNKB	chloride channel Kb	Hs	11/03/2015	
5425	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	Hs	11/03/2015	
5424	POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	Hs	11/03/2015	
1184	CLCN5	chloride channel 5	Hs	11/03/2015	
5426	POLE	polymerase (DNA directed), epsilon	Hs	11/03/2015	
1182	CLCN3	chloride channel 3	Hs	11/03/2015	
5420	PODXL	podocalyxin-like	Hs	11/03/2015	
1180	CLCN1	chloride channel 1, skeletal muscle	Hs	11/03/2015	
5422	POLA1	polymerase (DNA directed), alpha 1, catalytic subunit	Hs	11/03/2015	
114327	EFHC1	EF-hand domain (C-terminal) containing 1	Hs	11/03/2015	
388007	SERPINA13	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 13 (pseudogene)	Hs	11/03/2015	
388002	LOC388002	hypothetical LOC388002	Hs	11/03/2015	
283688	LOC283688	Hypothetical protein LOC283688	Hs	11/03/2015	
283683	LOC283683	hypothetical protein LOC283683	Hs	11/03/2015	
283682	LOC283682	hypothetical protein LOC283682	Hs	11/03/2015	
283687	C15orf37	chromosome 15 open reading frame 37	Hs	11/03/2015	
283685	LOC283685	golgi autoantigen, golgin subfamily a-like	Hs	11/03/2015	
100132077	LOC100132077	hypothetical protein LOC100132077	Hs	11/03/2015	
100132074	FOXO6	forkhead box protein O6	Hs	11/03/2015	
5317	PKP1	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome)	Hs	11/03/2015	
100132078	LOC100132078	hypothetical protein LOC100132078	Hs	11/03/2015	
163131	ZNF780B	zinc finger protein 780B	Hs	11/03/2015	
155382	VPS37D	vacuolar protein sorting 37 homolog D (S. cerevisiae)	Hs	11/03/2015	
7517	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	Hs	11/03/2015	
345	APOC3	apolipoprotein C-III	Hs	11/03/2015	
346	APOC4	apolipoprotein C-IV	Hs	11/03/2015	
7514	XPO1	exportin 1 (CRM1 homolog, yeast)	Hs	11/03/2015	
7512	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	Hs	11/03/2015	
7511	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	Hs	11/03/2015	
343	AQP8	aquaporin 8	Hs	11/03/2015	
348	APOE	apolipoprotein E	Hs	11/03/2015	
7518	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	Hs	11/03/2015	
127495	LRRC39	leucine rich repeat containing 39	Hs	11/03/2015	
10966	RAB40B	RAB40B, member RAS oncogene family	Hs	11/03/2015	
10964	IFI44L	interferon-induced protein 44-like	Hs	11/03/2015	
10963	STIP1	stress-induced-phosphoprotein 1	Hs	11/03/2015	
10962	MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	Hs	11/03/2015	
10961	ERP29	endoplasmic reticulum protein 29	Hs	11/03/2015	
10960	LMAN2	lectin, mannose-binding 2	Hs	11/03/2015	
10969	EBNA1BP2	EBNA1 binding protein 2	Hs	11/03/2015	
150771	ITPRIPL1	inositol 1,4,5-triphosphate receptor interacting protein-like 1	Hs	11/03/2015	
150776	LOC150776	sphingomyelin phosphodiesterase 4, neutral membrane pseudogene	Hs	11/03/2015	
81628	TSC22D4	TSC22 domain family, member 4	Hs	11/03/2015	
81629	TSSK3	testis-specific serine kinase 3	Hs	11/03/2015	
100132388	LOC100132388	hypothetical protein LOC100132388	Hs	11/03/2015	
81622	UNC93B1	unc-93 homolog B1 (C. elegans)	Hs	11/03/2015	
81623	DEFB126	defensin, beta 126	Hs	11/03/2015	
2260	FGFR1	fibroblast growth factor receptor 1	Hs	11/03/2015	
81621	KAZALD1	Kazal-type serine peptidase inhibitor domain 1	Hs	11/03/2015	
81626	C1orf14	chromosome 1 open reading frame 14	Hs	11/03/2015	
81627	C1orf25	chromosome 1 open reading frame 25	Hs	11/03/2015	
81624	DIAPH3	diaphanous homolog 3 (Drosophila)	Hs	11/03/2015	
387693	LOC387693	similar to BMS1-like, ribosome assembly protein	Hs	11/03/2015	
594855	CPLX3	complexin 3	Hs	11/03/2015	
100133039	LOC100133039	hypothetical protein LOC100133039	Hs	11/03/2015	
387695	C10orf99	chromosome 10 open reading frame 99	Hs	11/03/2015	
387694	SH2D4B	SH2 domain containing 4B	Hs	11/03/2015	
22908	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)	Hs	11/03/2015	
22909	MTMR15	myotubularin related protein 15	Hs	11/03/2015	
56904	SH3GLB2	SH3-domain GRB2-like endophilin B2	Hs	11/03/2015	
56903	PAPOLB	poly(A) polymerase beta (testis specific)	Hs	11/03/2015	
56902	PNO1	partner of NOB1 homolog (S. cerevisiae)	Hs	11/03/2015	
56901	NDUFA4L2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	Hs	11/03/2015	
56900	TMEM167B	transmembrane protein 167B	Hs	11/03/2015	
22900	CARD8	caspase recruitment domain family, member 8	Hs	11/03/2015	
22901	ARSG	arylsulfatase G	Hs	11/03/2015	
22902	RUFY3	RUN and FYVE domain containing 3	Hs	11/03/2015	
22903	BTBD3	BTB (POZ) domain containing 3	Hs	11/03/2015	
22904	SBNO2	strawberry notch homolog 2 (Drosophila)	Hs	11/03/2015	
22905	EPN2	epsin 2	Hs	11/03/2015	
22906	TRAK1	trafficking protein, kinesin binding 1	Hs	11/03/2015	
22907	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	Hs	11/03/2015	
116238	TLCD1	TLC domain containing 1	Hs	11/03/2015	
5827	PXMP2	peroxisomal membrane protein 2, 22kDa	Hs	11/03/2015	
94023	DKFZp566F0947	hypothetical LOC94023	Hs	11/03/2015	
94026	POM121L2	POM121 membrane glycoprotein-like 2 (rat)	Hs	11/03/2015	
94027	CGB7	chorionic gonadotropin, beta polypeptide 7	Hs	11/03/2015	
9410	SNRNP40	small nuclear ribonucleoprotein 40kDa (U5)	Hs	11/03/2015	
57053	CHRNA10	cholinergic receptor, nicotinic, alpha 10	Hs	11/03/2015	
57050	UTP3	UTP3, small subunit (SSU) processome component, homolog (S. cerevisiae)	Hs	11/03/2015	
57051	NAG18	NAG18 mRNA	Hs	11/03/2015	
57057	TBX20	T-box 20	Hs	11/03/2015	
9416	DDX23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	Hs	11/03/2015	
11262	SP140	SP140 nuclear body protein	Hs	11/03/2015	
9419	CRIPT	cysteine-rich PDZ-binding protein	Hs	11/03/2015	
732096	LOC732096	similar to hCG2040240	Hs	11/03/2015	
54888	NSUN2	NOL1/NOP2/Sun domain family, member 2	Hs	11/03/2015	
54884	RETSAT	retinol saturase (all-trans-retinol 13,14-reductase)	Hs	11/03/2015	
54885	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	Hs	11/03/2015	
54886	RP11-35N6.1	plasticity related gene 3	Hs	11/03/2015	
54887	UHRF1BP1	UHRF1 binding protein 1	Hs	11/03/2015	
54880	BCOR	BCL6 co-repressor	Hs	11/03/2015	
54881	TEX10	testis expressed 10	Hs	11/03/2015	
54882	ANKHD1	ankyrin repeat and KH domain containing 1	Hs	11/03/2015	
54883	CCDC49	coiled-coil domain containing 49	Hs	11/03/2015	
100132929	FAM25B	family with sequence similarity 25, member B	Hs	11/03/2015	
100132923	FAM66D	family with sequence similarity 66, member D	Hs	11/03/2015	
11085	ADAM30	ADAM metallopeptidase domain 30	Hs	11/03/2015	
148523	C1orf51	chromosome 1 open reading frame 51	Hs	11/03/2015	
54778	RNF111	ring finger protein 111	Hs	11/03/2015	
54776	PPP1R12C	protein phosphatase 1, regulatory (inhibitor) subunit 12C	Hs	11/03/2015	
54777	C10orf92	chromosome 10 open reading frame 92	Hs	11/03/2015	
222008	VSTM2A	V-set and transmembrane domain containing 2A	Hs	11/03/2015	
347376	hCG_1749005	H3 histone, family 3A	Hs	11/03/2015	
440149	LOC440149	hypothetical LOC440149	Hs	11/03/2015	
728841	NBPF8	neuroblastoma breakpoint family, member 8	Hs	11/03/2015	
100129345	LOC100129345	hypothetical protein LOC100129345	Hs	11/03/2015	
100129346	LOC100129346	similar to FLJ42875 protein	Hs	11/03/2015	
644150	WIPF3	WAS/WASL interacting protein family, member 3	Hs	11/03/2015	
221711	SYCP2L	synaptonemal complex protein 2-like	Hs	11/03/2015	
147276	C18orf15	chromosome 18 open reading frame 15	Hs	11/03/2015	
29841	GRHL1	grainyhead-like 1 (Drosophila)	Hs	11/03/2015	
79629	OCEL1	occludin/ELL domain containing 1	Hs	11/03/2015	
79628	SH3TC2	SH3 domain and tetratricopeptide repeats 2	Hs	11/03/2015	
79621	RNASEH2B	ribonuclease H2, subunit B	Hs	11/03/2015	
79623	GALNT14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)	Hs	11/03/2015	
79622	SNRNP25	small nuclear ribonucleoprotein 25kDa (U11/U12)	Hs	11/03/2015	
79625	C4orf31	chromosome 4 open reading frame 31	Hs	11/03/2015	
79624	C6orf211	chromosome 6 open reading frame 211	Hs	11/03/2015	
79627	OGFRL1	opioid growth factor receptor-like 1	Hs	11/03/2015	
79626	TNFAIP8L2	tumor necrosis factor, alpha-induced protein 8-like 2	Hs	11/03/2015	
64772	ENGASE	endo-beta-N-acetylglucosaminidase	Hs	11/03/2015	
338611	RPS26P40	ribosomal protein S26 pseudogene 40	Hs	11/03/2015	
654364	NME1-NME2	NME1-NME2 readthrough transcript	Hs	11/03/2015	
26716	OR2H1	olfactory receptor, family 2, subfamily H, member 1	Hs	11/03/2015	
131055	LOC131055	hypothetical LOC131055	Hs	11/03/2015	
333932	HIST2H3A	histone cluster 2, H3a	Hs	11/03/2015	
92797	HELB	helicase (DNA) B	Hs	11/03/2015	
92799	SHKBP1	SH3KBP1 binding protein 1	Hs	11/03/2015	
407	ARR3	arrestin 3, retinal (X-arrestin)	Hs	11/03/2015	
406	ARNTL	aryl hydrocarbon receptor nuclear translocator-like	Hs	11/03/2015	
405	ARNT	aryl hydrocarbon receptor nuclear translocator	Hs	11/03/2015	
403	ARL3	ADP-ribosylation factor-like 3	Hs	11/03/2015	
402	ARL2	ADP-ribosylation factor-like 2	Hs	11/03/2015	
401	PHOX2A	paired-like homeobox 2a	Hs	11/03/2015	
400	ARL1	ADP-ribosylation factor-like 1	Hs	11/03/2015	
23295	MGRN1	mahogunin, ring finger 1	Hs	11/03/2015	
23294	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	Hs	11/03/2015	
