Source Identifier	SystemCode
ENSG00000106588	En
ENSG00000100567	En
ENSG00000041357	En
ENSG00000143106	En
ENSG00000100902	En
ENSG00000101182	En
ENSG00000008018	En
ENSG00000126067	En
ENSG00000277791	En
ENSG00000159377	En
ENSG00000100804	En
ENSG00000142507	En
ENSG00000136930	En
ENSG00000100764	En
ENSG00000161057	En
ENSG00000165916	En
ENSG00000013275	En
ENSG00000087191	En
ENSG00000100519	En
ENSG00000173692	En
ENSG00000101843	En
ENSG00000108671	En
ENSG00000197170	En
ENSG00000185627	En
ENSG00000175166	En
ENSG00000108344	En
ENSG00000095261	En
ENSG00000163636	En
ENSG00000103035	En
ENSG00000110801	En
ENSG00000092010	En
ENSG00000100911	En
ENSG00000107317	En
ENSG00000148334	En
ENSG00000134247	En
ENSG00000106853	En
ENSG00000140043	En
ENSG00000187514	En
ENSG00000159335	En
ENSG00000179295	En
ENSG00000076201	En
ENSG00000132670	En
ENSG00000081237	En
ENSG00000153707	En
ENSG00000142949	En
ENSG00000149177	En
ENSG00000105426	En
ENSG00000106278	En
ENSG00000185129	En
ENSG00000100362	En
NA	En
NA	En
ENSG00000100994	En
ENSG00000100504	En
ENSG00000068976	En
ENSG00000151552	En
ENSG00000103485	En
ENSG00000084733	En
ENSG00000185236	En
ENSG00000206418	En
ENSG00000119396	En
ENSG00000099246	En
ENSG00000138069	En
ENSG00000174903	En
ENSG00000080371	En
ENSG00000124209	En
ENSG00000112210	En
ENSG00000041353	En
ENSG00000104388	En
ENSG00000168461	En
ENSG00000111737	En
ENSG00000105649	En
ENSG00000152932	En
ENSG00000168118	En
ENSG00000167578	En
ENSG00000144566	En
ENSG00000111540	En
ENSG00000108774	En
ENSG00000175582	En
ENSG00000154917	En
ENSG00000075785	En
ENSG00000167461	En
ENSG00000029725	En
ENSG00000011454	En
ENSG00000100949	En
ENSG00000196642	En
ENSG00000136238	En
ENSG00000119318	En
ENSG00000006451	En
ENSG00000144118	En
ENSG00000132341	En
ENSG00000099901	En
ENSG00000127314	En
ENSG00000076864	En
ENSG00000132359	En
ENSG00000138698	En
ENSG00000125249	En
ENSG00000181467	En
NA	En
ENSG00000111344	En
ENSG00000089050	En
ENSG00000114115	En
ENSG00000049449	En
ENSG00000117906	En
ENSG00000137710	En
ENSG00000129625	En
ENSG00000102032	En
ENSG00000131378	En
ENSG00000162944	En
ENSG00000130988	En
ENSG00000091844	En
ENSG00000147509	En
ENSG00000182732	En
ENSG00000182901	En
ENSG00000186479	En
ENSG00000067560	En
ENSG00000143878	En
ENSG00000177105	En
ENSG00000137824	En
ENSG00000023191	En
ENSG00000176393	En
ENSG00000134318	En
ENSG00000102218	En
ENSG00000089169	En
ENSG00000147403	En
ENSG00000198755	En
ENSG00000197958	En
ENSG00000167526	En
NA	En
ENSG00000188846	En
ENSG00000174748	En
ENSG00000265681	En
ENSG00000105640	En
ENSG00000198242	En
ENSG00000100316	En
ENSG00000174444	En
ENSG00000122406	En
ENSG00000089009	En
ENSG00000147604	En
ENSG00000148303	En
ENSG00000161016	En
ENSG00000089157	En
ENSG00000177600	En
ENSG00000163902	En
ENSG00000118705	En
ENSG00000270800	En
ENSG00000142534	En
ENSG00000110700	En
ENSG00000134419	En
ENSG00000105193	En
ENSG00000182774	En
ENSG00000231500	En
ENSG00000105372	En
ENSG00000140988	En
ENSG00000143947	En
ENSG00000149273	En
ENSG00000145425	En
ENSG00000198034	En
ENSG00000137154	En
ENSG00000071242	En
ENSG00000171863	En
ENSG00000142937	En
ENSG00000170889	En
ENSG00000168028	En
ENSG00000126458	En
ENSG00000133818	En
ENSG00000100220	En
ENSG00000139970	En
ENSG00000133318	En
ENSG00000115310	En
ENSG00000018189	En
ENSG00000175792	En
ENSG00000183207	En
ENSG00000160678	En
ENSG00000163191	En
ENSG00000189171	En
ENSG00000188643	En
ENSG00000143556	En
ENSG00000143546	En
ENSG00000163220	En
ENSG00000160307	En
ENSG00000211456	En
ENSG00000100347	En
ENSG00000079332	En
NA	En
ENSG00000126524	En
ENSG00000100241	En
ENSG00000189001	En
ENSG00000173611	En
ENSG00000085365	En
ENSG00000138760	En
ENSG00000143653	En
ENSG00000104112	En
ENSG00000006747	En
ENSG00000136531	En
ENSG00000149575	En
ENSG00000116171	En
ENSG00000136193	En
ENSG00000137575	En
ENSG00000073578	En
ENSG00000117118	En
ENSG00000157020	En
ENSG00000100003	En
ENSG00000265808	En
ENSG00000008952	En
ENSG00000143416	En
NA	En
NA	En
NA	En
NA	En
NA	En
NA	En
NA	En
NA	En
NA	En
NA	En
ENSG00000197249	En
ENSG00000196136	En
ENSG00000021355	En
ENSG00000124570	En
ENSG00000170542	En
ENSG00000149257	En
ENSG00000119335	En
ENSG00000175793	En
ENSG00000164466	En
ENSG00000107819	En
ENSG00000144040	En
ENSG00000170624	En
ENSG00000118473	En
ENSG00000104969	En
ENSG00000197860	En
ENSG00000131171	En
ENSG00000198478	En
ENSG00000142669	En
ENSG00000141985	En
ENSG00000107295	En
ENSG00000140600	En
ENSG00000097033	En
ENSG00000148341	En
ENSG00000110013	En
ENSG00000198053	En
ENSG00000068903	En
ENSG00000113558	En
ENSG00000064651	En
ENSG00000124140	En
ENSG00000141469	En
ENSG00000163406	En
ENSG00000155380	En
ENSG00000104888	En
ENSG00000110436	En
ENSG00000079215	En
ENSG00000115902	En
ENSG00000100075	En
ENSG00000108528	En
ENSG00000115840	En
ENSG00000182902	En
ENSG00000178537	En
ENSG00000085491	En
ENSG00000075415	En
ENSG00000151729	En
ENSG00000005022	En
ENSG00000169100	En
ENSG00000117394	En
ENSG00000151229	En
ENSG00000059804	En
ENSG00000142583	En
ENSG00000170385	En
ENSG00000148482	En
ENSG00000168003	En
ENSG00000070214	En
ENSG00000129353	En
ENSG00000004939	En
ENSG00000144290	En
ENSG00000080493	En
ENSG00000157103	En
ENSG00000132164	En
ENSG00000197106	En
ENSG00000151012	En
ENSG00000103257	En
ENSG00000183023	En
ENSG00000118160	En
ENSG00000090020	En
NA	En
NA	En
ENSG00000103056	En
ENSG00000102172	En
ENSG00000092531	En
ENSG00000132639	En
ENSG00000065609	En
ENSG00000145335	En
ENSG00000173267	En
ENSG00000197157	En
ENSG00000101400	En
ENSG00000172164	En
ENSG00000028528	En
ENSG00000205302	En
ENSG00000143376	En
ENSG00000114520	En
ENSG00000089006	En
ENSG00000129515	En
ENSG00000142168	En
ENSG00000291237	En
ENSG00000214338	En
ENSG00000095637	En
ENSG00000184985	En
ENSG00000140263	En
ENSG00000137642	En
ENSG00000134243	En
ENSG00000113140	En
ENSG00000152583	En
NA	En
ENSG00000116096	En
ENSG00000197694	En
ENSG00000115306	En
ENSG00000173898	En
NA	En
ENSG00000277363	En
ENSG00000266028	En
ENSG00000196220	En
ENSG00000075142	En
ENSG00000116649	En
ENSG00000167720	En
ENSG00000138385	En
ENSG00000106028	En
ENSG00000100380	En
ENSG00000010327	En
ENSG00000136738	En
ENSG00000115415	En
ENSG00000168610	En
ENSG00000168439	En
ENSG00000198648	En
ENSG00000117632	En
ENSG00000148175	En
ENSG00000165283	En
ENSG00000140022	En
ENSG00000023734	En
ENSG00000103266	En
ENSG00000117758	En
ENSG00000106089	En
ENSG00000099365	En
ENSG00000103496	En
ENSG00000079950	En
ENSG00000136854	En
ENSG00000116266	En
ENSG00000164506	En
ENSG00000145087	En
ENSG00000165416	En
ENSG00000130540	En
ENSG00000099994	En
ENSG00000159164	En
ENSG00000185518	En
ENSG00000008056	En
ENSG00000157152	En
ENSG00000185666	En
ENSG00000135316	En
ENSG00000159082	En
ENSG00000102003	En
ENSG00000067715	En
ENSG00000143858	En
ENSG00000213023	En
ENSG00000011347	En
ENSG00000149591	En
ENSG00000158710	En
ENSG00000144834	En
ENSG00000177156	En
NA	En
ENSG00000162065	En
ENSG00000171530	En
ENSG00000105254	En
ENSG00000141556	En
ENSG00000284770	En
ENSG00000204065	En
NA	En
NA	En
ENSG00000120438	En
ENSG00000088992	En
ENSG00000091513	En
ENSG00000114354	En
ENSG00000120708	En
ENSG00000198959	En
ENSG00000152291	En
ENSG00000172009	En
ENSG00000154096	En
ENSG00000142910	En
ENSG00000143155	En
ENSG00000104067	En
ENSG00000163931	En
NA	En
ENSG00000137076	En
ENSG00000171914	En
ENSG00000170348	En
ENSG00000086598	En
ENSG00000184840	En
ENSG00000112697	En
ENSG00000170876	En
ENSG00000128872	En
ENSG00000205542	En
ENSG00000041982	En
ENSG00000083312	En
ENSG00000105576	En
ENSG00000116147	En
ENSG00000136205	En
ENSG00000078902	En
ENSG00000100284	En
ENSG00000175662	En
ENSG00000146242	En
ENSG00000076554	En
ENSG00000111669	En
ENSG00000140416	En
ENSG00000143549	En
ENSG00000167460	En
ENSG00000166340	En
ENSG00000134900	En
ENSG00000171368	En
ENSG00000159713	En
ENSG00000133112	En
ENSG00000054116	En
ENSG00000109654	En
NA	En
ENSG00000102804	En
ENSG00000074319	En
ENSG00000211460	En
ENSG00000116918	En
ENSG00000156298	En
ENSG00000128311	En
ENSG00000113312	En
ENSG00000165914	En
ENSG00000167614	En
ENSG00000141540	En
ENSG00000136295	En
ENSG00000123416	En
ENSG00000127824	En
ENSG00000196230	En
ENSG00000137267	En
ENSG00000258947	En
ENSG00000104833	En
ENSG00000188229	En
ENSG00000178952	En
ENSG00000247596	En
ENSG00000136810	En
ENSG00000117862	En
ENSG00000129235	En
ENSG00000239264	En
ENSG00000091164	En
ENSG00000198431	En
ENSG00000130985	En
ENSG00000144744	En
ENSG00000033178	En
ENSG00000078140	En
ENSG00000185651	En
ENSG00000130725	En
ENSG00000177889	En
ENSG00000175931	En
ENSG00000169139	En
ENSG00000159202	En
ENSG00000135018	En
ENSG00000167671	En
ENSG00000154277	En
ENSG00000143222	En
ENSG00000136731	En
ENSG00000169764	En
ENSG00000156467	En
ENSG00000010256	En
ENSG00000140740	En
ENSG00000169021	En
ENSG00000138768	En
ENSG00000101557	En
ENSG00000135655	En
ENSG00000111667	En
ENSG00000187555	En
ENSG00000124486	En
ENSG00000152818	En
ENSG00000220205	En
ENSG00000101558	En
ENSG00000124164	En
NA	En
ENSG00000168140	En
ENSG00000108828	En
ENSG00000171724	En
ENSG00000155959	En
ENSG00000038427	En
ENSG00000035403	En
ENSG00000165280	En
ENSG00000213585	En
ENSG00000165637	En
ENSG00000078668	En
ENSG00000026025	En
ENSG00000131475	En
ENSG00000122958	En
ENSG00000151502	En
ENSG00000111237	En
ENSG00000069329	En
ENSG00000136631	En
ENSG00000132612	En
ENSG00000163032	En
ENSG00000009844	En
ENSG00000110002	En
NA	En
ENSG00000112290	En
ENSG00000132970	En
ENSG00000106299	En
ENSG00000132471	En
ENSG00000071127	En
ENSG00000047056	En
ENSG00000131725	En
ENSG00000085433	En
ENSG00000114742	En
ENSG00000091157	En
ENSG00000109501	En
ENSG00000108039	En
ENSG00000082898	En
ENSG00000130227	En
ENSG00000184575	En
ENSG00000079246	En
ENSG00000196419	En
NA	En
ENSG00000176105	En
ENSG00000106636	En
ENSG00000166913	En
ENSG00000108953	En
ENSG00000170027	En
ENSG00000128245	En
ENSG00000134308	En
ENSG00000164924	En
ENSG00000084073	En
ENSG00000175899	En
