Ensembl	symbol	GeneOntology
ENSG00000001561	ENPP4	GO:0005488
ENSG00000139180	NDUFA9	GO:0005488
ENSG00000063046	EIF4B	GO:0005488
ENSG00000166794	PPIB	GO:0005488
ENSG00000111142	METAP2	GO:0005488
ENSG00000166147	FBN1	GO:0005488
ENSG00000138119	MYOF	GO:0005488
ENSG00000104419	NDRG1	GO:0005488
ENSG00000182718	ANXA2	GO:0005488
ENSG00000113441	LNPEP	GO:0005488
ENSG00000023318	ERP44	GO:0005488
ENSG00000184047	DIABLO	GO:0005488
ENSG00000110090	CPT1A	GO:0005488
ENSG00000150768	DLAT	GO:0005488
ENSG00000131143	COX4I1	GO:0005488
ENSG00000115159	GPD2	GO:0005488
ENSG00000132305	IMMT	GO:0005488
ENSG00000105953	OGDH	GO:0005488
ENSG00000124491	F13A1	GO:0005488
ENSG00000149218	ENDOD1	GO:0005488
ENSG00000078140	UBE2K	GO:0005488
ENSG00000089597	GANAB	GO:0005488
ENSG00000130175	PRKCSH	GO:0005488
ENSG00000078668	VDAC3	GO:0005488
ENSG00000079246	XRCC5	GO:0005488
ENSG00000085491	SLC25A24	GO:0005488
ENSG00000104805	NUCB1	GO:0005488
ENSG00000154096	THY1	GO:0005488
ENSG00000257727	CNPY2	GO:0005488
ENSG00000155660	PDIA4	GO:0005488
ENSG00000010327	STAB1	GO:0005488
ENSG00000179604	CDC42EP4	GO:0005488
ENSG00000128595	CALU	GO:0005488
ENSG00000179091	CYC1	GO:0005488
ENSG00000086289	EPDR1	GO:0005488
ENSG00000145864	GABRB2	GO:0005488
ENSG00000170348	TMED10	GO:0005488
ENSG00000004059	ARF5	GO:0005488
ENSG00000090863	GLG1	GO:0005488
ENSG00000198363	ASPH	GO:0005488
ENSG00000178741	COX5A	GO:0005488
ENSG00000185624	P4HB	GO:0005488
ENSG00000181467	RAP2B	GO:0005488
ENSG00000140740	UQCRC2	GO:0005488
ENSG00000075142	SRI	GO:0005488
ENSG00000260314	MRC1	GO:0005488
ENSG00000123131	PRDX4	GO:0005488
ENSG00000168906	MAT2A	GO:0005488
ENSG00000167004	PDIA3	GO:0005488
ENSG00000034713	GABARAPL2	GO:0005488
ENSG00000197879	MYO1C	GO:0005488
