GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
768 Ensembl source identifiers supplied in the input file:brown_Module.txt
768 source identifiers meeting the filter linked to a Ensembl ID.
311 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 311 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Copper homeostasis:WP3286	3	7	55	42.8571428571	12.7272727273	0.110440373077	0.986	1.0
Allograft Rejection:KEGG-hsa05330:WP2328	3	7	63	42.8571428571	11.1111111111	0.110440373077	0.984	1.0
Alanine and aspartate metabolism:WP106	3	7	12	42.8571428571	58.3333333333	0.110440373077	0.9805	1.0
AMPK Signaling:WP1403	3	7	69	42.8571428571	10.1449275362	0.110440373077	0.9865	1.0
TCA Cycle:WP78	5	12	20	41.6666666667	60.0	0.0605615819371	0.9985	1.0
Senescence and Autophagy in Cancer:WP615	5	12	110	41.6666666667	10.9090909091	0.0605615819371	0.9995	1.0
SREBP signalling:WP1982	5	12	68	41.6666666667	17.6470588235	0.0605615819371	0.9995	1.0
Spinal Cord Injury:WP2431	14	34	116	41.1764705882	29.3103448276	0.0440095135651	1.0	1.0
Urea cycle and metabolism of amino groups:WP497	2	5	21	40.0	23.8095238095	-0.037115269198	0.9455	1.0
TOR Signaling:WP1471	2	5	34	40.0	14.7058823529	-0.037115269198	0.9495	1.0
Integrated Breast Cancer Pathway:WP1984	3	8	69	37.5	11.5942028986	-0.19157752838	0.9895	1.0
Sulfation Biotransformation Reaction:WP692	1	3	17	33.3333333333	17.6470588235	-0.263960205632	0.8315	0.9888825
Selenium Metabolism and Selenoproteins:WP28	1	3	35	33.3333333333	8.57142857143	-0.263960205632	0.814	0.9888825
NOTCH1 regulation of human endothelial cell calcification:WP3413	1	3	17	33.3333333333	17.6470588235	-0.263960205632	0.8235	0.9888825
MFAP5-mediated ovarian cancer cell motility and invasiveness:WP3301	1	3	12	33.3333333333	25.0	-0.263960205632	0.8345	0.9888825
Iron metabolism in placenta:WP2007	1	3	12	33.3333333333	25.0	-0.263960205632	0.818	0.9888825
IL1 and megakaryotyces in obesity:WP2865	1	3	25	33.3333333333	12.0	-0.263960205632	0.819	0.9888825
Gastric cancer network 2:WP2363	1	3	35	33.3333333333	8.57142857143	-0.263960205632	0.8265	0.9888825
Estrogen metabolism:WP697	1	3	15	33.3333333333	20.0	-0.263960205632	0.809	0.9888825
Differentiation Pathway:WP2848	1	3	49	33.3333333333	6.12244897959	-0.263960205632	0.82	0.9888825
Cholesterol Biosynthesis:WP197	1	3	17	33.3333333333	17.6470588235	-0.263960205632	0.8225	0.9888825
Biogenic Amine Synthesis:WP550	1	3	15	33.3333333333	20.0	-0.263960205632	0.8205	0.9888825
Benzo(a)pyrene metabolism:WP696	1	3	9	33.3333333333	33.3333333333	-0.263960205632	0.832	0.9888825
Arachidonate Epoxygenase / Epoxide Hydrolase:WP678	1	3	7	33.3333333333	42.8571428571	-0.263960205632	0.822	0.9888825
Apoptosis Modulation by HSP70:WP384	1	3	20	33.3333333333	15.0	-0.263960205632	0.816	0.9888825
Androgen receptor signaling pathway:WP138	6	16	91	37.5	17.5824175824	-0.27238038097	0.7935	0.9888825
DNA Damage Response (only ATM dependent):WP710	4	11	101	36.3636363636	10.8910891089	-0.302284851416	0.998	1.0
p38 MAPK Signaling Pathway:WP400	2	6	32	33.3333333333	18.75	-0.374036036268	0.9675	1.0
PPAR Alpha Pathway:WP2878	2	6	26	33.3333333333	23.0769230769	-0.374036036268	0.9705	1.0
NRF2 pathway:WP2884	14	37	143	37.8378378378	25.8741258741	-0.377325328176	0.7425	0.977625
TCA Cycle and PDHc:WP2453	5	14	16	35.7142857143	87.5	-0.391568678922	0.7885	0.9888825
Apoptosis-related network due to altered Notch3 in ovarian cancer:WP2864	5	14	54	35.7142857143	25.9259259259	-0.391568678922	0.792	0.9888825
Alpha 6 Beta 4 signaling pathway:WP244	5	14	33	35.7142857143	42.4242424242	-0.391568678922	0.8025	0.9888825
FAS pathway and Stress induction of HSP regulation:WP314	3	9	41	33.3333333333	21.9512195122	-0.459010357275	0.726	0.961240223464
Integrin-mediated Cell Adhesion:WP185	14	38	103	36.8421052632	36.8932038835	-0.510693842895	0.644	0.948
miRNA Regulation of DNA Damage Response:WP1530	1	4	99	25.0	4.0404040404	-0.644772197822	0.53	0.848716216216
Oxidation by Cytochrome P450:WP43	1	4	63	25.0	6.34920634921	-0.644772197822	0.5415	0.861312080537
Methylation Pathways:WP704	1	4	9	25.0	44.4444444444	-0.644772197822	0.5285	0.848716216216
Imatinib Resistance in Chronic Myeloid Leukemia:WP2946	1	4	49	25.0	8.16326530612	-0.644772197822	0.523	0.848716216216
DNA Damage Response:WP707	1	4	69	25.0	5.79710144928	-0.644772197822	0.53	0.848716216216
mRNA Processing:WP411	2	7	126	28.5714285714	5.55555555556	-0.661629024027	0.693	0.950054913295
TGF Beta Signaling Pathway:WP560	2	7	55	28.5714285714	12.7272727273	-0.661629024027	0.7125	0.959446022727
Folate Metabolism:WP176	2	7	35	28.5714285714	20.0	-0.661629024027	0.7	0.953448275862
miRNA targets in ECM and membrane receptors:WP2911	3	10	45	30.0	22.2222222222	-0.699909928722	0.5485	0.86663
AGE/RAGE pathway:WP2324	5	16	66	31.25	24.2424242424	-0.786127535176	0.452	0.848716216216
Type III interferon signaling:WP2113	0	1	11	0.0	9.09090909091	-0.830408763182	1.0	1.0
Triacylglyceride Synthesis:WP325	0	1	22	0.0	4.54545454545	-0.830408763182	1.0	1.0
TFs Regulate miRNAs related to cardiac hypertrophy:WP1559	0	1	15	0.0	6.66666666667	-0.830408763182	1.0	1.0
Steroid Biosynthesis:WP496	0	1	11	0.0	9.09090909091	-0.830408763182	1.0	1.0
Sphingolipid Metabolism:WP1422	0	1	19	0.0	5.26315789474	-0.830408763182	1.0	1.0
SRF and miRs in Smooth Muscle Differentiation and Proliferation:WP1991	0	1	17	0.0	5.88235294118	-0.830408763182	1.0	1.0
Nuclear Receptors in Lipid Metabolism and Toxicity:WP299	0	1	36	0.0	2.77777777778	-0.830408763182	1.0	1.0
Metastatic brain tumor:WP2249	0	1	12	0.0	8.33333333333	-0.830408763182	1.0	1.0
Matrix Metalloproteinases:WP129	0	1	32	0.0	3.125	-0.830408763182	1.0	1.0
Liver X Receptor Pathway:WP2874	0	1	10	0.0	10.0	-0.830408763182	1.0	1.0
Gastric Cancer Network 1:WP2361	0	1	28	0.0	3.57142857143	-0.830408763182	1.0	1.0
Farnesoid X Receptor  Pathway:WP2879	0	1	20	0.0	5.0	-0.830408763182	1.0	1.0
Eukaryotic Transcription Initiation:WP405	0	1	42	0.0	2.38095238095	-0.830408763182	1.0	1.0
