GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
768 Ensembl source identifiers supplied in the input file:brown_Module.txt
768 source identifiers meeting the filter linked to a Ensembl ID.
761 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
1732 Genes linked to a term.
The z score is based on an N of 1732 and a R of 761 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:1903747	regulation of establishment of protein localization to mitochondrion	biological_process	9	10	28	90.0	35.7142857143	2.9425513407	0.0045	0.158481818182
GO:1903293	phosphatase complex	cellular_component	9	10	50	90.0	20.0	2.9425513407	0.0015	0.0741198979592
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	biological_process	9	10	28	90.0	35.7142857143	2.9425513407	0.0045	0.158481818182
GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	biological_process	9	10	28	90.0	35.7142857143	2.9425513407	0.0045	0.158481818182
GO:0016579	protein deubiquitination	biological_process	9	10	81	90.0	12.3456790123	2.9425513407	0.003	0.123638297872
GO:0008287	protein serine/threonine phosphatase complex	cellular_component	9	10	50	90.0	20.0	2.9425513407	0.0015	0.0741198979592
GO:0097480	establishment of synaptic vesicle localization	biological_process	17	23	54	73.9130434783	42.5925925926	2.91509249652	0.0065	0.205057003257
GO:0048489	synaptic vesicle transport	biological_process	17	23	54	73.9130434783	42.5925925926	2.91509249652	0.0065	0.205057003257
GO:0000149	SNARE binding	molecular_function	17	23	59	73.9130434783	38.9830508475	2.91509249652	0.005	0.171719858156
GO:0043087	regulation of GTPase activity	biological_process	40	65	527	61.5384615385	12.3339658444	2.91350782629	0.0055	0.185601045296
GO:0030705	cytoskeleton-dependent intracellular transport	biological_process	21	30	98	70.0	30.612244898	2.90060769535	0.0045	0.158481818182
GO:0006796	phosphate-containing compound metabolic process	biological_process	201	400	2413	50.25	16.576875259	2.89977179919	0.002	0.0935748792271
GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	42	69	393	60.8695652174	17.5572519084	2.89120661817	0.004	0.14786259542
GO:0030054	cell junction	cellular_component	104	194	909	53.6082474227	21.3421342134	2.87919271003	0.0025	0.109065315315
GO:0016311	dephosphorylation	biological_process	34	54	283	62.962962963	19.0812720848	2.861062326	0.0035	0.133454724409
GO:0035639	purine ribonucleoside triphosphate binding	molecular_function	156	304	1980	51.3157894737	15.3535353535	2.85373972057	0.0055	0.185601045296
GO:0008543	fibroblast growth factor receptor signaling pathway	biological_process	22	32	166	68.75	19.2771084337	2.85373081228	0.006	0.197653061224
GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	47	79	768	59.4936708861	10.2864583333	2.85082312289	0.003	0.123638297872
GO:0046916	cellular transition metal ion homeostasis	biological_process	18	25	95	72.0	26.3157894737	2.84689760178	0.004	0.14786259542
GO:0004672	protein kinase activity	molecular_function	35	56	646	62.5	8.66873065015	2.84436007631	0.0045	0.158481818182
GO:0017076	purine nucleotide binding	molecular_function	161	315	2043	51.1111111111	15.4185022026	2.83526672412	0.005	0.171719858156
GO:0015631	tubulin binding	molecular_function	36	58	239	62.0689655172	24.2677824268	2.82917752397	0.0035	0.133454724409
GO:0090382	phagosome maturation	biological_process	12	15	46	80.0	32.6086956522	2.82558939847	0.0095	0.252767857143
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	biological_process	12	15	122	80.0	12.2950819672	2.82558939847	0.0075	0.222133027523
GO:0010646	regulation of cell communication	biological_process	180	356	2616	50.5617977528	13.6085626911	2.8244939068	0.0045	0.158481818182
GO:1901185	negative regulation of ERBB signaling pathway	biological_process	15	20	42	75.0	47.619047619	2.81443993127	0.0065	0.205057003257
GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	biological_process	15	20	41	75.0	48.7804878049	2.81443993127	0.0065	0.205057003257
GO:0006879	cellular iron ion homeostasis	biological_process	15	20	72	75.0	27.7777777778	2.81443993127	0.007	0.215222222222
GO:0014069	postsynaptic density	cellular_component	19	27	121	70.3703703704	22.3140495868	2.78840673653	0.006	0.197653061224
GO:0010638	positive regulation of organelle organization	biological_process	41	68	339	60.2941176471	20.0589970501	2.77180033453	0.006	0.197653061224
GO:2001251	negative regulation of chromosome organization	biological_process	6	6	83	100.0	7.22891566265	2.77090125915	0.0075	0.222133027523
GO:0043268	positive regulation of potassium ion transport	biological_process	6	6	20	100.0	30.0	2.77090125915	0.009	0.244845505618
GO:0033180	proton-transporting V-type ATPase, V1 domain	cellular_component	6	6	11	100.0	54.5454545455	2.77090125915	0.0075	0.222133027523
GO:0030125	clathrin vesicle coat	cellular_component	6	6	9	100.0	66.6666666667	2.77090125915	0.0045	0.158481818182
GO:0019894	kinesin binding	molecular_function	6	6	31	100.0	19.3548387097	2.77090125915	0.0075	0.222133027523
GO:0032553	ribonucleotide binding	molecular_function	160	314	2039	50.9554140127	15.3997057381	2.76834554038	0.0065	0.205057003257
GO:0072384	organelle transport along microtubule	biological_process	10	12	33	83.3333333333	36.3636363636	2.75847833969	0.0055	0.185601045296
GO:0050690	regulation of defense response to virus by virus	biological_process	10	12	31	83.3333333333	38.7096774194	2.75847833969	0.0085	0.24000728863
GO:0046928	regulation of neurotransmitter secretion	biological_process	10	12	39	83.3333333333	30.7692307692	2.75847833969	0.009	0.244845505618
GO:0031201	SNARE complex	cellular_component	10	12	34	83.3333333333	35.2941176471	2.75847833969	0.006	0.197653061224
GO:0014047	glutamate secretion	biological_process	10	12	18	83.3333333333	66.6666666667	2.75847833969	0.0035	0.133454724409
GO:0043632	modification-dependent macromolecule catabolic process	biological_process	43	72	406	59.7222222222	17.7339901478	2.75574897611	0.0075	0.222133027523
GO:0019941	modification-dependent protein catabolic process	biological_process	43	72	402	59.7222222222	17.9104477612	2.75574897611	0.0075	0.222133027523
GO:0070302	regulation of stress-activated protein kinase signaling cascade	biological_process	16	22	179	72.7272727273	12.2905027933	2.73743504321	0.0065	0.205057003257
GO:0042625	ATPase activity, coupled to transmembrane movement of ions	molecular_function	16	22	68	72.7272727273	32.3529411765	2.73743504321	0.015	0.330170454545
GO:0032550	purine ribonucleoside binding	molecular_function	156	306	1989	50.9803921569	15.3846153846	2.73487553549	0.007	0.215222222222
GO:0032549	ribonucleoside binding	molecular_function	156	306	1993	50.9803921569	15.3537380833	2.73487553549	0.007	0.215222222222
GO:0001883	purine nucleoside binding	molecular_function	156	306	1992	50.9803921569	15.3614457831	2.73487553549	0.007	0.215222222222
GO:0044093	positive regulation of molecular function	biological_process	124	238	1647	52.1008403361	14.4505160899	2.73129042291	0.008	0.233373493976
GO:0036459	ubiquitinyl hydrolase activity	molecular_function	8	9	110	88.8888888889	8.18181818182	2.72342120513	0.0065	0.205057003257
GO:0017075	syntaxin-1 binding	molecular_function	8	9	18	88.8888888889	50.0	2.72342120513	0.007	0.215222222222
GO:0016469	proton-transporting two-sector ATPase complex	cellular_component	8	9	43	88.8888888889	20.9302325581	2.72342120513	0.005	0.171719858156
GO:0051219	phosphoprotein binding	molecular_function	13	17	52	76.4705882353	32.6923076923	2.7152526172	0.0095	0.252767857143
GO:0005099	Ras GTPase activator activity	molecular_function	13	17	133	76.4705882353	12.7819548872	2.7152526172	0.01	0.259651474531
GO:0000187	activation of MAPK activity	biological_process	13	17	143	76.4705882353	11.8881118881	2.7152526172	0.0075	0.222133027523
GO:0008017	microtubule binding	molecular_function	26	40	173	65.0	23.1213872832	2.71475871863	0.009	0.244845505618
GO:0071900	regulation of protein serine/threonine kinase activity	biological_process	34	55	427	61.8181818182	12.8805620609	2.7145000936	0.012	0.286256157635
GO:0043005	neuron projection	cellular_component	101	190	635	53.1578947368	29.9212598425	2.71313752003	0.0055	0.185601045296
GO:0043547	positive regulation of GTPase activity	biological_process	35	57	483	61.4035087719	11.801242236	2.70093781466	0.009	0.244845505618
GO:0023051	regulation of signaling	biological_process	178	354	2606	50.2824858757	13.5840368381	2.69582862416	0.0085	0.24000728863
GO:1901184	regulation of ERBB signaling pathway	biological_process	17	24	71	70.8333333333	33.8028169014	2.67263000681	0.0105	0.26482421875
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	biological_process	17	24	68	70.8333333333	35.2941176471	2.67263000681	0.0105	0.26482421875
GO:0031334	positive regulation of protein complex assembly	biological_process	17	24	130	70.8333333333	18.4615384615	2.67263000681	0.013	0.30265625
GO:0030665	clathrin-coated vesicle membrane	cellular_component	17	24	101	70.8333333333	23.7623762376	2.67263000681	0.011	0.275284237726
GO:0051338	regulation of transferase activity	biological_process	77	141	890	54.609929078	15.8426966292	2.66333838582	0.0085	0.24000728863
GO:0019222	regulation of metabolic process	biological_process	279	576	6464	48.4375	8.91089108911	2.66271929958	0.01	0.259651474531
GO:0031401	positive regulation of protein modification process	biological_process	76	139	898	54.6762589928	15.4788418708	2.6591464035	0.008	0.233373493976
GO:0032320	positive regulation of Ras GTPase activity	biological_process	22	33	294	66.6666666667	11.2244897959	2.65543401445	0.0085	0.24000728863
GO:0000280	nuclear division	biological_process	22	33	349	66.6666666667	9.45558739255	2.65543401445	0.01	0.259651474531
GO:0006793	phosphorus metabolic process	biological_process	203	409	2457	49.6332518337	16.6463166463	2.65470496951	0.0065	0.205057003257
GO:0051258	protein polymerization	biological_process	14	19	79	73.6842105263	24.0506329114	2.62620991809	0.01	0.259651474531
GO:0035303	regulation of dephosphorylation	biological_process	14	19	127	73.6842105263	14.9606299213	2.62620991809	0.015	0.330170454545
GO:0032147	activation of protein kinase activity	biological_process	23	35	266	65.7142857143	13.1578947368	2.62167274	0.008	0.233373493976
GO:0022624	proteasome accessory complex	cellular_component	11	14	17	78.5714285714	82.3529411765	2.62087834999	0.016	0.346666666667
GO:0001882	nucleoside binding	molecular_function	156	308	2003	50.6493506494	15.3769345981	2.61666295598	0.0105	0.26482421875
GO:0035556	intracellular signal transduction	biological_process	126	244	1584	51.6393442623	15.404040404	2.6144149552	0.0075	0.222133027523
GO:0005813	centrosome	cellular_component	31	50	369	62.0	13.5501355014	2.61060324947	0.01	0.259651474531
GO:0005096	GTPase activator activity	molecular_function	24	37	271	64.8648648649	13.6531365314	2.59192266755	0.0105	0.26482421875
GO:0035091	phosphatidylinositol binding	molecular_function	19	28	173	67.8571428571	16.1849710983	2.57034114881	0.0095	0.252767857143
GO:0010970	microtubule-based transport	biological_process	19	28	86	67.8571428571	32.5581395349	2.57034114881	0.014	0.316799065421
GO:0032872	regulation of stress-activated MAPK cascade	biological_process	15	21	178	71.4285714286	11.797752809	2.55310400475	0.014	0.316799065421
GO:0048278	vesicle docking	biological_process	9	11	32	81.8181818182	34.375	2.538730018	0.014	0.316799065421
GO:0035305	negative regulation of dephosphorylation	biological_process	9	11	73	81.8181818182	15.0684931507	2.538730018	0.0125	0.295274390244
GO:0034166	toll-like receptor 10 signaling pathway	biological_process	9	11	65	81.8181818182	16.9230769231	2.538730018	0.0095	0.252767857143
GO:0034162	toll-like receptor 9 signaling pathway	biological_process	9	11	73	81.8181818182	15.0684931507	2.538730018	0.0095	0.252767857143
GO:0034146	toll-like receptor 5 signaling pathway	biological_process	9	11	65	81.8181818182	16.9230769231	2.538730018	0.0095	0.252767857143
GO:0016079	synaptic vesicle exocytosis	biological_process	9	11	18	81.8181818182	61.1111111111	2.538730018	0.014	0.316799065421
GO:0005070	SH3/SH2 adaptor activity	molecular_function	9	11	51	81.8181818182	21.568627451	2.538730018	0.011	0.275284237726
GO:0045211	postsynaptic membrane	cellular_component	20	30	201	66.6666666667	14.9253731343	2.52962464053	0.022	0.426993987976
GO:0070373	negative regulation of ERK1 and ERK2 cascade	biological_process	5	5	31	100.0	16.1290322581	2.52874276892	0.015	0.330170454545
GO:0060079	regulation of excitatory postsynaptic membrane potential	biological_process	5	5	46	100.0	10.8695652174	2.52874276892	0.0175	0.366856060606
GO:0060078	regulation of postsynaptic membrane potential	biological_process	5	5	51	100.0	9.80392156863	2.52874276892	0.0175	0.366856060606
GO:0046040	IMP metabolic process	biological_process	5	5	13	100.0	38.4615384615	2.52874276892	0.012	0.286256157635
GO:0045956	positive regulation of calcium ion-dependent exocytosis	biological_process	5	5	14	100.0	35.7142857143	2.52874276892	0.014	0.316799065421
GO:0043507	positive regulation of JUN kinase activity	biological_process	5	5	71	100.0	7.04225352113	2.52874276892	0.014	0.316799065421
GO:0043243	positive regulation of protein complex disassembly	biological_process	5	5	26	100.0	19.2307692308	2.52874276892	0.012	0.286256157635
GO:0033176	proton-transporting V-type ATPase complex	cellular_component	5	5	18	100.0	27.7777777778	2.52874276892	0.012	0.286256157635
GO:0030130	clathrin coat of trans-Golgi network vesicle	cellular_component	5	5	6	100.0	83.3333333333	2.52874276892	0.0115	0.28196835443
GO:0021952	central nervous system projection neuron axonogenesis	biological_process	5	5	22	100.0	22.7272727273	2.52874276892	0.0145	0.325075231481
GO:0016471	vacuolar proton-transporting V-type ATPase complex	cellular_component	5	5	18	100.0	27.7777777778	2.52874276892	0.012	0.286256157635
