GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
80 Ensembl source identifiers supplied in the input file:magenta_Module.txt
80 source identifiers meeting the filter linked to a Ensembl ID.
47 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
977 Genes linked to a term.
The z score is based on an N of 977 and a R of 47 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Cysteine and methionine metabolism:KEGG-hsa00270	0	16	39	0.0	41.0256410256	-0.906213778306	0.644	1.0
Antigen processing and presentation:KEGG-hsa04612	0	17	441	0.0	3.85487528345	-0.934590167593	0.6395	1.0
MAPK signaling pathway:KEGG-hsa04010	1	50	323	2.0	15.479876161	-0.952972072627	0.4315	1.0
Renal cell carcinoma:KEGG-hsa05211	0	18	85	0.0	21.1764705882	-0.962186618019	0.638	1.0
Chagas disease (American trypanosomiasis):KEGG-hsa05142	0	18	142	0.0	12.676056338	-0.962186618019	0.627	1.0
Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520	0	18	51	0.0	35.2941176471	-0.962186618019	0.6225	1.0
Ubiquitin mediated proteolysis:KEGG-hsa04120	0	19	151	0.0	12.582781457	-0.989068588485	0.624	1.0
T cell receptor signaling pathway:KEGG-hsa04660	0	19	138	0.0	13.768115942	-0.989068588485	0.6455	1.0
Alzheimer's disease:KEGG-hsa05010	1	52	200	1.92307692308	26.0	-0.999521363957	0.281	1.0
Citrate cycle (TCA cycle):KEGG-hsa00020	0	20	34	0.0	58.8235294118	-1.01529300127	0.642	1.0
Regulation of actin cytoskeleton:KEGG-hsa04810	2	81	234	2.46913580247	34.6153846154	-1.02781135331	0.416	1.0
Vibrio cholerae infection:KEGG-hsa05110	0	21	67	0.0	31.3432835821	-1.04090972183	0.436	1.0
Natural killer cell mediated cytotoxicity:KEGG-hsa04650	0	21	409	0.0	5.13447432763	-1.04090972183	0.4305	1.0
Endocytosis:KEGG-hsa04144	1	57	270	1.75438596491	21.1111111111	-1.11061291596	0.2865	1.0
Shigellosis:KEGG-hsa05131	0	24	68	0.0	35.2941176471	-1.11452941259	0.4195	1.0
Long-term depression:KEGG-hsa04730	0	24	79	0.0	30.3797468354	-1.11452941259	0.3925	1.0
Glutathione metabolism:KEGG-hsa00480	0	24	57	0.0	42.1052631579	-1.11452941259	0.399	1.0
Phagosome:KEGG-hsa04145	1	59	314	1.69491525424	18.7898089172	-1.15317041399	0.295	1.0
Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961	0	26	52	0.0	50.0	-1.16125816081	0.4085	1.0
Insulin signaling pathway:KEGG-hsa04910	0	27	165	0.0	16.3636363636	-1.184002019	0.4025	1.0
Vascular smooth muscle contraction:KEGG-hsa04270	0	28	125	0.0	22.4	-1.20636373435	0.398	1.0
Salivary secretion:KEGG-hsa04970	0	30	96	0.0	31.25	-1.2500229926	0.4015	1.0
Proteasome:KEGG-hsa03050	0	30	62	0.0	48.3870967742	-1.2500229926	0.4185	1.0
Glycolysis / Gluconeogenesis:KEGG-hsa00010	0	30	69	0.0	43.4782608696	-1.2500229926	0.389	1.0
Purine metabolism:KEGG-hsa00230	0	31	178	0.0	17.4157303371	-1.27135736201	0.4135	1.0
Gap junction:KEGG-hsa04540	0	32	104	0.0	30.7692307692	-1.29238363014	0.269	1.0
Fc gamma R-mediated phagocytosis:KEGG-hsa04666	0	34	108	0.0	31.4814814815	-1.33357048712	0.268	1.0
Chemokine signaling pathway:KEGG-hsa04062	0	36	222	0.0	16.2162162162	-1.37369020703	0.2645	1.0
Parkinson's disease:KEGG-hsa05012	0	38	150	0.0	25.3333333333	-1.41283474172	0.2355	1.0
Oxidative phosphorylation:KEGG-hsa00190	0	40	159	0.0	25.1572327044	-1.45108403423	0.2255	1.0
Huntington's disease:KEGG-hsa05016	0	50	205	0.0	24.3902439024	-1.63108839816	0.1585	1.0
