Ensembl	symbol	GeneOntology
ENSG00000083720	OXCT1	GO:0035774
ENSG00000156110	ADK	GO:0044342
ENSG00000115053	NCL	GO:0035770
ENSG00000168032	ENTPD3	GO:0046434
ENSG00000167588	GPD1	GO:0046434
ENSG00000184743	ATL3	GO:0046434
ENSG00000163931	TKT	GO:0046434
ENSG00000117228	GBP1	GO:0046434
ENSG00000125249	RAP2A	GO:0046434
ENSG00000168118	RAB4A	GO:0046434
ENSG00000133818	RRAS2	GO:0046434
ENSG00000135318	NT5E	GO:0046434
ENSG00000160200	CBS	GO:0046439
ENSG00000249915	PDCD6	GO:0034605
ENSG00000113578	FGF1	GO:0034605
ENSG00000124357	NAGK	GO:0046348
ENSG00000089041	P2RX7	GO:0002706
ENSG00000089041	P2RX7	GO:0002705
ENSG00000089041	P2RX7	GO:0002703
ENSG00000174684	B3GNT1	GO:0006486
ENSG00000173540	GMPPB	GO:0006486
ENSG00000089041	P2RX7	GO:0060402
ENSG00000089041	P2RX7	GO:0051656
ENSG00000138071	ACTR2	GO:0051656
ENSG00000140022	STON2	GO:0051656
ENSG00000115091	ACTR3	GO:0051656
ENSG00000089041	P2RX7	GO:0051650
ENSG00000140022	STON2	GO:0051650
ENSG00000089041	P2RX7	GO:0002709
ENSG00000089041	P2RX7	GO:0002708
ENSG00000197170	PSMD12	GO:0005838
ENSG00000110801	PSMD9	GO:0005838
ENSG00000259207	ITGB3	GO:0010565
ENSG00000197170	PSMD12	GO:0010565
ENSG00000101400	SNTA1	GO:0010565
ENSG00000110801	PSMD9	GO:0010565
ENSG00000089041	P2RX7	GO:0051495
ENSG00000254999	BRK1	GO:0051495
ENSG00000115091	ACTR3	GO:0051495
ENSG00000125746	EML2	GO:0051494
ENSG00000087274	ADD1	GO:0051494
ENSG00000089041	P2RX7	GO:0051493
ENSG00000148482	SLC39A12	GO:0051493
ENSG00000125746	EML2	GO:0051493
ENSG00000254999	BRK1	GO:0051493
ENSG00000087274	ADD1	GO:0051493
ENSG00000115091	ACTR3	GO:0051493
ENSG00000150625	GPM6A	GO:0051491
ENSG00000115091	ACTR3	GO:0051491
ENSG00000113657	DPYSL3	GO:0051491
ENSG00000223609	HBD	GO:0005833
ENSG00000206172	HBA1	GO:0005833
ENSG00000244734	HBB	GO:0005833
ENSG00000101400	SNTA1	GO:0033239
ENSG00000259207	ITGB3	GO:0033238
ENSG00000197170	PSMD12	GO:0033238
ENSG00000101400	SNTA1	GO:0033238
ENSG00000110801	PSMD9	GO:0033238
ENSG00000115415	STAT1	GO:0030856
ENSG00000115415	STAT1	GO:0030857
ENSG00000128311	TST	GO:0030855
ENSG00000174469	CNTNAP2	GO:0035176
ENSG00000178537	SLC25A20	GO:0015849
ENSG00000157103	SLC6A1	GO:0015849
ENSG00000148053	NTRK2	GO:0015849
ENSG00000156110	ADK	GO:0009202
ENSG00000089041	P2RX7	GO:0045859
ENSG00000259207	ITGB3	GO:0045859
ENSG00000087274	ADD1	GO:0045859
ENSG00000165119	HNRNPK	GO:0001067
ENSG00000115415	STAT1	GO:0001067
ENSG00000100031	GGT1	GO:0019184
ENSG00000133313	CNDP2	GO:0019184
ENSG00000089041	P2RX7	GO:0050830
ENSG00000113140	SPARC	GO:0034774
ENSG00000104112	SCG3	GO:0034774
ENSG00000259207	ITGB3	GO:0050839
ENSG00000137575	SDCBP	GO:0050839
ENSG00000109472	CPE	GO:0050839
ENSG00000089041	P2RX7	GO:0097480
ENSG00000140022	STON2	GO:0097480
ENSG00000145349	CAMK2D	GO:0005954
ENSG00000174469	CNTNAP2	GO:0008038
ENSG00000119711	ALDH6A1	GO:0006573
ENSG00000119711	ALDH6A1	GO:0006574
ENSG00000100033	PRODH	GO:0006575
ENSG00000153904	DDAH1	GO:0006575
ENSG00000100031	GGT1	GO:0006575
ENSG00000133313	CNDP2	GO:0006575
ENSG00000213722	DDAH2	GO:0006575
ENSG00000160200	CBS	GO:0006575
ENSG00000016391	CHDH	GO:0006575
ENSG00000134184	GSTM1	GO:0006575
ENSG00000157103	SLC6A1	GO:0034285
ENSG00000113140	SPARC	GO:0034284
ENSG00000016391	CHDH	GO:0006578
ENSG00000148053	NTRK2	GO:0050772
