GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
200 Ensembl source identifiers supplied in the input file:blue_Module.txt
200 source identifiers meeting the filter linked to a Ensembl ID.
97 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 97 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
NAD Biosynthesis II (from tryptophan):WP2485	0	1	8	0.0	12.5	-0.381922324111	1.0	1.0
Matrix Metalloproteinases:WP129	0	1	32	0.0	3.125	-0.381922324111	1.0	1.0
Histone Modifications:WP2369	0	1	66	0.0	1.51515151515	-0.381922324111	1.0	1.0
Heme Biosynthesis:WP561	0	1	9	0.0	11.1111111111	-0.381922324111	1.0	1.0
Gene regulatory network modelling somitogenesis :WP2854	0	1	12	0.0	8.33333333333	-0.381922324111	1.0	1.0
Gastric Cancer Network 1:WP2361	0	1	28	0.0	3.57142857143	-0.381922324111	1.0	1.0
GPCRs, Class B Secretin-like:WP334	0	1	24	0.0	4.16666666667	-0.381922324111	1.0	1.0
Eukaryotic Transcription Initiation:WP405	0	1	42	0.0	2.38095238095	-0.381922324111	1.0	1.0
Effects of Nitric Oxide:WP1995	0	1	9	0.0	11.1111111111	-0.381922324111	1.0	1.0
Dual hijack model of Vif in HIV infection:WP3300	0	1	7	0.0	14.2857142857	-0.381922324111	1.0	1.0
DDX1 as a regulatory component of the Drosha microprocessor:WP2942	0	1	7	0.0	14.2857142857	-0.381922324111	1.0	1.0
Complement Activation:WP545	0	1	19	0.0	5.26315789474	-0.381922324111	1.0	1.0
Angiogenesis:WP1539	0	1	20	0.0	5.0	-0.381922324111	1.0	1.0
Acetylcholine Synthesis:WP528	0	1	7	0.0	14.2857142857	-0.381922324111	1.0	1.0
ACE Inhibitor Pathway:WP554	0	1	18	0.0	5.55555555556	-0.381922324111	1.0	1.0
Integrin-mediated Cell Adhesion:WP185	4	38	103	10.5263157895	36.8932038835	-0.417787301789	0.7955	1.0
TCA Cycle:WP78	1	12	20	8.33333333333	60.0	-0.460257036669	0.5015	1.0
Signaling Pathways in Glioblastoma:WP2261	1	12	83	8.33333333333	14.4578313253	-0.460257036669	0.4995	1.0
Senescence and Autophagy in Cancer:WP615	1	12	110	8.33333333333	10.9090909091	-0.460257036669	0.5225	1.0
Hypothetical Network for Drug Addiction:WP666	1	12	31	8.33333333333	38.7096774194	-0.460257036669	0.511	1.0
Calcium Regulation in the Cardiac Cell:WP536	6	56	153	10.7142857143	36.6013071895	-0.469783463914	0.7105	1.0
eIF5A regulation in response to inhibition of the nuclear export system:WP3302	0	2	4	0.0	50.0	-0.540474955646	1.0	1.0
Type II diabetes mellitus:WP1584	0	2	22	0.0	9.09090909091	-0.540474955646	1.0	1.0
TarBasePathway:WP1992	0	2	13	0.0	15.3846153846	-0.540474955646	1.0	1.0
Synthesis and Degradation of Ketone Bodies:WP311	0	2	5	0.0	40.0	-0.540474955646	1.0	1.0
Preimplantation Embryo:WP3527	0	2	59	0.0	3.38983050847	-0.540474955646	1.0	1.0
Pilocytic astrocytoma:WP2253	0	2	4	0.0	50.0	-0.540474955646	1.0	1.0
Osteoclast Signaling:WP12	0	2	16	0.0	12.5	-0.540474955646	1.0	1.0
Notch Signaling Pathway:WP268	0	2	45	0.0	4.44444444444	-0.540474955646	1.0	1.0
Mitochondrial Gene Expression:WP391	0	2	19	0.0	10.5263157895	-0.540474955646	1.0	1.0
Irinotecan Pathway:WP229	0	2	13	0.0	15.3846153846	-0.540474955646	1.0	1.0
Hypertrophy Model:WP516	0	2	20	0.0	10.0	-0.540474955646	1.0	1.0
GPCRs, Other:WP117	0	2	96	0.0	2.08333333333	-0.540474955646	1.0	1.0
GPCRs, Class A Rhodopsin-like:WP455	0	2	258	0.0	0.77519379845	-0.540474955646	1.0	1.0
Fatty Acid Omega Oxidation:WP206	0	2	15	0.0	13.3333333333	-0.540474955646	1.0	1.0
EBV LMP1 signaling:WP262	0	2	23	0.0	8.69565217391	-0.540474955646	1.0	1.0
Apoptosis Modulation and Signaling:WP1772	0	2	16	0.0	12.5	-0.540474955646	1.0	1.0
TCA Cycle and PDHc:WP2453	1	14	16	7.14285714286	87.5	-0.632596932361	0.541	1.0
Glycogen Metabolism:WP500	1	14	36	7.14285714286	38.8888888889	-0.632596932361	0.5635	1.0
TWEAK Signaling Pathway:WP2036	0	3	40	0.0	7.5	-0.662379849702	1.0	1.0
Sulfation Biotransformation Reaction:WP692	0	3	17	0.0	17.6470588235	-0.662379849702	1.0	1.0
