,ABAT,ABCA8,ABCC4,ABHD10,ABHD14B,ACAA1,ACAA2,ACADM,ACADVL,ACAT1,ACO2,ACOT1,ACOX1,ACP1,ACP2,ACSBG1,ACSS1,ACSS3,ACTR3,ACY1,ADAM9,ADH5,AHNAK,AIFM1,AIMP1,AK1,AK2,AK3,AK4,AKAP12,AKR1C3,AKR7A2,ALAD,ALCAM,ALDH5A1,ALDH6A1,ALDH9A1,ALDOA,ALDOC,ALPL,ANKFY1,ANO6,ANTXR1,ANXA1,ANXA2,ANXA4,ANXA5,AOC3,APEH,APOD,APPL2,APRT,ARHGDIB,ARPC5,ARVCF,ASAH1,ASS1,ATP1A1,ATP1A3,ATP1B1,ATP1B3,ATP5A1,ATP5B,ATP5C1,ATP5F1,ATP5H,ATP5O,ATP6V1D,ATP6V1G1,B3GALTL,BANF1,BCAM,BGN,BIN1,BSG,BST1,C1QBP,C4A,CAB39L,CACYBP,CALM2,CAMK2G,CAPG,CAPN2,CAPN5,CAPNS1,CAPS,CAPZA2,CAT,CAV1,CBR1,CD109,CD14,CD38,CD44,CDC42EP4,CDH13,CDH2,CELSR2,CHCHD3,CHDH,CISD1,CKMT1A,CLIC1,CLU,CMBL,CNN3,CNTNAP1,COL1A1,COL6A1,COL6A2,COL6A3,COLEC12,COPB1,COX4I1,COX5A,COX5B,COX6B1,CP,CPE,CPNE2,CPNE3,CRABP1,CRAT,CRYL1,CS,CSRP1,CTNNA1,CTNND2,CTSD,CTSH,CTTN,CUL4B,CYB5R1,CYBB,CYC1,CYCS,CYFIP1,CYP4F11,DAAM2,DAG1,DBI,DCLK2,DCXR,DDAH2,DDB1,DDOST,DDX3X,DECR1,DFNA5,DIABLO,DLAT,DLD,DLST,DNPEP,DPP7,DPYSL3,ECE1,ECHDC1,ECHS1,EEF1A1,EEF1G,EEF2,EFEMP1,EFHD2,EHD2,EIF3A,EIF3C,EIF3F,EIF3I,EIF4B,ENAH,ENG,ENO1,ENO2,ENOPH1,ENPP4,ENSA,ENTPD1,ENTPD2,ERAP1,ERBB2IP,ERGIC1,ETFA,ETFDH,EZR,F13A1,F3,FABP3,FABP5,FAH,FAHD2A,FAM129A,FAM171A1,FBLN1,FBN1,FERMT2,FHL1,FKBP1A,FKBP3,FLNA,FLNC,FLOT1,FLOT2,FNTA,FOLR2,FRMD5,FTL,GAA,GABARAPL2,GABRB2,GALK1,GARS,GATM,GBA,GBAS,GBP1,GDI1,GDI2,GFAP,GGCT,GGT1,GGT5,GJA1,GLIPR2,GLUL,GMPR,GNAI2,GNAI3,GNAS,GNB2L1,GNB4,GNG12,GOLIM4,GOT1,GPD1,GPD2,GPHN,GPX4,GRN,GSR,GSTM2,GSTM3,GYG1,H6PD,HADH,HADHA,HADHB,HAGH,HARS,HEPACAM,HIBADH,HIBCH,HIST1H2AJ,HIST1H2BH,HIST1H4A,HK1,HLA-A,HLA-B,HLA-DRA,HLA-DRB1,HNMT,HNRNPA2B1,HNRNPU,HSD17B10,HSDL2,HSPA4,HSPA8,HSPA9,HSPD1,HSPE1,ICAM1,IDH1,IDH2,IDH3A,IDH3B,IGSF1,IGSF21,ILK,IMMT,INPP5A,ISYNA1,ITFG3,ITGA2,ITGA3,ITGA5,ITGA6,ITGA7,ITGAM,ITGAV,ITGAX,ITGB1,ITGB2,ITGB4,ITGB5,ITPKB,JAM2,KARS,KCNA2,KCNAB2,KCNN3,KHDRBS1,LAMA4,LAMA5,LAMP1,LAMP2,LAMTOR1,LANCL1,LAP3,LDHA,LGALS1,LGALS3,LGALSL,LIMS1,LNPEP,LRP1,LSAMP,MAG,MAOA,MAOB,MAP1A,MAP1B,MAP2,MAP6,MAPT,MARCKSL1,MAT2B,MCCC2,MDH1,ME2,MFGE8,MFI2,MGEA5,MLC1,MLLT4,MOXD1,MPI,MPST,MRC1,MSN,MTCH2,MT-CO2,MTOR,MTSS1L,MTX2,MYO6,MYOF,NADK2,NAMPT,NCDN,NCSTN,NDUFA10,NDUFA13,NDUFA2,NDUFA5,NDUFA8,NDUFA9,NDUFB10,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS5,NDUFS6,NDUFV1,NDUFV2,NIPSNAP1,NIPSNAP3A,NME1-NME2,NMT1,NNT,NPC1,NPEPL1,NPEPPS,NQO1,NT5C2,NT5E,NTM,NTRK2,OGDH,OGFRL1,OPA1,OXCT1,PACSIN3,PADI2,PAFAH1B2,PAFAH1B3,PARVA,PC,PCCA,PDCD5,PDCD6,PDGFRB,PDHA1,PDHB,PDLIM5,PEBP1,PECAM1,PFDN6,PGAM2,PGD,PGM1,PGM3,PGP,PHB,PHB2,PI16,PI4K2A,PIR,PITHD1,PITPNA,PITPNB,PLCD1,PLCD3,PLD2,PLSCR4,PLXDC2,PLXNA2,PNP,PPA1,PPAP2A,PPAP2B,PPIF,PPT1,PRCP,PRDX1,PRDX3,PRDX6,PREPL,PRNP,PRODH,PRRT2,PSMD5,PSMD9,PSME2,PTGES2,PTGR2,PURA,PVRL2,PYGM,RAB23,RAB4A,RAD23B,RALA,RAP1B,RAP2A,RDX,RENBP,RGN,RGS6,RNPEP,RPL10,RPL12,RPL13a,RPL17,RPL5,RPS11,RPS16,RPS17,RPS18,RPS19,RPS2,RPS3,RPS3A,RPS4X,RPS6,RPS6KA2,RPS7,RPSA,RRAS,RRAS2,S100A11,SAMM50,SARS,SCARB2,SCCPDH,SCIN,SCP2,SCRN1,SDHA,SDHB,SEC62,Sep.10,Sep.02,SET,SFXN1,SFXN3,SFXN5,SIAE,SLC14A1,SLC15A2,SLC16A1,SLC1A2,SLC1A3,SLC25A1,SLC25A11,SLC25A12,SLC25A18,SLC25A20,SLC25A24,SLC25A3,SLC25A4,SLC25A5,SLC25A6,SLC2A5,SLC30A1,SLC39A12,SLC3A2,SLC44A2,SLC4A1,SLC7A11,SLC7A5,SLC9A3R1,SLC9A3R2,SNAP23,SNCG,SND1,SNTB1,SOD2,SORCS2,SORD,SORT1,SPARC,SPARCL1,SPG20,SPR,SQRDL,SSBP1,ST13,STAB1,STAT3,STIP1,STOML2,STON2,SUSD2,TAGLN,TAGLN2,TAGLN3,TARS,TCEAL5,TGOLN2,THOP1,THY1,TJP1,TKT,TLN1,TMSB4X,TNC,TNS3,TPD52,TPI1,TPP1,TPPP,TPPP3,TSNAX,TST,TTC1,TUFM,TXNL1,UBE2K,UBE2N,UBE2V2,UQCRB,UQCRC1,UQCRC2,UQCRFS1,VASN,VAT1,VCL,VCP,VDAC1,VDAC2,VDAC3,VSNL1,VWA5A,WARS,WDR44,WFS1,Sum
riBAQ.17,0.000181408,0,0,3.30E-05,8.41E-05,0,3.35E-05,1.66E-05,1.54E-05,7.74E-05,0.000516527,2.30E-05,0,0.000105966,0,1.54E-05,0,0,0.000238859,0,0,9.05E-05,6.92E-05,1.75E-05,2.21E-05,0.000767771,0,9.45E-05,0,7.92E-05,2.57E-05,0.000148224,0.000162136,0.000174747,0.000114321,0.000355091,0.000321351,0.014032207,0.00441179,4.24E-05,1.42E-05,2.46E-05,1.38E-05,0.000685649,0.001750725,0.000401014,0.003663724,1.58E-05,8.62E-05,0.000257904,1.20E-05,0,0,0,4.68E-06,0.00015214,4.23E-05,0.003845654,0.004865753,0.012976983,0.000713828,0.000161077,0.000222962,2.95E-05,4.97E-05,0.000130509,0,0.00049293,0,0,0,1.66E-05,0,0.000398261,0.000916054,2.23E-05,9.34E-05,4.04E-05,4.16E-05,0.000215562,0.011415824,9.16E-05,5.75E-05,2.54E-05,0.000113217,0.000150722,0,0.000455549,8.37E-05,0.000391329,0.000703187,0,0,0.000276319,0.000226666,1.98E-05,0.000713434,0.000143593,0,0,0,0.00030733,0.000171077,3.78E-05,0.000228351,6.90E-05,4.07E-05,0.000289787,0,0.000164506,0.000117493,5.17E-05,0,0,0.000239829,0.000178866,0.000153131,0.000241903,1.88E-05,6.52E-05,3.45E-05,0.000339317,0.000105813,2.78E-05,0.000155677,0.000181388,0.000413468,0,6.63E-05,0.000589634,0,1.72E-05,1.55E-05,0,3.41E-05,5.41E-05,0.00255771,8.46E-06,0,1.57E-05,2.35E-05,0,1.18E-05,7.15E-05,3.66E-05,7.77E-05,0,0,9.02E-05,8.78E-06,0,1.33E-05,0.000122144,7.45E-05,1.88E-05,1.10E-05,0.000597615,0,0,9.03E-05,0.000807625,0.000220385,9.85E-05,0,0.000351436,4.43E-05,0,0,0,0,1.42E-05,2.18E-05,0,0.007806289,0.008813727,0.000260515,0,0.000139066,4.06E-05,0.00010064,0,0,0,7.10E-05,0,0.000436548,0,0.000494014,0.001466524,0.000655056,2.04E-05,0,0,1.52E-05,0,5.29E-05,2.09E-05,0.000150451,0.000778412,0.000106552,3.10E-05,0,0.000420794,0.000469643,0,0.000142504,0,0.003198923,5.12E-06,0.000265727,3.74E-05,0,0.000118779,0,1.07E-05,8.64E-05,0,0.001936941,0.001839547,0.000967584,0.000102335,0,9.83E-05,0.000738016,0.000109867,0.002435586,0,0.00302724,0.000233381,0.000416109,2.61E-05,0.000410838,0.002156853,0,0.003076602,3.72E-05,1.34E-05,2.62E-05,0.000463042,0,9.84E-05,0.000615646,0.000353308,4.32E-05,0,3.81E-05,6.45E-05,5.33E-05,0.000340573,3.63E-05,0.000460579,2.38E-05,6.20E-05,0.003122713,0.004360852,0.004797375,0.000322075,0,6.96E-05,0,4.70E-05,0,5.18E-05,0,0,2.03E-05,0.000287452,0.005733775,0.000148598,0.000283053,0.00117922,1.81E-05,8.35E-05,0.000179422,4.98E-05,0,1.33E-05,0.000192729,0,1.23E-05,0.000182334,1.88E-05,0,9.73E-06,0,0,2.82E-05,4.17E-05,1.17E-05,0.000136307,0,0.000235021,4.77E-05,1.76E-05,1.64E-05,0,8.14E-05,0,8.79E-05,0.000227799,0,0,0,1.48E-05,0.000159564,0.000121641,5.21E-05,0.000749889,0.000135563,0.002984923,0.00260052,0.000232548,0.00051702,0,0,1.26E-05,0.000314178,4.18E-05,1.62E-05,0.00013241,0.000121676,0.000282575,6.70E-05,0.000207384,0.000652642,0.000248785,5.17E-05,0,0.005467752,0,6.69E-05,2.13E-05,1.79E-05,0.000130302,0,0,9.86E-05,3.96E-05,9.83E-06,0.000559288,0,0.000225976,0,1.52E-05,0,1.59E-05,1.35E-05,0,0,0.000282413,3.02E-05,0,0,0,0,0,1.61E-05,0,0,1.78E-05,0,0,0,0,0,0,3.77E-05,0,0.001526724,2.17E-05,0,0,0,0.000481373,8.20E-05,1.12E-05,0.000293132,0.000131115,1.08E-05,0,1.68E-05,1.15E-05,7.97E-05,1.23E-05,0.000149081,0.001251834,5.48E-05,0,0,0,0.000129248,0.000562145,3.15E-05,1.78E-05,2.55E-05,0,0.013685884,1.09E-05,9.26E-05,0,0.00033445,0.000324287,2.05E-05,3.82E-05,5.16E-05,3.25E-05,0,1.39E-05,0,0.000210931,0.000279506,5.10E-05,8.82E-05,2.46E-05,0,7.44E-05,0,1.28E-05,5.89E-05,0.000296394,0,0.000251554,0,0.00014816,2.38E-05,0.004850087,0.000168668,0.003061626,3.12E-05,0.000205818,0,0.000791861,0,0,3.20E-05,0,4.89E-05,0.000154599,0,0.000316661,7.58E-05,6.14E-05,0.000187418,0.000619833,0.00199054,0.001075422,0.000139061,0,0,3.53E-05,1.66E-05,0,5.53E-05,0,6.92E-05,6.00E-05,9.58E-05,0,0,9.96E-05,3.86E-05,0.000107163,5.92E-05,9.59E-05,0.000199364,0,1.28E-05,6.68E-05,3.82E-05,0.000222045,0,0.000417518,0,0.000116045,0.000158919,3.46E-05,0,0,0.000769348,3.73E-05,0,0,0,0.000573033,9.86E-05,0,0,0,0,0.000163151,5.18E-05,0.000117932,0.007296412,0.003768655,0,3.19E-05,1.52E-05,0,0,0,7.41E-05,0.000234765,0,0,5.57E-05,4.81E-05,0,0.001367258,0.000478935,6.93E-05,3.91E-05,4.88E-05,0.001813585,0.000323666,4.64E-05,0.001262771,4.49E-06,0,0.000497758,0,4.58E-05,0,0,1.96E-05,0,4.34E-05,0,0.000163427,0.000578649,0,0,0.000375506,0,0,1.72E-05,8.16E-05,6.13E-05,0.001149267,2.30E-05,3.21E-05,0,2.60E-05,0.017158466,5.45E-06,0.001293757,1.62E-05,0.012975505,0,8.65E-06,7.14E-05,0.008383165,9.20E-05,0.001792944,0.000384531,0,2.84E-05,3.72E-05,0,0.00018195,5.23E-05,0.001059017,0.000520469,0.000142785,0.000107995,7.57E-05,0,0,0.00011469,2.03E-05,0.000926055,0.000364697,0.000240539,0.000110542,0.006187492,0,0.00013844,0,0,0.27594435
riBAQ.18,4.01E-05,0,0,0,8.46E-05,0,0,0,0,0,0.000150439,0,0,0.000195986,0,1.01E-05,0,0,0.000244755,0,0,0.000123217,2.41E-05,0,2.42E-05,0.000893709,0,3.81E-05,0,0.000134991,3.63E-05,0.000119557,7.88E-05,0.00017293,0,0.000144784,0.000208485,0.015005955,0.004169894,0,1.03E-05,1.64E-05,0,0.000333157,0.000755579,0.000366186,0.002013205,0,5.42E-05,0.000255044,0,0.000105199,0,8.25E-05,0,7.00E-05,7.22E-05,0.002911586,0.003754677,0.010642542,0.000346031,7.75E-05,0.00011853,0,4.76E-05,0,0,0.000444309,0,0,0,0,0,0.000637258,0.000869178,1.54E-05,0,2.99E-05,3.94E-05,0.000290794,0.016705569,5.76E-05,6.07E-05,2.74E-05,0.000112237,0.000178464,0,0.00041898,7.17E-05,0,0.001083625,0,0,0.000270152,0.00014218,0,0.000633559,0.000164418,0,0,0,0,0.00017516,2.98E-05,0.000356014,4.24E-05,6.25E-05,0.000242287,0,3.14E-05,1.59E-05,1.12E-05,0,0,7.95E-05,7.67E-05,8.75E-05,0.000196468,8.23E-06,7.06E-05,3.44E-05,0.000333995,0,0,9.94E-05,3.35E-05,0.000805321,0,9.02E-05,0.00041109,0,2.07E-05,1.61E-05,0,2.54E-05,0,0.00231789,7.44E-06,0,0,8.87E-06,0,2.51E-05,6.03E-05,2.15E-05,7.61E-05,0,0,1.86E-05,1.42E-05,4.00E-05,0,2.12E-05,0,1.43E-05,0,0.000592431,0,0,2.78E-05,0.001379354,0.000209746,0.000137244,0,0.000376772,3.22E-05,0,6.77E-06,0,0,2.21E-05,1.84E-05,0,0.005766616,0.006466028,0.000282213,0,0.000134003,0,2.81E-05,0,0,0,0,0,0.000269505,0,0.000558799,0.001660871,0.00098161,2.34E-05,0,0,1.70E-05,0,8.77E-06,1.40E-05,0.000256514,0.001160381,0.000153418,1.99E-05,0,0.000400602,0.000447429,0,6.25E-05,0,0.003420741,0,0.000330398,2.23E-05,0,9.14E-05,0,0,2.32E-05,0,0.001648411,0.001581439,0.004369984,0.000132732,0,2.54E-05,0.000482287,0,0.002089766,0,0.00323939,0.000174098,0.000300426,3.20E-05,0.000437101,0.002106606,0,0.001979427,4.27E-05,0,3.61E-05,0.000360384,0,4.72E-05,0.00074672,0.000656678,0,0,0,0,0,0.000372815,5.17E-05,0.000352295,0,0,0,0.00033491,0.00030997,0.000115581,6.72E-05,8.80E-05,0,0,0,8.95E-05,0,0,0,0.000246021,0.005136805,3.80E-05,9.02E-05,0.000443608,1.40E-05,7.83E-05,0.000162422,4.05E-05,0,1.27E-05,0.000200235,0,0,0.000121285,1.28E-05,0,0,0,0,1.85E-05,3.22E-05,2.52E-05,0.00013173,0,0.000130659,7.34E-05,2.07E-05,0,0,7.22E-05,0,9.88E-05,0.000237143,0,0,0,3.92E-06,8.86E-05,0,0,0.000672593,0.000118861,0.002147734,0.003015841,0.000225311,0.000506331,0,0,9.68E-06,0.000218458,2.89E-05,0,7.62E-05,0.000206465,0.000438785,0.000208801,0.000153871,0.000657457,0.000259352,4.10E-05,0,0.004397337,0,0,1.54E-05,1.94E-05,4.92E-05,1.07E-05,0,5.87E-05,0,0,0.000489831,0,0,2.02E-06,1.19E-05,0,2.53E-05,0,0,3.78E-05,0.000303682,2.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001324842,2.35E-05,0,0,0,0.000455051,0.000104552,1.55E-05,0.000299248,8.23E-05,1.79E-05,0,0,9.94E-06,0,0,0.000211702,0.001063378,9.66E-05,0,0,0,0.000146317,0.00053899,2.58E-05,0,0,0,0.01469835,0,0.00014233,0,0.000233497,0.000204387,0,3.51E-05,0,0,0,0,0,0.000208719,0.000274781,4.64E-05,6.70E-05,2.42E-05,7.45E-06,0,0,1.17E-05,3.75E-05,0.000296118,0,0.000148337,0,9.68E-05,0,0.003689408,5.69E-05,0.002147588,4.45E-05,0.000192623,0,0.000594329,0,2.86E-05,4.77E-05,0,5.65E-05,0.000228528,0,0.000321539,6.37E-05,6.54E-05,0.000222376,0.000615064,0.001606456,0.001138624,9.02E-05,0,1.99E-05,4.05E-05,1.44E-05,0,8.62E-05,0,0.000104284,0.000118214,0.000116861,7.69E-05,0,0.000129467,5.40E-05,9.71E-05,5.44E-05,0.000149665,0.000204611,0,1.49E-05,6.94E-05,6.43E-05,0.000123607,0,0.000247422,0,0.00017406,4.77E-05,3.62E-05,0,0,0.001249352,0,0,0,0,0.000352757,9.74E-05,0,0,0,0,0,4.83E-05,0,0.006314659,0.00300051,0,0,0,0,0,0,0,8.66E-05,0,3.61E-05,0,5.89E-05,0,0.000953283,0.000422188,2.92E-05,0,0,0.002722984,0.00036457,4.30E-05,0.001200145,4.87E-06,1.82E-05,0.00015865,0,0,0,0,0,1.56E-05,0,0,0,0.000734601,0,0,0.000435674,0,0,0,0,4.97E-05,0.001109178,1.97E-05,3.73E-05,0,1.66E-05,0.015733596,5.39E-06,0.001204721,1.54E-05,0.01333457,0,7.31E-06,0.000140072,0.008266392,5.56E-05,0.00215411,0.000474101,0,0,6.63E-05,0,0.000176396,5.90E-05,0.001127965,0.000463086,0,2.63E-05,2.54E-05,0,0,8.76E-05,1.39E-05,0.001033591,0.000131297,7.30E-05,0,0.007111414,0,0.000152595,7.41E-06,0,0.247534551
riBAQ.35,8.26E-05,0,0,8.40E-06,7.61E-05,0,2.97E-05,0,0,3.56E-05,0.00032129,3.89E-05,0,0.000146592,0,1.22E-05,0,0,0.000248156,0,0,0.000177345,1.93E-05,0,0,0.000958866,0,0,0,0.000110893,0,0.000149305,9.19E-05,0.000187131,5.16E-05,0.000232393,0.000230565,0.014255197,0.003612251,7.88E-06,1.07E-05,0,1.40E-05,0.000422003,0.000860327,0.000196596,0.001820444,1.02E-05,8.08E-05,0.000217401,8.31E-06,6.48E-05,0,0.000104605,0,4.01E-05,4.41E-05,0.003451163,0.003698472,0.012111596,0.000273714,8.07E-05,0.000121274,0,2.90E-05,0,0,0.00024627,0,0,0,1.85E-05,0,0.000630551,0.001137448,0,0,0,5.86E-05,0.000240419,0.014764442,0.00010871,7.60E-05,2.15E-05,0.000117623,0.00015281,0,0.000489614,7.27E-05,0.00018929,0.000737385,0,0,0.00011213,5.26E-05,0,0.000609169,0.000116917,0,0,0,0.000203505,0.00012999,2.61E-05,0.000263937,6.90E-05,4.09E-05,0.000260492,0,6.36E-05,3.92E-05,2.42E-05,0,0,7.23E-05,0,4.30E-05,0.000148168,0,5.00E-05,1.19E-05,0.00021411,6.85E-05,0,9.09E-05,4.45E-05,0.000585054,0,7.21E-05,0.000766234,0,2.15E-05,1.48E-05,0,2.16E-05,0,0.002155533,7.07E-06,0,1.47E-05,1.20E-05,0,1.69E-05,5.63E-05,5.00E-05,7.30E-05,0,0,4.06E-05,1.12E-05,0,1.46E-05,4.83E-05,5.07E-05,1.00E-05,0,0.000824665,0,0,4.71E-05,0.000902052,0.000194402,0.000132386,0,0.000483359,3.51E-05,0,4.70E-06,0,0,1.32E-05,0,0,0.006571298,0.006127681,0.000267113,2.14E-05,0.000127192,3.37E-05,3.01E-05,0,0,0,6.13E-05,0,0.000320289,0,0.000425352,0.001904202,0.001155866,0,0,0,1.21E-05,0,1.43E-05,1.89E-05,0.000311686,0.001800236,0.000183532,1.63E-05,0,0.000299946,0.000373485,0,0.000115918,0,0.002659582,0,0,3.26E-05,0,9.62E-05,0,0,4.62E-05,0,0.002038711,0.001563185,0.000686056,0.000162995,0,3.70E-05,0.000391557,0.000100057,0.003061242,0,0.003354164,0.000185661,0.000398062,2.34E-05,0.000635363,0.001861592,0,0.002144948,4.20E-05,0,3.35E-05,0.00026438,0,5.00E-05,0.000655455,0.000493694,0,0,3.65E-05,2.10E-05,1.41E-05,0.000400313,5.99E-05,0.000221135,0,0,0,0.000289496,0.000285647,0.00015639,0.000132658,0,0,4.19E-05,3.47E-05,6.95E-05,0,0,0,0.000308973,0.006089959,6.90E-05,0.000159282,0.000689867,0,9.35E-05,0.000256181,5.62E-05,1.92E-05,1.49E-05,0.000235319,0,0,0.000112334,1.54E-05,0,0,0,0,1.67E-05,1.81E-05,1.42E-05,0.000133245,0,0.00010851,5.30E-05,7.26E-06,0,0,0.000159508,1.03E-05,9.13E-05,0.000199291,0,0,0,0,7.99E-05,0,4.77E-05,0.000615193,8.34E-05,0.002407846,0.002718282,0.000187033,0.000502124,0,4.42E-06,8.54E-06,0.000211415,1.53E-05,1.74E-05,6.17E-05,0.000180231,0.000400198,0.000201119,0.000151971,0.000678165,0.000278834,4.89E-05,0,0.004883823,0,0,2.91E-05,2.02E-05,5.58E-05,6.92E-06,0,0.000102097,0,0,0.000369251,0,0,0,1.88E-05,0,1.24E-05,0,0,1.52E-05,0.000389382,2.30E-05,0,0,0,0,0,0,0,0,1.00E-05,0,0,0,0,0,0,0,0,0.001277827,2.09E-05,0,0,0,0.000515076,0,1.36E-05,0.000250696,0.000121399,1.69E-05,0,0,9.30E-06,7.37E-05,2.28E-05,0.000136703,0.000673412,0.000103425,0,0,0,0.000155986,0.000549469,1.98E-05,1.10E-05,2.09E-05,0,0.012189349,0,0.000111655,0,0.00022558,0.000258164,1.27E-05,4.08E-05,2.41E-05,0,0,0,0,0.000232509,0.000304277,7.58E-05,5.79E-05,1.35E-05,0,5.20E-05,0,2.61E-05,4.12E-05,0.000304431,0,0.000214129,0,7.65E-05,0,0.003298159,6.04E-05,0.002559696,5.67E-05,0.000238879,0,0.000832998,0,2.64E-05,5.55E-05,0,4.13E-05,0.000121907,0,0.000365863,6.18E-05,5.98E-05,0.000227774,0.000841582,0.001440243,0.000712134,6.35E-05,0,0,5.60E-05,1.41E-05,0,6.45E-05,0,5.86E-05,6.40E-05,4.28E-05,0,0,7.42E-05,0,5.57E-05,0,0.00010341,9.46E-05,0,7.80E-06,3.75E-05,3.05E-05,0.000106951,3.63E-05,0,0,0.000166629,6.26E-05,3.07E-05,0,0,0.00126449,0,0,0,0,0.000414382,0,1.81E-05,0,0,0,0,5.61E-05,7.33E-05,0.005317047,0.002698651,0,0,5.90E-06,0,0,0,2.18E-05,0.000121561,0,2.84E-05,0,5.55E-05,0,0.000946914,0.00031134,3.09E-05,0,0,0.001538531,0.000301524,5.97E-05,0.001208369,3.53E-06,9.09E-06,0.000231142,0,3.21E-05,0,0,1.03E-05,0,0,0,0,0.000704359,0,0,0.000495195,0,0,0,4.29E-05,6.05E-05,0.00150181,2.10E-05,4.06E-05,0,1.71E-05,0.014754627,2.65E-06,0.001087467,1.24E-05,0.015114716,0,6.70E-06,5.37E-05,0.008094413,4.02E-05,0.002231939,0.000243575,0,0,3.92E-05,0,0.000171821,6.42E-05,0.001067239,0.000450526,0,2.42E-05,1.84E-05,0,0,5.88E-05,1.83E-05,0.000893488,0.000147897,8.91E-05,4.17E-05,0.006934852,0,0.000125797,5.24E-06,0,0.23984091
