Ensembl ID	UniGene ID
ENSG00000163170	Hs.683280
ENSG00000163171	Hs.369574
ENSG00000163171	Hs.636182
ENSG00000163171	Hs.689535
ENSG00000163191	Hs.593414
ENSG00000163202	Hs.244349
ENSG00000163207	Hs.516439
ENSG00000163207	Hs.630324
ENSG00000163214	Hs.468226
ENSG00000163217	Hs.158317
ENSG00000163218	Hs.58356
ENSG00000163219	Hs.531807
ENSG00000163219	Hs.740143
ENSG00000163221	Hs.19413
ENSG00000163235	Hs.170009
ENSG00000163235	Hs.606789
ENSG00000163235	Hs.628298
ENSG00000163249	Hs.597952
ENSG00000163251	Hs.17631
ENSG00000163251	Hs.602599
ENSG00000163251	Hs.609782
ENSG00000163251	Hs.698624
ENSG00000163257	Hs.614787
ENSG00000163257	Hs.620771
ENSG00000163257	Hs.643052
ENSG00000163263	Hs.104967
ENSG00000163273	Hs.627236
ENSG00000163281	Hs.21398
ENSG00000163281	Hs.594601
ENSG00000163281	Hs.597934
ENSG00000163281	Hs.745286
ENSG00000163283	Hs.284255
ENSG00000163285	Hs.375051
ENSG00000163286	Hs.333509
ENSG00000163291	Hs.599674
ENSG00000163291	Hs.657312
ENSG00000163291	Hs.732528
ENSG00000163293	Hs.134190
ENSG00000163293	Hs.736798
ENSG00000163295	Hs.37009
ENSG00000163297	Hs.162963
ENSG00000163297	Hs.581860
ENSG00000163297	Hs.706438
ENSG00000163312	Hs.480101
ENSG00000163319	Hs.436161
ENSG00000163320	Hs.444818
ENSG00000163320	Hs.601699
ENSG00000163320	Hs.601727
ENSG00000163320	Hs.622366
ENSG00000163322	Hs.334772
ENSG00000163322	Hs.607230
ENSG00000163328	Hs.516604
ENSG00000163328	Hs.701224
ENSG00000163328	Hs.741466
ENSG00000163331	Hs.59761
ENSG00000163344	Hs.30954
ENSG00000163346	Hs.505806
ENSG00000163346	Hs.706842
ENSG00000163347	Hs.439060
ENSG00000163348	Hs.533597
ENSG00000163349	Hs.532363
ENSG00000163349	Hs.630911
ENSG00000163349	Hs.691436
ENSG00000163349	Hs.699389
ENSG00000163352	Hs.272399
ENSG00000163354	Hs.591491
ENSG00000163357	Hs.567717
ENSG00000163359	Hs.233240
ENSG00000163362	Hs.518997
ENSG00000163362	Hs.618904
ENSG00000163362	Hs.664043
ENSG00000163362	Hs.740135
ENSG00000163364	Hs.636452
ENSG00000163364	Hs.701201
ENSG00000163374	Hs.584927
ENSG00000163376	Hs.116665
ENSG00000163376	Hs.598900
ENSG00000163376	Hs.697760
ENSG00000163377	Hs.187873
ENSG00000163377	Hs.736925
ENSG00000163378	Hs.518059
ENSG00000163378	Hs.745319
ENSG00000163380	Hs.350621
ENSG00000163389	Hs.602158
ENSG00000163393	Hs.125482
ENSG00000163393	Hs.718228
ENSG00000163394	Hs.129
ENSG00000163395	Hs.519024
ENSG00000163399	Hs.371889
ENSG00000163399	Hs.738062
ENSG00000163406	Hs.518089
ENSG00000163412	Hs.581355
ENSG00000163412	Hs.603920
ENSG00000163412	Hs.636986
ENSG00000163412	Hs.714561
ENSG00000163424	Hs.730099
ENSG00000163428	Hs.518084
ENSG00000163428	Hs.614519
ENSG00000163428	Hs.636008
ENSG00000163430	Hs.269512
ENSG00000163430	Hs.42419
ENSG00000163430	Hs.593176
ENSG00000163430	Hs.617880
ENSG00000163430	Hs.714596
ENSG00000163435	Hs.603657
ENSG00000163435	Hs.734887
ENSG00000163435	Hs.743671
ENSG00000163440	Hs.223712
ENSG00000163444	Hs.497443
ENSG00000163444	Hs.652908
ENSG00000163444	Hs.732159
ENSG00000163449	Hs.334916
ENSG00000163449	Hs.609865
ENSG00000163453	Hs.734287
ENSG00000163462	Hs.287735
ENSG00000163463	Hs.516671
ENSG00000163464	Hs.194778
ENSG00000163466	Hs.708554
ENSG00000163468	Hs.491494
ENSG00000163472	Hs.347408
ENSG00000163472	Hs.745176
ENSG00000163481	Hs.471403
ENSG00000163482	Hs.471404
ENSG00000163482	Hs.712986
ENSG00000163485	Hs.736955
ENSG00000163485	Hs.77867
ENSG00000163491	Hs.427926
ENSG00000163491	Hs.506115
ENSG00000163491	Hs.721152
ENSG00000163491	Hs.743887
ENSG00000163492	Hs.324341
ENSG00000163497	Hs.234759
ENSG00000163501	Hs.654504
ENSG00000163507	Hs.591308
ENSG00000163508	Hs.147279
ENSG00000163508	Hs.591663
ENSG00000163508	Hs.734211
ENSG00000163510	Hs.311363
ENSG00000163510	Hs.614681
ENSG00000163512	Hs.600837
ENSG00000163512	Hs.610647
ENSG00000163512	Hs.706676
ENSG00000163512	Hs.714670
ENSG00000163513	Hs.682303
ENSG00000163515	Hs.307047
ENSG00000163516	Hs.437647
ENSG00000163516	Hs.609572
ENSG00000163517	Hs.620910
ENSG00000163517	Hs.744132
ENSG00000163518	Hs.120260
ENSG00000163519	Hs.138701
ENSG00000163520	Hs.198862
ENSG00000163521	Hs.181173
ENSG00000163527	Hs.475812
ENSG00000163527	Hs.603105
ENSG00000163528	Hs.517815
ENSG00000163528	Hs.629024
ENSG00000163530	Hs.351113
ENSG00000163530	Hs.730112
ENSG00000163531	Hs.13349
ENSG00000163531	Hs.600878
ENSG00000163534	Hs.656112
ENSG00000163535	Hs.655182
ENSG00000163535	Hs.667938
ENSG00000163536	Hs.478153
ENSG00000163539	Hs.108614
ENSG00000163539	Hs.600659
ENSG00000163539	Hs.715946
ENSG00000163539	Hs.732057
ENSG00000163541	Hs.270428
ENSG00000163541	Hs.639329
ENSG00000163554	Hs.119825
ENSG00000163558	Hs.478199
ENSG00000163558	Hs.600112
ENSG00000163558	Hs.609198
ENSG00000163563	Hs.153837
ENSG00000163564	Hs.745322
ENSG00000163565	Hs.380250
ENSG00000163565	Hs.629190
ENSG00000163568	Hs.733411
ENSG00000163576	Hs.120196
ENSG00000163577	Hs.164144
ENSG00000163581	Hs.167584
ENSG00000163581	Hs.598186
ENSG00000163581	Hs.611808
ENSG00000163584	Hs.380933
ENSG00000163590	Hs.389027
ENSG00000163590	Hs.592572
ENSG00000163590	Hs.603148
ENSG00000163590	Hs.630696
ENSG00000163590	Hs.634885
ENSG00000163590	Hs.635019
ENSG00000163590	Hs.701353
ENSG00000163590	Hs.713980
ENSG00000163596	Hs.516629
ENSG00000163597	Hs.288215
ENSG00000163597	Hs.593389
ENSG00000163597	Hs.707302
ENSG00000163599	Hs.247824
ENSG00000163600	Hs.56247
ENSG00000163600	Hs.627040
ENSG00000163602	Hs.612472
ENSG00000163602	Hs.623260
ENSG00000163602	Hs.716899
ENSG00000163602	Hs.7910
ENSG00000163605	Hs.431092
ENSG00000163605	Hs.626271
ENSG00000163606	Hs.309158
ENSG00000163606	Hs.607669
ENSG00000163607	Hs.127496
ENSG00000163608	Hs.477134
ENSG00000163608	Hs.591288
ENSG00000163611	Hs.477144
ENSG00000163617	Hs.477159
ENSG00000163618	Hs.654933
ENSG00000163623	Hs.347185
ENSG00000163623	Hs.623938
ENSG00000163624	Hs.654899
ENSG00000163624	Hs.708641
ENSG00000163625	Hs.480116
ENSG00000163625	Hs.726339
ENSG00000163626	Hs.356697
ENSG00000163626	Hs.707136
ENSG00000163629	Hs.436142
ENSG00000163630	Hs.648668
ENSG00000163630	Hs.659045
ENSG00000163631	Hs.418167
ENSG00000163631	Hs.593710
ENSG00000163632	Hs.506386
ENSG00000163633	Hs.657766
ENSG00000163635	Hs.476595
ENSG00000163635	Hs.595189
ENSG00000163635	Hs.744526
ENSG00000163636	Hs.152536
ENSG00000163636	Hs.619864
ENSG00000163637	Hs.148105
ENSG00000163637	Hs.581368
ENSG00000163637	Hs.745044
ENSG00000163638	Hs.627120
ENSG00000163638	Hs.656071
ENSG00000163644	Hs.43744
ENSG00000163644	Hs.587249
ENSG00000163644	Hs.627473
ENSG00000163644	Hs.707053
ENSG00000163644	Hs.709966
ENSG00000163645	Hs.147128
ENSG00000163655	Hs.546324
ENSG00000163655	Hs.591314
ENSG00000163655	Hs.627405
ENSG00000163655	Hs.681195
ENSG00000163655	Hs.735296
ENSG00000163659	Hs.630820
ENSG00000163659	Hs.744050
ENSG00000163660	Hs.4859
ENSG00000163660	Hs.703692
ENSG00000163660	Hs.705974
ENSG00000163660	Hs.734304
ENSG00000163661	Hs.591286
ENSG00000163661	Hs.667287
ENSG00000163666	Hs.171980
ENSG00000163673	Hs.631907
ENSG00000163681	Hs.476432
ENSG00000163681	Hs.610388
ENSG00000163681	Hs.683435
ENSG00000163683	Hs.205952
ENSG00000163683	Hs.576320
ENSG00000163683	Hs.593699
ENSG00000163683	Hs.633407
ENSG00000163683	Hs.745290
ENSG00000163684	Hs.446320
ENSG00000163684	Hs.660913
ENSG00000163684	Hs.670654
ENSG00000163684	Hs.700016
ENSG00000163686	Hs.594753
ENSG00000163686	Hs.736139
ENSG00000163687	Hs.476453
ENSG00000163689	Hs.368434
ENSG00000163694	Hs.518727
ENSG00000163694	Hs.602477
ENSG00000163697	Hs.479602
ENSG00000163697	Hs.720643
ENSG00000163697	Hs.734795
ENSG00000163701	Hs.390823
ENSG00000163702	Hs.129959
ENSG00000163702	Hs.714274
ENSG00000163703	Hs.9383
ENSG00000163704	Hs.598147
ENSG00000163704	Hs.745151
ENSG00000163705	Hs.190413
ENSG00000163705	Hs.662481
ENSG00000163710	Hs.598034
ENSG00000163710	Hs.732918
ENSG00000163710	Hs.8944
ENSG00000163714	Hs.596572
ENSG00000163714	Hs.618799
ENSG00000163714	Hs.703565
ENSG00000163714	Hs.717499
ENSG00000163719	Hs.475382
ENSG00000163719	Hs.686553
ENSG00000163728	Hs.43213
ENSG00000163728	Hs.518322
ENSG00000163728	Hs.653078
ENSG00000163728	Hs.743649
ENSG00000163734	Hs.617230
ENSG00000163734	Hs.89690
ENSG00000163735	Hs.603888
ENSG00000163735	Hs.89714
ENSG00000163736	Hs.2164
ENSG00000163737	Hs.81564
ENSG00000163738	Hs.734306
ENSG00000163738	Hs.740700
ENSG00000163738	Hs.740707
ENSG00000163739	Hs.789
ENSG00000163746	Hs.744414
ENSG00000163749	Hs.529680
ENSG00000163751	Hs.646
ENSG00000163754	Hs.477892
ENSG00000163754	Hs.600601
ENSG00000163754	Hs.727448
ENSG00000163755	Hs.591311
ENSG00000163755	Hs.674817
ENSG00000163762	Hs.22026
ENSG00000163781	Hs.593379
ENSG00000163781	Hs.664220
ENSG00000163785	Hs.654562
ENSG00000163788	Hs.476052
ENSG00000163792	Hs.591583
ENSG00000163793	Hs.116303
ENSG00000163795	Hs.515872
ENSG00000163798	Hs.306000
ENSG00000163798	Hs.630048
ENSG00000163803	Hs.444933
ENSG00000163806	Hs.511956
ENSG00000163806	Hs.629537
ENSG00000163807	Hs.476082
ENSG00000163807	Hs.572280
ENSG00000163807	Hs.744955
ENSG00000163808	Hs.658939
ENSG00000163810	Hs.438265
ENSG00000163810	Hs.630758
ENSG00000163811	Hs.622982
ENSG00000163811	Hs.709228
ENSG00000163812	Hs.61430
ENSG00000163814	Hs.476093
ENSG00000163814	Hs.611520
ENSG00000163817	Hs.413095
ENSG00000163818	Hs.30824
ENSG00000163818	Hs.600410
ENSG00000163818	Hs.602697
ENSG00000163818	Hs.637037
ENSG00000163818	Hs.739270
ENSG00000163820	Hs.200227
ENSG00000163820	Hs.739775
ENSG00000163820	Hs.745343
ENSG00000163823	Hs.301921
ENSG00000163823	Hs.610546
ENSG00000163825	Hs.196584
ENSG00000163827	Hs.657345
ENSG00000163833	Hs.272564
ENSG00000163833	Hs.608037
ENSG00000163840	Hs.708262
ENSG00000163848	Hs.380334
ENSG00000163848	Hs.592591
ENSG00000163848	Hs.630456
ENSG00000163864	Hs.208673
ENSG00000163866	Hs.27160
ENSG00000163866	Hs.661594
ENSG00000163867	Hs.613610
ENSG00000163867	Hs.729053
ENSG00000163870	Hs.6418
ENSG00000163870	Hs.676058
ENSG00000163872	Hs.632575
ENSG00000163873	Hs.128848
ENSG00000163874	Hs.656294
ENSG00000163875	Hs.602917
ENSG00000163877	Hs.47232
ENSG00000163877	Hs.613500
ENSG00000163877	Hs.622234
ENSG00000163879	Hs.406050
ENSG00000163884	Hs.272215
ENSG00000163885	Hs.591305
ENSG00000163888	Hs.585003
ENSG00000163898	Hs.351126
ENSG00000163898	Hs.68864
ENSG00000163900	Hs.673868
ENSG00000163900	Hs.692209
ENSG00000163900	Hs.720671
ENSG00000163902	Hs.518244
ENSG00000163904	Hs.401388
ENSG00000163904	Hs.707383
ENSG00000163909	Hs.472566
ENSG00000163913	Hs.655284
ENSG00000163914	Hs.247565
ENSG00000163914	Hs.622459
ENSG00000163915	Hs.647949
ENSG00000163918	Hs.671735
ENSG00000163918	Hs.732098
ENSG00000163930	Hs.106674
ENSG00000163930	Hs.622728
ENSG00000163931	Hs.602713
ENSG00000163931	Hs.89643
ENSG00000163932	Hs.155342
ENSG00000163933	Hs.631910
ENSG00000163935	Hs.343679
ENSG00000163935	Hs.742214
ENSG00000163938	Hs.313544
ENSG00000163938	Hs.600457
ENSG00000163939	Hs.189920
ENSG00000163939	Hs.476320
ENSG00000163939	Hs.734413
ENSG00000163945	Hs.380475
ENSG00000163946	Hs.116877
ENSG00000163946	Hs.617160
ENSG00000163947	Hs.476402
ENSG00000163947	Hs.594648
ENSG00000163947	Hs.608634
ENSG00000163950	Hs.298345
ENSG00000163950	Hs.599008
ENSG00000163956	Hs.40966
ENSG00000163958	Hs.111591
ENSG00000163959	Hs.630585
ENSG00000163959	Hs.683125
ENSG00000163959	Hs.722938
ENSG00000163960	Hs.518524
ENSG00000163960	Hs.598375
ENSG00000163960	Hs.605299
ENSG00000163960	Hs.623084
ENSG00000163961	Hs.250648
ENSG00000163961	Hs.727293
ENSG00000163961	Hs.727426
ENSG00000163964	Hs.608993
ENSG00000163975	Hs.184727
ENSG00000163975	Hs.694099
ENSG00000163982	Hs.534544
ENSG00000163995	Hs.233404
ENSG00000164002	Hs.59584
ENSG00000164010	Hs.439437
ENSG00000164010	Hs.619062
ENSG00000164011	Hs.745530
ENSG00000164022	Hs.480465
ENSG00000164022	Hs.591680
ENSG00000164023	Hs.48343
ENSG00000164023	Hs.595423
ENSG00000164024	Hs.606400
ENSG00000164031	Hs.577426
ENSG00000164031	Hs.600697
ENSG00000164031	Hs.643686
ENSG00000164031	Hs.663246
ENSG00000164031	Hs.669711
ENSG00000164031	Hs.702072
ENSG00000164031	Hs.713654
ENSG00000164032	Hs.119192
ENSG00000164032	Hs.625718
ENSG00000164035	Hs.152913
ENSG00000164035	Hs.630407
ENSG00000164037	Hs.538533
ENSG00000164037	Hs.570483
ENSG00000164037	Hs.592029
ENSG00000164037	Hs.666728
ENSG00000164037	Hs.734054
ENSG00000164038	Hs.706363
ENSG00000164039	Hs.124696
ENSG00000164040	Hs.507910
ENSG00000164040	Hs.668596
ENSG00000164045	Hs.437705
ENSG00000164048	Hs.172602
ENSG00000164049	Hs.288793
ENSG00000164050	Hs.476209
ENSG00000164051	Hs.187657
ENSG00000164051	Hs.740720
ENSG00000164053	Hs.694840
ENSG00000164054	Hs.414579
ENSG00000164054	Hs.719070
ENSG00000164054	Hs.739088
ENSG00000164056	Hs.436944
ENSG00000164056	Hs.706455
ENSG00000164056	Hs.744854
ENSG00000164061	Hs.194684
ENSG00000164062	Hs.517969
ENSG00000164066	Hs.391481
ENSG00000164066	Hs.445772
ENSG00000164066	Hs.587283
ENSG00000164066	Hs.739165
ENSG00000164068	Hs.553723
ENSG00000164068	Hs.741120
ENSG00000164070	Hs.135554
ENSG00000164070	Hs.595919
ENSG00000164070	Hs.737311
ENSG00000164070	Hs.744480
ENSG00000164073	Hs.480701
ENSG00000164073	Hs.714983
ENSG00000164077	Hs.655014
ENSG00000164078	Hs.517973
ENSG00000164080	Hs.105399
ENSG00000164080	Hs.668151
ENSG00000164081	Hs.517864
ENSG00000164086	Hs.591664
ENSG00000164087	Hs.476306
ENSG00000164087	Hs.622610
ENSG00000164088	Hs.373560
ENSG00000164088	Hs.732363
ENSG00000164089	Hs.106576
ENSG00000164089	Hs.641673
ENSG00000164091	Hs.194110
ENSG00000164091	Hs.602680
ENSG00000164091	Hs.619193
ENSG00000164091	Hs.717997
ENSG00000164093	Hs.643588
ENSG00000164093	Hs.738484
ENSG00000164096	Hs.173705
ENSG00000164096	Hs.621728
ENSG00000164096	Hs.745086
ENSG00000164099	Hs.445857
ENSG00000164100	Hs.480596
ENSG00000164105	Hs.591715
ENSG00000164106	Hs.45117
ENSG00000164106	Hs.612272
ENSG00000164106	Hs.722167
ENSG00000164107	Hs.388245
ENSG00000164109	Hs.44380
ENSG00000164109	Hs.543482
ENSG00000164109	Hs.591697
ENSG00000164111	Hs.480653
ENSG00000164111	Hs.611925
ENSG00000164111	Hs.705884
ENSG00000164112	Hs.27524
ENSG00000164113	Hs.518957
ENSG00000164114	Hs.61271
ENSG00000164114	Hs.633520
ENSG00000164116	Hs.24258
ENSG00000164116	Hs.623143
ENSG00000164117	Hs.699486
ENSG00000164117	Hs.76917
ENSG00000164118	Hs.555989
ENSG00000164118	Hs.607810
ENSG00000164118	Hs.609406
ENSG00000164120	Hs.596913
ENSG00000164120	Hs.612373
ENSG00000164122	Hs.352364
ENSG00000164122	Hs.591712
ENSG00000164124	Hs.176227
ENSG00000164125	Hs.567498
ENSG00000164128	Hs.706693
ENSG00000164129	Hs.519058
ENSG00000164129	Hs.598503
ENSG00000164134	Hs.555985
ENSG00000164134	Hs.603572
ENSG00000164134	Hs.735025
ENSG00000164134	Hs.745047
ENSG00000164136	Hs.168132
ENSG00000164136	Hs.602618
ENSG00000164136	Hs.713818
ENSG00000164136	Hs.735901
ENSG00000164142	Hs.633810
ENSG00000164144	Hs.416089
ENSG00000164144	Hs.582077
ENSG00000164144	Hs.739357
ENSG00000164151	Hs.449296
ENSG00000164161	Hs.507991
ENSG00000164161	Hs.621002
ENSG00000164161	Hs.670054
ENSG00000164161	Hs.729211
ENSG00000164162	Hs.480876
ENSG00000164162	Hs.733123
ENSG00000164163	Hs.12013
ENSG00000164163	Hs.605300
ENSG00000164163	Hs.713456
ENSG00000164164	Hs.270851
ENSG00000164167	Hs.190520
ENSG00000164168	Hs.203896
ENSG00000164168	Hs.638144
ENSG00000164169	Hs.591692
ENSG00000164169	Hs.682210
ENSG00000164172	Hs.163645
ENSG00000164172	Hs.594335
ENSG00000164172	Hs.606674
ENSG00000164172	Hs.613481
ENSG00000164172	Hs.715874
ENSG00000164175	Hs.278962
ENSG00000164176	Hs.482730
ENSG00000164176	Hs.613643
ENSG00000164176	Hs.712860
ENSG00000164180	Hs.379972
ENSG00000164180	Hs.601301
ENSG00000164180	Hs.664898
ENSG00000164180	Hs.674223
ENSG00000164181	Hs.274256
ENSG00000164181	Hs.606676
ENSG00000164182	Hs.591757
ENSG00000164182	Hs.636738
ENSG00000164185	Hs.729673
ENSG00000164187	Hs.294103
ENSG00000164187	Hs.599179
ENSG00000164187	Hs.601795
ENSG00000164188	Hs.729751
ENSG00000164188	Hs.729817
ENSG00000164190	Hs.481927
ENSG00000164190	Hs.606655
ENSG00000164197	Hs.657843
ENSG00000164199	Hs.591777
ENSG00000164199	Hs.613157
ENSG00000164209	Hs.624577
ENSG00000164209	Hs.629853
ENSG00000164209	Hs.732247
ENSG00000164209	Hs.75639
ENSG00000164211	Hs.595655
ENSG00000164211	Hs.639702
ENSG00000164211	Hs.732430
ENSG00000164211	Hs.93842
ENSG00000164219	Hs.254006
ENSG00000164220	Hs.42502
ENSG00000164220	Hs.659044
ENSG00000164237	Hs.192586
ENSG00000164237	Hs.736191
ENSG00000164241	Hs.49573
ENSG00000164244	Hs.483259
ENSG00000164244	Hs.594904
ENSG00000164244	Hs.621760
ENSG00000164251	Hs.744181
ENSG00000164252	Hs.634849
ENSG00000164252	Hs.653659
ENSG00000164253	Hs.482573
ENSG00000164253	Hs.601779
ENSG00000164253	Hs.672224
ENSG00000164253	Hs.735168
ENSG00000164256	Hs.283096
ENSG00000164265	Hs.483765
ENSG00000164270	Hs.483773
ENSG00000164283	Hs.129944
ENSG00000164283	Hs.619476
ENSG00000164284	Hs.511816
ENSG00000164284	Hs.619552
ENSG00000164287	Hs.669184
ENSG00000164291	Hs.585051
ENSG00000164292	Hs.445030
ENSG00000164292	Hs.657485
ENSG00000164292	Hs.674238
ENSG00000164292	Hs.685229
ENSG00000164292	Hs.705638
ENSG00000164294	Hs.289044
ENSG00000164294	Hs.718761
ENSG00000164294	Hs.732562
ENSG00000164296	Hs.169333
ENSG00000164299	Hs.519403
ENSG00000164300	Hs.288232
ENSG00000164300	Hs.609806
ENSG00000164300	Hs.657639
ENSG00000164300	Hs.709728
ENSG00000164303	Hs.297814
ENSG00000164304	Hs.721486
ENSG00000164305	Hs.141125
ENSG00000164306	Hs.481307
ENSG00000164307	Hs.666524
ENSG00000164308	Hs.482910
ENSG00000164308	Hs.649723
ENSG00000164309	Hs.482625
ENSG00000164309	Hs.620724
ENSG00000164309	Hs.742124
ENSG00000164318	Hs.20103
ENSG00000164323	Hs.535734
ENSG00000164323	Hs.605740
ENSG00000164325	Hs.508588
ENSG00000164326	Hs.1707
ENSG00000164327	Hs.407926
ENSG00000164327	Hs.660631
ENSG00000164327	Hs.664078
ENSG00000164327	Hs.670518
ENSG00000164329	Hs.418198
ENSG00000164329	Hs.607229
ENSG00000164330	Hs.573143
ENSG00000164330	Hs.627335
ENSG00000164330	Hs.640721
ENSG00000164331	Hs.239154
ENSG00000164331	Hs.610551
ENSG00000164331	Hs.627340
ENSG00000164332	Hs.591733
ENSG00000164332	Hs.604434
ENSG00000164332	Hs.624592
ENSG00000164334	Hs.713304
ENSG00000164338	Hs.406703
ENSG00000164338	Hs.596677
ENSG00000164338	Hs.621367
ENSG00000164342	Hs.201600
ENSG00000164342	Hs.543332
ENSG00000164342	Hs.573031
ENSG00000164342	Hs.657724
ENSG00000164344	Hs.237642
ENSG00000164347	Hs.277154
ENSG00000164362	Hs.492203
ENSG00000164363	Hs.213284
ENSG00000164366	Hs.293833
ENSG00000164366	Hs.294145
ENSG00000164379	Hs.591352
ENSG00000164385	Hs.680574
ENSG00000164385	Hs.737414
ENSG00000164393	Hs.724860
ENSG00000164398	Hs.14945
ENSG00000164399	Hs.694
ENSG00000164402	Hs.522057
ENSG00000164402	Hs.593258
ENSG00000164403	Hs.519574
ENSG00000164404	Hs.25022
ENSG00000164404	Hs.739230
ENSG00000164405	Hs.146602
ENSG00000164405	Hs.644948
ENSG00000164406	Hs.337588
ENSG00000164411	Hs.146727
ENSG00000164411	Hs.601385
ENSG00000164414	Hs.423163
ENSG00000164418	Hs.605579
ENSG00000164418	Hs.98262
ENSG00000164430	Hs.658405
ENSG00000164438	Hs.249125
ENSG00000164440	Hs.535820
ENSG00000164442	Hs.712777
ENSG00000164442	Hs.716960
ENSG00000164442	Hs.726131
ENSG00000164442	Hs.82071
ENSG00000164451	Hs.350750
ENSG00000164458	Hs.389457
ENSG00000164463	Hs.484195
ENSG00000164463	Hs.695015
ENSG00000164465	Hs.658304
ENSG00000164465	Hs.740055
ENSG00000164466	Hs.369440
ENSG00000164466	Hs.732081
ENSG00000164483	Hs.440508
ENSG00000164483	Hs.739119
ENSG00000164484	Hs.591341
ENSG00000164485	Hs.126891
ENSG00000164488	Hs.673059
ENSG00000164494	Hs.486095
ENSG00000164494	Hs.745008
ENSG00000164500	Hs.99248
ENSG00000164506	Hs.86320
ENSG00000164508	Hs.406739
ENSG00000164509	Hs.55378
ENSG00000164512	Hs.436214
ENSG00000164520	Hs.511818
ENSG00000164532	Hs.404167
ENSG00000164535	Hs.487498
ENSG00000164535	Hs.641066
ENSG00000164542	Hs.6224
ENSG00000164542	Hs.735371
ENSG00000164543	Hs.709489
ENSG00000164548	Hs.445652
ENSG00000164574	Hs.631797
ENSG00000164574	Hs.651647
ENSG00000164574	Hs.744454
ENSG00000164576	Hs.607197
ENSG00000164587	Hs.734187
ENSG00000164587	Hs.744846
ENSG00000164588	Hs.353176
ENSG00000164588	Hs.618126
ENSG00000164591	Hs.91626
ENSG00000164597	Hs.239631
ENSG00000164600	Hs.45152
ENSG00000164600	Hs.743981
ENSG00000164603	Hs.489734
ENSG00000164604	Hs.152009
ENSG00000164604	Hs.281940
ENSG00000164609	Hs.435342
ENSG00000164609	Hs.653742
ENSG00000164610	Hs.326805
ENSG00000164610	Hs.593431
ENSG00000164615	Hs.529846
ENSG00000164615	Hs.600007
ENSG00000164616	Hs.591275
ENSG00000164616	Hs.633774
ENSG00000164619	Hs.660998
ENSG00000164620	Hs.120094
ENSG00000164621	Hs.59666
ENSG00000164626	Hs.444448
ENSG00000164627	Hs.588202
ENSG00000164627	Hs.703192
ENSG00000164631	Hs.431471
ENSG00000164631	Hs.600650
ENSG00000164638	Hs.4302
ENSG00000164638	Hs.741279
ENSG00000164645	Hs.112877
ENSG00000164645	Hs.700040
ENSG00000164649	Hs.744069
ENSG00000164649	Hs.745260
ENSG00000164654	Hs.520215
ENSG00000164654	Hs.599302
ENSG00000164654	Hs.630761
ENSG00000164659	Hs.208093
ENSG00000164659	Hs.734985
ENSG00000164663	Hs.593575
ENSG00000164663	Hs.610697
ENSG00000164663	Hs.665742
ENSG00000164669	Hs.567827
ENSG00000164674	Hs.621610
ENSG00000164675	Hs.159650
ENSG00000164683	Hs.234434
ENSG00000164683	Hs.600989
ENSG00000164684	Hs.434957
ENSG00000164684	Hs.604742
ENSG00000164684	Hs.622540
ENSG00000164684	Hs.633669
ENSG00000164684	Hs.724880
ENSG00000164684	Hs.730558
ENSG00000164687	Hs.655577
ENSG00000164687	Hs.672818
ENSG00000164690	Hs.164537
ENSG00000164690	Hs.606487
ENSG00000164690	Hs.609372
ENSG00000164690	Hs.619304
ENSG00000164690	Hs.731051
ENSG00000164690	Hs.738995
ENSG00000164691	Hs.529984
ENSG00000164691	Hs.601883
ENSG00000164691	Hs.614586
ENSG00000164692	Hs.489142
ENSG00000164692	Hs.629269
ENSG00000164694	Hs.520525
ENSG00000164695	Hs.183861
ENSG00000164695	Hs.600810
ENSG00000164707	Hs.490241
ENSG00000164707	Hs.624782
ENSG00000164708	Hs.632642
ENSG00000164713	Hs.500778
ENSG00000164715	Hs.444179
ENSG00000164715	Hs.608979
ENSG00000164715	Hs.705660
ENSG00000164729	Hs.514814
ENSG00000164733	Hs.520898
ENSG00000164736	Hs.605567
ENSG00000164736	Hs.607058
ENSG00000164736	Hs.98367
ENSG00000164741	Hs.134296
ENSG00000164741	Hs.593133
ENSG00000164741	Hs.594967
ENSG00000164742	Hs.192215
ENSG00000164743	Hs.104941
ENSG00000164744	Hs.406741
ENSG00000164744	Hs.603569
ENSG00000164746	Hs.258357
ENSG00000164746	Hs.610502
ENSG00000164749	Hs.241529
ENSG00000164749	Hs.734080
ENSG00000164751	Hs.437966
ENSG00000164751	Hs.703022
ENSG00000164754	Hs.685207
ENSG00000164754	Hs.81848
ENSG00000164756	Hs.532270
ENSG00000164756	Hs.651953
ENSG00000164761	Hs.700015
ENSG00000164761	Hs.81791
ENSG00000164764	Hs.439040
ENSG00000164764	Hs.600638
ENSG00000164776	Hs.730821
ENSG00000164776	Hs.741525
ENSG00000164778	Hs.134989
ENSG00000164794	Hs.13285
ENSG00000164794	Hs.91916
ENSG00000164796	Hs.91381
ENSG00000164808	Hs.381058
ENSG00000164808	Hs.646005
ENSG00000164808	Hs.654950
ENSG00000164815	Hs.432948
ENSG00000164816	Hs.655233
ENSG00000164818	Hs.596432
ENSG00000164821	Hs.591391
ENSG00000164822	Hs.711
ENSG00000164823	Hs.436445
ENSG00000164823	Hs.606423
ENSG00000164828	Hs.438072
ENSG00000164828	Hs.602725
ENSG00000164828	Hs.703302
ENSG00000164828	Hs.708379
ENSG00000164830	Hs.148778
ENSG00000164830	Hs.701892
ENSG00000164830	Hs.730351
