Ensembl ID	HPA ID
ENSG00000064651	20130
ENSG00000064651	HPA020130
ENSG00000064652	44566
ENSG00000064652	HPA044566
ENSG00000064655	27024
ENSG00000064655	HPA027024
ENSG00000064666	49095
ENSG00000064666	HPA049095
ENSG00000064687	41564
ENSG00000064687	HPA041564
ENSG00000064692	22597
ENSG00000064692	3266
ENSG00000064692	CAB022597
ENSG00000064692	HPA003266
ENSG00000064703	15427
ENSG00000064703	23541
ENSG00000064703	5516
ENSG00000064703	CAB015427
ENSG00000064703	HPA005516
ENSG00000064703	HPA023541
ENSG00000064763	15884
ENSG00000064763	HPA015884
ENSG00000064787	33558
ENSG00000064787	CAB033558
ENSG00000064835	41646
ENSG00000064835	HPA041646
ENSG00000064886	5443
ENSG00000064886	HPA005443
ENSG00000064932	41867
ENSG00000064932	HPA041867
ENSG00000064933	10233
ENSG00000064933	46075
ENSG00000064933	CAB010233
ENSG00000064933	HPA046075
ENSG00000064961	50220
ENSG00000064961	53157
ENSG00000064961	HPA050220
ENSG00000064961	HPA053157
ENSG00000064989	8070
ENSG00000064989	HPA008070
ENSG00000064995	49127
ENSG00000064995	HPA049127
ENSG00000064999	36768
ENSG00000064999	36769
ENSG00000064999	HPA036768
ENSG00000064999	HPA036769
ENSG00000065000	47554
ENSG00000065000	HPA047554
ENSG00000065029	30090
ENSG00000065029	30091
ENSG00000065029	HPA030090
ENSG00000065029	HPA030091
ENSG00000065054	1672
ENSG00000065054	HPA001672
ENSG00000065057	25152
ENSG00000065057	CAB025152
ENSG00000065060	32099
ENSG00000065060	32100
ENSG00000065060	HPA032099
ENSG00000065060	HPA032100
ENSG00000065135	22099
ENSG00000065135	CAB022099
ENSG00000065150	56548
ENSG00000065150	9110
ENSG00000065150	CAB009110
ENSG00000065150	HPA056548
ENSG00000065154	33576
ENSG00000065154	40098
ENSG00000065154	CAB033576
ENSG00000065154	HPA040098
ENSG00000065183	27509
ENSG00000065183	54354
ENSG00000065183	HPA027509
ENSG00000065183	HPA054354
ENSG00000065243	34861
ENSG00000065243	HPA034861
ENSG00000065268	50193
ENSG00000065268	50200
ENSG00000065268	HPA050193
ENSG00000065268	HPA050200
ENSG00000065308	35092
ENSG00000065308	HPA035092
ENSG00000065320	56419
ENSG00000065320	HPA056419
ENSG00000065325	22690
ENSG00000065325	49244
ENSG00000065325	CAB022690
ENSG00000065325	HPA049244
ENSG00000065328	45899
ENSG00000065328	HPA045899
ENSG00000065357	41645
ENSG00000065357	HPA041645
ENSG00000065361	25331
ENSG00000065361	45396
ENSG00000065361	CAB025331
ENSG00000065361	HPA045396
ENSG00000065371	14875
ENSG00000065371	52530
ENSG00000065371	CAB014875
ENSG00000065371	HPA052530
ENSG00000065413	30122
ENSG00000065413	56549
ENSG00000065413	HPA030122
ENSG00000065413	HPA056549
ENSG00000065427	41345
ENSG00000065427	41550
ENSG00000065427	HPA041345
ENSG00000065427	HPA041550
ENSG00000065457	40713
ENSG00000065457	40903
ENSG00000065457	HPA040713
ENSG00000065457	HPA040903
ENSG00000065485	30353
ENSG00000065485	30354
ENSG00000065485	30355
ENSG00000065485	30356
ENSG00000065485	HPA030353
ENSG00000065485	HPA030354
ENSG00000065485	HPA030355
ENSG00000065485	HPA030356
ENSG00000065491	27908
ENSG00000065491	27909
ENSG00000065491	27910
ENSG00000065491	HPA027908
ENSG00000065491	HPA027909
ENSG00000065491	HPA027910
ENSG00000065518	34930
ENSG00000065518	51739
ENSG00000065518	CAB034930
ENSG00000065518	HPA051739
ENSG00000065526	15825
ENSG00000065526	50257
ENSG00000065526	HPA015825
ENSG00000065526	HPA050257
ENSG00000065534	20789
ENSG00000065534	31677
ENSG00000065534	9628
ENSG00000065534	CAB009628
ENSG00000065534	CAB020789
ENSG00000065534	HPA031677
ENSG00000065548	31099
ENSG00000065548	31100
ENSG00000065548	31101
ENSG00000065548	HPA031099
ENSG00000065548	HPA031100
ENSG00000065548	HPA031101
ENSG00000065559	7751
ENSG00000065559	CAB007751
ENSG00000065600	8540
ENSG00000065600	HPA008540
ENSG00000065609	29632
ENSG00000065609	29633
ENSG00000065609	9745
ENSG00000065609	CAB009745
ENSG00000065609	HPA029632
ENSG00000065609	HPA029633
ENSG00000065613	15757
ENSG00000065613	HPA015757
ENSG00000065615	18992
ENSG00000065615	HPA018992
ENSG00000065618	43673
ENSG00000065618	HPA043673
ENSG00000065621	48141
ENSG00000065621	HPA048141
ENSG00000065665	45070
ENSG00000065717	49103
ENSG00000065717	HPA049103
ENSG00000065802	3508
ENSG00000065802	HPA003508
ENSG00000065809	39661
ENSG00000065809	HPA039661
ENSG00000065833	6493
ENSG00000065833	HPA006493
ENSG00000065882	41816
ENSG00000065882	HPA041816
ENSG00000065883	59241
ENSG00000065883	HPA059241
ENSG00000065911	3684
ENSG00000065911	49657
ENSG00000065911	CAB003684
ENSG00000065911	HPA049657
ENSG00000065923	48938
ENSG00000065923	HPA048938
ENSG00000065970	8723
ENSG00000065970	HPA008723
ENSG00000065978	40304
ENSG00000065978	57159
ENSG00000065978	5875
ENSG00000065978	CAB005875
ENSG00000065978	HPA040304
ENSG00000065978	HPA057159
ENSG00000065989	17632
ENSG00000065989	43310
ENSG00000065989	CAB017632
ENSG00000065989	HPA043310
ENSG00000066032	19162
ENSG00000066032	37175
ENSG00000066032	CAB037175
ENSG00000066032	HPA019162
ENSG00000066044	5256
ENSG00000066044	CAB005256
ENSG00000066084	46133
ENSG00000066084	HPA046133
ENSG00000066117	4101
ENSG00000066117	HPA004101
ENSG00000066135	7610
ENSG00000066135	HPA007610
ENSG00000066136	55011
ENSG00000066136	HPA055011
ENSG00000066230	36493
ENSG00000066230	36669
ENSG00000066230	HPA036493
ENSG00000066230	HPA036669
ENSG00000066248	8160
ENSG00000066248	HPA008160
ENSG00000066279	17816
ENSG00000066279	CAB017816
ENSG00000066322	33426
ENSG00000066322	CAB033426
ENSG00000066336	4079
ENSG00000066336	44653
ENSG00000066336	CAB004079
ENSG00000066336	HPA044653
ENSG00000066379	55074
ENSG00000066379	HPA055074
ENSG00000066382	39265
ENSG00000066382	HPA039265
ENSG00000066405	13010
ENSG00000066405	13243
ENSG00000066405	18446
ENSG00000066405	CAB013010
ENSG00000066405	CAB013243
ENSG00000066405	HPA018446
ENSG00000066422	15328
ENSG00000066422	24138
ENSG00000066422	HPA015328
ENSG00000066422	HPA024138
ENSG00000066427	21976
ENSG00000066427	24123
ENSG00000066427	CAB021976
ENSG00000066427	HPA024123
ENSG00000066455	992
ENSG00000066455	HPA000992
ENSG00000066468	10886
ENSG00000066468	35305
ENSG00000066468	56562
ENSG00000066468	CAB010886
ENSG00000066468	HPA035305
ENSG00000066468	HPA056562
ENSG00000066557	26553
ENSG00000066557	26564
ENSG00000066557	HPA026553
ENSG00000066557	HPA026564
ENSG00000066583	40458
ENSG00000066583	47781
ENSG00000066583	HPA040458
ENSG00000066583	HPA047781
ENSG00000066629	33137
ENSG00000066629	49105
ENSG00000066629	CAB033137
ENSG00000066629	HPA049105
ENSG00000066651	30476
ENSG00000066651	HPA030476
ENSG00000066654	27851
ENSG00000066654	HPA027851
ENSG00000066735	46882
ENSG00000066735	HPA046882
ENSG00000066739	1427
ENSG00000066739	19665
ENSG00000066739	880
ENSG00000066739	HPA000880
ENSG00000066739	HPA001427
ENSG00000066739	HPA019665
ENSG00000066777	23399
ENSG00000066777	23822
ENSG00000066777	HPA023399
ENSG00000066777	HPA023822
ENSG00000066813	57699
ENSG00000066827	20989
ENSG00000066827	HPA020989
ENSG00000066855	23152
ENSG00000066855	56120
ENSG00000066855	HPA023152
ENSG00000066855	HPA056120
ENSG00000066923	47030
ENSG00000066923	49106
ENSG00000066923	HPA047030
ENSG00000066923	HPA049106
ENSG00000066926	33205
ENSG00000066926	44100
ENSG00000066926	48177
ENSG00000066926	CAB033205
ENSG00000066926	HPA044100
ENSG00000066926	HPA048177
ENSG00000066933	39812
ENSG00000066933	40071
ENSG00000066933	HPA039812
ENSG00000066933	HPA040071
ENSG00000067048	1648
ENSG00000067048	5631
ENSG00000067048	HPA001648
ENSG00000067048	HPA005631
ENSG00000067057	18257
ENSG00000067057	HPA018257
ENSG00000067064	39169
ENSG00000067064	HPA039169
ENSG00000067066	16707
ENSG00000067066	17384
ENSG00000067066	HPA016707
ENSG00000067066	HPA017384
ENSG00000067082	13529
ENSG00000067082	CAB013529
ENSG00000067113	33331
ENSG00000067113	47815
ENSG00000067113	CAB033331
ENSG00000067113	HPA047815
ENSG00000067141	27804
ENSG00000067141	27805
ENSG00000067141	27806
ENSG00000067141	9320
ENSG00000067141	CAB009320
ENSG00000067141	HPA027804
ENSG00000067141	HPA027805
ENSG00000067141	HPA027806
ENSG00000067167	23929
ENSG00000067167	HPA023929
ENSG00000067177	1081
ENSG00000067177	HPA001081
ENSG00000067182	10309
ENSG00000067182	4102
ENSG00000067182	CAB010309
ENSG00000067182	HPA004102
ENSG00000067191	23343
ENSG00000067191	9779
ENSG00000067191	CAB009779
ENSG00000067191	HPA023343
ENSG00000067208	27339
ENSG00000067208	53724
ENSG00000067208	HPA027339
ENSG00000067208	HPA053724
ENSG00000067221	42353
ENSG00000067221	HPA042353
ENSG00000067225	19421
ENSG00000067225	29501
ENSG00000067225	CAB019421
ENSG00000067225	HPA029501
ENSG00000067248	38317
ENSG00000067248	38318
ENSG00000067248	HPA038317
ENSG00000067248	HPA038318
ENSG00000067334	44502
ENSG00000067334	HPA044502
ENSG00000067365	40803
ENSG00000067365	HPA040803
ENSG00000067369	22133
ENSG00000067369	4083
ENSG00000067369	8788
ENSG00000067369	CAB004083
ENSG00000067369	HPA008788
ENSG00000067369	HPA022133
ENSG00000067445	33947
ENSG00000067445	53358
ENSG00000067445	CAB033947
ENSG00000067445	HPA053358
ENSG00000067533	24639
ENSG00000067533	27760
ENSG00000067533	HPA024639
ENSG00000067533	HPA027760
ENSG00000067560	5052
ENSG00000067560	CAB005052
ENSG00000067596	49285
ENSG00000067596	HPA049285
ENSG00000067606	21851
ENSG00000067606	4533
ENSG00000067606	CAB004533
ENSG00000067606	HPA021851
ENSG00000067646	1748
ENSG00000067646	HPA001748
ENSG00000067704	24212
ENSG00000067704	24594
ENSG00000067704	24596
ENSG00000067704	HPA024212
ENSG00000067704	HPA024594
ENSG00000067704	HPA024596
ENSG00000067715	64788
ENSG00000067715	8394
ENSG00000067715	HPA008394
ENSG00000067715	HPA064788
ENSG00000067798	32111
ENSG00000067798	32112
ENSG00000067798	37063
ENSG00000067798	CAB037063
ENSG00000067798	HPA032111
ENSG00000067798	HPA032112
ENSG00000067829	2017
ENSG00000067829	425
ENSG00000067829	HPA000425
ENSG00000067829	HPA002017
ENSG00000067836	41000
ENSG00000067836	HPA041000
ENSG00000067840	3878
ENSG00000067840	HPA003878
ENSG00000067842	1583
ENSG00000067842	5607
ENSG00000067842	CAB005607
ENSG00000067842	HPA001583
ENSG00000067900	4562
ENSG00000067900	45639
ENSG00000067900	7567
ENSG00000067900	CAB004562
ENSG00000067900	HPA007567
ENSG00000067900	HPA045639
ENSG00000067955	38852
ENSG00000067955	HPA038852
ENSG00000067992	46583
ENSG00000067992	HPA046583
ENSG00000068001	36436
ENSG00000068001	HPA036436
ENSG00000068024	4431
ENSG00000068024	CAB004431
ENSG00000068028	40735
ENSG00000068028	42098
ENSG00000068028	HPA040735
ENSG00000068028	HPA042098
ENSG00000068078	4231
ENSG00000068078	CAB004231
ENSG00000068097	30789
ENSG00000068097	HPA030789
ENSG00000068120	22875
ENSG00000068120	22912
ENSG00000068120	23273
ENSG00000068120	HPA022875
ENSG00000068120	HPA022912
ENSG00000068120	HPA023273
ENSG00000068137	46234
ENSG00000068137	HPA046234
ENSG00000068305	4499
ENSG00000068305	46597
ENSG00000068305	56563
ENSG00000068305	CAB004499
ENSG00000068305	HPA046597
ENSG00000068305	HPA056563
ENSG00000068308	17375
ENSG00000068308	HPA017375
ENSG00000068323	23881
ENSG00000068323	HPA023881
ENSG00000068354	29197
ENSG00000068354	HPA029197
ENSG00000068366	286
ENSG00000068366	5552
ENSG00000068366	HPA000286
ENSG00000068366	HPA005552
ENSG00000068383	12285
ENSG00000068383	HPA012285
ENSG00000068394	1894
ENSG00000068394	287
ENSG00000068394	HPA000287
ENSG00000068394	HPA001894
ENSG00000068400	282
ENSG00000068400	HPA000282
ENSG00000068400	HPA000615
ENSG00000068438	2718
ENSG00000068438	HPA002718
ENSG00000068489	23923
ENSG00000068489	52376
ENSG00000068489	HPA023923
ENSG00000068489	HPA052376
ENSG00000068615	58061
ENSG00000068615	HPA058061
ENSG00000068650	35583
ENSG00000068650	35584
ENSG00000068650	HPA035583
ENSG00000068650	HPA035584
ENSG00000068654	10145
ENSG00000068654	31513
ENSG00000068654	49700
ENSG00000068654	CAB010145
ENSG00000068654	HPA031513
ENSG00000068654	HPA049700
ENSG00000068697	31402
ENSG00000068697	31404
ENSG00000068697	HPA031402
ENSG00000068697	HPA031404
ENSG00000068724	36781
ENSG00000068724	36782
ENSG00000068724	HPA036781
ENSG00000068724	HPA036782
ENSG00000068745	7532
ENSG00000068745	HPA007532
ENSG00000068781	5715
ENSG00000068784	30567
ENSG00000068784	30568
ENSG00000068784	HPA030567
ENSG00000068784	HPA030568
ENSG00000068796	4716
ENSG00000068796	HPA004716
ENSG00000068831	15667
ENSG00000068831	HPA015667
ENSG00000068878	60922
ENSG00000068878	HPA060922
ENSG00000068885	35868
ENSG00000068885	HPA035868
ENSG00000068903	11165
ENSG00000068903	4573
ENSG00000068903	CAB004573
ENSG00000068903	HPA011165
ENSG00000068912	31501
ENSG00000068912	31502
ENSG00000068912	31503
ENSG00000068912	HPA031501
ENSG00000068912	HPA031502
ENSG00000068912	HPA031503
ENSG00000068971	36607
ENSG00000068971	HPA036607
ENSG00000068976	56003
ENSG00000068976	HPA056003
ENSG00000068985	3473
ENSG00000068985	HPA003473
ENSG00000069011	8743
ENSG00000069011	HPA008743
ENSG00000069018	22592
ENSG00000069018	31126
ENSG00000069018	CAB022592
ENSG00000069018	HPA031126
ENSG00000069020	544
ENSG00000069020	HPA000544
ENSG00000069188	14725
ENSG00000069188	HPA014725
ENSG00000069206	8879
ENSG00000069206	HPA008879
ENSG00000069248	59767
ENSG00000069248	HPA059767
ENSG00000069329	40802
ENSG00000069329	HPA040802
ENSG00000069345	49789
ENSG00000069345	60538
ENSG00000069345	HPA049789
ENSG00000069345	HPA060538
ENSG00000069399	2051
ENSG00000069399	47514
ENSG00000069399	CAB002051
ENSG00000069399	HPA047514
ENSG00000069424	1975
ENSG00000069424	30185
ENSG00000069424	CAB001975
ENSG00000069424	HPA030185
ENSG00000069431	7279
ENSG00000069431	HPA007279
ENSG00000069482	462
ENSG00000069482	49864
ENSG00000069482	CAB000462
ENSG00000069482	HPA049864
ENSG00000069493	17649
ENSG00000069493	47584
ENSG00000069493	HPA017649
ENSG00000069493	HPA047584
ENSG00000069509	38773
ENSG00000069509	HPA038773
ENSG00000069535	2328
ENSG00000069535	37200
ENSG00000069535	CAB037200
ENSG00000069535	HPA002328
ENSG00000069667	9861
ENSG00000069667	CAB009861
ENSG00000069702	18971
ENSG00000069702	8257
ENSG00000069702	CAB018971
ENSG00000069702	HPA008257
ENSG00000069712	24216
ENSG00000069712	27327
ENSG00000069764	41893
ENSG00000069764	HPA041893
ENSG00000069812	39462
ENSG00000069812	HPA039462
ENSG00000069849	20697
ENSG00000069849	CAB020697
ENSG00000069869	1991
ENSG00000069869	39883
ENSG00000069869	CAB001991
ENSG00000069869	HPA039883
ENSG00000069943	39929
ENSG00000069943	HPA039929
ENSG00000069956	30262
ENSG00000069956	47825
ENSG00000069956	5184
ENSG00000069956	CAB005184
ENSG00000069956	HPA030262
ENSG00000069956	HPA047825
ENSG00000069966	32353
ENSG00000069966	41942
ENSG00000069966	44198
ENSG00000069966	CAB032353
ENSG00000069966	HPA041942
ENSG00000069966	HPA044198
ENSG00000069974	1333
ENSG00000069974	34046
ENSG00000069974	CAB034046
ENSG00000069974	HPA001333
ENSG00000069998	5548
ENSG00000069998	HPA005548
ENSG00000070010	30287
ENSG00000070010	55579
ENSG00000070010	HPA030287
ENSG00000070010	HPA055579
ENSG00000070018	29925
ENSG00000070018	4490
ENSG00000070018	CAB004490
ENSG00000070018	HPA029925
ENSG00000070019	37655
ENSG00000070019	HPA037655
ENSG00000070031	50961
ENSG00000070031	HPA050961
ENSG00000070047	19867
ENSG00000070047	HPA019867
ENSG00000070061	21340
ENSG00000070061	49677
ENSG00000070061	CAB021340
ENSG00000070061	HPA049677
ENSG00000070081	15931
ENSG00000070081	8395
ENSG00000070081	CAB015931
ENSG00000070081	HPA008395
ENSG00000070087	35611
ENSG00000070087	37073
ENSG00000070087	CAB037073
ENSG00000070087	HPA035611
ENSG00000070159	38343
ENSG00000070159	HPA038343
ENSG00000070182	15169
ENSG00000070182	3394
ENSG00000070182	3398
ENSG00000070182	CAB015169
ENSG00000070182	HPA003394
ENSG00000070182	HPA003398
ENSG00000070190	33822
ENSG00000070190	46074
ENSG00000070190	CAB033822
ENSG00000070190	HPA046074
ENSG00000070193	10315
ENSG00000070193	CAB010315
ENSG00000070269	3502
ENSG00000070269	HPA003502
ENSG00000070366	42932
ENSG00000070366	HPA042932
ENSG00000070367	60837
ENSG00000070367	HPA060837
ENSG00000070371	HPA041110
ENSG00000070404	24899
ENSG00000070404	45378
ENSG00000070404	CAB024899
ENSG00000070404	HPA045378
ENSG00000070413	873
ENSG00000070413	HPA000873
ENSG00000070423	43050
ENSG00000070423	HPA043050
ENSG00000070476	49593
ENSG00000070476	HPA049593
ENSG00000070495	4548
ENSG00000070495	CAB004548
ENSG00000070501	11616
ENSG00000070501	CAB011616
ENSG00000070526	14975
ENSG00000070526	HPA014975
ENSG00000070540	37230
ENSG00000070540	7493
ENSG00000070540	CAB037230
ENSG00000070540	HPA007493
ENSG00000070601	42934
ENSG00000070601	HPA042934
ENSG00000070610	24026
ENSG00000070610	HPA024026
ENSG00000070669	29318
ENSG00000070669	4924
ENSG00000070669	HPA004924
ENSG00000070669	HPA029318
ENSG00000070718	14876
ENSG00000070718	CAB014876
ENSG00000070729	39159
ENSG00000070729	HPA039159
ENSG00000070731	48849
ENSG00000070731	HPA048849
ENSG00000070748	2313
ENSG00000070748	48547
ENSG00000070748	CAB002313
ENSG00000070748	HPA048547
ENSG00000070756	11536
ENSG00000070756	45423
ENSG00000070756	CAB011536
ENSG00000070756	HPA045423
ENSG00000070759	27257
ENSG00000070759	HPA027257
ENSG00000070761	18195
ENSG00000070761	HPA018195
ENSG00000070778	11468
ENSG00000070778	49110
ENSG00000070778	CAB011468
ENSG00000070778	HPA049110
ENSG00000070785	24213
ENSG00000070785	24218
ENSG00000070785	24219
ENSG00000070785	32233
ENSG00000070785	CAB032233
ENSG00000070785	HPA024213
ENSG00000070785	HPA024218
ENSG00000070785	HPA024219
ENSG00000070808	4330
ENSG00000070808	51783
ENSG00000070808	51785
ENSG00000070808	53973
ENSG00000070808	CAB004330
ENSG00000070814	33199
ENSG00000070814	38237
ENSG00000070814	38238
ENSG00000070814	CAB033199
ENSG00000070814	HPA038237
ENSG00000070814	HPA038238
ENSG00000070831	4360
ENSG00000070831	CAB004360
ENSG00000070882	48401
ENSG00000070882	691
ENSG00000070882	HPA000691
ENSG00000070882	HPA048401
ENSG00000070886	31433
ENSG00000070886	9660
ENSG00000070886	CAB009660
ENSG00000070886	HPA031433
ENSG00000070915	22505
ENSG00000070915	28748
ENSG00000070915	CAB022505
ENSG00000070915	HPA028748
ENSG00000070950	6716
ENSG00000070950	8752
ENSG00000070950	HPA006716
ENSG00000070950	HPA008752
ENSG00000070961	11166
ENSG00000070961	12945
ENSG00000070961	5605
ENSG00000070961	CAB005605
ENSG00000070961	HPA011166
ENSG00000070961	HPA012945
ENSG00000070985	42115
ENSG00000070985	43315
ENSG00000070985	HPA042115
ENSG00000070985	HPA043315
ENSG00000071051	16116
ENSG00000071051	31004
ENSG00000071051	CAB016116
ENSG00000071051	HPA031004
ENSG00000071054	8476
ENSG00000071054	HPA008476
ENSG00000071073	7608
ENSG00000071073	HPA007608
ENSG00000071127	20804
ENSG00000071127	36434
ENSG00000071127	CAB020804
ENSG00000071127	HPA036434
ENSG00000071203	57657
ENSG00000071203	HPA057657
ENSG00000071205	39589
ENSG00000071205	HPA039589
ENSG00000071242	26243
ENSG00000071242	45061
ENSG00000071242	54237
ENSG00000071242	CAB026243
ENSG00000071242	HPA045061
ENSG00000071242	HPA054237
ENSG00000071243	58060
ENSG00000071243	HPA058060
ENSG00000071246	653
ENSG00000071246	HPA000653
ENSG00000071282	24059
ENSG00000071282	HPA024059
ENSG00000071462	52185
ENSG00000071462	HPA052185
ENSG00000071537	24267
ENSG00000071537	HPA024267
ENSG00000071539	53093
ENSG00000071539	5727
ENSG00000071539	HPA005727
ENSG00000071539	HPA053093
ENSG00000071553	15218
ENSG00000071553	CAB015218
ENSG00000071564	18351
ENSG00000071564	49808
ENSG00000071564	CAB018351
ENSG00000071564	HPA049808
ENSG00000071575	1305
ENSG00000071575	HPA001305
ENSG00000071626	4201
ENSG00000071626	4631
ENSG00000071626	HPA004201
ENSG00000071626	HPA004631
ENSG00000071655	13265
ENSG00000071655	CAB013265
ENSG00000071677	14768
ENSG00000071677	HPA014768
ENSG00000071794	15284
ENSG00000071794	49001
ENSG00000071794	HPA015284
ENSG00000071794	HPA049001
ENSG00000071859	3585
ENSG00000071859	HPA003585
ENSG00000071889	25016
ENSG00000071889	56991
ENSG00000071889	CAB025016
ENSG00000071889	HPA056991
ENSG00000071967	14757
ENSG00000071967	HPA014757
ENSG00000071991	56332
ENSG00000071991	HPA056332
ENSG00000071994	26713
ENSG00000071994	HPA026713
ENSG00000072041	8609
ENSG00000072041	HPA008609
ENSG00000072042	46011
ENSG00000072042	CAB046011
ENSG00000072062	10361
ENSG00000072062	CAB010361
ENSG00000072071	37974
ENSG00000072071	HPA037974
ENSG00000072110	4303
ENSG00000072110	6035
ENSG00000072110	CAB004303
ENSG00000072110	HPA006035
ENSG00000072121	55500
ENSG00000072121	HPA055500
ENSG00000072133	2852
ENSG00000072133	3904
ENSG00000072133	HPA002852
ENSG00000072133	HPA003904
ENSG00000072134	49809
ENSG00000072134	53360
ENSG00000072134	HPA049809
ENSG00000072134	HPA053360
ENSG00000072135	12174
ENSG00000072135	53367
ENSG00000072135	CAB012174
ENSG00000072135	HPA053367
ENSG00000072163	58340
ENSG00000072163	HPA058340
ENSG00000072182	32529
ENSG00000072182	36042
ENSG00000072182	CAB032529
ENSG00000072182	HPA036042
ENSG00000072195	18904
ENSG00000072195	HPA018904
ENSG00000072201	2235
ENSG00000072201	HPA002235
ENSG00000072210	14769
ENSG00000072210	20692
ENSG00000072210	CAB020692
ENSG00000072210	HPA014769
ENSG00000072274	153
ENSG00000072274	28598
ENSG00000072274	CAB000153
ENSG00000072274	HPA028598
ENSG00000072310	5406
ENSG00000072310	CAB005406
ENSG00000072315	510
ENSG00000072315	HPA000510
ENSG00000072364	23690
ENSG00000072364	HPA023690
ENSG00000072401	3920
ENSG00000072401	HPA003920
ENSG00000072415	993
ENSG00000072415	HPA000993
ENSG00000072422	40226
ENSG00000072422	HPA040226
ENSG00000072501	25404
ENSG00000072501	5499
ENSG00000072501	CAB025404
ENSG00000072501	HPA005499
ENSG00000072506	1432
ENSG00000072506	HPA001432
ENSG00000072518	38790
ENSG00000072518	HPA038790
ENSG00000072571	2433
ENSG00000072571	43926
ENSG00000072571	CAB002433
ENSG00000072571	HPA043926
ENSG00000072682	16997
ENSG00000072682	27824
ENSG00000072682	62557
ENSG00000072682	CAB062557
ENSG00000072682	HPA016997
ENSG00000072682	HPA027824
ENSG00000072694	14730
ENSG00000072694	7796
ENSG00000072694	CAB007796
ENSG00000072736	23844
ENSG00000072736	4514
ENSG00000072736	50665
ENSG00000072736	CAB004514
ENSG00000072736	HPA023844
ENSG00000072736	HPA050665
ENSG00000072756	36938
ENSG00000072756	HPA036938
ENSG00000072778	19006
ENSG00000072778	20595
ENSG00000072778	HPA019006
ENSG00000072778	HPA020595
ENSG00000072786	15083
ENSG00000072786	20840
ENSG00000072786	CAB020840
ENSG00000072786	HPA015083
ENSG00000072818	21127
ENSG00000072818	HPA021127
ENSG00000072832	35640
ENSG00000072832	HPA035640
ENSG00000072840	16046
ENSG00000072840	8703
ENSG00000072840	HPA008703
ENSG00000072840	HPA016046
ENSG00000072849	37287
ENSG00000072849	48957
ENSG00000072849	56551
ENSG00000072849	CAB037287
ENSG00000072849	HPA048957
ENSG00000072849	HPA056551
ENSG00000072858	35862
ENSG00000072858	HPA035862
ENSG00000072864	18536
ENSG00000072864	24075
ENSG00000072864	HPA018536
ENSG00000072864	HPA024075
ENSG00000072952	8704
ENSG00000072952	HPA008704
ENSG00000072954	48100
ENSG00000072954	50463
ENSG00000072954	HPA048100
ENSG00000072954	HPA050463
ENSG00000072958	45256
ENSG00000072958	HPA045256
ENSG00000073008	12568
ENSG00000073008	HPA012568
ENSG00000073050	5427
ENSG00000073050	6717
ENSG00000073050	CAB005427
ENSG00000073050	HPA006717
ENSG00000073067	12753
ENSG00000073067	HPA012753
ENSG00000073111	303
ENSG00000073111	31495
ENSG00000073111	31496
ENSG00000073111	CAB000303
ENSG00000073111	HPA031495
ENSG00000073111	HPA031496
ENSG00000073146	19034
ENSG00000073146	HPA019034
ENSG00000073150	39117
ENSG00000073150	HPA039117
ENSG00000073282	6288
ENSG00000073282	7010
ENSG00000073282	83
ENSG00000073282	CAB000083
ENSG00000073282	HPA006288
ENSG00000073282	HPA007010
ENSG00000073331	27435
ENSG00000073331	27443
ENSG00000073331	HPA027435
ENSG00000073331	HPA027443
ENSG00000073350	22913
ENSG00000073350	HPA022913
ENSG00000073417	7722
ENSG00000073417	HPA007722
ENSG00000073464	31313
ENSG00000073464	HPA031313
ENSG00000073536	18807
ENSG00000073536	HPA018807
ENSG00000073578	34929
ENSG00000073578	41981
ENSG00000073578	CAB034929
ENSG00000073578	HPA041981
ENSG00000073584	37318
ENSG00000073584	3916
ENSG00000073584	CAB037318
ENSG00000073584	HPA003916
ENSG00000073598	26521
ENSG00000073598	HPA026521
ENSG00000073605	13681
ENSG00000073605	23925
ENSG00000073605	52407
ENSG00000073605	CAB013681
ENSG00000073605	HPA023925
ENSG00000073605	HPA052407
ENSG00000073614	6201
ENSG00000073614	HPA006201
ENSG00000073670	53299
ENSG00000073670	HPA053299
ENSG00000073711	35829
ENSG00000073711	35830
ENSG00000073711	HPA035829
ENSG00000073711	HPA035830
ENSG00000073712	40505
ENSG00000073712	HPA040505
ENSG00000073734	19035
ENSG00000073734	HPA019035
ENSG00000073737	36491
ENSG00000073737	36667
ENSG00000073737	HPA036491
ENSG00000073737	HPA036667
ENSG00000073756	113
ENSG00000073756	1335
ENSG00000073756	CAB000113
ENSG00000073756	HPA001335
ENSG00000073792	17126
ENSG00000073792	35145
ENSG00000073792	CAB017126
ENSG00000073792	HPA035145
ENSG00000073803	16497
ENSG00000073803	36691
ENSG00000073803	36692
ENSG00000073803	HPA016497
ENSG00000073803	HPA036691
ENSG00000073803	HPA036692
ENSG00000073849	15018
ENSG00000073849	16122
ENSG00000073849	CAB015018
ENSG00000073849	CAB016122
ENSG00000073861	30043
ENSG00000073861	9524
ENSG00000073861	CAB009524
ENSG00000073861	CAB030043
ENSG00000073910	41635
ENSG00000073910	HPA041635
ENSG00000073921	19053
ENSG00000073921	19061
ENSG00000073921	HPA019053
ENSG00000073921	HPA019061
ENSG00000073969	13645
ENSG00000073969	3154
ENSG00000073969	9324
ENSG00000073969	CAB009324
ENSG00000073969	CAB013645
ENSG00000073969	HPA003154
ENSG00000074047	8558
ENSG00000074047	CAB008558
ENSG00000074071	42112
