Ensembl ID	ChEMBL ID
ENSG00000110651	CHEMBL1075180
ENSG00000110680	CHEMBL5293
ENSG00000110697	CHEMBL1764937
ENSG00000110717	CHEMBL2363065
ENSG00000110721	CHEMBL3117
ENSG00000110786	CHEMBL2007628
ENSG00000110799	CHEMBL2021748
ENSG00000110876	CHEMBL4183
ENSG00000110881	CHEMBL1628477
ENSG00000110887	CHEMBL5485
ENSG00000110911	CHEMBL1932895
ENSG00000110931	CHEMBL5284
ENSG00000110944	CHEMBL2364154
ENSG00000110955	CHEMBL2062350
ENSG00000111012	CHEMBL5993
ENSG00000111087	CHEMBL5461
ENSG00000111142	CHEMBL3922
ENSG00000111144	CHEMBL4618
ENSG00000111181	CHEMBL3715
ENSG00000111199	CHEMBL3119
ENSG00000111224	CHEMBL2380189
ENSG00000111262	CHEMBL2362996
ENSG00000111275	CHEMBL1935
ENSG00000111319	CHEMBL1791
ENSG00000111321	CHEMBL1250360
ENSG00000111328	CHEMBL5578
ENSG00000111424	CHEMBL1977
ENSG00000111640	CHEMBL2284
ENSG00000111667	CHEMBL6158
ENSG00000111669	CHEMBL4880
ENSG00000111679	CHEMBL3166
ENSG00000111700	CHEMBL1743121
ENSG00000111716	CHEMBL4940
ENSG00000111725	CHEMBL2111345
ENSG00000111802	CHEMBL2169736
ENSG00000111816	CHEMBL2363074
ENSG00000111837	CHEMBL1163106
ENSG00000111885	CHEMBL5915
ENSG00000111886	CHEMBL2109242
ENSG00000112033	CHEMBL3979
ENSG00000112038	CHEMBL233
ENSG00000112062	CHEMBL2094115
ENSG00000112079	CHEMBL1075155
ENSG00000112144	CHEMBL1163126
ENSG00000112164	CHEMBL1784
ENSG00000112237	CHEMBL3038474
ENSG00000112245	CHEMBL1075169
ENSG00000112282	CHEMBL4146
ENSG00000112294	CHEMBL1911
ENSG00000112312	CHEMBL1293278
ENSG00000112333	CHEMBL1961788
ENSG00000112394	CHEMBL2073719
ENSG00000112425	CHEMBL2311242
ENSG00000112486	CHEMBL4423
ENSG00000112499	CHEMBL1743122
ENSG00000112541	CHEMBL2363066
ENSG00000112576	CHEMBL2422
ENSG00000112679	CHEMBL3924
ENSG00000112701	CHEMBL1741215
ENSG00000112715	CHEMBL1783
ENSG00000112739	CHEMBL1908382
ENSG00000112742	CHEMBL3983
ENSG00000112759	CHEMBL1997
ENSG00000112769	CHEMBL2364187
ENSG00000112893	CHEMBL4056
ENSG00000112964	CHEMBL1976
ENSG00000112984	CHEMBL2021753
ENSG00000113083	CHEMBL2249
ENSG00000113088	CHEMBL4930
ENSG00000113141	CHEMBL2321616
ENSG00000113161	CHEMBL402
ENSG00000113231	CHEMBL2363067
ENSG00000113240	CHEMBL4203
ENSG00000113262	CHEMBL4573
ENSG00000113263	CHEMBL2959
ENSG00000113273	CHEMBL2399
ENSG00000113302	CHEMBL2364153
ENSG00000113327	CHEMBL2111370
ENSG00000113389	CHEMBL2247
ENSG00000113407	CHEMBL3391
ENSG00000113441	CHEMBL2693
ENSG00000113448	CHEMBL2111340
ENSG00000113494	CHEMBL5588
ENSG00000113525	CHEMBL1169600
ENSG00000113575	CHEMBL4703
ENSG00000113578	CHEMBL2120
ENSG00000113580	CHEMBL2034
ENSG00000113643	CHEMBL2824
ENSG00000113712	CHEMBL3038493
ENSG00000113721	CHEMBL1913
ENSG00000113749	CHEMBL1941
ENSG00000114013	CHEMBL2364156
ENSG00000114124	CHEMBL1075133
ENSG00000114166	CHEMBL5500
ENSG00000114200	CHEMBL1914
ENSG00000114316	CHEMBL2406900
ENSG00000114378	CHEMBL4528
ENSG00000114491	CHEMBL5216
ENSG00000114670	CHEMBL5638
ENSG00000114738	CHEMBL4670
ENSG00000114739	CHEMBL5466
ENSG00000114770	CHEMBL2046258
ENSG00000114812	CHEMBL5144
ENSG00000114854	CHEMBL2095202
ENSG00000114859	CHEMBL1628478
ENSG00000114904	CHEMBL5819
ENSG00000114956	CHEMBL5997
ENSG00000114999	CHEMBL5549
ENSG00000115020	CHEMBL1938222
ENSG00000115085	CHEMBL2803
ENSG00000115170	CHEMBL5903
ENSG00000115221	CHEMBL2111416
ENSG00000115232	CHEMBL1907599
ENSG00000115233	CHEMBL2007629
ENSG00000115252	CHEMBL2095150
ENSG00000115257	CHEMBL4861
ENSG00000115263	CHEMBL5736
ENSG00000115275	CHEMBL4684
ENSG00000115286	CHEMBL2363065
ENSG00000115353	CHEMBL249
ENSG00000115414	CHEMBL3810
ENSG00000115415	CHEMBL6101
ENSG00000115419	CHEMBL2146302
ENSG00000115457	CHEMBL3088
ENSG00000115461	CHEMBL2665
ENSG00000115474	CHEMBL2146349
ENSG00000115486	CHEMBL2012
ENSG00000115488	CHEMBL3200
ENSG00000115548	CHEMBL1938209
ENSG00000115592	CHEMBL2096907
ENSG00000115594	CHEMBL1959
ENSG00000115616	CHEMBL3133
ENSG00000115657	CHEMBL2007630
ENSG00000115661	CHEMBL3938
ENSG00000115665	CHEMBL4507
ENSG00000115687	CHEMBL6054
ENSG00000115694	CHEMBL5552
ENSG00000115705	CHEMBL1839
ENSG00000115718	CHEMBL4444
ENSG00000115758	CHEMBL1869
ENSG00000115825	CHEMBL2595
ENSG00000115828	CHEMBL4508
ENSG00000115850	CHEMBL1075131
ENSG00000115904	CHEMBL2079846
ENSG00000115919	CHEMBL5100
ENSG00000115977	CHEMBL3830
ENSG00000116014	CHEMBL5413
ENSG00000116016	CHEMBL1744522
ENSG00000116030	CHEMBL2146296
ENSG00000116031	CHEMBL2176853
ENSG00000116032	CHEMBL2094124
ENSG00000116039	CHEMBL3217
ENSG00000116044	CHEMBL1075094
ENSG00000116106	CHEMBL3988
ENSG00000116141	CHEMBL5940
ENSG00000116171	CHEMBL5950
ENSG00000116176	CHEMBL4955
ENSG00000116237	CHEMBL4699
ENSG00000116273	CHEMBL1764945
ENSG00000116329	CHEMBL2095149
ENSG00000116337	CHEMBL2997
ENSG00000116396	CHEMBL2362996
ENSG00000116473	CHEMBL1255139
ENSG00000116478	CHEMBL2111429
ENSG00000116649	CHEMBL4232
ENSG00000116678	CHEMBL5913
ENSG00000116711	CHEMBL3816
ENSG00000116748	CHEMBL2869
ENSG00000116783	CHEMBL5260
ENSG00000116791	CHEMBL6118
ENSG00000116815	CHEMBL3790
ENSG00000116824	CHEMBL2040
ENSG00000116833	CHEMBL3544
ENSG00000116882	CHEMBL2169732
ENSG00000116906	CHEMBL4494
ENSG00000116977	CHEMBL5475
ENSG00000116984	CHEMBL2150844
ENSG00000117009	CHEMBL2145
ENSG00000117013	CHEMBL3576
ENSG00000117020	CHEMBL4816
ENSG00000117115	CHEMBL1909487
ENSG00000117152	CHEMBL1795091
ENSG00000117215	CHEMBL4281
ENSG00000117266	CHEMBL5316
ENSG00000117298	CHEMBL4791
ENSG00000117308	CHEMBL5843
ENSG00000117362	CHEMBL2094135
ENSG00000117394	CHEMBL2535
ENSG00000117400	CHEMBL1864
ENSG00000117448	CHEMBL2246
ENSG00000117450	CHEMBL5315
ENSG00000117479	CHEMBL3079
ENSG00000117480	CHEMBL2243
ENSG00000117525	CHEMBL2095194
ENSG00000117560	CHEMBL5714
ENSG00000117594	CHEMBL4235
ENSG00000117601	CHEMBL1950
ENSG00000117650	CHEMBL3835
ENSG00000117676	CHEMBL2553
ENSG00000117971	CHEMBL2111384
ENSG00000117984	CHEMBL2581
ENSG00000118046	CHEMBL5606
ENSG00000118058	CHEMBL1293299
ENSG00000118094	CHEMBL3087
ENSG00000118113	CHEMBL2095216
ENSG00000118137	CHEMBL5984
ENSG00000118193	CHEMBL5576
ENSG00000118194	CHEMBL2095202
ENSG00000118260	CHEMBL5587
ENSG00000118271	CHEMBL3194
ENSG00000118298	CHEMBL3510
ENSG00000118432	CHEMBL2096981
ENSG00000118515	CHEMBL2343
ENSG00000118520	CHEMBL1075097
ENSG00000118596	CHEMBL2073704
ENSG00000118689	CHEMBL5778
ENSG00000118762	CHEMBL5465
ENSG00000118777	CHEMBL5393
ENSG00000118939	CHEMBL6195
ENSG00000118971	CHEMBL2095942
ENSG00000119013	CHEMBL2363065
ENSG00000119121	CHEMBL1628470
ENSG00000119125	CHEMBL3129
ENSG00000119383	CHEMBL2505
ENSG00000119408	CHEMBL4309
ENSG00000119421	CHEMBL2363065
ENSG00000119508	CHEMBL1961792
ENSG00000119535	CHEMBL1996
ENSG00000119541	CHEMBL2311229
ENSG00000119630	CHEMBL1697671
ENSG00000119638	CHEMBL5257
ENSG00000119673	CHEMBL2189135
ENSG00000119715	CHEMBL3751
ENSG00000119772	CHEMBL1992
ENSG00000119778	CHEMBL2176775
ENSG00000119782	CHEMBL2430
ENSG00000119912	CHEMBL1293287
ENSG00000119915	CHEMBL5791
ENSG00000119973	CHEMBL1681611
ENSG00000120053	CHEMBL2189139
ENSG00000120054	CHEMBL4713
ENSG00000120088	CHEMBL1800
ENSG00000120129	CHEMBL6026
ENSG00000120156	CHEMBL2111375
ENSG00000120251	CHEMBL2096670
ENSG00000120265	CHEMBL4240
ENSG00000120457	CHEMBL3038488
ENSG00000120659	CHEMBL2364162
ENSG00000120798	CHEMBL1961787
ENSG00000120868	CHEMBL1795093
ENSG00000120875	CHEMBL2146343
ENSG00000120889	CHEMBL1075153
ENSG00000120899	CHEMBL5469
ENSG00000120903	CHEMBL2109236
ENSG00000120907	CHEMBL229
ENSG00000120915	CHEMBL2409
ENSG00000120948	CHEMBL2362981
ENSG00000120949	CHEMBL2364161
ENSG00000120992	CHEMBL1681631
ENSG00000121053	CHEMBL2438
ENSG00000121064	CHEMBL2189131
ENSG00000121207	CHEMBL2202
ENSG00000121270	CHEMBL2073702
ENSG00000121281	CHEMBL2097167
ENSG00000121351	CHEMBL1914266
ENSG00000121361	CHEMBL4770
ENSG00000121594	CHEMBL2364157
ENSG00000121764	CHEMBL5113
ENSG00000121769	CHEMBL3344
ENSG00000121774	CHEMBL1795190
ENSG00000121797	CHEMBL2321627
ENSG00000121807	CHEMBL4015
ENSG00000121853	CHEMBL4616
ENSG00000121858	CHEMBL5813
ENSG00000121879	CHEMBL4005
ENSG00000121933	CHEMBL2095195
ENSG00000121966	CHEMBL2107
ENSG00000121989	CHEMBL5616
ENSG00000122008	CHEMBL5365
ENSG00000122025	CHEMBL1974
ENSG00000122121	CHEMBL4610
ENSG00000122194	CHEMBL1801
ENSG00000122420	CHEMBL1987
ENSG00000122678	CHEMBL1914260
ENSG00000122679	CHEMBL2111191
ENSG00000122861	CHEMBL2111379
ENSG00000122873	CHEMBL1795168
ENSG00000122884	CHEMBL1250350
ENSG00000122966	CHEMBL5579
ENSG00000123104	CHEMBL2111451
ENSG00000123143	CHEMBL3384
ENSG00000123179	CHEMBL2311238
ENSG00000123268	CHEMBL3255
ENSG00000123342	CHEMBL1938214
ENSG00000123358	CHEMBL1293229
ENSG00000123360	CHEMBL4425
ENSG00000123374	CHEMBL2094126
ENSG00000123416	CHEMBL2095182
ENSG00000123454	CHEMBL3102
ENSG00000123505	CHEMBL4181
ENSG00000123545	CHEMBL2363065
ENSG00000123561	CHEMBL3843
ENSG00000123595	CHEMBL1293294
ENSG00000123612	CHEMBL5642
ENSG00000123636	CHEMBL1741220
ENSG00000123643	CHEMBL1914279
ENSG00000123700	CHEMBL1914276
ENSG00000123739	CHEMBL6122
ENSG00000123815	CHEMBL5753
ENSG00000123992	CHEMBL2761
ENSG00000124089	CHEMBL2111323
ENSG00000124134	CHEMBL2362996
ENSG00000124140	CHEMBL1615384
ENSG00000124151	CHEMBL2095161
ENSG00000124181	CHEMBL3964
ENSG00000124212	CHEMBL4428
ENSG00000124253	CHEMBL2911
ENSG00000124299	CHEMBL4185
ENSG00000124486	CHEMBL2406899
ENSG00000124491	CHEMBL4530
ENSG00000124493	CHEMBL2736
ENSG00000124523	CHEMBL2163183
ENSG00000124574	CHEMBL2073687
ENSG00000124588	CHEMBL3959
ENSG00000124731	CHEMBL1697674
ENSG00000124762	CHEMBL3038463
ENSG00000124767	CHEMBL2424
ENSG00000124784	CHEMBL5975
ENSG00000125245	CHEMBL2384898
ENSG00000125255	CHEMBL2778
ENSG00000125257	CHEMBL1743128
ENSG00000125356	CHEMBL2363065
ENSG00000125378	CHEMBL5350
ENSG00000125384	CHEMBL2363068
ENSG00000125388	CHEMBL5861
ENSG00000125508	CHEMBL5703
ENSG00000125510	CHEMBL2014
ENSG00000125538	CHEMBL1909490
ENSG00000125618	CHEMBL2362980
ENSG00000125675	CHEMBL2096670
ENSG00000125730	CHEMBL4917
ENSG00000125780	CHEMBL3363
ENSG00000125834	CHEMBL5651
ENSG00000125845	CHEMBL1926496
ENSG00000125851	CHEMBL2433
ENSG00000125910	CHEMBL2363041
ENSG00000125952	CHEMBL1250363
ENSG00000125966	CHEMBL5050
ENSG00000125968	CHEMBL1075116
ENSG00000126010	CHEMBL4959
ENSG00000126012	CHEMBL2163176
ENSG00000126067	CHEMBL3492
ENSG00000126088	CHEMBL1681619
ENSG00000126218	CHEMBL244
ENSG00000126246	CHEMBL2029192
ENSG00000126247	CHEMBL2111357
ENSG00000126261	CHEMBL2095174
ENSG00000126262	CHEMBL5493
ENSG00000126266	CHEMBL4422
ENSG00000126351	CHEMBL2111462
ENSG00000126353	CHEMBL4594
ENSG00000126368	CHEMBL1961783
ENSG00000126457	CHEMBL5524
ENSG00000126561	CHEMBL5403
ENSG00000126562	CHEMBL1795196
ENSG00000126583	CHEMBL2093867
ENSG00000126602	CHEMBL1075132
ENSG00000126767	CHEMBL4453
ENSG00000126803	CHEMBL2062348
ENSG00000126895	CHEMBL1790
ENSG00000126934	CHEMBL2964
ENSG00000127022	CHEMBL2719
ENSG00000127329	CHEMBL2706
ENSG00000127334	CHEMBL4376
ENSG00000127412	CHEMBL1628474
ENSG00000127445	CHEMBL2288
ENSG00000127472	CHEMBL4323
ENSG00000127533	CHEMBL4691
ENSG00000127554	CHEMBL1741189
ENSG00000127564	CHEMBL3984
ENSG00000127824	CHEMBL2095182
ENSG00000127947	CHEMBL3236
ENSG00000127948	CHEMBL2169731
ENSG00000127955	CHEMBL4741
ENSG00000128039	CHEMBL2363075
ENSG00000128050	CHEMBL5922
ENSG00000128052	CHEMBL2111428
ENSG00000128059	CHEMBL2362992
ENSG00000128165	CHEMBL5267
ENSG00000128268	CHEMBL2375206
ENSG00000128271	CHEMBL2111329
ENSG00000128285	CHEMBL2111437
ENSG00000128294	CHEMBL3178
ENSG00000128310	CHEMBL2731
ENSG00000128340	CHEMBL5581
ENSG00000128383	CHEMBL1741179
ENSG00000128394	CHEMBL2007626
ENSG00000128513	CHEMBL5908
ENSG00000128602	CHEMBL5971
ENSG00000128609	CHEMBL2363065
ENSG00000128655	CHEMBL2717
ENSG00000128683	CHEMBL2614
ENSG00000128829	CHEMBL5358
ENSG00000128951	CHEMBL5203
ENSG00000129084	CHEMBL2364701
ENSG00000129151	CHEMBL2163175
ENSG00000129159	CHEMBL2362996
ENSG00000129167	CHEMBL5689
ENSG00000129187	CHEMBL5675
ENSG00000129214	CHEMBL3305
ENSG00000129219	CHEMBL2734
ENSG00000129244	CHEMBL2095186
ENSG00000129315	CHEMBL2108
ENSG00000129437	CHEMBL2641
ENSG00000129455	CHEMBL4812
ENSG00000129465	CHEMBL1795199
ENSG00000129467	CHEMBL2097167
ENSG00000129473	CHEMBL4677
ENSG00000129484	CHEMBL5366
ENSG00000129521	CHEMBL5705
ENSG00000129538	CHEMBL5425
ENSG00000129744	CHEMBL2158
ENSG00000129749	CHEMBL2109238
ENSG00000129946	CHEMBL3299
ENSG00000129991	CHEMBL2095202
ENSG00000130035	CHEMBL2362996
ENSG00000130037	CHEMBL2362996
ENSG00000130066	CHEMBL4286
ENSG00000130164	CHEMBL3311
ENSG00000130234	CHEMBL2096989
ENSG00000130304	CHEMBL2052038
ENSG00000130383	CHEMBL3146
ENSG00000130413	CHEMBL6005
ENSG00000130414	CHEMBL2363065
ENSG00000130427	CHEMBL5837
ENSG00000130433	CHEMBL2363032
ENSG00000130529	CHEMBL1628469
ENSG00000130540	CHEMBL1743298
ENSG00000130635	CHEMBL2364188
ENSG00000130649	CHEMBL5281
ENSG00000130669	CHEMBL4482
ENSG00000130702	CHEMBL2364187
ENSG00000130717	CHEMBL5682
ENSG00000130758	CHEMBL2873
ENSG00000130816	CHEMBL1993
ENSG00000130948	CHEMBL4234
ENSG00000130985	CHEMBL5924
ENSG00000130997	CHEMBL2010628
ENSG00000131023	CHEMBL6167
ENSG00000131187	CHEMBL2821
ENSG00000131196	CHEMBL3876
ENSG00000131203	CHEMBL4685
ENSG00000131238	CHEMBL2331051
ENSG00000131389	CHEMBL5762
ENSG00000131398	CHEMBL2362996
ENSG00000131408	CHEMBL4093
ENSG00000131437	CHEMBL5544
ENSG00000131446	CHEMBL2375207
ENSG00000131471	CHEMBL3437
ENSG00000131473	CHEMBL3720
ENSG00000131477	CHEMBL2364173
ENSG00000131480	CHEMBL4112
ENSG00000131482	CHEMBL2282
ENSG00000131495	CHEMBL2363065
ENSG00000131620	CHEMBL2046267
ENSG00000131686	CHEMBL3025
ENSG00000131747	CHEMBL1806
ENSG00000131759	CHEMBL2363071
ENSG00000131791	CHEMBL3038453
ENSG00000131910	CHEMBL5603
ENSG00000131981	CHEMBL4531
ENSG00000132155	CHEMBL1906
ENSG00000132164	CHEMBL5208
ENSG00000132170	CHEMBL235
ENSG00000132196	CHEMBL5999
ENSG00000132329	CHEMBL2107838
ENSG00000132334	CHEMBL4850
ENSG00000132356	CHEMBL3038451
ENSG00000132383	CHEMBL1764940
ENSG00000132437	CHEMBL1843
ENSG00000132510	CHEMBL1938211
ENSG00000132535	CHEMBL5666
ENSG00000132639	CHEMBL2364159
ENSG00000132646	CHEMBL2346488
ENSG00000132670	CHEMBL3918
ENSG00000132671	CHEMBL1853
ENSG00000132681	CHEMBL2095186
ENSG00000132703	CHEMBL4929
ENSG00000132840	CHEMBL2163167
ENSG00000132906	CHEMBL2273
ENSG00000132911	CHEMBL1075144
ENSG00000132915	CHEMBL2097163
ENSG00000132964	CHEMBL3038474
ENSG00000132965	CHEMBL2111402
ENSG00000132975	CHEMBL5006
ENSG00000133019	CHEMBL245
ENSG00000133056	CHEMBL5554
ENSG00000133059	CHEMBL1908386
ENSG00000133063	CHEMBL3080
ENSG00000133083	CHEMBL5683
ENSG00000133101	CHEMBL2094128
ENSG00000133105	CHEMBL1628482
ENSG00000133216	CHEMBL3290
ENSG00000133247	CHEMBL2321644
ENSG00000133256	CHEMBL2363066
ENSG00000133275	CHEMBL2543
ENSG00000133424	CHEMBL2146300
ENSG00000133661	CHEMBL2176857
ENSG00000133703	CHEMBL2189121
ENSG00000133706	CHEMBL3258
ENSG00000133731	CHEMBL1786
ENSG00000133742	CHEMBL2095180
ENSG00000133805	CHEMBL2912
ENSG00000133835	CHEMBL5814
ENSG00000133895	CHEMBL2093861
ENSG00000134001	CHEMBL1255131
ENSG00000134057	CHEMBL1907602
ENSG00000134058	CHEMBL3055
ENSG00000134072	CHEMBL2493
ENSG00000134184	CHEMBL2081
ENSG00000134201	CHEMBL2819
ENSG00000134202	CHEMBL2242
ENSG00000134216	CHEMBL1293197
ENSG00000134242	CHEMBL2889
ENSG00000134243	CHEMBL3091
ENSG00000134259	CHEMBL1649058
ENSG00000134318	CHEMBL2111459
ENSG00000134333	CHEMBL4835
ENSG00000134460	CHEMBL2364167
ENSG00000134480	CHEMBL3038473
ENSG00000134489	CHEMBL3759
ENSG00000134538	CHEMBL1697668
ENSG00000134602	CHEMBL5941
ENSG00000134640	CHEMBL1946
ENSG00000134684	CHEMBL3179
ENSG00000134716	CHEMBL3491
ENSG00000134780	CHEMBL5545
ENSG00000134817	CHEMBL1628481
ENSG00000134824	CHEMBL6097
ENSG00000134853	CHEMBL2007
ENSG00000134871	CHEMBL2364188
ENSG00000134899	CHEMBL4736
ENSG00000134900	CHEMBL6156
ENSG00000135047	CHEMBL3837
ENSG00000135090	CHEMBL5701
ENSG00000135124	CHEMBL2104
ENSG00000135218	CHEMBL1744526
ENSG00000135226	CHEMBL6189
ENSG00000135241	CHEMBL2189126
ENSG00000135250	CHEMBL5668
ENSG00000135312	CHEMBL2095230
ENSG00000135318	CHEMBL5957
ENSG00000135333	CHEMBL4602
ENSG00000135341	CHEMBL5776
ENSG00000135346	CHEMBL2146305
ENSG00000135446	CHEMBL3038472
ENSG00000135486	CHEMBL1955709
ENSG00000135503	CHEMBL5310
ENSG00000135519	CHEMBL2362996
ENSG00000135577	CHEMBL3636
ENSG00000135587	CHEMBL4712
ENSG00000135605	CHEMBL4246
ENSG00000135678	CHEMBL3038
ENSG00000135679	CHEMBL5023
ENSG00000135740	CHEMBL3058
ENSG00000135766	CHEMBL5697
ENSG00000135821	CHEMBL4612
ENSG00000135824	CHEMBL2034803
ENSG00000135828	CHEMBL3575
ENSG00000135862	CHEMBL2364187
ENSG00000135898	CHEMBL1075322
ENSG00000135902	CHEMBL3011
ENSG00000135914	CHEMBL2111466
ENSG00000135929	CHEMBL5992
ENSG00000135960	CHEMBL1250376
ENSG00000136098	CHEMBL5679
ENSG00000136160	CHEMBL2096678
ENSG00000136238	CHEMBL6094
ENSG00000136244	CHEMBL1795129
ENSG00000136448	CHEMBL2593
ENSG00000136521	CHEMBL2363065
ENSG00000136531	CHEMBL2331043
ENSG00000136546	CHEMBL2331043
ENSG00000136573	CHEMBL2363074
ENSG00000136574	CHEMBL1687679
ENSG00000136628	CHEMBL3873
ENSG00000136643	CHEMBL1795193
ENSG00000136715	CHEMBL1229012
ENSG00000136750	CHEMBL2952
ENSG00000136807	CHEMBL3038475
ENSG00000136810	CHEMBL2010624
ENSG00000136869	CHEMBL3038512
ENSG00000136875	CHEMBL1163119
ENSG00000136877	CHEMBL3171
ENSG00000136928	CHEMBL2111463
ENSG00000136930	CHEMBL2364701
ENSG00000136931	CHEMBL4666
ENSG00000136943	CHEMBL2111361
ENSG00000136960	CHEMBL3691
ENSG00000136997	CHEMBL1250348
ENSG00000137055	CHEMBL6114
ENSG00000137070	CHEMBL2050
ENSG00000137124	CHEMBL4881
ENSG00000137193	CHEMBL2147
ENSG00000137204	CHEMBL1955711
ENSG00000137252	CHEMBL4792
ENSG00000137267	CHEMBL2095182
ENSG00000137275	CHEMBL5464
ENSG00000137285	CHEMBL2095182
ENSG00000137332	CHEMBL5319
ENSG00000137364	CHEMBL2500
ENSG00000137462	CHEMBL4163
ENSG00000137486	CHEMBL1795088
ENSG00000137491	CHEMBL1743124
ENSG00000137509	CHEMBL2335
ENSG00000137563	CHEMBL2223
ENSG00000137601	CHEMBL5855
ENSG00000137648	CHEMBL2331048
ENSG00000137672	CHEMBL2417347
ENSG00000137673	CHEMBL4073
ENSG00000137674	CHEMBL1938226
ENSG00000137731	CHEMBL2095186
ENSG00000137745	CHEMBL2111422
ENSG00000137752	CHEMBL4801
ENSG00000137757	CHEMBL3131
ENSG00000137764	CHEMBL4948
ENSG00000137806	CHEMBL2363065
ENSG00000137807	CHEMBL5899
ENSG00000137809	CHEMBL5883
ENSG00000137817	CHEMBL2380187
ENSG00000137843	CHEMBL4311
ENSG00000137845	CHEMBL5028
ENSG00000137860	CHEMBL5780
ENSG00000137869	CHEMBL1978
ENSG00000137875	CHEMBL5988
ENSG00000137944	CHEMBL2046260
ENSG00000137948	CHEMBL1795185
ENSG00000137975	CHEMBL2364708
ENSG00000138030	CHEMBL1275212
ENSG00000138031	CHEMBL2097167
ENSG00000138032	CHEMBL2845
ENSG00000138039	CHEMBL1854
ENSG00000138061	CHEMBL4878
ENSG00000138071	CHEMBL6090
ENSG00000138078	CHEMBL2189128
ENSG00000138109	CHEMBL3397
ENSG00000138115	CHEMBL3721
ENSG00000138160	CHEMBL4581
ENSG00000138166	CHEMBL1250380
ENSG00000138182	CHEMBL2021752
ENSG00000138185	CHEMBL5722
ENSG00000138207	CHEMBL3100
ENSG00000138356	CHEMBL3257
ENSG00000138363	CHEMBL2518
ENSG00000138385	CHEMBL2040701
ENSG00000138395	CHEMBL5856
ENSG00000138413	CHEMBL2007625
ENSG00000138435	CHEMBL1907588
ENSG00000138448	CHEMBL2096675
ENSG00000138468	CHEMBL1741213
ENSG00000138592	CHEMBL2157854
ENSG00000138613	CHEMBL2094135
ENSG00000138622	CHEMBL1250417
ENSG00000138669	CHEMBL2896
ENSG00000138685	CHEMBL3107
ENSG00000138696	CHEMBL5476
ENSG00000138735	CHEMBL2111340
ENSG00000138741	CHEMBL2417348
ENSG00000138744	CHEMBL4349
ENSG00000138756	CHEMBL4522
ENSG00000138769	CHEMBL5728
ENSG00000138778	CHEMBL5870
ENSG00000138792	CHEMBL3439
ENSG00000138794	CHEMBL3308
ENSG00000138798	CHEMBL5734
ENSG00000138814	CHEMBL4445
ENSG00000138823	CHEMBL2569
ENSG00000138964	CHEMBL5793
ENSG00000139053	CHEMBL2095220
ENSG00000139083	CHEMBL2401606
ENSG00000139144	CHEMBL1163120
ENSG00000139155	CHEMBL2073697
ENSG00000139180	CHEMBL2363065
ENSG00000139219	CHEMBL2364188
ENSG00000139287	CHEMBL5433
ENSG00000139318	CHEMBL1250381
ENSG00000139567	CHEMBL5311
ENSG00000139610	CHEMBL3000
ENSG00000139625	CHEMBL1908389
ENSG00000139626	CHEMBL2095184
ENSG00000139679	CHEMBL2331058
ENSG00000139684	CHEMBL2189130
ENSG00000139687	CHEMBL5288
ENSG00000139874	CHEMBL1917
ENSG00000140009	CHEMBL242
ENSG00000140015	CHEMBL2362996
ENSG00000140263	CHEMBL2275
ENSG00000140284	CHEMBL4326
ENSG00000140379	CHEMBL6044
ENSG00000140396	CHEMBL2095163
ENSG00000140443	CHEMBL1957
ENSG00000140459	CHEMBL2033
ENSG00000140465	CHEMBL2231
ENSG00000140474	CHEMBL5047
ENSG00000140479	CHEMBL2951
ENSG00000140505	CHEMBL3356
ENSG00000140521	CHEMBL2732
ENSG00000140538	CHEMBL5608
ENSG00000140564	CHEMBL2611
ENSG00000140650	CHEMBL1741162
ENSG00000140675	CHEMBL3884
ENSG00000140718	CHEMBL2331065
ENSG00000140795	CHEMBL4627
ENSG00000140835	CHEMBL2239
ENSG00000140859	CHEMBL1075119
ENSG00000140943	CHEMBL5916
ENSG00000140990	CHEMBL2363065
ENSG00000140992	CHEMBL2534
ENSG00000141027	CHEMBL3038484
ENSG00000141086	CHEMBL4873
ENSG00000141127	CHEMBL2646
ENSG00000141279	CHEMBL2264
ENSG00000141337	CHEMBL2189124
ENSG00000141401	CHEMBL1776
ENSG00000141433	CHEMBL5692
ENSG00000141458	CHEMBL1293277
ENSG00000141469	CHEMBL2390814
ENSG00000141503	CHEMBL5518
ENSG00000141505	CHEMBL2084
ENSG00000141510	CHEMBL4096
ENSG00000141526	CHEMBL2073663
ENSG00000141551	CHEMBL3038494
ENSG00000141639	CHEMBL5759
ENSG00000141736	CHEMBL1824
ENSG00000141738	CHEMBL1649051
ENSG00000141744	CHEMBL4617
ENSG00000141753	CHEMBL2310
ENSG00000141837	CHEMBL4266
ENSG00000141867	CHEMBL1163125
ENSG00000142002	CHEMBL4793
ENSG00000142082	CHEMBL4461
ENSG00000142149	CHEMBL1795165
ENSG00000142156	CHEMBL2364188
ENSG00000142166	CHEMBL1887
ENSG00000142168	CHEMBL2354
ENSG00000142173	CHEMBL2364188
ENSG00000142178	CHEMBL6082
ENSG00000142185	CHEMBL1250402
ENSG00000142192	CHEMBL2487
ENSG00000142208	CHEMBL3038463
ENSG00000142230	CHEMBL1615388
ENSG00000142319	CHEMBL2096990
ENSG00000142408	CHEMBL2363032
ENSG00000142453	CHEMBL5406
ENSG00000142494	CHEMBL1743126
ENSG00000142507	CHEMBL1944496
ENSG00000142515	CHEMBL2099
ENSG00000142583	CHEMBL5875
ENSG00000142619	CHEMBL1909488
