Ensembl ID	miRBase ID
ENSG00000264233	MI0016802
ENSG00000264249	MI0016416
ENSG00000264258	MI0006326
ENSG00000264266	MI0015851
ENSG00000264268	MI0017408
ENSG00000264274	MI0017446
ENSG00000264279	MI0017433
ENSG00000264292	MI0017432
ENSG00000264295	MI0016429
ENSG00000264297	MI0016773
ENSG00000264297	MI0025511
ENSG00000264302	MI0017359
ENSG00000264309	MI0017327
ENSG00000264314	MI0019137
ENSG00000264319	MI0017449
ENSG00000264326	MI0017285
ENSG00000264329	MI0016415
ENSG00000264330	MI0018165
ENSG00000264341	MI0016753
ENSG00000264342	MI0016061
ENSG00000264349	MI0015857
ENSG00000264354	MI0014155
ENSG00000264357	MI0017275
ENSG00000264358	MI0014138
ENSG00000264370	MI0014142
ENSG00000264371	MI0016764
ENSG00000264377	MI0017302
ENSG00000264386	MI0016879
ENSG00000264387	MI0017874
ENSG00000264390	MI0016816
ENSG00000264395	MI0014238
ENSG00000264397	MI0016409
ENSG00000264399	MI0017373
ENSG00000264402	MI0016851
ENSG00000264405	MI0016417
ENSG00000264405	MI0016418
ENSG00000264406	MI0017875
ENSG00000264408	MI0016821
ENSG00000264412	MI0016809
ENSG00000264419	MI0016762
ENSG00000264425	MI0017281
ENSG00000264426	MI0015892
ENSG00000264426	MI0015982
ENSG00000264429	MI0014225
ENSG00000264448	MI0003840
ENSG00000264455	MI0017356
ENSG00000264462	MI0016048
ENSG00000264462	MI0031512
ENSG00000264468	MI0016886
ENSG00000264468	MI0017358
ENSG00000264470	MI0017441
ENSG00000264471	MI0016818
ENSG00000264474	MI0017284
ENSG00000264477	MI0019282
ENSG00000264480	MI0017348
ENSG00000264482	MI0017338
ENSG00000264483	MI0017876
ENSG00000264493	MI0015830
ENSG00000264494	MI0017277
ENSG00000264494	MI0017278
ENSG00000264500	MI0014140
ENSG00000264505	MI0016901
ENSG00000264511	MI0016079
ENSG00000264512	MI0019297
ENSG00000264512	MI0019298
ENSG00000264525	MI0017422
ENSG00000264534	MI0014154
ENSG00000264536	MI0019314
ENSG00000264539	MI0019131
ENSG00000264553	MI0015856
ENSG00000264555	MI0006326
ENSG00000264559	MI0014192
ENSG00000264563	MI0017260
ENSG00000264566	MI0016010
ENSG00000264571	MI0016896
ENSG00000264572	MI0015823
ENSG00000264574	MI0016747
ENSG00000264579	MI0005561
ENSG00000264580	MI0019311
ENSG00000264583	MI0016848
ENSG00000264585	MI0016792
ENSG00000264594	MI0017267
ENSG00000264603	MI0014188
ENSG00000264607	MI0014204
ENSG00000264610	MI0017317
ENSG00000264614	MI0019147
ENSG00000264616	MI0017395
ENSG00000264621	MI0019151
ENSG00000264623	MI0017443
ENSG00000264624	MI0016005
ENSG00000264633	MI0015879
ENSG00000264638	MI0014179
ENSG00000264652	MI0017276
ENSG00000264653	MI0018173
ENSG00000264657	MI0014202
ENSG00000264658	MI0017445
ENSG00000264661	MI0014249
ENSG00000264675	MI0015891
ENSG00000264678	MI0014163
ENSG00000264684	MI0017415
ENSG00000264684	MI0017416
ENSG00000264698	MI0015863
ENSG00000264703	MI0017391
ENSG00000264712	MI0016867
ENSG00000264720	MI0014130
ENSG00000264722	MI0016071
ENSG00000264722	MI0019112
ENSG00000264722	MI0031513
ENSG00000264722	MI0031514
ENSG00000264725	MI0014146
ENSG00000264732	MI0017265
ENSG00000264733	MI0017353
ENSG00000264737	MI0016877
ENSG00000264741	MI0016868
ENSG00000264744	MI0016832
ENSG00000264747	MI0016432
ENSG00000264755	MI0014151
ENSG00000264757	MI0014246
ENSG00000264760	MI0014165
ENSG00000264763	MI0015822
ENSG00000264764	MI0017414
ENSG00000264770	MI0016809
ENSG00000264773	MI0016757
ENSG00000264780	MI0017315
ENSG00000264781	MI0016908
ENSG00000264788	MI0014175
ENSG00000264792	MI0017264
ENSG00000264793	MI0017412
ENSG00000264793	MI0017413
ENSG00000264796	MI0017877
ENSG00000264800	MI0015827
ENSG00000264802	MI0018170
ENSG00000264803	MI0015825
ENSG00000264810	MI0016784
ENSG00000264814	MI0014171
ENSG00000264817	MI0017379
ENSG00000264818	MI0016135
ENSG00000264823	MI0014182
ENSG00000264824	MI0019115
ENSG00000264831	MI0015859
ENSG00000264834	MI0018002
ENSG00000264836	MI0000296
ENSG00000264850	MI0015840
ENSG00000264857	MI0019303
ENSG00000264864	MI0016003
ENSG00000264873	MI0017273
ENSG00000264875	MI0016000
ENSG00000264881	MI0014254
ENSG00000264897	MI0016428
ENSG00000264900	MI0017418
ENSG00000264901	MI0016006
ENSG00000264902	MI0019308
ENSG00000264902	MI0019593
ENSG00000264902	MI0031522
ENSG00000264906	MI0016856
ENSG00000264919	MI0017330
ENSG00000264922	MI0016911
ENSG00000264926	MI0016756
ENSG00000264931	MI0014161
ENSG00000264934	MI0015869
ENSG00000264941	MI0016826
ENSG00000264944	MI0016011
ENSG00000264947	MI0014223
ENSG00000264961	MI0017367
ENSG00000264966	MI0017983
ENSG00000264974	MI0017436
ENSG00000264975	MI0016771
ENSG00000264979	MI0017425
ENSG00000264979	MI0019110
ENSG00000264984	MI0019296
ENSG00000264986	MI0017981
ENSG00000264999	MI0017978
ENSG00000265003	MI0017424
ENSG00000265005	MI0014222
ENSG00000265007	MI0015867
ENSG00000265014	MI0014189
ENSG00000265014	MI0014190
ENSG00000265020	MI0017279
ENSG00000265028	MI0017439
ENSG00000265031	MI0016059
ENSG00000265037	MI0017340
ENSG00000265056	MI0014141
ENSG00000265057	MI0017406
ENSG00000265061	MI0016861
ENSG00000265064	MI0017325
ENSG00000265072	MI0016052
ENSG00000265075	MI0016013
ENSG00000265075	MI0016014
ENSG00000265080	MI0017448
ENSG00000265083	MI0016092
ENSG00000265087	MI0017402
ENSG00000265089	MI0017283
ENSG00000265092	MI0016845
ENSG00000265098	MI0016876
ENSG00000265102	MI0016599
ENSG00000265110	MI0017368
ENSG00000265112	MI0014180
ENSG00000265134	MI0014235
ENSG00000265134	MI0014236
ENSG00000265135	MI0019291
ENSG00000265137	MI0014237
ENSG00000265140	MI0015828
ENSG00000265144	MI0016904
ENSG00000265154	MI0003772
ENSG00000265160	MI0017869
ENSG00000265164	MI0012062
ENSG00000265165	MI0015838
ENSG00000265172	MI0015872
ENSG00000265176	MI0014252
ENSG00000265176	MI0014253
ENSG00000265178	MI0017365
ENSG00000265180	MI0017437
ENSG00000265181	MI0017305
ENSG00000265193	MI0016430
ENSG00000265195	MI0015842
ENSG00000265201	MI0017308
ENSG00000265210	MI0016847
ENSG00000265213	MI0016085
ENSG00000265214	MI0015892
ENSG00000265214	MI0015982
ENSG00000265215	MI0015875
ENSG00000265226	MI0016813
ENSG00000265227	MI0017332
ENSG00000265237	MI0014166
ENSG00000265238	MI0016004
ENSG00000265247	MI0016823
ENSG00000265251	MI0015896
ENSG00000265252	MI0014152
ENSG00000265253	MI0016789
ENSG00000265258	MI0017318
ENSG00000265281	MI0016591
ENSG00000265284	MI0017411
ENSG00000265291	MI0017344
ENSG00000265301	MI0016770
ENSG00000265304	MI0016050
ENSG00000265306	MI0014240
ENSG00000265321	MI0015876
ENSG00000265322	MI0014132
ENSG00000265322	MI0014133
ENSG00000265322	MI0014207
ENSG00000265328	MI0016752
ENSG00000265329	MI0017399
ENSG00000265331	MI0016891
ENSG00000265331	MI0019114
ENSG00000265333	MI0014160
ENSG00000265336	MI0017267
ENSG00000265345	MI0018167
ENSG00000265347	MI0015900
ENSG00000265355	MI0014158
ENSG00000265357	MI0016855
ENSG00000265368	MI0016828
ENSG00000265370	MI0017314
ENSG00000265371	MI0017335
ENSG00000265372	MI0017306
ENSG00000265373	MI0014214
ENSG00000265373	MI0014215
ENSG00000265373	MI0014217
ENSG00000265375	MI0017310
ENSG00000265375	MI0017311
ENSG00000265376	MI0014157
ENSG00000265390	MI0017865
ENSG00000265392	MI0015864
ENSG00000265395	MI0016601
ENSG00000265396	MI0014145
ENSG00000265407	MI0015854
ENSG00000265412	MI0017273
ENSG00000265418	MI0015868
ENSG00000265420	MI0017423
ENSG00000265421	MI0016805
ENSG00000265422	MI0017316
ENSG00000265423	MI0017280
ENSG00000265429	MI0017427
ENSG00000265432	MI0015839
ENSG00000265433	MI0016790
ENSG00000265435	MI0014137
ENSG00000265438	MI0017390
ENSG00000265442	MI0016598
ENSG00000265444	MI0017370
ENSG00000265450	MI0016865
ENSG00000265452	MI0016083
ENSG00000265455	MI0017333
ENSG00000265456	MI0016073
ENSG00000265459	MI0000296
ENSG00000265462	MI0016081
ENSG00000265462	MI0019113
ENSG00000265465	MI0017409
ENSG00000265470	MI0019130
ENSG00000265483	MI0016786
ENSG00000265499	MI0014230
ENSG00000265503	MI0016888
ENSG00000265505	MI0017267
ENSG00000265507	MI0016775
ENSG00000265507	MI0016777
ENSG00000265510	MI0016776
ENSG00000265520	MI0014174
ENSG00000265521	MI0019304
ENSG00000265526	MI0015832
ENSG00000265527	MI0019295
ENSG00000265537	MI0014214
ENSG00000265537	MI0014215
ENSG00000265537	MI0014217
ENSG00000265538	MI0016758
ENSG00000265539	MI0014194
ENSG00000265558	MI0016424
ENSG00000265565	MI0014167
ENSG00000265575	MI0017429
ENSG00000265584	MI0016996
ENSG00000265588	MI0019316
ENSG00000265595	MI0017397
ENSG00000265596	MI0016060
ENSG00000265598	MI0019315
ENSG00000265599	MI0016822
ENSG00000265606	MI0017328
ENSG00000265611	MI0017878
ENSG00000265612	MI0016910
ENSG00000265617	MI0016794
ENSG00000265623	MI0014162
ENSG00000265635	MI0016002
ENSG00000265641	MI0016439
ENSG00000265649	MI0017342
ENSG00000265653	MI0016840
ENSG00000265657	MI0014178
ENSG00000265658	MI0016091
ENSG00000265658	MI0023561
ENSG00000265660	MI0017294
ENSG00000265669	MI0016814
ENSG00000265672	MI0017357
ENSG00000265673	MI0016872
ENSG00000265682	MI0015871
ENSG00000265691	MI0016806
ENSG00000265694	MI0017417
ENSG00000265695	MI0017375
ENSG00000265699	MI0016780
ENSG00000265700	MI0017274
ENSG00000265719	MI0017313
ENSG00000265724	MI0015893
ENSG00000265725	MI0014169
ENSG00000265734	MI0016781
ENSG00000265744	MI0016766
ENSG00000265767	MI0017384
ENSG00000265768	MI0016869
ENSG00000265776	MI0016071
ENSG00000265776	MI0019112
ENSG00000265776	MI0031513
ENSG00000265776	MI0031514
ENSG00000265789	MI0015902
ENSG00000265793	MI0014132
ENSG00000265793	MI0014133
ENSG00000265793	MI0014207
ENSG00000265806	MI0015897
ENSG00000265810	MI0016410
ENSG00000265815	MI0018003
ENSG00000265820	MI0014211
ENSG00000265822	MI0016759
ENSG00000265827	MI0017312
ENSG00000265828	MI0016596
ENSG00000265829	MI0016793
ENSG00000265831	MI0014139
ENSG00000265841	MI0014244
ENSG00000265846	MI0015882
ENSG00000265847	MI0015895
ENSG00000265848	MI0016834
ENSG00000265850	MI0017444
ENSG00000265855	MI0016880
ENSG00000265859	MI0019312
ENSG00000265861	MI0016857
ENSG00000265867	MI0016882
ENSG00000265871	MI0014208
ENSG00000265872	MI0016090
ENSG00000265873	MI0015898
ENSG00000265874	MI0016850
ENSG00000265878	MI0016419
ENSG00000265878	MI0016421
ENSG00000265879	MI0017387
ENSG00000265895	MI0006326
ENSG00000265902	MI0017329
ENSG00000265917	MI0016086
ENSG00000265919	MI0015889
ENSG00000265924	MI0019288
ENSG00000265929	MI0018174
ENSG00000265932	MI0014172
ENSG00000265954	MI0017388
ENSG00000265956	MI0016788
ENSG00000265957	MI0015848
ENSG00000265965	MI0015870
ENSG00000265976	MI0017362
ENSG00000265981	MI0014159
ENSG00000265986	MI0017372
ENSG00000265989	MI0017273
ENSG00000265991	MI0016885
ENSG00000265993	MI0019301
ENSG00000265996	MI0016072
ENSG00000266006	MI0016849
ENSG00000266012	MI0017405
ENSG00000266015	MI0015837
ENSG00000266017	MI0016829
ENSG00000266017	MI0016830
ENSG00000266019	MI0015999
ENSG00000266038	MI0017287
ENSG00000266038	MI0017291
ENSG00000266039	MI0016873
ENSG00000266039	MI0016874
ENSG00000266039	MI0016875
ENSG00000266041	MI0017323
ENSG00000266043	MI0016049
ENSG00000266044	MI0016820
ENSG00000266052	MI0016863
ENSG00000266063	MI0017412
ENSG00000266063	MI0017413
ENSG00000266070	MI0016964
ENSG00000266071	MI0016007
ENSG00000266072	MI0019300
ENSG00000266078	MI0016772
ENSG00000266097	MI0018171
ENSG00000266099	MI0019307
ENSG00000266104	MI0015866
ENSG00000266107	MI0016892
ENSG00000266109	MI0016783
ENSG00000266110	MI0016760
ENSG00000266124	MI0019144
ENSG00000266130	MI0000296
ENSG00000266133	MI0017400
ENSG00000266139	MI0016775
ENSG00000266139	MI0016777
ENSG00000266140	MI0016900
ENSG00000266144	MI0017282
ENSG00000266146	MI0018169
ENSG00000266148	MI0019139
ENSG00000266148	MI0019140
ENSG00000266150	MI0017345
ENSG00000266151	MI0016046
ENSG00000266154	MI0017286
ENSG00000266168	MI0014173
ENSG00000266174	MI0017296
ENSG00000266180	MI0015890
ENSG00000266188	MI0018001
ENSG00000266189	MI0014229
ENSG00000266192	MI0014197
ENSG00000266193	MI0016819
ENSG00000266194	MI0017289
ENSG00000266203	MI0019142
ENSG00000266204	MI0019148
ENSG00000266206	MI0016434
ENSG00000266206	MI0016437
ENSG00000266211	MI0014242
ENSG00000266215	MI0014198
ENSG00000266226	MI0015853
ENSG00000266228	MI0016001
ENSG00000266232	MI0014212
ENSG00000266235	MI0014210
ENSG00000266240	MI0017980
ENSG00000266241	MI0017932
ENSG00000266243	MI0015887
ENSG00000266245	MI0017271
ENSG00000266255	MI0016827
ENSG00000266262	MI0016767
ENSG00000266270	MI0018004
ENSG00000266271	MI0017273
ENSG00000266276	MI0017381
ENSG00000266287	MI0016084
ENSG00000266291	MI0014214
ENSG00000266291	MI0014215
ENSG00000266291	MI0014217
ENSG00000266297	MI0005559
ENSG00000266299	MI0014131
ENSG00000266305	MI0016884
ENSG00000266307	MI0017982
ENSG00000266315	MI0017298
ENSG00000266318	MI0019297
ENSG00000266318	MI0019298
ENSG00000266320	MI0016413
ENSG00000266321	MI0015826
ENSG00000266324	MI0017292
ENSG00000266325	MI0016066
ENSG00000266327	MI0016866
ENSG00000266328	MI0016906
ENSG00000266328	MI0019149
ENSG00000266329	MI0015885
ENSG00000266354	MI0017419
ENSG00000266354	MI0017420
ENSG00000266362	MI0005561
ENSG00000266370	MI0016057
ENSG00000266382	MI0019310
ENSG00000266383	MI0017868
ENSG00000266384	MI0017273
ENSG00000266392	MI0017378
ENSG00000266396	MI0015881
ENSG00000266398	MI0016056
ENSG00000266406	MI0006326
ENSG00000266407	MI0014185
ENSG00000266415	MI0017263
ENSG00000266417	MI0016763
ENSG00000266418	MI0017273
ENSG00000266421	MI0016797
ENSG00000266423	MI0014193
ENSG00000266426	MI0017354
ENSG00000266431	MI0019135
ENSG00000266436	MI0015877
ENSG00000266437	MI0017385
ENSG00000266449	MI0016134
ENSG00000266454	MI0014213
ENSG00000266454	MI0014216
ENSG00000266454	MI0014221
ENSG00000266454	MI0031510
ENSG00000266458	MI0015858
ENSG00000266459	MI0017361
ENSG00000266461	MI0016870
ENSG00000266463	MI0014241
ENSG00000266478	MI0018176
ENSG00000266494	MI0017268
ENSG00000266502	MI0019281
ENSG00000266502	MI0019293
ENSG00000266507	MI0016838
ENSG00000266508	MI0014250
ENSG00000266509	MI0016590
ENSG00000266514	MI0016837
ENSG00000266515	MI0016798
ENSG00000266517	MI0017349
ENSG00000266518	MI0015874
ENSG00000266525	MI0017277
ENSG00000266525	MI0017278
ENSG00000266530	MI0015847
ENSG00000266531	MI0017339
ENSG00000266533	MI0016009
ENSG00000266542	MI0019117
ENSG00000266545	MI0019308
ENSG00000266545	MI0019593
ENSG00000266545	MI0031522
ENSG00000266555	MI0014170
ENSG00000266559	MI0016897
ENSG00000266564	MI0016754
ENSG00000266567	MI0016008
ENSG00000266570	MI0019133
ENSG00000266574	MI0000296
ENSG00000266580	MI0015862
ENSG00000266581	MI0014196
ENSG00000266582	MI0016894
ENSG00000266583	MI0016831
ENSG00000266589	MI0016878
ENSG00000266593	MI0017347
ENSG00000266594	MI0017407
ENSG00000266611	MI0017336
ENSG00000266612	MI0006326
ENSG00000266617	MI0016093
ENSG00000266618	MI0017380
ENSG00000266619	MI0017269
ENSG00000266620	MI0017867
ENSG00000266624	MI0006324
ENSG00000266634	MI0016990
ENSG00000266640	MI0017394
ENSG00000266643	MI0016078
ENSG00000266645	MI0015829
ENSG00000266649	MI0014143
ENSG00000266655	MI0016412
ENSG00000266663	MI0014200
ENSG00000266665	MI0017377
ENSG00000266666	MI0015865
ENSG00000266668	MI0019289
ENSG00000266676	MI0015824
ENSG00000266690	MI0015884
ENSG00000266698	MI0016602
ENSG00000266703	MI0016852
ENSG00000266704	MI0016860
ENSG00000266705	MI0016778
ENSG00000266712	MI0014176
ENSG00000266715	MI0017979
ENSG00000266719	MI0017307
ENSG00000266721	MI0019302
ENSG00000266722	MI0016597
ENSG00000266737	MI0017324
ENSG00000266738	MI0017398
ENSG00000266740	MI0017341
ENSG00000266745	MI0014156
ENSG00000266750	MI0017272
ENSG00000266751	MI0016062
ENSG00000266756	MI0019280
ENSG00000266758	MI0016081
ENSG00000266758	MI0019113
ENSG00000266760	MI0016812
ENSG00000266761	MI0014239
ENSG00000266776	MI0017273
ENSG00000266778	MI0025747
ENSG00000266780	MI0016787
ENSG00000266780	MI0019111
ENSG00000266782	MI0016064
ENSG00000266785	MI0005561
ENSG00000266802	MI0016755
ENSG00000266807	MI0016751
ENSG00000266808	MI0016779
ENSG00000266827	MI0016836
ENSG00000266852	MI0016843
ENSG00000266855	MI0016414
ENSG00000266855	MI0016431
ENSG00000266856	MI0017870
ENSG00000266868	MI0016883
ENSG00000266871	MI0005561
ENSG00000266887	MI0016903
ENSG00000266890	MI0017261
ENSG00000267021	MI0015852
ENSG00000267151	MI0010636
ENSG00000267195	MI0000288
ENSG00000267200	MI0000449
ENSG00000267391	MI0000442
ENSG00000267391	MI0017383
ENSG00000267588	MI0006363
ENSG00000267588	MI0015978
ENSG00000267588	MI0015979
ENSG00000267588	MI0015980
ENSG00000267959	MI0014232
ENSG00000268471	MI0016799
ENSG00000268649	MI0000747
ENSG00000269782	MI0007075
ENSG00000269842	MI0003182
ENSG00000269877	MI0000779
ENSG00000269877	MI0000780
ENSG00000269877	MI0017393
ENSG00000269936	MI0000461
ENSG00000269959	MI0000066
ENSG00000269959	MI0000469
ENSG00000271748	MI0003560
ENSG00000271886	MI0000100
ENSG00000271898	MI0017438
ENSG00000271899	MI0016817
ENSG00000272036	MI0000261
ENSG00000272045	MI0008335
ENSG00000272080	MI0003186
ENSG00000272188	MI0017267
ENSG00000272213	MI0002468
ENSG00000272230	MI0016067
ENSG00000272291	MI0005563
ENSG00000272380	MI0016994
ENSG00000272458	MI0003133
ENSG00000272543	MI0017434
ENSG00000272920	MI0006387
ENSG00000273048	MI0017355
ENSG00000273500	MI0021274
ENSG00000273555	MI0022657
ENSG00000273593	MI0023621
ENSG00000273602	MI0022679
ENSG00000273606	MI0022621
ENSG00000273613	MI0022223
ENSG00000273613	MI0023564
ENSG00000273613	MI0023565
ENSG00000273613	MI0023566
ENSG00000273627	MI0017363
ENSG00000273630	MI0022600
ENSG00000273647	MI0022223
ENSG00000273647	MI0023564
ENSG00000273647	MI0023565
ENSG00000273647	MI0023566
ENSG00000273648	MI0025901
ENSG00000273649	MI0014213
ENSG00000273649	MI0014216
ENSG00000273649	MI0014221
ENSG00000273649	MI0031510
ENSG00000273657	MI0022637
ENSG00000273667	MI0000458
ENSG00000273684	MI0003672
ENSG00000273685	MI0000740
ENSG00000273685	MI0017299
ENSG00000273695	MI0020361
ENSG00000273700	MI0022605
ENSG00000273705	MI0022689
ENSG00000273742	MI0020352
ENSG00000273745	MI0022717
ENSG00000273758	MI0022635
ENSG00000273766	MI0019308
ENSG00000273766	MI0019593
ENSG00000273766	MI0031522
ENSG00000273776	MI0021260
ENSG00000273778	MI0022610
ENSG00000273803	MI0014225
ENSG00000273826	MI0022708
ENSG00000273830	MI0025510
ENSG00000273834	MI0003625
ENSG00000273836	MI0022688
ENSG00000273848	MI0025517
ENSG00000273852	MI0009982
ENSG00000273852	MI0015977
ENSG00000273856	MI0022679
ENSG00000273868	MI0016804
ENSG00000273871	MI0025897
ENSG00000273874	MI0022705
ENSG00000273874	MI0026420
ENSG00000273874	MI0026421
ENSG00000273874	MI0031521
ENSG00000273878	MI0000467
ENSG00000273879	MI0022552
ENSG00000273879	MI0023431
ENSG00000273882	MI0025902
ENSG00000273892	MI0022733
ENSG00000273895	MI0003138
ENSG00000273898	MI0022643
ENSG00000273912	MI0025904
ENSG00000273915	MI0001729
ENSG00000273915	MI0017360
ENSG00000273921	MI0003577
ENSG00000273932	MI0022724
ENSG00000273934	MI0022615
ENSG00000273934	MI0026418
ENSG00000273934	MI0026419
ENSG00000273945	MI0022699
ENSG00000273985	MI0022722
ENSG00000274016	MI0016088
ENSG00000274016	MI0031515
ENSG00000274025	MI0016071
ENSG00000274025	MI0019112
ENSG00000274025	MI0031513
ENSG00000274025	MI0031514
ENSG00000274034	MI0022658
ENSG00000274048	MI0016871
ENSG00000274054	MI0017364
ENSG00000274056	MI0022219
ENSG00000274060	MI0022559
ENSG00000274060	MI0031516
ENSG00000274060	MI0031517
ENSG00000274060	MI0031518
ENSG00000274066	MI0022226
ENSG00000274083	MI0022683
ENSG00000274094	MI0022691
ENSG00000274111	MI0022622
ENSG00000274115	MI0020358
ENSG00000274119	MI0000078
ENSG00000274132	MI0022556
ENSG00000274134	MI0022619
ENSG00000274140	MI0020350
ENSG00000274147	MI0016908
ENSG00000274153	MI0022572
ENSG00000274160	MI0000072
ENSG00000274172	MI0025907
ENSG00000274172	MI0026417
ENSG00000274203	MI0022225
ENSG00000274217	MI0017371
ENSG00000274218	MI0016802
ENSG00000274239	MI0017262
ENSG00000274250	MI0000105
ENSG00000274258	MI0022573
ENSG00000274263	MI0025238
ENSG00000274280	MI0020346
ENSG00000274288	MI0022223
ENSG00000274288	MI0023564
ENSG00000274288	MI0023565
ENSG00000274288	MI0023566
ENSG00000274298	MI0022588
ENSG00000274300	MI0022711
ENSG00000274301	MI0014213
ENSG00000274301	MI0014216
ENSG00000274301	MI0014221
ENSG00000274301	MI0031510
ENSG00000274304	MI0022959
ENSG00000274306	MI0017977
ENSG00000274314	MI0022594
ENSG00000274325	MI0003613
ENSG00000274380	MI0022646
ENSG00000274389	MI0000772
ENSG00000274390	MI0022732
ENSG00000274407	MI0022556
ENSG00000274411	MI0022559
ENSG00000274411	MI0031516
ENSG00000274411	MI0031517
ENSG00000274411	MI0031518
ENSG00000274417	MI0022227
ENSG00000274463	MI0023621
ENSG00000274466	MI0025512
ENSG00000274477	MI0022678
ENSG00000274494	MI0022677
ENSG00000274496	MI0015843
ENSG00000274530	MI0017294
ENSG00000274543	MI0003577
ENSG00000274552	MI0022736
ENSG00000274586	MI0022556
ENSG00000274592	MI0000266
ENSG00000274595	MI0000287
ENSG00000274596	MI0022719
ENSG00000274613	MI0014214
ENSG00000274613	MI0014215
ENSG00000274613	MI0014217
ENSG00000274620	MI0021273
ENSG00000274621	MI0022714
ENSG00000274643	MI0003608
ENSG00000274673	MI0022696
ENSG00000274674	MI0022586
ENSG00000274683	MI0022695
ENSG00000274694	MI0022720
ENSG00000274697	MI0022606
ENSG00000274705	MI0002470
ENSG00000274705	MI0023622
ENSG00000274713	MI0025750
ENSG00000274715	MI0016873
ENSG00000274715	MI0016874
ENSG00000274715	MI0016875
ENSG00000274753	MI0005762
ENSG00000274757	MI0016071
ENSG00000274757	MI0019112
ENSG00000274757	MI0031513
ENSG00000274757	MI0031514
ENSG00000274770	MI0021272
ENSG00000274783	MI0025897
ENSG00000274784	MI0001446
ENSG00000274805	MI0022613
ENSG00000274809	MI0020355
ENSG00000274816	MI0022617
ENSG00000274822	MI0022607
ENSG00000274824	MI0023612
ENSG00000274831	MI0022669
ENSG00000274838	MI0022633
ENSG00000274850	MI0014214
ENSG00000274850	MI0014215
ENSG00000274850	MI0014217
ENSG00000274856	MI0022593
ENSG00000274858	MI0022720
ENSG00000274888	MI0022737
ENSG00000274890	MI0006363
ENSG00000274890	MI0015978
ENSG00000274890	MI0015979
ENSG00000274890	MI0015980
ENSG00000274908	MI0022559
ENSG00000274908	MI0031516
ENSG00000274908	MI0031517
ENSG00000274908	MI0031518
ENSG00000274910	MI0022676
ENSG00000274932	MI0023610
ENSG00000274940	MI0025919
ENSG00000274969	MI0022616
ENSG00000274975	MI0022580
ENSG00000274986	MI0022595
ENSG00000274988	MI0022723
ENSG00000274989	MI0022678
ENSG00000274994	MI0025892
ENSG00000274999	MI0025888
ENSG00000275010	MI0022679
ENSG00000275022	MI0022598
ENSG00000275036	MI0025922
ENSG00000275042	MI0000071
ENSG00000275057	MI0017363
ENSG00000275058	MI0022214
ENSG00000275067	MI0022670
ENSG00000275073	MI0016071
ENSG00000275073	MI0019112
ENSG00000275073	MI0031513
ENSG00000275073	MI0031514
ENSG00000275081	MI0016873
ENSG00000275081	MI0016874
ENSG00000275081	MI0016875
ENSG00000275101	MI0022611
ENSG00000275105	MI0022552
ENSG00000275105	MI0023431
ENSG00000275107	MI0022627
ENSG00000275109	MI0022216
ENSG00000275110	MI0020364
ENSG00000275141	MI0022735
ENSG00000275166	MI0022659
ENSG00000275167	MI0022660
ENSG00000275184	MI0022218
ENSG00000275204	MI0017391
ENSG00000275207	MI0022585
ENSG00000275208	MI0022590
ENSG00000275224	MI0022213
ENSG00000275238	MI0017371
ENSG00000275241	MI0014177
ENSG00000275241	MI0016426
ENSG00000275259	MI0022223
ENSG00000275259	MI0023564
ENSG00000275259	MI0023565
ENSG00000275259	MI0023566
ENSG00000275264	MI0006337
ENSG00000275267	MI0022731
ENSG00000275273	MI0022625
ENSG00000275275	MI0022738
ENSG00000275334	MI0019797
ENSG00000275335	MI0025924
ENSG00000275344	MI0022215
ENSG00000275360	MI0022715
ENSG00000275366	MI0018174
ENSG00000275373	MI0021258
ENSG00000275377	MI0006359
ENSG00000275382	MI0022960
ENSG00000275391	MI0022615
ENSG00000275391	MI0026418
ENSG00000275391	MI0026419
ENSG00000275402	MI0000681
ENSG00000275411	MI0022729
ENSG00000275429	MI0022709
ENSG00000275429	MI0026415
ENSG00000275449	MI0022705
ENSG00000275449	MI0026420
ENSG00000275449	MI0026421
ENSG00000275449	MI0031521
ENSG00000275451	MI0020362
ENSG00000275453	MI0016746
ENSG00000275455	MI0025522
ENSG00000275458	MI0022654
ENSG00000275459	MI0025516
ENSG00000275466	MI0022550
ENSG00000275469	MI0021275
ENSG00000275471	MI0013083
ENSG00000275487	MI0014214
ENSG00000275487	MI0014215
ENSG00000275487	MI0014217
ENSG00000275505	MI0022632
ENSG00000275507	MI0025905
ENSG00000275507	MI0031519
ENSG00000275518	MI0022553
ENSG00000275519	MI0022649
ENSG00000275523	MI0022220
ENSG00000275526	MI0022556
ENSG00000275534	MI0000076
ENSG00000275548	MI0003577
ENSG00000275561	MI0019308
ENSG00000275561	MI0019593
ENSG00000275561	MI0031522
ENSG00000275595	MI0000078
ENSG00000275604	MI0006363
ENSG00000275604	MI0015978
ENSG00000275604	MI0015979
ENSG00000275604	MI0015980
ENSG00000275640	MI0022638
ENSG00000275651	MI0022697
ENSG00000275652	MI0022641
ENSG00000275657	MI0022603
ENSG00000275667	MI0022685
ENSG00000275668	MI0000735
ENSG00000275669	MI0022589
ENSG00000275670	MI0025912
ENSG00000275677	MI0000443
ENSG00000275690	MI0006363
ENSG00000275690	MI0015978
ENSG00000275690	MI0015979
ENSG00000275690	MI0015980
ENSG00000275692	MI0022559
ENSG00000275692	MI0031516
ENSG00000275692	MI0031517
