Ensembl ID	PDB ID
ENSG00000123374	1JSU
ENSG00000123374	1JSV
ENSG00000123374	1JVP
ENSG00000123374	1KE5
ENSG00000123374	1KE6
ENSG00000123374	1KE7
ENSG00000123374	1KE8
ENSG00000123374	1KE9
ENSG00000123374	1OGU
ENSG00000123374	1OI9
ENSG00000123374	1OIQ
ENSG00000123374	1OIR
ENSG00000123374	1OIT
ENSG00000123374	1OIU
ENSG00000123374	1OIY
ENSG00000123374	1OKV
ENSG00000123374	1OKW
ENSG00000123374	1OL1
ENSG00000123374	1OL2
ENSG00000123374	1P2A
ENSG00000123374	1P5E
ENSG00000123374	1PF8
ENSG00000123374	1PKD
ENSG00000123374	1PW2
ENSG00000123374	1PXI
ENSG00000123374	1PXJ
ENSG00000123374	1PXK
ENSG00000123374	1PXL
ENSG00000123374	1PXM
ENSG00000123374	1PXN
ENSG00000123374	1PXO
ENSG00000123374	1PXP
ENSG00000123374	1PYE
ENSG00000123374	1QMZ
ENSG00000123374	1R78
ENSG00000123374	1URC
ENSG00000123374	1URW
ENSG00000123374	1V1K
ENSG00000123374	1VYW
ENSG00000123374	1VYZ
ENSG00000123374	1W0X
ENSG00000123374	1W8C
ENSG00000123374	1W98
ENSG00000123374	1WCC
ENSG00000123374	1Y8Y
ENSG00000123374	1Y91
ENSG00000123374	1YKR
ENSG00000123374	2A0C
ENSG00000123374	2A4L
ENSG00000123374	2B52
ENSG00000123374	2B53
ENSG00000123374	2B54
ENSG00000123374	2B55
ENSG00000123374	2BHE
ENSG00000123374	2BHH
ENSG00000123374	2BKZ
ENSG00000123374	2BPM
ENSG00000123374	2BTR
ENSG00000123374	2BTS
ENSG00000123374	2C4G
ENSG00000123374	2C5N
ENSG00000123374	2C5O
ENSG00000123374	2C5V
ENSG00000123374	2C5X
ENSG00000123374	2C5Y
ENSG00000123374	2C68
ENSG00000123374	2C69
ENSG00000123374	2C6I
ENSG00000123374	2C6K
ENSG00000123374	2C6L
ENSG00000123374	2C6M
ENSG00000123374	2C6O
ENSG00000123374	2C6T
ENSG00000123374	2CCH
ENSG00000123374	2CCI
ENSG00000123374	2CJM
ENSG00000123374	2CLX
ENSG00000123374	2DS1
ENSG00000123374	2DUV
ENSG00000123374	2EXM
ENSG00000123374	2FVD
ENSG00000123374	2G9X
ENSG00000123374	2HIC
ENSG00000123374	2I40
ENSG00000123374	2IW6
ENSG00000123374	2IW8
ENSG00000123374	2IW9
ENSG00000123374	2J9M
ENSG00000123374	2JGZ
ENSG00000123374	2R3F
ENSG00000123374	2R3G
ENSG00000123374	2R3H
ENSG00000123374	2R3I
ENSG00000123374	2R3J
ENSG00000123374	2R3K
ENSG00000123374	2R3L
ENSG00000123374	2R3M
ENSG00000123374	2R3N
ENSG00000123374	2R3O
ENSG00000123374	2R3P
ENSG00000123374	2R3Q
ENSG00000123374	2R3R
ENSG00000123374	2R64
ENSG00000123374	2UUE
ENSG00000123374	2UZB
ENSG00000123374	2UZD
ENSG00000123374	2UZE
ENSG00000123374	2UZL
ENSG00000123374	2UZN
ENSG00000123374	2UZO
ENSG00000123374	2V0D
ENSG00000123374	2V22
ENSG00000123374	2VTA
ENSG00000123374	2VTH
ENSG00000123374	2VTI
ENSG00000123374	2VTJ
ENSG00000123374	2VTL
ENSG00000123374	2VTM
ENSG00000123374	2VTN
ENSG00000123374	2VTO
ENSG00000123374	2VTP
ENSG00000123374	2VTQ
ENSG00000123374	2VTR
ENSG00000123374	2VTS
ENSG00000123374	2VTT
ENSG00000123374	2VU3
ENSG00000123374	2VV9
ENSG00000123374	2W05
ENSG00000123374	2W06
ENSG00000123374	2W17
ENSG00000123374	2W1H
ENSG00000123374	2WEV
ENSG00000123374	2WFY
ENSG00000123374	2WHB
ENSG00000123374	2WIH
ENSG00000123374	2WIP
ENSG00000123374	2WMA
ENSG00000123374	2WMB
ENSG00000123374	2WPA
ENSG00000123374	2WXV
ENSG00000123374	2X1N
ENSG00000123374	2XMY
ENSG00000123374	2XNB
ENSG00000123374	3BHT
ENSG00000123374	3BHU
ENSG00000123374	3BHV
ENSG00000123374	3DDP
ENSG00000123374	3DDQ
ENSG00000123374	3DOG
ENSG00000123374	3EID
ENSG00000123374	3EJ1
ENSG00000123374	3EOC
ENSG00000123374	3EZR
ENSG00000123374	3EZV
ENSG00000123374	3F5X
ENSG00000123374	3FZ1
ENSG00000123374	3IG7
ENSG00000123374	3IGG
ENSG00000123374	3LE6
ENSG00000123374	3LFN
ENSG00000123374	3LFQ
ENSG00000123374	3LFS
ENSG00000123374	3MY5
ENSG00000123374	3NS9
ENSG00000123374	3PJ8
ENSG00000123374	3PXF
ENSG00000123374	3PXQ
ENSG00000123374	3PXR
ENSG00000123374	3PXY
ENSG00000123374	3PXZ
ENSG00000123374	3PY0
ENSG00000123374	3PY1
ENSG00000123374	3QHR
ENSG00000123374	3QHW
ENSG00000123374	3QL8
ENSG00000123374	3QQF
ENSG00000123374	3QQG
ENSG00000123374	3QQH
ENSG00000123374	3QQJ
ENSG00000123374	3QQK
ENSG00000123374	3QQL
ENSG00000123374	3QRT
ENSG00000123374	3QRU
ENSG00000123374	3QTQ
ENSG00000123374	3QTR
ENSG00000123374	3QTS
ENSG00000123374	3QTU
ENSG00000123374	3QTW
ENSG00000123374	3QTX
ENSG00000123374	3QTZ
ENSG00000123374	3QU0
ENSG00000123374	3QWJ
ENSG00000123374	3QWK
ENSG00000123374	3QX2
ENSG00000123374	3QX4
ENSG00000123374	3QXO
ENSG00000123374	3QXP
ENSG00000123374	3QZF
ENSG00000123374	3QZG
ENSG00000123374	3QZH
ENSG00000123374	3QZI
ENSG00000123374	3R1Q
ENSG00000123374	3R1S
ENSG00000123374	3R1Y
ENSG00000123374	3R28
ENSG00000123374	3R6X
ENSG00000123374	3R71
ENSG00000123374	3R73
ENSG00000123374	3R7E
ENSG00000123374	3R7I
ENSG00000123374	3R7U
ENSG00000123374	3R7V
ENSG00000123374	3R7Y
ENSG00000123374	3R83
ENSG00000123374	3R8L
ENSG00000123374	3R8M
ENSG00000123374	3R8P
ENSG00000123374	3R8U
ENSG00000123374	3R8V
ENSG00000123374	3R8Z
ENSG00000123374	3R9D
ENSG00000123374	3R9H
ENSG00000123374	3R9N
ENSG00000123374	3R9O
ENSG00000123374	3RAH
ENSG00000123374	3RAI
ENSG00000123374	3RAK
ENSG00000123374	3RAL
ENSG00000123374	3RJC
ENSG00000123374	3RK5
ENSG00000123374	3RK7
ENSG00000123374	3RK9
ENSG00000123374	3RKB
ENSG00000123374	3RM6
ENSG00000123374	3RM7
ENSG00000123374	3RMF
ENSG00000123374	3RNI
ENSG00000123374	3ROY
ENSG00000123374	3RPO
ENSG00000123374	3RPR
ENSG00000123374	3RPV
ENSG00000123374	3RPY
ENSG00000123374	3RZB
ENSG00000123374	3S00
ENSG00000123374	3S0O
ENSG00000123374	3S1H
ENSG00000123374	3S2P
ENSG00000123374	3SQQ
ENSG00000123374	3SW4
ENSG00000123374	3SW7
ENSG00000123374	3TI1
ENSG00000123374	3TIY
ENSG00000123374	3TIZ
ENSG00000123374	3TNW
ENSG00000123374	3ULI
ENSG00000123374	3UNJ
ENSG00000123374	3UNK
ENSG00000123374	3WBL
ENSG00000123374	4ACM
ENSG00000123374	4BCK
ENSG00000123374	4BCM
ENSG00000123374	4BCN
ENSG00000123374	4BCO
ENSG00000123374	4BCP
ENSG00000123374	4BCQ
ENSG00000123374	4BGH
ENSG00000123374	4CFN
ENSG00000123374	4CFW
ENSG00000123374	4EK3
ENSG00000123374	4EK4
ENSG00000123374	4EK5
ENSG00000123374	4EK6
ENSG00000123374	4EK8
ENSG00000123374	4EOI
ENSG00000123374	4EOJ
ENSG00000123374	4EOK
ENSG00000123374	4EOL
ENSG00000123374	4EOM
ENSG00000123374	4EON
ENSG00000123374	4EOO
ENSG00000123374	4EOP
ENSG00000123374	4EOQ
ENSG00000123374	4EOR
ENSG00000123374	4EOS
ENSG00000123374	4ERW
ENSG00000123374	4EZ3
ENSG00000123374	4EZ7
ENSG00000123374	4FKG
ENSG00000123374	4FKI
ENSG00000123374	4FKJ
ENSG00000123374	4FKL
ENSG00000123374	4FKO
ENSG00000123374	4FKP
ENSG00000123374	4FKQ
ENSG00000123374	4FKR
ENSG00000123374	4FKS
ENSG00000123374	4FKT
ENSG00000123374	4FKU
ENSG00000123374	4FKV
ENSG00000123374	4FKW
ENSG00000123374	4FX3
ENSG00000123374	4GCJ
ENSG00000123374	4I3Z
ENSG00000123374	4II5
ENSG00000123374	4KD1
ENSG00000123374	4LYN
ENSG00000123374	4NJ3
ENSG00000123384	1CR8
ENSG00000123384	1D2L
ENSG00000123384	1J8E
ENSG00000123384	2FYJ
ENSG00000123384	2FYL
ENSG00000123384	2KNX
ENSG00000123384	2KNY
ENSG00000123405	1LVX
ENSG00000123405	2KZ5
ENSG00000123411	2MA7
ENSG00000123416	2E4H
ENSG00000123444	2EQX
ENSG00000123485	3R45
ENSG00000123496	3LB6
ENSG00000123500	1GR3
ENSG00000123505	1I72
ENSG00000123505	1I79
ENSG00000123505	1I7B
ENSG00000123505	1I7C
ENSG00000123505	1I7M
ENSG00000123505	1JEN
ENSG00000123505	1JL0
ENSG00000123505	1MSV
ENSG00000123505	3DZ2
ENSG00000123505	3DZ3
ENSG00000123505	3DZ4
ENSG00000123505	3DZ5
ENSG00000123505	3DZ6
ENSG00000123505	3DZ7
ENSG00000123505	3EP3
ENSG00000123505	3EP4
ENSG00000123505	3EP5
ENSG00000123505	3EP6
ENSG00000123505	3EP7
ENSG00000123505	3EP8
ENSG00000123505	3EP9
ENSG00000123505	3EPA
ENSG00000123505	3EPB
ENSG00000123505	3H0V
ENSG00000123505	3H0W
ENSG00000123560	2XPG
ENSG00000123561	2CEO
ENSG00000123561	2RIV
ENSG00000123561	2RIW
ENSG00000123561	2XN3
ENSG00000123561	2XN5
ENSG00000123561	2XN6
ENSG00000123561	2XN7
ENSG00000123570	2OCB
ENSG00000123594	3O65
ENSG00000123595	1WMS
ENSG00000123610	1O7B
ENSG00000123610	1O7C
ENSG00000123610	2PF5
ENSG00000123610	2WNO
ENSG00000123636	2E7O
ENSG00000123636	3G0L
ENSG00000123636	3Q2F
ENSG00000123636	4CUP
ENSG00000123636	4CUQ
ENSG00000123636	4CUR
ENSG00000123636	4CUS
ENSG00000123636	4CUT
ENSG00000123636	4CUU
ENSG00000123636	4IR3
ENSG00000123636	4IR4
ENSG00000123636	4IR5
ENSG00000123636	4IR6
ENSG00000123636	4NR9
ENSG00000123636	4NRA
ENSG00000123636	4NRB
ENSG00000123636	4NRC
ENSG00000123636	4QC1
ENSG00000123636	4QC3
ENSG00000123737	2NN6
ENSG00000123838	2A55
ENSG00000123838	4B0F
ENSG00000123908	3LUC
ENSG00000123908	3LUD
ENSG00000123908	3LUG
ENSG00000123908	3LUH
ENSG00000123908	3LUJ
ENSG00000123908	3LUK
ENSG00000123908	3QX8
ENSG00000123908	3QX9
ENSG00000123908	4F3T
ENSG00000123908	4OLA
ENSG00000123908	4OLB
ENSG00000123975	1CKS
ENSG00000123992	4DYO
ENSG00000124006	2CPC
ENSG00000124006	2E6P
ENSG00000124006	2E6Q
ENSG00000124006	2LU7
ENSG00000124006	2LVC
ENSG00000124006	2WP3
ENSG00000124006	2WWK
ENSG00000124006	2WWM
ENSG00000124006	3KNB
ENSG00000124102	1FLE
ENSG00000124102	2REL
ENSG00000124107	2Z7F
ENSG00000124107	4DOQ
ENSG00000124126	3QIK
ENSG00000124145	1EJP
ENSG00000124145	1EJQ
ENSG00000124145	1OBY
ENSG00000124145	1YBO
ENSG00000124151	1KBH
ENSG00000124151	3L3X
ENSG00000124151	3L3Z
ENSG00000124160	1V95
ENSG00000124160	2J7X
ENSG00000124160	2J7Y
ENSG00000124164	2MDK
ENSG00000124164	3IKK
ENSG00000124177	2EPB
ENSG00000124181	1HSQ
ENSG00000124181	2HSP
ENSG00000124181	4EY0
ENSG00000124181	4FBN
ENSG00000124198	3L8N
ENSG00000124198	3SWV
ENSG00000124212	2IAG
ENSG00000124212	3B6H
ENSG00000124214	4DKK
ENSG00000124216	2Y48
ENSG00000124216	3W5K
ENSG00000124217	3I2V
ENSG00000124253	1KHB
ENSG00000124253	1KHE
ENSG00000124253	1KHF
ENSG00000124253	1KHG
ENSG00000124253	1M51
ENSG00000124253	1NHX
ENSG00000124253	2GMV
ENSG00000124256	2L4M
ENSG00000124256	2LNB
ENSG00000124256	3EYI
ENSG00000124256	4KA4
ENSG00000124275	2QTL
ENSG00000124275	2QTZ
ENSG00000124299	2IW2
ENSG00000124299	2OKN
ENSG00000124333	2DMW
ENSG00000124356	2XZE
ENSG00000124356	3RZU
ENSG00000124356	3RZV
ENSG00000124357	2CH5
ENSG00000124357	2CH6
ENSG00000124370	3RMU
ENSG00000124429	3BH9
ENSG00000124469	2DKS
ENSG00000124479	4MY2
ENSG00000124490	2CQ7
ENSG00000124491	1EVU
ENSG00000124491	1EX0
ENSG00000124491	1F13
ENSG00000124491	1FIE
ENSG00000124491	1GGT
ENSG00000124491	1GGU
ENSG00000124491	1GGY
ENSG00000124491	1QRK
ENSG00000124491	4KTY
ENSG00000124507	3HAH
ENSG00000124507	3HAI
ENSG00000124507	3Q84
ENSG00000124507	3QNI
ENSG00000124523	2B4Y
ENSG00000124523	2NYR
ENSG00000124523	3RIG
ENSG00000124523	3RIY
ENSG00000124523	4F4U
ENSG00000124523	4F56
ENSG00000124523	4G1C
ENSG00000124523	4HDA
ENSG00000124535	3VHS
ENSG00000124535	3VHT
ENSG00000124562	2VRD
ENSG00000124562	3CW1
ENSG00000124571	3A6P
ENSG00000124588	1QR2
ENSG00000124588	1SG0
ENSG00000124588	1XI2
ENSG00000124588	1ZX1
ENSG00000124588	2BZS
ENSG00000124588	2QMY
ENSG00000124588	2QMZ
ENSG00000124588	2QR2
ENSG00000124588	2QWX
ENSG00000124588	2QX4
ENSG00000124588	2QX6
ENSG00000124588	2QX8
ENSG00000124588	2QX9
ENSG00000124588	3FW1
ENSG00000124588	3G5M
ENSG00000124588	3GAM
ENSG00000124588	3NFR
ENSG00000124588	3NHF
ENSG00000124588	3NHJ
ENSG00000124588	3NHK
ENSG00000124588	3NHL
ENSG00000124588	3NHP
ENSG00000124588	3NHR
ENSG00000124588	3NHS
ENSG00000124588	3NHU
ENSG00000124588	3NHW
ENSG00000124588	3NHY
ENSG00000124588	3O2N
ENSG00000124588	3O73
ENSG00000124588	3OVM
ENSG00000124588	3OWH
ENSG00000124588	3OWX
ENSG00000124588	3OX1
ENSG00000124588	3OX2
ENSG00000124588	3OX3
ENSG00000124588	3TE7
ENSG00000124588	3TEM
ENSG00000124588	3TZB
ENSG00000124588	3UXE
ENSG00000124588	3UXH
ENSG00000124588	4FGJ
ENSG00000124588	4FGK
ENSG00000124588	4FGL
ENSG00000124588	4GQI
ENSG00000124588	4GR9
ENSG00000124596	2EEE
ENSG00000124596	2L8R
ENSG00000124596	2LGR
ENSG00000124596	4J5Q
ENSG00000124596	4J5R
ENSG00000124596	4J5S
ENSG00000124614	3J3A
ENSG00000124635	3A6N
ENSG00000124635	3AFA
ENSG00000124635	3AN2
ENSG00000124635	3AV1
ENSG00000124635	3AV2
ENSG00000124635	3AYW
ENSG00000124635	3AZE
ENSG00000124635	3AZF
ENSG00000124635	3AZG
ENSG00000124635	3AZH
ENSG00000124635	3AZI
ENSG00000124635	3AZJ
ENSG00000124635	3AZK
ENSG00000124635	3AZL
ENSG00000124635	3AZM
ENSG00000124635	3AZN
ENSG00000124635	3W96
ENSG00000124635	3W97
ENSG00000124635	3W98
ENSG00000124635	3W99
ENSG00000124635	3WA9
ENSG00000124635	3WAA
ENSG00000124635	4CAY
ENSG00000124659	2L3L
ENSG00000124659	2YUH
ENSG00000124664	1YO5
ENSG00000124664	2DKX
ENSG00000124688	2QYF
ENSG00000124701	2NYT
ENSG00000124713	1R74
ENSG00000124713	2AZT
ENSG00000124731	1Q8M
ENSG00000124731	1SMO
ENSG00000124762	1AXC
ENSG00000124762	2ZVV
ENSG00000124762	2ZVW
ENSG00000124767	1BH5
ENSG00000124767	1FRO
ENSG00000124767	1QIN
ENSG00000124767	1QIP
ENSG00000124767	3VW9
ENSG00000124767	3W0T
ENSG00000124767	3W0U
ENSG00000124788	1OA8
ENSG00000124788	2M41
ENSG00000124788	4APT
ENSG00000124788	4AQP
ENSG00000124788	4J2J
ENSG00000124788	4J2L
ENSG00000124789	2EBQ
ENSG00000124789	2EBR
ENSG00000124789	2EBV
ENSG00000124789	2GQE
ENSG00000124795	1Q1V
ENSG00000124795	2JX3
ENSG00000124802	2UZ8
ENSG00000124802	4BJV
ENSG00000124802	4BJW
ENSG00000124802	4BL7
ENSG00000124831	4H22
ENSG00000124882	1K36
ENSG00000124882	1K37
ENSG00000124942	4DRW
ENSG00000124942	4FTG
ENSG00000124942	4HRG
ENSG00000125107	4C0D
ENSG00000125107	4CQO
ENSG00000125107	4CRU
ENSG00000125107	4CRV
ENSG00000125107	4CRW
ENSG00000125107	4CT4
ENSG00000125107	4CT6
ENSG00000125107	4CT7
ENSG00000125107	4GMJ
ENSG00000125107	4GML
ENSG00000125107	4J8S
ENSG00000125148	1MHU
ENSG00000125148	2MHU
ENSG00000125207	2L5C
ENSG00000125207	2L5D
ENSG00000125207	3O3I
ENSG00000125207	3O6E
ENSG00000125207	3O7V
ENSG00000125249	1KAO
ENSG00000125249	2RAP
ENSG00000125249	3RAP
ENSG00000125266	2HLE
ENSG00000125266	2I85
ENSG00000125266	2VSK
ENSG00000125266	2VSM
ENSG00000125266	2WO2
ENSG00000125266	3GXU
ENSG00000125351	1UW4
ENSG00000125351	2XB2
ENSG00000125354	2QAG
ENSG00000125398	1S9M
ENSG00000125398	1SX9
ENSG00000125398	4EUW
ENSG00000125447	1JPL
ENSG00000125447	1JUQ
ENSG00000125447	1LF8
ENSG00000125447	1P4U
ENSG00000125447	1WR6
ENSG00000125447	1YD8
ENSG00000125458	2I7D
ENSG00000125458	4L57
ENSG00000125498	1IM9
ENSG00000125498	1NKR
ENSG00000125510	4EA3
ENSG00000125538	1HIB
ENSG00000125538	1I1B
ENSG00000125538	1IOB
ENSG00000125538	1ITB
ENSG00000125538	1L2H
ENSG00000125538	1S0L
ENSG00000125538	1T4Q
ENSG00000125538	1TOO
ENSG00000125538	1TP0
ENSG00000125538	1TWE
ENSG00000125538	1TWM
ENSG00000125538	21BI
ENSG00000125538	2I1B
ENSG00000125538	2KH2
ENSG00000125538	2NVH
ENSG00000125538	31BI
ENSG00000125538	3LTQ
ENSG00000125538	3O4O
ENSG00000125538	3POK
ENSG00000125538	41BI
ENSG00000125538	4DEP
ENSG00000125538	4G6J
ENSG00000125538	4G6M
ENSG00000125538	4GAF
ENSG00000125538	4GAI
ENSG00000125538	4I1B
ENSG00000125538	5I1B
ENSG00000125538	6I1B
ENSG00000125538	7I1B
ENSG00000125538	9ILB
ENSG00000125611	2LQL
ENSG00000125618	2K27
ENSG00000125629	4J82
ENSG00000125651	1F3U
ENSG00000125651	1I27
ENSG00000125651	1J2X
ENSG00000125651	1NHA
ENSG00000125651	1ONV
ENSG00000125651	2K7L
ENSG00000125656	1TG6
ENSG00000125657	2X29
ENSG00000125686	1RJK
ENSG00000125686	1RK3
ENSG00000125686	1RKG
ENSG00000125686	1RKH
ENSG00000125686	2O4J
ENSG00000125686	2O4R
ENSG00000125686	2ZFX
ENSG00000125686	3A2H
ENSG00000125686	3AUN
ENSG00000125686	3VJS
ENSG00000125686	3VJT
ENSG00000125686	3VRT
ENSG00000125686	3VRU
ENSG00000125686	3VRV
ENSG00000125686	3VRW
ENSG00000125686	3W0G
ENSG00000125686	3W0H
ENSG00000125686	3W0I
ENSG00000125686	3W0J
ENSG00000125686	3W5P
ENSG00000125686	3W5Q
ENSG00000125686	3W5R
ENSG00000125686	3W5T
ENSG00000125691	3J3B
ENSG00000125730	1C3D
ENSG00000125730	1GHQ
ENSG00000125730	1W2S
ENSG00000125730	2A73
ENSG00000125730	2A74
ENSG00000125730	2HR0
ENSG00000125730	2I07
ENSG00000125730	2ICE
ENSG00000125730	2ICF
ENSG00000125730	2NOJ
ENSG00000125730	2QKI
ENSG00000125730	2WII
ENSG00000125730	2WIN
ENSG00000125730	2WY7
ENSG00000125730	2WY8
ENSG00000125730	2XQW
ENSG00000125730	2XWB
ENSG00000125730	2XWJ
ENSG00000125730	3D5R
ENSG00000125730	3D5S
ENSG00000125730	3G6J
ENSG00000125730	3L3O
ENSG00000125730	3L5N
ENSG00000125730	3NMS
ENSG00000125730	3OED
ENSG00000125730	3OHX
ENSG00000125730	3OXU
ENSG00000125730	3RJ3
ENSG00000125730	3T4A
ENSG00000125730	4HW5
ENSG00000125730	4HWJ
ENSG00000125730	4I6O
ENSG00000125730	4M76
ENSG00000125733	2CT4
ENSG00000125733	2EFK
ENSG00000125733	2KE4
ENSG00000125735	4EN0
ENSG00000125735	4J6G
ENSG00000125735	4KG8
ENSG00000125735	4KGG
ENSG00000125735	4KGQ
ENSG00000125743	1B34
ENSG00000125743	1VU2
ENSG00000125743	1VU3
ENSG00000125743	2Y9A
ENSG00000125743	2Y9B
ENSG00000125743	2Y9C
ENSG00000125743	2Y9D
ENSG00000125743	3CW1
ENSG00000125743	3PGW
ENSG00000125743	3S6N
ENSG00000125743	4F77
ENSG00000125743	4F7U
ENSG00000125753	1EGX
ENSG00000125753	1JNG
ENSG00000125753	1USD
ENSG00000125753	1USE
ENSG00000125753	2PAV
ENSG00000125753	2PBD
ENSG00000125753	3CHW
ENSG00000125755	3O2Q
ENSG00000125755	3O2S
ENSG00000125755	3O2T
ENSG00000125755	3ODR
ENSG00000125755	3ODS
ENSG00000125755	4H3H
ENSG00000125755	4H3K
ENSG00000125772	2Z0B
ENSG00000125780	1L9M
ENSG00000125780	1L9N
ENSG00000125780	1NUD
ENSG00000125780	1NUF
ENSG00000125780	1NUG
ENSG00000125817	1BW6
ENSG00000125817	1HLV
ENSG00000125817	1UFI
ENSG00000125818	2VT8
ENSG00000125821	2OKV
ENSG00000125826	2CRC
ENSG00000125826	2LGY
ENSG00000125826	4DBG
ENSG00000125835	1D3B
ENSG00000125835	2Y9A
ENSG00000125835	2Y9B
ENSG00000125835	2Y9C
ENSG00000125835	2Y9D
ENSG00000125835	3CW1
ENSG00000125835	3PGW
ENSG00000125845	1ES7
ENSG00000125845	1REU
ENSG00000125845	1REW
ENSG00000125845	2H62
ENSG00000125845	2H64
ENSG00000125845	2QJ9
ENSG00000125845	2QJA
ENSG00000125845	2QJB
ENSG00000125845	3BK3
ENSG00000125845	3BMP
ENSG00000125845	4MID
ENSG00000125845	4N1D
ENSG00000125870	1A9N
ENSG00000125875	4HL4
ENSG00000125875	4HLQ
ENSG00000125877	2CAR
ENSG00000125877	2I5D
ENSG00000125877	2J4E
ENSG00000125877	4F95
ENSG00000125910	2DCO
ENSG00000125944	2DK2
ENSG00000125952	1AN2
ENSG00000125952	1HLO
ENSG00000125952	1NKP
ENSG00000125952	1NLW
ENSG00000125952	1R05
ENSG00000125965	1WAQ
ENSG00000125965	2BHK
ENSG00000125965	3EVS
ENSG00000125965	3QB4
ENSG00000125970	1WF1
ENSG00000125971	1Z09
ENSG00000125971	2B95
ENSG00000125971	2E8J
ENSG00000125971	2HZ5
ENSG00000126012	2JRZ
ENSG00000126088	1JPH
ENSG00000126088	1JPI
ENSG00000126088	1JPK
ENSG00000126088	1R3Q
ENSG00000126088	1R3R
ENSG00000126088	1R3S
ENSG00000126088	1R3T
ENSG00000126088	1R3V
ENSG00000126088	1R3W
ENSG00000126088	1R3Y
ENSG00000126088	1URO
ENSG00000126088	2Q6Z
ENSG00000126088	2Q71
ENSG00000126088	3GVQ
ENSG00000126088	3GVR
ENSG00000126088	3GVV
ENSG00000126088	3GVW
ENSG00000126088	3GW0
ENSG00000126088	3GW3
ENSG00000126214	3NF1
ENSG00000126218	1C5M
ENSG00000126218	1EZQ
ENSG00000126218	1F0R
ENSG00000126218	1F0S
ENSG00000126218	1FAX
ENSG00000126218	1FJS
ENSG00000126218	1FXY
ENSG00000126218	1G2L
ENSG00000126218	1G2M
ENSG00000126218	1HCG
ENSG00000126218	1IOE
ENSG00000126218	1IQE
ENSG00000126218	1IQF
ENSG00000126218	1IQG
ENSG00000126218	1IQH
ENSG00000126218	1IQI
ENSG00000126218	1IQJ
ENSG00000126218	1IQK
ENSG00000126218	1IQL
ENSG00000126218	1IQM
ENSG00000126218	1IQN
ENSG00000126218	1KSN
ENSG00000126218	1LPG
ENSG00000126218	1LPK
ENSG00000126218	1LPZ
ENSG00000126218	1LQD
ENSG00000126218	1MQ5
ENSG00000126218	1MQ6
ENSG00000126218	1MSX
ENSG00000126218	1NFU
ENSG00000126218	1NFW
ENSG00000126218	1NFX
ENSG00000126218	1NFY
ENSG00000126218	1NL8
ENSG00000126218	1P0S
ENSG00000126218	1V3X
ENSG00000126218	1WU1
ENSG00000126218	1XKA
ENSG00000126218	1XKB
ENSG00000126218	1Z6E
ENSG00000126218	2BMG
ENSG00000126218	2BOH
ENSG00000126218	2BOK
ENSG00000126218	2BQ6
ENSG00000126218	2BQ7
ENSG00000126218	2BQW
ENSG00000126218	2CJI
ENSG00000126218	2D1J
ENSG00000126218	2EI6
ENSG00000126218	2EI7
ENSG00000126218	2EI8
ENSG00000126218	2FZZ
ENSG00000126218	2G00
ENSG00000126218	2GD4
ENSG00000126218	2H9E
ENSG00000126218	2J2U
ENSG00000126218	2J34
ENSG00000126218	2J38
ENSG00000126218	2J4I
ENSG00000126218	2J94
ENSG00000126218	2J95
ENSG00000126218	2JKH
ENSG00000126218	2P16
ENSG00000126218	2P3F
ENSG00000126218	2P3T
ENSG00000126218	2P3U
ENSG00000126218	2P93
ENSG00000126218	2P94
ENSG00000126218	2P95
ENSG00000126218	2PHB
ENSG00000126218	2PR3
ENSG00000126218	2Q1J
ENSG00000126218	2RA0
ENSG00000126218	2UWL
ENSG00000126218	2UWO
ENSG00000126218	2UWP
ENSG00000126218	2VH0
ENSG00000126218	2VH6
ENSG00000126218	2VVC
ENSG00000126218	2VVU
ENSG00000126218	2VVV
ENSG00000126218	2VWL
ENSG00000126218	2VWM
ENSG00000126218	2VWN
ENSG00000126218	2VWO
ENSG00000126218	2W26
ENSG00000126218	2W3I
ENSG00000126218	2W3K
ENSG00000126218	2WYG
ENSG00000126218	2WYJ
ENSG00000126218	2XBV
ENSG00000126218	2XBW
ENSG00000126218	2XBX
ENSG00000126218	2XBY
ENSG00000126218	2XC0
ENSG00000126218	2XC4
ENSG00000126218	2XC5
ENSG00000126218	2Y5F
ENSG00000126218	2Y5G
ENSG00000126218	2Y5H
ENSG00000126218	2Y7X
ENSG00000126218	2Y7Z
ENSG00000126218	2Y80
ENSG00000126218	2Y81
ENSG00000126218	2Y82
ENSG00000126218	3CEN
ENSG00000126218	3CS7
ENSG00000126218	3ENS
ENSG00000126218	3FFG
ENSG00000126218	3HPT
ENSG00000126218	3IIT
ENSG00000126218	3K9X
ENSG00000126218	3KL6
ENSG00000126218	3KQB
ENSG00000126218	3KQC
ENSG00000126218	3KQD
ENSG00000126218	3KQE
ENSG00000126218	3LIW
ENSG00000126218	3M36
ENSG00000126218	3M37
ENSG00000126218	3Q3K
ENSG00000126218	3SW2
ENSG00000126218	3TK5
ENSG00000126218	3TK6
ENSG00000126218	4A7I
ENSG00000126218	4BTI
ENSG00000126218	4BTT
ENSG00000126218	4BTU
ENSG00000126226	3T5X
ENSG00000126231	3F1S
ENSG00000126231	3H5C
ENSG00000126247	1KFU
ENSG00000126247	1KFX
ENSG00000126261	1Y8Q
ENSG00000126261	1Y8R
ENSG00000126261	2PX9
ENSG00000126261	3KYC
ENSG00000126261	3KYD
