Ensembl ID	Vega_gene ID
ENSG00000101310	OTTHUMG00000031976
ENSG00000101311	OTTHUMG00000031826
ENSG00000101323	OTTHUMG00000031841
ENSG00000101327	OTTHUMG00000031683
ENSG00000101331	OTTHUMG00000032197
ENSG00000101333	OTTHUMG00000031853
ENSG00000101335	OTTHUMG00000032387
ENSG00000101336	OTTHUMG00000032204
ENSG00000101337	OTTHUMG00000032206
ENSG00000101342	OTTHUMG00000032400
ENSG00000101343	OTTHUMG00000032000
ENSG00000101346	OTTHUMG00000133268
ENSG00000101347	OTTHUMG00000032402
ENSG00000101349	OTTHUMG00000031857
ENSG00000101350	OTTHUMG00000032214
ENSG00000101353	OTTHUMG00000032407
ENSG00000101361	OTTHUMG00000031703
ENSG00000101363	OTTHUMG00000032414
ENSG00000101365	OTTHUMG00000031699
ENSG00000101367	OTTHUMG00000032228
ENSG00000101384	OTTHUMG00000031872
ENSG00000101391	OTTHUMG00000032256
ENSG00000101400	OTTHUMG00000032259
ENSG00000101405	OTTHUMG00000031724
ENSG00000101407	OTTHUMG00000032433
ENSG00000101412	OTTHUMG00000032265
ENSG00000101413	OTTHUMG00000032434
ENSG00000101417	OTTHUMG00000032273
ENSG00000101421	OTTHUMG00000032272
ENSG00000101425	OTTHUMG00000032441
ENSG00000101435	OTTHUMG00000032073
ENSG00000101438	OTTHUMG00000032457
ENSG00000101439	OTTHUMG00000032080
ENSG00000101440	OTTHUMG00000032289
ENSG00000101441	OTTHUMG00000032083
ENSG00000101442	OTTHUMG00000032456
ENSG00000101443	OTTHUMG00000032594
ENSG00000101444	OTTHUMG00000140098
ENSG00000101445	OTTHUMG00000032465
ENSG00000101446	OTTHUMG00000032585
ENSG00000101447	OTTHUMG00000032462
ENSG00000101448	OTTHUMG00000032588
ENSG00000101452	OTTHUMG00000032463
ENSG00000101457	OTTHUMG00000032610
ENSG00000101460	OTTHUMG00000032306
ENSG00000101463	OTTHUMG00000032104
ENSG00000101464	OTTHUMG00000032304
ENSG00000101470	OTTHUMG00000032623
ENSG00000101473	OTTHUMG00000033045
ENSG00000101474	OTTHUMG00000032107
ENSG00000101489	OTTHUMG00000178178
ENSG00000101493	OTTHUMG00000165995
ENSG00000101542	OTTHUMG00000132768
ENSG00000101544	OTTHUMG00000172535
ENSG00000101546	OTTHUMG00000132923
ENSG00000101557	OTTHUMG00000178040
ENSG00000101558	OTTHUMG00000131603
ENSG00000101574	OTTHUMG00000131482
ENSG00000101577	OTTHUMG00000131508
ENSG00000101596	OTTHUMG00000178235
ENSG00000101605	OTTHUMG00000178209
ENSG00000101608	OTTHUMG00000131509
ENSG00000101624	OTTHUMG00000131701
ENSG00000101638	OTTHUMG00000132643
ENSG00000101639	OTTHUMG00000160693
ENSG00000101654	OTTHUMG00000131718
ENSG00000101665	OTTHUMG00000132655
ENSG00000101670	OTTHUMG00000179658
ENSG00000101680	OTTHUMG00000133478
ENSG00000101695	OTTHUMG00000132266
ENSG00000101745	OTTHUMG00000131595
ENSG00000101746	OTTHUMG00000132291
ENSG00000101751	OTTHUMG00000132704
ENSG00000101752	OTTHUMG00000131753
ENSG00000101773	OTTHUMG00000131769
ENSG00000101782	OTTHUMG00000131813
ENSG00000101811	OTTHUMG00000022709
ENSG00000101812	OTTHUMG00000022122
ENSG00000101825	OTTHUMG00000021083
ENSG00000101842	OTTHUMG00000022175
ENSG00000101843	OTTHUMG00000022177
ENSG00000101844	OTTHUMG00000022176
ENSG00000101846	OTTHUMG00000021102
ENSG00000101849	OTTHUMG00000021117
ENSG00000101850	OTTHUMG00000021118
ENSG00000101856	OTTHUMG00000022268
ENSG00000101868	OTTHUMG00000021277
ENSG00000101871	OTTHUMG00000021127
ENSG00000101882	OTTHUMG00000022284
ENSG00000101883	OTTHUMG00000022290
ENSG00000101888	OTTHUMG00000022185
ENSG00000101890	OTTHUMG00000022184
ENSG00000101892	OTTHUMG00000022299
ENSG00000101898	OTTHUMG00000032177
ENSG00000101901	OTTHUMG00000022209
ENSG00000101911	OTTHUMG00000021139
ENSG00000101916	OTTHUMG00000021145
ENSG00000101928	OTTHUMG00000035315
ENSG00000101935	OTTHUMG00000022197
ENSG00000101938	OTTHUMG00000022199
ENSG00000101940	OTTHUMG00000024119
ENSG00000101945	OTTHUMG00000022701
ENSG00000101951	OTTHUMG00000024155
ENSG00000101955	OTTHUMG00000021362
ENSG00000101958	OTTHUMG00000021166
ENSG00000101966	OTTHUMG00000022336
ENSG00000101972	OTTHUMG00000022725
ENSG00000101974	OTTHUMG00000022538
ENSG00000101977	OTTHUMG00000022537
ENSG00000101981	OTTHUMG00000022536
ENSG00000101986	OTTHUMG00000024215
ENSG00000101997	OTTHUMG00000024141
ENSG00000102001	OTTHUMG00000022703
ENSG00000102003	OTTHUMG00000034557
ENSG00000102007	OTTHUMG00000021513
ENSG00000102010	OTTHUMG00000021180
ENSG00000102021	OTTHUMG00000022234
ENSG00000102024	OTTHUMG00000022237
ENSG00000102030	OTTHUMG00000024225
ENSG00000102032	OTTHUMG00000024224
ENSG00000102034	OTTHUMG00000022390
ENSG00000102038	OTTHUMG00000022370
ENSG00000102043	OTTHUMG00000021707
ENSG00000102048	OTTHUMG00000021172
ENSG00000102053	OTTHUMG00000021719
ENSG00000102054	OTTHUMG00000021198
ENSG00000102055	OTTHUMG00000021382
ENSG00000102057	OTTHUMG00000024127
ENSG00000102076	OTTHUMG00000034295
ENSG00000102078	OTTHUMG00000022394
ENSG00000102081	OTTHUMG00000022606
ENSG00000102096	OTTHUMG00000024132
ENSG00000102098	OTTHUMG00000021212
ENSG00000102100	OTTHUMG00000024129
ENSG00000102103	OTTHUMG00000024128
ENSG00000102104	OTTHUMG00000021216
ENSG00000102109	OTTHUMG00000034502
ENSG00000102119	OTTHUMG00000033186
ENSG00000102125	OTTHUMG00000033190
ENSG00000102128	OTTHUMG00000022084
ENSG00000102144	OTTHUMG00000021888
ENSG00000102145	OTTHUMG00000021504
ENSG00000102158	OTTHUMG00000021882
ENSG00000102172	OTTHUMG00000021239
ENSG00000102174	OTTHUMG00000021241
ENSG00000102178	OTTHUMG00000013370
ENSG00000102181	OTTHUMG00000024247
ENSG00000102189	OTTHUMG00000170110
ENSG00000102195	OTTHUMG00000024166
ENSG00000102218	OTTHUMG00000021430
ENSG00000102221	OTTHUMG00000021431
ENSG00000102225	OTTHUMG00000021438
ENSG00000102226	OTTHUMG00000021437
ENSG00000102230	OTTHUMG00000021270
ENSG00000102239	OTTHUMG00000022726
ENSG00000102241	OTTHUMG00000022510
ENSG00000102243	OTTHUMG00000022509
ENSG00000102245	OTTHUMG00000022512
ENSG00000102265	OTTHUMG00000021447
ENSG00000102271	OTTHUMG00000021946
ENSG00000102287	OTTHUMG00000024176
ENSG00000102290	OTTHUMG00000021965
ENSG00000102302	OTTHUMG00000021627
ENSG00000102309	OTTHUMG00000021811
ENSG00000102312	OTTHUMG00000024116
ENSG00000102313	OTTHUMG00000021634
ENSG00000102316	OTTHUMG00000021638
ENSG00000102317	OTTHUMG00000024121
ENSG00000102349	OTTHUMG00000021666
ENSG00000102359	OTTHUMG00000022003
ENSG00000102362	OTTHUMG00000022004
ENSG00000102383	OTTHUMG00000021866
ENSG00000102384	OTTHUMG00000022018
ENSG00000102385	OTTHUMG00000022020
ENSG00000102387	OTTHUMG00000022021
ENSG00000102390	OTTHUMG00000021876
ENSG00000102393	OTTHUMG00000022026
ENSG00000102401	OTTHUMG00000022035
ENSG00000102409	OTTHUMG00000022091
ENSG00000102445	OTTHUMG00000016868
ENSG00000102452	OTTHUMG00000017295
ENSG00000102466	OTTHUMG00000017303
ENSG00000102468	OTTHUMG00000016881
ENSG00000102471	OTTHUMG00000017136
ENSG00000102524	OTTHUMG00000017329
ENSG00000102531	OTTHUMG00000016911
ENSG00000102539	OTTHUMG00000016909
ENSG00000102543	OTTHUMG00000016913
ENSG00000102547	OTTHUMG00000016914
ENSG00000102554	OTTHUMG00000017074
ENSG00000102572	OTTHUMG00000017250
ENSG00000102575	OTTHUMG00000182036
ENSG00000102580	OTTHUMG00000017227
ENSG00000102595	OTTHUMG00000017230
ENSG00000102606	OTTHUMG00000017357
ENSG00000102678	OTTHUMG00000017412
ENSG00000102683	OTTHUMG00000016563
ENSG00000102699	OTTHUMG00000016582
ENSG00000102710	OTTHUMG00000016747
ENSG00000102738	OTTHUMG00000016777
ENSG00000102743	OTTHUMG00000016776
ENSG00000102753	OTTHUMG00000016922
ENSG00000102755	OTTHUMG00000016648
ENSG00000102760	OTTHUMG00000016796
ENSG00000102763	OTTHUMG00000016799
ENSG00000102780	OTTHUMG00000016804
ENSG00000102781	OTTHUMG00000016665
ENSG00000102786	OTTHUMG00000016945
ENSG00000102794	OTTHUMG00000017098
ENSG00000102796	OTTHUMG00000016952
ENSG00000102802	OTTHUMG00000016679
ENSG00000102804	OTTHUMG00000016838
ENSG00000102805	OTTHUMG00000017100
ENSG00000102837	OTTHUMG00000016981
ENSG00000102854	OTTHUMG00000047992
ENSG00000102858	OTTHUMG00000176436
ENSG00000102870	OTTHUMG00000176905
ENSG00000102871	OTTHUMG00000137519
ENSG00000102878	OTTHUMG00000178325
ENSG00000102879	OTTHUMG00000132148
ENSG00000102882	OTTHUMG00000132149
ENSG00000102886	OTTHUMG00000132106
ENSG00000102890	OTTHUMG00000133570
ENSG00000102891	OTTHUMG00000176863
ENSG00000102893	OTTHUMG00000133102
ENSG00000102897	OTTHUMG00000131554
ENSG00000102898	OTTHUMG00000137540
ENSG00000102900	OTTHUMG00000133278
ENSG00000102901	OTTHUMG00000173071
ENSG00000102904	OTTHUMG00000137545
ENSG00000102908	OTTHUMG00000137572
ENSG00000102910	OTTHUMG00000133144
ENSG00000102921	OTTHUMG00000175421
ENSG00000102924	OTTHUMG00000133148
ENSG00000102931	OTTHUMG00000133459
ENSG00000102934	OTTHUMG00000133465
ENSG00000102935	OTTHUMG00000173491
ENSG00000102962	OTTHUMG00000133454
ENSG00000102967	OTTHUMG00000178093
ENSG00000102970	OTTHUMG00000133468
ENSG00000102974	OTTHUMG00000137539
ENSG00000102977	OTTHUMG00000137547
ENSG00000102978	OTTHUMG00000133464
ENSG00000102981	OTTHUMG00000137534
ENSG00000102984	OTTHUMG00000176874
ENSG00000102996	OTTHUMG00000133466
ENSG00000103005	OTTHUMG00000133456
ENSG00000103018	OTTHUMG00000133020
ENSG00000103021	OTTHUMG00000133489
ENSG00000103023	OTTHUMG00000173231
ENSG00000103024	OTTHUMG00000128635
ENSG00000103034	OTTHUMG00000133485
ENSG00000103035	OTTHUMG00000137601
ENSG00000103037	OTTHUMG00000150276
ENSG00000103042	OTTHUMG00000133491
ENSG00000103043	OTTHUMG00000137583
ENSG00000103044	OTTHUMG00000137562
ENSG00000103047	OTTHUMG00000176743
ENSG00000103051	OTTHUMG00000128515
ENSG00000103056	OTTHUMG00000137559
ENSG00000103061	OTTHUMG00000137558
ENSG00000103064	OTTHUMG00000176544
ENSG00000103066	OTTHUMG00000137554
ENSG00000103067	OTTHUMG00000137557
ENSG00000103089	OTTHUMG00000137603
ENSG00000103091	OTTHUMG00000170831
ENSG00000103111	OTTHUMG00000137618
ENSG00000103121	OTTHUMG00000137625
ENSG00000103126	OTTHUMG00000064930
ENSG00000103145	OTTHUMG00000177450
ENSG00000103148	OTTHUMG00000047792
ENSG00000103150	OTTHUMG00000176654
ENSG00000103152	OTTHUMG00000047887
ENSG00000103154	OTTHUMG00000137636
ENSG00000103160	OTTHUMG00000137635
ENSG00000103168	OTTHUMG00000176665
ENSG00000103174	OTTHUMG00000090515
ENSG00000103175	OTTHUMG00000137641
ENSG00000103184	OTTHUMG00000176942
ENSG00000103187	OTTHUMG00000137634
ENSG00000103194	OTTHUMG00000176770
ENSG00000103196	OTTHUMG00000137644
ENSG00000103197	OTTHUMG00000128745
ENSG00000103199	OTTHUMG00000176543
ENSG00000103200	OTTHUMG00000157408
ENSG00000103202	OTTHUMG00000047995
ENSG00000103222	OTTHUMG00000048267
ENSG00000103226	OTTHUMG00000177317
ENSG00000103227	OTTHUMG00000047848
ENSG00000103241	OTTHUMG00000137651
ENSG00000103245	OTTHUMG00000122093
ENSG00000103248	OTTHUMG00000176480
ENSG00000103249	OTTHUMG00000044467
ENSG00000103253	OTTHUMG00000170560
ENSG00000103254	OTTHUMG00000121177
ENSG00000103257	OTTHUMG00000137658
ENSG00000103260	OTTHUMG00000047851
ENSG00000103264	OTTHUMG00000175685
ENSG00000103266	OTTHUMG00000121140
ENSG00000103269	OTTHUMG00000121141
ENSG00000103274	OTTHUMG00000129751
ENSG00000103275	OTTHUMG00000186701
ENSG00000103310	OTTHUMG00000090681
ENSG00000103313	OTTHUMG00000129324
ENSG00000103316	OTTHUMG00000090707
ENSG00000103319	OTTHUMG00000094771
ENSG00000103326	OTTHUMG00000119059
ENSG00000103335	OTTHUMG00000156776
ENSG00000103342	OTTHUMG00000172956
ENSG00000103343	OTTHUMG00000129358
ENSG00000103351	OTTHUMG00000177581
ENSG00000103353	OTTHUMG00000128855
ENSG00000103355	OTTHUMG00000177360
ENSG00000103356	OTTHUMG00000177018
ENSG00000103363	OTTHUMG00000154125
ENSG00000103365	OTTHUMG00000096957
ENSG00000103375	OTTHUMG00000097013
ENSG00000103381	OTTHUMG00000167711
ENSG00000103404	OTTHUMG00000094793
ENSG00000103415	OTTHUMG00000129473
ENSG00000103423	OTTHUMG00000129470
ENSG00000103426	OTTHUMG00000177664
ENSG00000103429	OTTHUMG00000129848
ENSG00000103449	OTTHUMG00000133176
ENSG00000103460	OTTHUMG00000173222
ENSG00000103472	OTTHUMG00000176711
ENSG00000103479	OTTHUMG00000133198
ENSG00000103485	OTTHUMG00000097770
ENSG00000103489	OTTHUMG00000129975
ENSG00000103490	OTTHUMG00000176753
ENSG00000103494	OTTHUMG00000173125
ENSG00000103495	OTTHUMG00000132119
ENSG00000103496	OTTHUMG00000132404
ENSG00000103502	OTTHUMG00000177144
ENSG00000103507	OTTHUMG00000047356
ENSG00000103510	OTTHUMG00000132410
ENSG00000103512	OTTHUMG00000090541
ENSG00000103522	OTTHUMG00000131675
ENSG00000103528	OTTHUMG00000131461
ENSG00000103534	OTTHUMG00000131458
ENSG00000103540	OTTHUMG00000131459
ENSG00000103544	OTTHUMG00000167925
ENSG00000103546	OTTHUMG00000133208
ENSG00000103549	OTTHUMG00000132394
ENSG00000103550	OTTHUMG00000177249
ENSG00000103569	OTTHUMG00000132631
ENSG00000103591	OTTHUMG00000172246
ENSG00000103599	OTTHUMG00000133231
ENSG00000103642	OTTHUMG00000132807
ENSG00000103647	OTTHUMG00000133288
ENSG00000103653	OTTHUMG00000142814
ENSG00000103657	OTTHUMG00000172433
ENSG00000103671	OTTHUMG00000133033
ENSG00000103707	OTTHUMG00000172371
ENSG00000103710	OTTHUMG00000133115
ENSG00000103723	OTTHUMG00000168009
ENSG00000103740	OTTHUMG00000143734
ENSG00000103742	OTTHUMG00000133136
ENSG00000103769	OTTHUMG00000133162
ENSG00000103811	OTTHUMG00000144171
ENSG00000103832	OTTHUMG00000165688
ENSG00000103852	OTTHUMG00000147344
ENSG00000103855	OTTHUMG00000137585
ENSG00000103876	OTTHUMG00000144187
ENSG00000103888	OTTHUMG00000144184
ENSG00000103932	OTTHUMG00000130342
ENSG00000103942	OTTHUMG00000172462
ENSG00000103966	OTTHUMG00000130370
ENSG00000103978	OTTHUMG00000172783
ENSG00000103994	OTTHUMG00000173244
ENSG00000103995	OTTHUMG00000172219
ENSG00000104043	OTTHUMG00000172368
ENSG00000104044	OTTHUMG00000128871
ENSG00000104047	OTTHUMG00000131567
ENSG00000104055	OTTHUMG00000176488
ENSG00000104059	OTTHUMG00000172185
ENSG00000104064	OTTHUMG00000131642
ENSG00000104067	OTTHUMG00000137397
ENSG00000104081	OTTHUMG00000129875
ENSG00000104093	OTTHUMG00000131749
ENSG00000104112	OTTHUMG00000131748
ENSG00000104129	OTTHUMG00000130065
ENSG00000104131	OTTHUMG00000131158
ENSG00000104133	OTTHUMG00000131199
ENSG00000104140	OTTHUMG00000130134
ENSG00000104142	OTTHUMG00000130135
ENSG00000104147	OTTHUMG00000130251
ENSG00000104154	OTTHUMG00000131439
ENSG00000104164	OTTHUMG00000131477
ENSG00000104177	OTTHUMG00000172120
ENSG00000104205	OTTHUMG00000164561
ENSG00000104213	OTTHUMG00000130818
ENSG00000104218	OTTHUMG00000164564
ENSG00000104219	OTTHUMG00000163860
ENSG00000104221	OTTHUMG00000164025
ENSG00000104228	OTTHUMG00000102047
ENSG00000104231	OTTHUMG00000164684
ENSG00000104237	OTTHUMG00000164379
ENSG00000104267	OTTHUMG00000164944
ENSG00000104290	OTTHUMG00000102145
ENSG00000104299	OTTHUMG00000164030
ENSG00000104312	OTTHUMG00000163809
ENSG00000104313	OTTHUMG00000149894
ENSG00000104320	OTTHUMG00000153546
ENSG00000104321	OTTHUMG00000164516
ENSG00000104324	OTTHUMG00000164690
ENSG00000104325	OTTHUMG00000163829
ENSG00000104327	OTTHUMG00000134314
ENSG00000104331	OTTHUMG00000164415
ENSG00000104332	OTTHUMG00000164074
ENSG00000104341	OTTHUMG00000164740
ENSG00000104343	OTTHUMG00000164517
ENSG00000104356	OTTHUMG00000164635
ENSG00000104361	OTTHUMG00000164668
ENSG00000104365	OTTHUMG00000164092
ENSG00000104368	OTTHUMG00000164072
ENSG00000104369	OTTHUMG00000164524
ENSG00000104371	OTTHUMG00000164167
ENSG00000104375	OTTHUMG00000164651
ENSG00000104381	OTTHUMG00000164509
ENSG00000104388	OTTHUMG00000134298
ENSG00000104408	OTTHUMG00000164858
ENSG00000104412	OTTHUMG00000164873
ENSG00000104413	OTTHUMG00000164587
ENSG00000104415	OTTHUMG00000164440
ENSG00000104419	OTTHUMG00000164441
ENSG00000104427	OTTHUMG00000164619
ENSG00000104432	OTTHUMG00000164620
ENSG00000104435	OTTHUMG00000164610
ENSG00000104442	OTTHUMG00000164374
ENSG00000104447	OTTHUMG00000142829
ENSG00000104450	OTTHUMG00000164706
ENSG00000104472	OTTHUMG00000164207
ENSG00000104490	OTTHUMG00000164876
ENSG00000104497	OTTHUMG00000164727
ENSG00000104499	OTTHUMG00000164656
ENSG00000104517	OTTHUMG00000164755
ENSG00000104518	OTTHUMG00000165132
ENSG00000104522	OTTHUMG00000165159
ENSG00000104524	OTTHUMG00000157010
ENSG00000104529	OTTHUMG00000165191
ENSG00000104537	OTTHUMG00000164987
ENSG00000104549	OTTHUMG00000164990
ENSG00000104611	OTTHUMG00000097005
ENSG00000104613	OTTHUMG00000131065
ENSG00000104626	OTTHUMG00000129328
ENSG00000104635	OTTHUMG00000097791
ENSG00000104643	OTTHUMG00000090647
ENSG00000104660	OTTHUMG00000163820
ENSG00000104671	OTTHUMG00000163828
ENSG00000104679	OTTHUMG00000163786
ENSG00000104687	OTTHUMG00000163946
ENSG00000104689	OTTHUMG00000097843
ENSG00000104691	OTTHUMG00000163851
ENSG00000104695	OTTHUMG00000163949
ENSG00000104714	OTTHUMG00000129163
ENSG00000104722	OTTHUMG00000131990
ENSG00000104723	OTTHUMG00000094803
ENSG00000104728	OTTHUMG00000163626
ENSG00000104731	OTTHUMG00000137657
ENSG00000104738	OTTHUMG00000164205
ENSG00000104755	OTTHUMG00000164041
ENSG00000104756	OTTHUMG00000099428
ENSG00000104760	OTTHUMG00000096989
ENSG00000104763	OTTHUMG00000096997
ENSG00000104765	OTTHUMG00000099433
ENSG00000104774	OTTHUMG00000156397
ENSG00000104783	OTTHUMG00000182779
ENSG00000104804	OTTHUMG00000164406
ENSG00000104805	OTTHUMG00000152514
ENSG00000104808	OTTHUMG00000165029
ENSG00000104812	OTTHUMG00000150723
ENSG00000104814	OTTHUMG00000180863
ENSG00000104818	OTTHUMG00000150185
ENSG00000104823	OTTHUMG00000182609
ENSG00000104824	OTTHUMG00000182612
ENSG00000104825	OTTHUMG00000177631
ENSG00000104826	OTTHUMG00000183334
ENSG00000104827	OTTHUMG00000180605
ENSG00000104833	OTTHUMG00000181829
ENSG00000104835	OTTHUMG00000182691
ENSG00000104848	OTTHUMG00000183343
ENSG00000104852	OTTHUMG00000183344
ENSG00000104853	OTTHUMG00000180849
ENSG00000104856	OTTHUMG00000162116
ENSG00000104859	OTTHUMG00000150189
ENSG00000104863	OTTHUMG00000134288
ENSG00000104866	OTTHUMG00000168143
ENSG00000104870	OTTHUMG00000183155
ENSG00000104872	OTTHUMG00000183167
ENSG00000104879	OTTHUMG00000181782
ENSG00000104880	OTTHUMG00000177342
ENSG00000104881	OTTHUMG00000181784
ENSG00000104883	OTTHUMG00000182044
ENSG00000104884	OTTHUMG00000048190
ENSG00000104885	OTTHUMG00000150431
ENSG00000104886	OTTHUMG00000180425
ENSG00000104888	OTTHUMG00000183166
ENSG00000104889	OTTHUMG00000180481
ENSG00000104892	OTTHUMG00000143722
ENSG00000104894	OTTHUMG00000183183
ENSG00000104897	OTTHUMG00000180414
ENSG00000104899	OTTHUMG00000180415
ENSG00000104901	OTTHUMG00000183171
ENSG00000104903	OTTHUMG00000180736
ENSG00000104904	OTTHUMG00000178459
ENSG00000104907	OTTHUMG00000180730
ENSG00000104915	OTTHUMG00000180759
ENSG00000104918	OTTHUMG00000182503
ENSG00000104921	OTTHUMG00000182517
ENSG00000104936	OTTHUMG00000182334
ENSG00000104938	OTTHUMG00000182432
ENSG00000104941	OTTHUMG00000182482
ENSG00000104946	OTTHUMG00000183376
ENSG00000104951	OTTHUMG00000183377
ENSG00000104953	OTTHUMG00000156793
ENSG00000104957	OTTHUMG00000180837
ENSG00000104960	OTTHUMG00000183162
ENSG00000104964	OTTHUMG00000180567
ENSG00000104967	OTTHUMG00000177499
ENSG00000104969	OTTHUMG00000180474
ENSG00000104970	OTTHUMG00000065696
ENSG00000104972	OTTHUMG00000065695
ENSG00000104973	OTTHUMG00000183161
ENSG00000104974	OTTHUMG00000065701
ENSG00000104976	OTTHUMG00000182456
ENSG00000104979	OTTHUMG00000180914
ENSG00000104980	OTTHUMG00000182478
ENSG00000104983	OTTHUMG00000182488
ENSG00000104998	OTTHUMG00000181990
ENSG00000105011	OTTHUMG00000150401
ENSG00000105048	OTTHUMG00000180542
ENSG00000105053	OTTHUMG00000183053
ENSG00000105058	OTTHUMG00000182279
ENSG00000105063	OTTHUMG00000180704
ENSG00000105072	OTTHUMG00000182439
ENSG00000105085	OTTHUMG00000182433
ENSG00000105088	OTTHUMG00000180390
ENSG00000105122	OTTHUMG00000182450
ENSG00000105127	OTTHUMG00000182444
ENSG00000105131	OTTHUMG00000183251
ENSG00000105135	OTTHUMG00000165630
ENSG00000105136	OTTHUMG00000037073
ENSG00000105137	OTTHUMG00000183207
ENSG00000105141	OTTHUMG00000183205
ENSG00000105143	OTTHUMG00000183351
ENSG00000105146	OTTHUMG00000183106
ENSG00000105171	OTTHUMG00000182020
ENSG00000105173	OTTHUMG00000177626
ENSG00000105176	OTTHUMG00000177923
ENSG00000105185	OTTHUMG00000180224
ENSG00000105186	OTTHUMG00000180225
ENSG00000105193	OTTHUMG00000182972
ENSG00000105197	OTTHUMG00000183066
ENSG00000105198	OTTHUMG00000183073
ENSG00000105202	OTTHUMG00000182581
ENSG00000105204	OTTHUMG00000182584
ENSG00000105205	OTTHUMG00000183144
ENSG00000105219	OTTHUMG00000160481
ENSG00000105220	OTTHUMG00000182087
ENSG00000105221	OTTHUMG00000137375
ENSG00000105223	OTTHUMG00000152736
ENSG00000105227	OTTHUMG00000182597
ENSG00000105229	OTTHUMG00000181759
ENSG00000105245	OTTHUMG00000182627
ENSG00000105246	OTTHUMG00000181866
ENSG00000105248	OTTHUMG00000181867
ENSG00000105251	OTTHUMG00000181879
ENSG00000105254	OTTHUMG00000048143
ENSG00000105255	OTTHUMG00000181881
ENSG00000105258	OTTHUMG00000181749
ENSG00000105261	OTTHUMG00000181748
ENSG00000105270	OTTHUMG00000181747
ENSG00000105278	OTTHUMG00000180918
ENSG00000105281	OTTHUMG00000183434
ENSG00000105287	OTTHUMG00000183431
ENSG00000105289	OTTHUMG00000180872
ENSG00000105290	OTTHUMG00000180692
ENSG00000105298	OTTHUMG00000180808
ENSG00000105321	OTTHUMG00000183503
ENSG00000105323	OTTHUMG00000182740
ENSG00000105325	OTTHUMG00000180747
ENSG00000105327	OTTHUMG00000183489
ENSG00000105329	OTTHUMG00000182760
ENSG00000105339	OTTHUMG00000164775
ENSG00000105341	OTTHUMG00000182342
ENSG00000105352	OTTHUMG00000151065
ENSG00000105355	OTTHUMG00000180249
ENSG00000105357	OTTHUMG00000183034
ENSG00000105364	OTTHUMG00000180400
ENSG00000105366	OTTHUMG00000182776
ENSG00000105369	OTTHUMG00000182678
ENSG00000105370	OTTHUMG00000182896
ENSG00000105371	OTTHUMG00000180405
ENSG00000105372	OTTHUMG00000182676
ENSG00000105373	OTTHUMG00000183059
ENSG00000105374	OTTHUMG00000182898
ENSG00000105376	OTTHUMG00000180406
ENSG00000105379	OTTHUMG00000182903
ENSG00000105383	OTTHUMG00000182891
ENSG00000105388	OTTHUMG00000151061
ENSG00000105392	OTTHUMG00000170610
ENSG00000105393	OTTHUMG00000182755
ENSG00000105397	OTTHUMG00000166373
ENSG00000105398	OTTHUMG00000162469
ENSG00000105401	OTTHUMG00000180578
ENSG00000105402	OTTHUMG00000183294
ENSG00000105404	OTTHUMG00000182737
ENSG00000105409	OTTHUMG00000137384
ENSG00000105419	OTTHUMG00000172280
ENSG00000105426	OTTHUMG00000180325
ENSG00000105427	OTTHUMG00000182813
ENSG00000105428	OTTHUMG00000180356
ENSG00000105429	OTTHUMG00000150342
ENSG00000105438	OTTHUMG00000183215
ENSG00000105443	OTTHUMG00000150245
ENSG00000105447	OTTHUMG00000183305
ENSG00000105464	OTTHUMG00000183304
ENSG00000105467	OTTHUMG00000183214
ENSG00000105472	OTTHUMG00000182866
ENSG00000105479	OTTHUMG00000156161
ENSG00000105483	OTTHUMG00000165047
ENSG00000105486	OTTHUMG00000183187
ENSG00000105492	OTTHUMG00000133571
ENSG00000105497	OTTHUMG00000167771
ENSG00000105499	OTTHUMG00000183185
ENSG00000105501	OTTHUMG00000165510
ENSG00000105507	OTTHUMG00000183139
ENSG00000105509	OTTHUMG00000183499
ENSG00000105514	OTTHUMG00000180835
ENSG00000105516	OTTHUMG00000183319
ENSG00000105518	OTTHUMG00000182021
ENSG00000105519	OTTHUMG00000180619
ENSG00000105520	OTTHUMG00000182023
ENSG00000105523	OTTHUMG00000183315
ENSG00000105538	OTTHUMG00000183323
ENSG00000105549	OTTHUMG00000165491
ENSG00000105550	OTTHUMG00000183326
ENSG00000105552	OTTHUMG00000183327
ENSG00000105556	OTTHUMG00000180532
ENSG00000105559	OTTHUMG00000183329
ENSG00000105568	OTTHUMG00000137367
ENSG00000105576	OTTHUMG00000180333
ENSG00000105583	OTTHUMG00000182617
ENSG00000105605	OTTHUMG00000064852
ENSG00000105607	OTTHUMG00000180561
ENSG00000105609	OTTHUMG00000066636
ENSG00000105610	OTTHUMG00000180536
ENSG00000105612	OTTHUMG00000180535
ENSG00000105613	OTTHUMG00000180514
ENSG00000105617	OTTHUMG00000066486
ENSG00000105618	OTTHUMG00000066040
ENSG00000105619	OTTHUMG00000065906
ENSG00000105639	OTTHUMG00000165648
ENSG00000105640	OTTHUMG00000183445
ENSG00000105641	OTTHUMG00000183447
ENSG00000105642	OTTHUMG00000183482
ENSG00000105643	OTTHUMG00000183483
ENSG00000105647	OTTHUMG00000183383
ENSG00000105649	OTTHUMG00000137378
ENSG00000105650	OTTHUMG00000183353
ENSG00000105655	OTTHUMG00000179027
ENSG00000105656	OTTHUMG00000183364
ENSG00000105662	OTTHUMG00000183115
ENSG00000105664	OTTHUMG00000169318
