Ensembl ID	Vega_gene ID
ENSG00000227165	OTTHUMG00000019169
ENSG00000227166	OTTHUMG00000036409
ENSG00000227167	OTTHUMG00000019602
ENSG00000227168	OTTHUMG00000140155
ENSG00000227169	OTTHUMG00000000646
ENSG00000227170	OTTHUMG00000142828
ENSG00000227171	OTTHUMG00000031586
ENSG00000227172	OTTHUMG00000155274
ENSG00000227173	OTTHUMG00000018327
ENSG00000227175	OTTHUMG00000017698
ENSG00000227176	OTTHUMG00000154115
ENSG00000227177	OTTHUMG00000034833
ENSG00000227178	OTTHUMG00000149148
ENSG00000227179	OTTHUMG00000011171
ENSG00000227180	OTTHUMG00000154147
ENSG00000227181	OTTHUMG00000041043
ENSG00000227182	OTTHUMG00000154495
ENSG00000227183	OTTHUMG00000022415
ENSG00000227186	OTTHUMG00000018511
ENSG00000227187	OTTHUMG00000157079
ENSG00000227188	OTTHUMG00000151100
ENSG00000227189	OTTHUMG00000118999
ENSG00000227191	OTTHUMG00000155215
ENSG00000227192	OTTHUMG00000015720
ENSG00000227193	OTTHUMG00000040900
ENSG00000227195	OTTHUMG00000032149
ENSG00000227196	OTTHUMG00000152438
ENSG00000227197	OTTHUMG00000155195
ENSG00000227198	OTTHUMG00000057503
ENSG00000227199	OTTHUMG00000039524
ENSG00000227200	OTTHUMG00000020649
ENSG00000227201	OTTHUMG00000151269
ENSG00000227203	OTTHUMG00000165367
ENSG00000227204	OTTHUMG00000041057
ENSG00000227205	OTTHUMG00000012179
ENSG00000227206	OTTHUMG00000085915
ENSG00000227207	OTTHUMG00000009455
ENSG00000227209	OTTHUMG00000018622
ENSG00000227210	OTTHUMG00000151790
ENSG00000227211	OTTHUMG00000022057
ENSG00000227212	OTTHUMG00000013834
ENSG00000227213	OTTHUMG00000016580
ENSG00000227214	OTTHUMG00000031267
ENSG00000227215	OTTHUMG00000015106
ENSG00000227217	OTTHUMG00000019395
ENSG00000227218	OTTHUMG00000020721
ENSG00000227220	OTTHUMG00000150056
ENSG00000227222	OTTHUMG00000148755
ENSG00000227224	OTTHUMG00000157294
ENSG00000227225	OTTHUMG00000059467
ENSG00000227227	OTTHUMG00000155451
ENSG00000227228	OTTHUMG00000031556
ENSG00000227230	OTTHUMG00000039875
ENSG00000227231	OTTHUMG00000148950
ENSG00000227232	OTTHUMG00000000958
ENSG00000227233	OTTHUMG00000156000
ENSG00000227234	OTTHUMG00000022554
ENSG00000227236	OTTHUMG00000040739
ENSG00000227237	OTTHUMG00000040425
ENSG00000227238	OTTHUMG00000153484
ENSG00000227240	OTTHUMG00000035564
ENSG00000227241	OTTHUMG00000154193
ENSG00000227242	OTTHUMG00000041474
ENSG00000227243	OTTHUMG00000031372
ENSG00000227244	OTTHUMG00000018291
ENSG00000227245	OTTHUMG00000156464
ENSG00000227246	OTTHUMG00000149470
ENSG00000227247	OTTHUMG00000017174
ENSG00000227248	OTTHUMG00000017327
ENSG00000227249	OTTHUMG00000066224
ENSG00000227251	OTTHUMG00000044063
ENSG00000227252	OTTHUMG00000153027
ENSG00000227253	OTTHUMG00000017921
ENSG00000227254	OTTHUMG00000016717
ENSG00000227255	OTTHUMG00000059141
ENSG00000227256	OTTHUMG00000085306
ENSG00000227257	OTTHUMG00000020307
ENSG00000227258	OTTHUMG00000016829
ENSG00000227259	OTTHUMG00000153161
ENSG00000227260	OTTHUMG00000155731
ENSG00000227261	OTTHUMG00000021708
ENSG00000227262	OTTHUMG00000031188
ENSG00000227264	OTTHUMG00000018000
ENSG00000227265	OTTHUMG00000155134
ENSG00000227267	OTTHUMG00000159767
ENSG00000227268	OTTHUMG00000186455
ENSG00000227269	OTTHUMG00000020352
ENSG00000227270	OTTHUMG00000153329
ENSG00000227271	OTTHUMG00000018520
ENSG00000227274	OTTHUMG00000058769
ENSG00000227275	OTTHUMG00000153555
ENSG00000227277	OTTHUMG00000137673
ENSG00000227278	OTTHUMG00000007306
ENSG00000227279	OTTHUMG00000064910
ENSG00000227282	OTTHUMG00000137386
ENSG00000227283	OTTHUMG00000155271
ENSG00000227284	OTTHUMG00000154199
ENSG00000227285	OTTHUMG00000022286
ENSG00000227286	OTTHUMG00000012628
ENSG00000227288	OTTHUMG00000009839
ENSG00000227289	OTTHUMG00000036161
ENSG00000227290	OTTHUMG00000010252
ENSG00000227291	OTTHUMG00000153402
ENSG00000227292	OTTHUMG00000152269
ENSG00000227293	OTTHUMG00000152909
ENSG00000227294	OTTHUMG00000153202
ENSG00000227295	OTTHUMG00000022442
ENSG00000227296	OTTHUMG00000004790
ENSG00000227297	OTTHUMG00000032826
ENSG00000227298	OTTHUMG00000156266
ENSG00000227300	OTTHUMG00000059177
ENSG00000227301	OTTHUMG00000000412
ENSG00000227302	OTTHUMG00000021484
ENSG00000227303	OTTHUMG00000022584
ENSG00000227304	OTTHUMG00000157512
ENSG00000227305	OTTHUMG00000156378
ENSG00000227306	OTTHUMG00000057556
ENSG00000227307	OTTHUMG00000019170
ENSG00000227308	OTTHUMG00000150131
ENSG00000227309	OTTHUMG00000155487
ENSG00000227311	OTTHUMG00000007299
ENSG00000227312	OTTHUMG00000003318
ENSG00000227313	OTTHUMG00000017959
ENSG00000227314	OTTHUMG00000149641
ENSG00000227315	OTTHUMG00000031582
ENSG00000227317	OTTHUMG00000149031
ENSG00000227321	OTTHUMG00000020218
ENSG00000227322	OTTHUMG00000031596
ENSG00000227326	OTTHUMG00000036942
ENSG00000227329	OTTHUMG00000021602
ENSG00000227330	OTTHUMG00000074517
ENSG00000227331	OTTHUMG00000153963
ENSG00000227332	OTTHUMG00000016460
ENSG00000227333	OTTHUMG00000149046
ENSG00000227334	OTTHUMG00000031449
ENSG00000227335	OTTHUMG00000152458
ENSG00000227336	OTTHUMG00000017005
ENSG00000227337	OTTHUMG00000155776
ENSG00000227338	OTTHUMG00000017562
ENSG00000227339	OTTHUMG00000155810
ENSG00000227342	OTTHUMG00000081871
ENSG00000227343	OTTHUMG00000031959
ENSG00000227344	OTTHUMG00000155994
ENSG00000227345	OTTHUMG00000018201
ENSG00000227347	OTTHUMG00000153576
ENSG00000227348	OTTHUMG00000154740
ENSG00000227349	OTTHUMG00000151121
ENSG00000227350	OTTHUMG00000020451
ENSG00000227351	OTTHUMG00000018891
ENSG00000227352	OTTHUMG00000017355
ENSG00000227353	OTTHUMG00000013227
ENSG00000227354	OTTHUMG00000017131
ENSG00000227355	OTTHUMG00000020591
ENSG00000227356	OTTHUMG00000018868
ENSG00000227357	OTTHUMG00000138996
ENSG00000227358	OTTHUMG00000020284
ENSG00000227359	OTTHUMG00000153380
ENSG00000227360	OTTHUMG00000015885
ENSG00000227361	OTTHUMG00000153265
ENSG00000227363	OTTHUMG00000151491
ENSG00000227364	OTTHUMG00000151394
ENSG00000227365	OTTHUMG00000151347
ENSG00000227366	OTTHUMG00000148731
ENSG00000227367	OTTHUMG00000140399
ENSG00000227368	OTTHUMG00000153324
ENSG00000227370	OTTHUMG00000155612
ENSG00000227371	OTTHUMG00000157003
ENSG00000227372	OTTHUMG00000003414
ENSG00000227373	OTTHUMG00000034822
ENSG00000227374	OTTHUMG00000019263
ENSG00000227375	OTTHUMG00000155484
ENSG00000227376	OTTHUMG00000150432
ENSG00000227379	OTTHUMG00000032123
ENSG00000227380	OTTHUMG00000031565
ENSG00000227382	OTTHUMG00000018452
ENSG00000227383	OTTHUMG00000019811
ENSG00000227384	OTTHUMG00000148817
ENSG00000227386	OTTHUMG00000152593
ENSG00000227388	OTTHUMG00000019884
ENSG00000227389	OTTHUMG00000149434
ENSG00000227391	OTTHUMG00000024152
ENSG00000227392	OTTHUMG00000182475
ENSG00000227393	OTTHUMG00000021316
ENSG00000227394	OTTHUMG00000152700
ENSG00000227395	OTTHUMG00000018059
ENSG00000227397	OTTHUMG00000156547
ENSG00000227398	OTTHUMG00000156533
ENSG00000227399	OTTHUMG00000020212
ENSG00000227400	OTTHUMG00000153821
ENSG00000227401	OTTHUMG00000032347
ENSG00000227402	OTTHUMG00000149348
ENSG00000227403	OTTHUMG00000151885
ENSG00000227404	OTTHUMG00000155103
ENSG00000227405	OTTHUMG00000134273
ENSG00000227406	OTTHUMG00000102163
ENSG00000227407	OTTHUMG00000065547
ENSG00000227408	OTTHUMG00000011044
ENSG00000227409	OTTHUMG00000004369
ENSG00000227411	OTTHUMG00000020374
ENSG00000227412	OTTHUMG00000020122
ENSG00000227413	OTTHUMG00000155621
ENSG00000227415	OTTHUMG00000012388
ENSG00000227416	OTTHUMG00000004316
ENSG00000227417	OTTHUMG00000057666
ENSG00000227418	OTTHUMG00000154342
ENSG00000227420	OTTHUMG00000031566
ENSG00000227421	OTTHUMG00000035609
ENSG00000227422	OTTHUMG00000149451
ENSG00000227423	OTTHUMG00000154304
ENSG00000227425	OTTHUMG00000022446
ENSG00000227426	OTTHUMG00000154474
ENSG00000227427	OTTHUMG00000021687
ENSG00000227429	OTTHUMG00000149480
ENSG00000227430	OTTHUMG00000154661
ENSG00000227431	OTTHUMG00000032688
ENSG00000227432	OTTHUMG00000133672
ENSG00000227433	OTTHUMG00000155906
ENSG00000227434	OTTHUMG00000040023
ENSG00000227435	OTTHUMG00000149100
ENSG00000227436	OTTHUMG00000152690
ENSG00000227437	OTTHUMG00000019153
ENSG00000227438	OTTHUMG00000090438
ENSG00000227439	OTTHUMG00000046228
ENSG00000227440	OTTHUMG00000156866
ENSG00000227442	OTTHUMG00000012608
ENSG00000227443	OTTHUMG00000019682
ENSG00000227444	OTTHUMG00000043604
ENSG00000227445	OTTHUMG00000019628
ENSG00000227446	OTTHUMG00000148866
ENSG00000227447	OTTHUMG00000036465
ENSG00000227448	OTTHUMG00000149115
ENSG00000227449	OTTHUMG00000013302
ENSG00000227453	OTTHUMG00000008361
ENSG00000227454	OTTHUMG00000154679
ENSG00000227455	OTTHUMG00000015982
ENSG00000227456	OTTHUMG00000086190
ENSG00000227458	OTTHUMG00000148987
ENSG00000227459	OTTHUMG00000152416
ENSG00000227460	OTTHUMG00000140176
ENSG00000227462	OTTHUMG00000017802
ENSG00000227463	OTTHUMG00000020115
ENSG00000227465	OTTHUMG00000017834
ENSG00000227466	OTTHUMG00000009087
ENSG00000227467	OTTHUMG00000167927
ENSG00000227468	OTTHUMG00000029923
ENSG00000227470	OTTHUMG00000153436
ENSG00000227471	OTTHUMG00000155376
ENSG00000227472	OTTHUMG00000148990
ENSG00000227473	OTTHUMG00000154993
ENSG00000227474	OTTHUMG00000017700
ENSG00000227475	OTTHUMG00000017960
ENSG00000227477	OTTHUMG00000032555
ENSG00000227479	OTTHUMG00000152377
ENSG00000227480	OTTHUMG00000153964
ENSG00000227481	OTTHUMG00000156242
ENSG00000227482	OTTHUMG00000020530
ENSG00000227484	OTTHUMG00000150220
ENSG00000227485	OTTHUMG00000009148
ENSG00000227486	OTTHUMG00000021664
ENSG00000227487	OTTHUMG00000167663
ENSG00000227488	OTTHUMG00000024145
ENSG00000227489	OTTHUMG00000152389
ENSG00000227491	OTTHUMG00000156229
ENSG00000227492	OTTHUMG00000018903
ENSG00000227493	OTTHUMG00000021526
ENSG00000227494	OTTHUMG00000041981
ENSG00000227495	OTTHUMG00000132924
ENSG00000227496	OTTHUMG00000037739
ENSG00000227497	OTTHUMG00000155088
ENSG00000227498	OTTHUMG00000155766
ENSG00000227499	OTTHUMG00000156176
ENSG00000227500	OTTHUMG00000154590
ENSG00000227502	OTTHUMG00000015405
ENSG00000227505	OTTHUMG00000022603
ENSG00000227506	OTTHUMG00000149468
ENSG00000227507	OTTHUMG00000031136
ENSG00000227508	OTTHUMG00000016077
ENSG00000227509	OTTHUMG00000156714
ENSG00000227510	OTTHUMG00000017010
ENSG00000227511	OTTHUMG00000021286
ENSG00000227512	OTTHUMG00000020934
ENSG00000227513	OTTHUMG00000153131
ENSG00000227514	OTTHUMG00000157028
ENSG00000227515	OTTHUMG00000018600
ENSG00000227516	OTTHUMG00000046310
ENSG00000227517	OTTHUMG00000132249
ENSG00000227518	OTTHUMG00000019418
ENSG00000227519	OTTHUMG00000058207
ENSG00000227521	OTTHUMG00000021976
ENSG00000227523	OTTHUMG00000155689
ENSG00000227525	OTTHUMG00000157497
ENSG00000227526	OTTHUMG00000031498
ENSG00000227527	OTTHUMG00000007027
ENSG00000227528	OTTHUMG00000017002
ENSG00000227529	OTTHUMG00000149385
ENSG00000227531	OTTHUMG00000020487
ENSG00000227532	OTTHUMG00000132299
ENSG00000227533	OTTHUMG00000007699
ENSG00000227534	OTTHUMG00000021717
ENSG00000227535	OTTHUMG00000015288
ENSG00000227536	OTTHUMG00000021784
ENSG00000227537	OTTHUMG00000017816
ENSG00000227538	OTTHUMG00000006363
ENSG00000227540	OTTHUMG00000018458
ENSG00000227541	OTTHUMG00000022293
ENSG00000227542	OTTHUMG00000154306
ENSG00000227543	OTTHUMG00000132827
ENSG00000227544	OTTHUMG00000155058
ENSG00000227545	OTTHUMG00000156276
ENSG00000227547	OTTHUMG00000166766
ENSG00000227549	OTTHUMG00000155735
ENSG00000227550	OTTHUMG00000158506
ENSG00000227551	OTTHUMG00000160148
ENSG00000227554	OTTHUMG00000041183
ENSG00000227555	OTTHUMG00000020191
ENSG00000227556	OTTHUMG00000041106
ENSG00000227557	OTTHUMG00000153937
ENSG00000227559	OTTHUMG00000004764
ENSG00000227560	OTTHUMG00000019068
ENSG00000227562	OTTHUMG00000157305
ENSG00000227563	OTTHUMG00000031916
ENSG00000227564	OTTHUMG00000017020
ENSG00000227565	OTTHUMG00000149280
ENSG00000227567	OTTHUMG00000149006
ENSG00000227568	OTTHUMG00000016467
ENSG00000227573	OTTHUMG00000157097
ENSG00000227574	OTTHUMG00000155076
ENSG00000227576	OTTHUMG00000148717
ENSG00000227577	OTTHUMG00000148838
ENSG00000227578	OTTHUMG00000155576
ENSG00000227579	OTTHUMG00000040862
ENSG00000227581	OTTHUMG00000021955
ENSG00000227582	OTTHUMG00000058166
ENSG00000227583	OTTHUMG00000018357
ENSG00000227584	OTTHUMG00000156680
ENSG00000227585	OTTHUMG00000037205
ENSG00000227586	OTTHUMG00000019196
ENSG00000227587	OTTHUMG00000031501
ENSG00000227588	OTTHUMG00000156185
ENSG00000227589	OTTHUMG00000041605
ENSG00000227590	OTTHUMG00000017322
ENSG00000227591	OTTHUMG00000036478
ENSG00000227592	OTTHUMG00000021318
ENSG00000227593	OTTHUMG00000167752
ENSG00000227596	OTTHUMG00000148939
ENSG00000227597	OTTHUMG00000153228
ENSG00000227598	OTTHUMG00000016010
ENSG00000227599	OTTHUMG00000032495
ENSG00000227600	OTTHUMG00000137672
ENSG00000227602	OTTHUMG00000014906
ENSG00000227603	OTTHUMG00000020246
ENSG00000227604	OTTHUMG00000016705
ENSG00000227606	OTTHUMG00000151543
ENSG00000227607	OTTHUMG00000019697
ENSG00000227609	OTTHUMG00000086663
ENSG00000227610	OTTHUMG00000022164
ENSG00000227611	OTTHUMG00000017016
ENSG00000227613	OTTHUMG00000037422
ENSG00000227615	OTTHUMG00000158412
ENSG00000227616	OTTHUMG00000059636
ENSG00000227617	OTTHUMG00000153980
ENSG00000227619	OTTHUMG00000020784
ENSG00000227620	OTTHUMG00000167242
ENSG00000227621	OTTHUMG00000037468
ENSG00000227623	OTTHUMG00000153112
ENSG00000227624	OTTHUMG00000177692
ENSG00000227625	OTTHUMG00000039502
ENSG00000227626	OTTHUMG00000031560
ENSG00000227627	OTTHUMG00000015856
ENSG00000227629	OTTHUMG00000036811
ENSG00000227630	OTTHUMG00000038017
ENSG00000227632	OTTHUMG00000153751
ENSG00000227633	OTTHUMG00000045208
ENSG00000227634	OTTHUMG00000001769
ENSG00000227635	OTTHUMG00000045265
ENSG00000227637	OTTHUMG00000003662
ENSG00000227638	OTTHUMG00000020169
ENSG00000227639	OTTHUMG00000085937
ENSG00000227640	OTTHUMG00000017213
ENSG00000227642	OTTHUMG00000149324
ENSG00000227644	OTTHUMG00000008922
ENSG00000227645	OTTHUMG00000021894
ENSG00000227646	OTTHUMG00000065036
ENSG00000227647	OTTHUMG00000149190
ENSG00000227649	OTTHUMG00000022065
ENSG00000227650	OTTHUMG00000031588
ENSG00000227652	OTTHUMG00000148927
ENSG00000227653	OTTHUMG00000153415
ENSG00000227655	OTTHUMG00000149539
ENSG00000227656	OTTHUMG00000149483
ENSG00000227657	OTTHUMG00000022149
ENSG00000227658	OTTHUMG00000155093
ENSG00000227659	OTTHUMG00000017275
ENSG00000227660	OTTHUMG00000015777
ENSG00000227661	OTTHUMG00000153571
ENSG00000227663	OTTHUMG00000031686
ENSG00000227665	OTTHUMG00000148992
ENSG00000227666	OTTHUMG00000020257
ENSG00000227667	OTTHUMG00000034422
ENSG00000227668	OTTHUMG00000149403
ENSG00000227669	OTTHUMG00000148894
ENSG00000227671	OTTHUMG00000041115
ENSG00000227672	OTTHUMG00000037241
ENSG00000227673	OTTHUMG00000035438
ENSG00000227674	OTTHUMG00000017028
ENSG00000227676	OTTHUMG00000017135
ENSG00000227678	OTTHUMG00000015555
ENSG00000227679	OTTHUMG00000017998
ENSG00000227680	OTTHUMG00000153094
ENSG00000227681	OTTHUMG00000015769
ENSG00000227682	OTTHUMG00000153811
ENSG00000227683	OTTHUMG00000018077
ENSG00000227684	OTTHUMG00000057485
ENSG00000227685	OTTHUMG00000059551
ENSG00000227686	OTTHUMG00000149940
ENSG00000227687	OTTHUMG00000041669
ENSG00000227688	OTTHUMG00000032385
ENSG00000227689	OTTHUMG00000059407
ENSG00000227692	OTTHUMG00000154254
ENSG00000227693	OTTHUMG00000032028
ENSG00000227694	OTTHUMG00000132323
ENSG00000227695	OTTHUMG00000018898
ENSG00000227698	OTTHUMG00000086780
ENSG00000227700	OTTHUMG00000014091
ENSG00000227702	OTTHUMG00000086772
ENSG00000227703	OTTHUMG00000031423
ENSG00000227704	OTTHUMG00000016063
ENSG00000227705	OTTHUMG00000134300
ENSG00000227706	OTTHUMG00000184002
ENSG00000227707	OTTHUMG00000155868
ENSG00000227708	OTTHUMG00000153820
ENSG00000227709	OTTHUMG00000158547
ENSG00000227710	OTTHUMG00000150858
ENSG00000227711	OTTHUMG00000037610
ENSG00000227712	OTTHUMG00000012411
ENSG00000227713	OTTHUMG00000151379
ENSG00000227714	OTTHUMG00000017223
ENSG00000227715	OTTHUMG00000149428
ENSG00000227716	OTTHUMG00000078245
ENSG00000227717	OTTHUMG00000175879
ENSG00000227718	OTTHUMG00000151713
ENSG00000227719	OTTHUMG00000152019
ENSG00000227720	OTTHUMG00000148988
ENSG00000227721	OTTHUMG00000086703
ENSG00000227722	OTTHUMG00000034643
ENSG00000227723	OTTHUMG00000015619
ENSG00000227725	OTTHUMG00000160803
ENSG00000227726	OTTHUMG00000152739
ENSG00000227728	OTTHUMG00000040557
ENSG00000227729	OTTHUMG00000152877
ENSG00000227730	OTTHUMG00000019484
ENSG00000227733	OTTHUMG00000013881
ENSG00000227734	OTTHUMG00000017772
ENSG00000227735	OTTHUMG00000040399
ENSG00000227736	OTTHUMG00000154756
ENSG00000227737	OTTHUMG00000154392
ENSG00000227738	OTTHUMG00000153349
ENSG00000227739	OTTHUMG00000031329
ENSG00000227740	OTTHUMG00000034985
ENSG00000227741	OTTHUMG00000031606
ENSG00000227742	OTTHUMG00000008233
ENSG00000227743	OTTHUMG00000157001
ENSG00000227744	OTTHUMG00000152837
ENSG00000227745	OTTHUMG00000153492
ENSG00000227746	OTTHUMG00000149630
ENSG00000227747	OTTHUMG00000035889
ENSG00000227748	OTTHUMG00000015760
ENSG00000227750	OTTHUMG00000149603
ENSG00000227751	OTTHUMG00000037449
ENSG00000227753	OTTHUMG00000158662
ENSG00000227754	OTTHUMG00000149200
ENSG00000227755	OTTHUMG00000150667
ENSG00000227757	OTTHUMG00000065033
ENSG00000227758	OTTHUMG00000031159
ENSG00000227759	OTTHUMG00000020751
ENSG00000227760	OTTHUMG00000168652
ENSG00000227761	OTTHUMG00000149124
ENSG00000227762	OTTHUMG00000162761
ENSG00000227764	OTTHUMG00000036999
ENSG00000227765	OTTHUMG00000160610
ENSG00000227766	OTTHUMG00000031152
ENSG00000227769	OTTHUMG00000154798
ENSG00000227770	OTTHUMG00000152270
ENSG00000227772	OTTHUMG00000037037
ENSG00000227773	OTTHUMG00000014015
ENSG00000227775	OTTHUMG00000000825
ENSG00000227776	OTTHUMG00000034681
ENSG00000227777	OTTHUMG00000034552
ENSG00000227779	OTTHUMG00000022560
ENSG00000227780	OTTHUMG00000149095
ENSG00000227782	OTTHUMG00000187025
ENSG00000227784	OTTHUMG00000016464
ENSG00000227785	OTTHUMG00000154619
ENSG00000227788	OTTHUMG00000154457
ENSG00000227789	OTTHUMG00000152962
ENSG00000227790	OTTHUMG00000059146
ENSG00000227791	OTTHUMG00000152701
ENSG00000227794	OTTHUMG00000140141
ENSG00000227795	OTTHUMG00000155734
ENSG00000227799	OTTHUMG00000151917
ENSG00000227800	OTTHUMG00000152437
ENSG00000227801	OTTHUMG00000031306
ENSG00000227802	OTTHUMG00000059034
ENSG00000227803	OTTHUMG00000014335
ENSG00000227804	OTTHUMG00000149023
ENSG00000227805	OTTHUMG00000018821
ENSG00000227806	OTTHUMG00000154235
ENSG00000227809	OTTHUMG00000020024
ENSG00000227811	OTTHUMG00000011954
ENSG00000227813	OTTHUMG00000030407
ENSG00000227814	OTTHUMG00000022270
ENSG00000227815	OTTHUMG00000034991
ENSG00000227816	OTTHUMG00000148832
ENSG00000227817	OTTHUMG00000153560
ENSG00000227818	OTTHUMG00000024048
ENSG00000227824	OTTHUMG00000154837
ENSG00000227825	OTTHUMG00000170629
ENSG00000227826	OTTHUMG00000149332
ENSG00000227827	OTTHUMG00000166306
ENSG00000227830	OTTHUMG00000041274
ENSG00000227832	OTTHUMG00000011458
ENSG00000227834	OTTHUMG00000154687
ENSG00000227835	OTTHUMG00000019453
ENSG00000227836	OTTHUMG00000150258
ENSG00000227837	OTTHUMG00000045204
ENSG00000227838	OTTHUMG00000150948
ENSG00000227840	OTTHUMG00000057781
ENSG00000227841	OTTHUMG00000154757
ENSG00000227842	OTTHUMG00000153259
ENSG00000227843	OTTHUMG00000129087
ENSG00000227844	OTTHUMG00000015639
ENSG00000227845	OTTHUMG00000020679
ENSG00000227846	OTTHUMG00000059006
ENSG00000227847	OTTHUMG00000157168
ENSG00000227848	OTTHUMG00000016887
ENSG00000227850	OTTHUMG00000011007
ENSG00000227851	OTTHUMG00000019052
ENSG00000227852	OTTHUMG00000019864
ENSG00000227853	OTTHUMG00000137395
ENSG00000227854	OTTHUMG00000039565
ENSG00000227855	OTTHUMG00000152749
ENSG00000227856	OTTHUMG00000149032
ENSG00000227857	OTTHUMG00000008098
ENSG00000227858	OTTHUMG00000148768
ENSG00000227859	OTTHUMG00000004771
ENSG00000227860	OTTHUMG00000039589
ENSG00000227861	OTTHUMG00000148796
ENSG00000227862	OTTHUMG00000017141
ENSG00000227863	OTTHUMG00000153911
ENSG00000227864	OTTHUMG00000022265
ENSG00000227867	OTTHUMG00000045271
ENSG00000227869	OTTHUMG00000157154
ENSG00000227871	OTTHUMG00000044990
ENSG00000227873	OTTHUMG00000024017
ENSG00000227874	OTTHUMG00000155592
ENSG00000227875	OTTHUMG00000001828
ENSG00000227877	OTTHUMG00000018282
ENSG00000227878	OTTHUMG00000154434
ENSG00000227879	OTTHUMG00000016480
ENSG00000227880	OTTHUMG00000150954
ENSG00000227881	OTTHUMG00000022236
ENSG00000227882	OTTHUMG00000016616
ENSG00000227883	OTTHUMG00000007966
ENSG00000227884	OTTHUMG00000137478
ENSG00000227885	OTTHUMG00000014883
ENSG00000227886	OTTHUMG00000149412
ENSG00000227887	OTTHUMG00000036135
ENSG00000227888	OTTHUMG00000165458
ENSG00000227890	OTTHUMG00000154579
ENSG00000227892	OTTHUMG00000154328
ENSG00000227893	OTTHUMG00000016567
ENSG00000227895	OTTHUMG00000150934
ENSG00000227896	OTTHUMG00000018652
ENSG00000227899	OTTHUMG00000004829
ENSG00000227902	OTTHUMG00000153712
ENSG00000227905	OTTHUMG00000018689
ENSG00000227906	OTTHUMG00000031867
ENSG00000227907	OTTHUMG00000034433
ENSG00000227908	OTTHUMG00000162310
ENSG00000227910	OTTHUMG00000156556
ENSG00000227911	OTTHUMG00000016711
ENSG00000227912	OTTHUMG00000017545
ENSG00000227913	OTTHUMG00000015969
ENSG00000227914	OTTHUMG00000019433
ENSG00000227915	OTTHUMG00000044996
ENSG00000227917	OTTHUMG00000021018
ENSG00000227919	OTTHUMG00000130869
ENSG00000227920	OTTHUMG00000014623
ENSG00000227922	OTTHUMG00000017109
ENSG00000227923	OTTHUMG00000156268
ENSG00000227924	OTTHUMG00000013226
ENSG00000227925	OTTHUMG00000037268
ENSG00000227927	OTTHUMG00000031917
ENSG00000227929	OTTHUMG00000155028
ENSG00000227930	OTTHUMG00000152555
ENSG00000227932	OTTHUMG00000017843
ENSG00000227933	OTTHUMG00000019866
ENSG00000227934	OTTHUMG00000037961
ENSG00000227935	OTTHUMG00000010108
ENSG00000227936	OTTHUMG00000031333
ENSG00000227937	OTTHUMG00000010773
ENSG00000227938	OTTHUMG00000151942
ENSG00000227939	OTTHUMG00000031035
ENSG00000227940	OTTHUMG00000036265
ENSG00000227941	OTTHUMG00000034418
ENSG00000227942	OTTHUMG00000021721
ENSG00000227945	OTTHUMG00000015535
ENSG00000227946	OTTHUMG00000154653
ENSG00000227947	OTTHUMG00000007956
ENSG00000227948	OTTHUMG00000155037
ENSG00000227949	OTTHUMG00000036621
ENSG00000227950	OTTHUMG00000001214
ENSG00000227952	OTTHUMG00000017066
ENSG00000227953	OTTHUMG00000040519
ENSG00000227954	OTTHUMG00000015607
ENSG00000227956	OTTHUMG00000031487
ENSG00000227958	OTTHUMG00000020899
ENSG00000227959	OTTHUMG00000009528
ENSG00000227960	OTTHUMG00000037783
ENSG00000227961	OTTHUMG00000148974
ENSG00000227962	OTTHUMG00000057833
ENSG00000227963	OTTHUMG00000011283
ENSG00000227964	OTTHUMG00000134283
ENSG00000227965	OTTHUMG00000152465
ENSG00000227966	OTTHUMG00000085279
ENSG00000227968	OTTHUMG00000154869
ENSG00000227969	OTTHUMG00000017044
ENSG00000227970	OTTHUMG00000012058
ENSG00000227971	OTTHUMG00000156316
ENSG00000227972	OTTHUMG00000018250
ENSG00000227973	OTTHUMG00000060476
ENSG00000227974	OTTHUMG00000004850
ENSG00000227979	OTTHUMG00000153858
ENSG00000227981	OTTHUMG00000154832
ENSG00000227982	OTTHUMG00000154720
ENSG00000227983	OTTHUMG00000017186
ENSG00000227986	OTTHUMG00000156540
ENSG00000227987	OTTHUMG00000153105
ENSG00000227988	OTTHUMG00000024089
ENSG00000227989	OTTHUMG00000043595
ENSG00000227992	OTTHUMG00000153689
ENSG00000227993	OTTHUMG00000031567
ENSG00000227994	OTTHUMG00000007576
ENSG00000227995	OTTHUMG00000018778
ENSG00000227999	OTTHUMG00000040844
ENSG00000228000	OTTHUMG00000059393
ENSG00000228001	OTTHUMG00000031353
ENSG00000228002	OTTHUMG00000017101
ENSG00000228004	OTTHUMG00000021689
ENSG00000228005	OTTHUMG00000155880
ENSG00000228007	OTTHUMG00000132221
ENSG00000228008	OTTHUMG00000156735
ENSG00000228010	OTTHUMG00000152372
ENSG00000228012	OTTHUMG00000035480
ENSG00000228013	OTTHUMG00000036070
ENSG00000228014	OTTHUMG00000156541
ENSG00000228015	OTTHUMG00000153034
ENSG00000228016	OTTHUMG00000154091
ENSG00000228019	OTTHUMG00000156919
ENSG00000228020	OTTHUMG00000035529
ENSG00000228021	OTTHUMG00000019230
ENSG00000228022	OTTHUMG00000031193
ENSG00000228024	OTTHUMG00000020017
ENSG00000228025	OTTHUMG00000149589
ENSG00000228027	OTTHUMG00000017663
