Ensembl ID	RefSeq_mRNA_predicted ID
ENSG00000010270	NM_032016
ENSG00000010270	XM_005249881
ENSG00000010270	XM_006715789
ENSG00000010278	NM_001769
ENSG00000010282	NM_020707
ENSG00000010282	XM_006713273
ENSG00000010282	XM_006713274
ENSG00000010292	NM_014865
ENSG00000010295	NM_001039670
ENSG00000010295	NM_001193457
ENSG00000010295	NM_080730
ENSG00000010295	XM_006718973
ENSG00000010295	XM_006718974
ENSG00000010295	XM_006718975
ENSG00000010295	XM_006718976
ENSG00000010295	XM_006718977
ENSG00000010295	XM_006718978
ENSG00000010295	XM_006718980
ENSG00000010295	XM_006718981
ENSG00000010295	XM_006718982
ENSG00000010310	NM_000164
ENSG00000010318	NM_001278221
ENSG00000010318	NM_016483
ENSG00000010318	XM_005265225
ENSG00000010318	XM_005265226
ENSG00000010318	XM_005265227
ENSG00000010319	NM_020163
ENSG00000010322	NM_001276293
ENSG00000010322	NM_001276294
ENSG00000010322	NM_007184
ENSG00000010327	NM_015136
ENSG00000010327	XM_005264973
ENSG00000010327	XM_005264974
ENSG00000010327	XM_006713065
ENSG00000010327	XR_427261
ENSG00000010361	NM_001171937
ENSG00000010361	NM_025129
ENSG00000010361	XM_006723397
ENSG00000010361	XM_006723398
ENSG00000010361	XM_006723400
ENSG00000010379	NM_001190997
ENSG00000010379	NM_001243392
ENSG00000010379	NM_016615
ENSG00000010379	XM_005253749
ENSG00000010379	XM_006719007
ENSG00000010379	XM_006719009
ENSG00000010404	NM_000202
ENSG00000010404	NM_001166550
ENSG00000010404	NM_006123
ENSG00000010438	NM_001197097
ENSG00000010438	NM_001197098
ENSG00000010438	NM_002771
ENSG00000010438	NM_007343
ENSG00000010438	XM_005251519
ENSG00000010438	XM_006710228
ENSG00000010539	NM_001145446
ENSG00000010539	NM_001145447
ENSG00000010539	NM_001145448
ENSG00000010539	NM_003454
ENSG00000010539	NM_198087
ENSG00000010539	NM_198088
ENSG00000010539	XM_005255556
ENSG00000010539	XM_006720941
ENSG00000010539	XR_424847
ENSG00000010610	NM_000616
ENSG00000010610	NM_001195015
ENSG00000010610	NM_001195016
ENSG00000010610	NM_001195017
ENSG00000010626	NM_001135217
ENSG00000010626	NM_006992
ENSG00000010626	NM_201650
ENSG00000010671	NM_000061
ENSG00000010671	NM_001287344
ENSG00000010671	NM_001287345
ENSG00000010704	NM_000410
ENSG00000010704	NM_001300749
ENSG00000010704	NM_139003
ENSG00000010704	NM_139004
ENSG00000010704	NM_139006
ENSG00000010704	NM_139007
ENSG00000010704	NM_139008
ENSG00000010704	NM_139009
ENSG00000010704	NM_139010
ENSG00000010704	NM_139011
ENSG00000010704	XM_006715075
ENSG00000010803	NM_001031694
ENSG00000010803	NM_001172218
ENSG00000010803	NM_001172219
ENSG00000010803	NM_001172220
ENSG00000010803	NM_001172221
ENSG00000010803	NM_001172222
ENSG00000010803	NM_012236
ENSG00000010803	XM_005270639
ENSG00000010803	XM_006710462
ENSG00000010803	XM_006710463
ENSG00000010803	XM_006710464
ENSG00000010803	XM_006710465
ENSG00000010803	XM_006710466
ENSG00000010803	XM_006710467
ENSG00000010803	XM_006710468
ENSG00000010803	XM_006710469
ENSG00000010803	XM_006710470
ENSG00000010810	NM_002037
ENSG00000010810	NM_153047
ENSG00000010810	NM_153048
ENSG00000010810	XM_005266887
ENSG00000010810	XM_005266888
ENSG00000010810	XM_005266889
ENSG00000010810	XM_005266890
ENSG00000010810	XM_005266892
ENSG00000010810	XM_006715429
ENSG00000010810	XM_006715626
ENSG00000010818	NM_006734
ENSG00000010818	XM_005266957
ENSG00000010932	NM_001282692
ENSG00000010932	NM_001282693
ENSG00000010932	NM_001282694
ENSG00000010932	NM_002021
ENSG00000010932	XM_005245037
ENSG00000010932	XM_005245038
ENSG00000011007	NM_003198
ENSG00000011009	NM_007260
ENSG00000011021	NM_001256959
ENSG00000011021	NM_001286
ENSG00000011028	NM_006039
ENSG00000011052	NM_001018136
ENSG00000011083	NM_014228
ENSG00000011105	NM_001168320
ENSG00000011105	NM_006675
ENSG00000011105	XM_006718956
ENSG00000011114	NM_001002860
ENSG00000011114	NM_001289133
ENSG00000011114	NM_018167
ENSG00000011114	XM_006720195
ENSG00000011114	XM_006725166
ENSG00000011114	XR_424132
ENSG00000011132	NM_004886
ENSG00000011143	NM_001165927
ENSG00000011143	NM_017777
ENSG00000011143	XM_005257484
ENSG00000011143	XM_005257486
ENSG00000011143	XM_006721964
ENSG00000011198	NM_016006
ENSG00000011201	NM_000216
ENSG00000011243	NM_001291478
ENSG00000011243	NM_014371
ENSG00000011243	XR_430135
ENSG00000011258	NM_017643
ENSG00000011258	XM_005257467
ENSG00000011258	XM_005257468
ENSG00000011258	XM_005257469
ENSG00000011258	XM_005257470
ENSG00000011258	XM_006721962
ENSG00000011260	NM_016001
ENSG00000011275	NM_207111
ENSG00000011275	NM_207116
ENSG00000011275	XM_005249785
ENSG00000011295	NM_001271420
ENSG00000011295	NM_017775
ENSG00000011304	NM_002819
ENSG00000011304	NM_031990
ENSG00000011304	NM_031991
ENSG00000011304	NR_039900
ENSG00000011304	XM_005259598
ENSG00000011332	NM_001135155
ENSG00000011332	NM_001135156
ENSG00000011332	NM_001289978
ENSG00000011332	NM_004647
ENSG00000011332	XM_005259290
ENSG00000011332	XM_006723407
ENSG00000011332	XM_006723408
ENSG00000011332	XM_006723409
ENSG00000011332	XM_006723410
ENSG00000011347	NM_001252065
ENSG00000011347	NM_001300773
ENSG00000011347	NM_004200
ENSG00000011347	XM_005274388
ENSG00000011376	NM_015340
ENSG00000011376	XM_005265006
ENSG00000011405	NM_002645
ENSG00000011405	XM_005252977
ENSG00000011405	XM_005252978
ENSG00000011405	XM_005252979
ENSG00000011405	XM_005252980
ENSG00000011422	NM_001005376
ENSG00000011422	NM_001005377
ENSG00000011422	NM_001301037
ENSG00000011422	NM_002659
ENSG00000011422	XM_005258989
ENSG00000011422	XM_006723241
ENSG00000011426	NM_001284301
ENSG00000011426	NM_001284302
ENSG00000011426	NM_018685
ENSG00000011451	NM_021241
ENSG00000011451	XM_005260004
ENSG00000011451	XM_005260005
ENSG00000011451	XM_005260006
ENSG00000011451	XM_005260007
ENSG00000011451	XM_005260008
ENSG00000011451	XM_005260009
ENSG00000011451	XM_005260010
ENSG00000011451	XM_005260011
ENSG00000011451	XM_005260012
ENSG00000011451	XM_006722828
ENSG00000011454	NM_005294
ENSG00000011454	NM_012197
ENSG00000011454	XM_005251866
ENSG00000011454	XM_005251868
ENSG00000011454	XM_006717031
ENSG00000011454	XM_006717032
ENSG00000011465	NM_001920
ENSG00000011465	NM_133503
ENSG00000011465	NM_133504
ENSG00000011465	NM_133505
ENSG00000011465	NM_133506
ENSG00000011465	NM_133507
ENSG00000011465	XM_006719270
ENSG00000011478	NM_001163377
ENSG00000011478	NM_017659
ENSG00000011485	NM_001204284
ENSG00000011485	NM_006247
ENSG00000011523	NM_015147
ENSG00000011523	XM_005264218
ENSG00000011566	NM_001270425
ENSG00000011566	NM_003618
ENSG00000011590	NM_014383
ENSG00000011590	XM_005258739
ENSG00000011600	NM_001173514
ENSG00000011600	NM_001173515
ENSG00000011600	NM_003332
ENSG00000011600	NM_198125
ENSG00000011600	XM_006723350
ENSG00000011638	NM_020422
ENSG00000011638	XM_005255440
ENSG00000011638	XM_006721068
ENSG00000011677	NM_000808
ENSG00000011677	XM_005274659
ENSG00000012048	NM_007294
ENSG00000012048	NM_007297
ENSG00000012048	NM_007298
ENSG00000012048	NM_007299
ENSG00000012048	NM_007300
ENSG00000012048	XM_006722029
ENSG00000012048	XM_006722030
ENSG00000012048	XM_006722031
ENSG00000012048	XM_006722032
ENSG00000012048	XM_006722033
ENSG00000012048	XM_006722034
ENSG00000012048	XM_006722035
ENSG00000012048	XM_006722036
ENSG00000012048	XM_006722040
ENSG00000012061	NM_001166049
ENSG00000012061	NM_001983
ENSG00000012061	NM_202001
ENSG00000012061	XM_005258634
ENSG00000012061	XM_005258635
ENSG00000012061	XM_005258636
ENSG00000012124	NM_001185099
ENSG00000012124	NM_001185100
ENSG00000012124	NM_001185101
ENSG00000012124	NM_001278417
ENSG00000012124	NM_001771
ENSG00000012171	NM_001005914
ENSG00000012171	NM_001290060
ENSG00000012171	NM_001290061
ENSG00000012171	NM_001290062
ENSG00000012171	NM_004636
ENSG00000012171	NR_106932
ENSG00000012171	NR_110697
ENSG00000012174	NM_015884
ENSG00000012211	NM_006150
ENSG00000012211	XM_005272605
ENSG00000012223	NM_001199149
ENSG00000012223	NM_002343
ENSG00000012232	NM_001440
ENSG00000012232	XM_006716302
ENSG00000012504	NM_001206977
ENSG00000012504	NM_001206978
ENSG00000012504	NM_001206979
ENSG00000012504	NM_001206992
ENSG00000012504	NM_001206993
ENSG00000012504	NM_005123
ENSG00000012504	XM_006719719
ENSG00000012660	NM_001242828
ENSG00000012660	NM_001242830
ENSG00000012660	NM_001242831
ENSG00000012660	NM_021814
ENSG00000012660	XM_005249266
ENSG00000012660	XM_005249267
ENSG00000012779	NM_000698
ENSG00000012779	NM_001256153
ENSG00000012779	NM_001256154
ENSG00000012817	NM_001146705
ENSG00000012817	NM_001146706
ENSG00000012817	NM_004653
ENSG00000012817	XM_005262563
ENSG00000012817	XR_430568
ENSG00000012822	NM_001143682
ENSG00000012822	NM_020898
ENSG00000012963	NM_175748
ENSG00000012983	NM_006575
ENSG00000012983	NM_198794
ENSG00000012983	XM_006720013
ENSG00000013016	NM_014600
ENSG00000013275	NM_006503
ENSG00000013275	NM_153001
ENSG00000013275	XR_430205
ENSG00000013288	NM_015274
ENSG00000013293	NM_020949
ENSG00000013293	XM_006713718
ENSG00000013297	NM_005602
ENSG00000013306	NM_001143780
ENSG00000013306	NM_016016
ENSG00000013306	XM_005257445
ENSG00000013364	NM_005115
ENSG00000013364	NM_017458
ENSG00000013374	NM_001243351
ENSG00000013374	NM_016118
ENSG00000013374	XM_005250010
ENSG00000013374	XM_005250011
ENSG00000013375	NM_001199917
ENSG00000013375	NM_001199918
ENSG00000013375	NM_001199919
ENSG00000013375	NM_015599
ENSG00000013375	XM_005248728
ENSG00000013375	XM_006715504
ENSG00000013392	NM_033411
ENSG00000013392	XM_005248648
ENSG00000013441	NM_001162407
ENSG00000013441	NM_004071
ENSG00000013441	NR_027856
ENSG00000013503	NM_001160708
ENSG00000013503	NM_018082
ENSG00000013503	XM_006719498
ENSG00000013523	NM_015305
ENSG00000013561	NM_001201365
ENSG00000013561	NM_004290
ENSG00000013561	NM_183398
ENSG00000013561	NM_183399
ENSG00000013561	NM_183400
ENSG00000013561	NM_183401
ENSG00000013561	XM_005268538
ENSG00000013561	XM_005268539
ENSG00000013561	XM_005268540
ENSG00000013561	XM_005268541
ENSG00000013563	NM_001009932
ENSG00000013563	NM_001009933
ENSG00000013563	NM_001009934
ENSG00000013563	NM_006730
ENSG00000013563	XM_005277829
ENSG00000013573	NM_001257144
ENSG00000013573	NM_001257145
ENSG00000013573	NM_004399
ENSG00000013573	NM_030653
ENSG00000013573	NM_152438
ENSG00000013573	XM_005253331
ENSG00000013573	XM_005253333
ENSG00000013573	XM_006719044
ENSG00000013573	XM_006719053
ENSG00000013583	NM_015987
ENSG00000013588	NM_003979
ENSG00000013619	NM_001177465
ENSG00000013619	NM_001177466
ENSG00000013619	NM_005491
ENSG00000013619	XM_005274636
ENSG00000013619	XM_006724802
ENSG00000013619	XM_006724803
ENSG00000013725	NM_001254750
ENSG00000013725	NM_001254751
ENSG00000013725	NM_006725
ENSG00000013725	XM_006718738
ENSG00000013725	XM_006718739
ENSG00000013725	XM_006718740
ENSG00000013810	NM_006342
ENSG00000013810	XM_005247929
ENSG00000013810	XM_005247930
ENSG00000014123	NM_015323
ENSG00000014138	NM_002689
ENSG00000014164	NM_015117
ENSG00000014164	XM_006716530
ENSG00000014164	XM_006716531
ENSG00000014164	XM_006716532
ENSG00000014164	XM_006716533
ENSG00000014164	XM_006716534
ENSG00000014164	XM_006716535
ENSG00000014164	XM_006716536
ENSG00000014216	NM_001198868
ENSG00000014216	NM_001198869
ENSG00000014216	NM_005186
ENSG00000014216	XM_006718698
ENSG00000014257	NM_001099
ENSG00000014257	NM_001134194
ENSG00000014641	NM_001199111
ENSG00000014641	NM_001199112
ENSG00000014641	NM_005917
ENSG00000014641	XM_005264320
ENSG00000014824	NM_006345
ENSG00000014914	NM_001145862
ENSG00000014914	NM_181873
ENSG00000014914	XM_006711136
ENSG00000014914	XM_006711137
ENSG00000014919	NM_004376
ENSG00000014919	NM_078470
ENSG00000015133	NM_001080414
ENSG00000015133	XM_005267691
ENSG00000015133	XM_005267692
ENSG00000015133	XR_429316
ENSG00000015153	NM_001190977
ENSG00000015153	NM_001190979
ENSG00000015153	NM_001190980
ENSG00000015153	NM_005748
ENSG00000015153	XM_006719183
ENSG00000015153	XM_006719184
ENSG00000015153	XM_006719185
ENSG00000015171	NM_001202464
ENSG00000015171	NM_001202465
ENSG00000015171	NM_001202466
ENSG00000015171	NM_001202467
ENSG00000015171	NM_001202468
ENSG00000015171	NM_006624
ENSG00000015171	NM_212479
ENSG00000015171	XM_005252359
ENSG00000015171	XM_005252360
ENSG00000015171	XM_005252361
ENSG00000015171	XM_005252362
ENSG00000015171	XM_005252363
ENSG00000015171	XM_006717376
ENSG00000015285	NM_000377
ENSG00000015413	NM_001128141
ENSG00000015413	NM_004413
ENSG00000015413	XM_005256285
ENSG00000015413	XM_005256286
ENSG00000015413	XM_006721159
ENSG00000015475	NM_001196
ENSG00000015475	NM_001244567
ENSG00000015475	NM_001244569
ENSG00000015475	NM_001244570
ENSG00000015475	NM_001244572
ENSG00000015475	NM_197966
ENSG00000015475	NM_197967
ENSG00000015475	XR_427933
ENSG00000015479	NM_001194954
ENSG00000015479	NM_001194955
ENSG00000015479	NM_001194956
ENSG00000015479	NM_001282278
ENSG00000015479	NM_018834
ENSG00000015479	NM_199189
ENSG00000015479	NR_003141
ENSG00000015479	NR_036536
ENSG00000015520	NM_001101648
ENSG00000015520	NM_001300967
ENSG00000015520	NM_013389
ENSG00000015520	XM_006715709
ENSG00000015532	NM_022167
ENSG00000015532	XM_005257572
ENSG00000015568	NM_005054
ENSG00000015568	NM_032260
ENSG00000015568	XM_005263748
ENSG00000015568	XM_005263753
ENSG00000015568	XM_005263756
ENSG00000015568	XM_005263819
ENSG00000015568	XM_005263822
ENSG00000015568	XM_006712794
ENSG00000015592	NM_001283053
ENSG00000015592	NM_001283054
ENSG00000015592	NM_001283055
ENSG00000015592	NM_030795
ENSG00000015592	XM_005273652
ENSG00000015676	NM_015332
ENSG00000016082	NM_002202
ENSG00000016391	NM_018397
ENSG00000016391	XM_006713250
ENSG00000016402	NM_001278722
ENSG00000016402	NM_001278723
ENSG00000016402	NM_001278724
ENSG00000016402	NM_014432
ENSG00000016490	NM_001285
ENSG00000016602	NM_012128
ENSG00000016602	XM_006710453
ENSG00000016864	NM_001010983
ENSG00000016864	NM_001278280
ENSG00000016864	NM_001278281
ENSG00000016864	NM_018446
ENSG00000016864	NM_152932
ENSG00000016864	XM_006713260
ENSG00000017260	NM_001001485
ENSG00000017260	NM_001001486
ENSG00000017260	NM_001001487
ENSG00000017260	NM_001199179
ENSG00000017260	NM_001199180
ENSG00000017260	NM_001199181
ENSG00000017260	NM_001199182
ENSG00000017260	NM_001199183
ENSG00000017260	NM_001199184
ENSG00000017260	NM_001199185
ENSG00000017260	NM_014382
ENSG00000017260	XM_005247354
ENSG00000017260	XM_005247355
ENSG00000017260	XM_005247356
ENSG00000017260	XM_005247357
ENSG00000017260	XM_005247358
ENSG00000017260	XM_006713585
ENSG00000017427	NM_000618
ENSG00000017427	NM_001111283
ENSG00000017427	NM_001111284
ENSG00000017427	NM_001111285
ENSG00000017427	XM_005268835
ENSG00000017483	NM_033518
ENSG00000017483	XM_005272695
ENSG00000017797	NM_006788
ENSG00000017797	XM_006722295
ENSG00000017797	XM_006722296
ENSG00000018189	NM_001037442
ENSG00000018189	NM_001130709
ENSG00000018189	NM_001291993
ENSG00000018189	NM_014961
ENSG00000018189	XM_005265657
ENSG00000018236	NM_001256063
ENSG00000018236	NM_001256064
ENSG00000018236	NM_001843
ENSG00000018236	NM_175038
ENSG00000018236	XM_005268651
ENSG00000018236	XM_006719241
ENSG00000018280	NM_000578
ENSG00000018280	XM_005246793
ENSG00000018280	XM_006712710
ENSG00000018280	XM_006712711
ENSG00000018280	XR_427109
ENSG00000018408	NM_001168278
ENSG00000018408	NM_001168280
ENSG00000018408	NM_015472
ENSG00000018510	NM_003659
ENSG00000018610	NM_001170569
ENSG00000018610	NM_001170570
ENSG00000018610	NM_022101
ENSG00000018625	NM_000702
ENSG00000018699	NM_001193509
ENSG00000018699	NM_017735
ENSG00000018869	NM_144690
ENSG00000018869	XM_006723044
ENSG00000019102	NM_014312
ENSG00000019144	NM_001144758
ENSG00000019144	NM_001144759
ENSG00000019144	NM_015157
ENSG00000019144	NR_106773
ENSG00000019144	XM_005271470
ENSG00000019144	XM_005271474
ENSG00000019144	XM_006718803
ENSG00000019169	NM_006770
ENSG00000019186	NM_000782
ENSG00000019186	NM_001128915
ENSG00000019186	XM_005260304
ENSG00000019485	NM_001256695
ENSG00000019485	NM_001256696
ENSG00000019485	XM_003959932
ENSG00000019485	XM_003960481
ENSG00000019485	XM_003960864
ENSG00000019505	NM_001247987
ENSG00000019505	NM_020826
ENSG00000019505	XM_006718267
ENSG00000019549	NM_003068
ENSG00000019582	NM_001025158
ENSG00000019582	NM_001025159
ENSG00000019582	NM_004355
ENSG00000019991	NM_000601
ENSG00000019991	NM_001010931
ENSG00000019991	NM_001010932
ENSG00000019991	NM_001010933
ENSG00000019991	NM_001010934
ENSG00000019991	XM_006715956
ENSG00000019995	NM_017580
ENSG00000019995	XM_005269925
ENSG00000019995	XM_005269926
ENSG00000019995	XM_005269927
ENSG00000019995	XM_006717907
ENSG00000020129	NM_001014839
ENSG00000020129	NM_001014841
ENSG00000020129	NM_014284
ENSG00000020181	NM_032777
ENSG00000020181	XM_006716325
ENSG00000020256	NM_018197
ENSG00000020256	NM_022088
ENSG00000020256	NM_199426
ENSG00000020256	NM_199427
ENSG00000020256	XM_005260449
ENSG00000020256	XM_005260450
ENSG00000020256	XM_006723821
ENSG00000020426	NM_001177963
ENSG00000020426	NM_002431
ENSG00000020426	XM_005267687
ENSG00000020577	NM_001161576
ENSG00000020577	NM_001161577
ENSG00000020577	NM_015589
ENSG00000020633	NM_001031680
ENSG00000020633	NM_004350
ENSG00000020633	XM_005246024
ENSG00000020922	NM_005590
ENSG00000020922	NM_005591
ENSG00000020922	XM_005274007
ENSG00000020922	XM_005274008
ENSG00000020922	XM_006718842
ENSG00000021300	NM_001130033
ENSG00000021300	NM_001130034
ENSG00000021300	NM_001130035
ENSG00000021300	NM_001130036
ENSG00000021300	NM_021200
ENSG00000021355	NM_030666
ENSG00000021355	XM_006715008
ENSG00000021461	NM_001278921
ENSG00000021461	NM_022820
ENSG00000021461	NM_057095
ENSG00000021461	NM_057096
ENSG00000021488	NM_001126335
ENSG00000021488	NM_001243036
ENSG00000021488	NM_014270
ENSG00000021488	XM_005258468
ENSG00000021574	NM_014946
ENSG00000021574	NM_199436
ENSG00000021574	XM_005264516
ENSG00000021645	NM_001105250
ENSG00000021645	NM_001272020
ENSG00000021645	NM_004796
ENSG00000021645	NM_138970
ENSG00000021645	NR_073547
ENSG00000021762	NM_001144063
ENSG00000021762	NM_020896
ENSG00000021762	NM_145638
ENSG00000021776	NM_014691
ENSG00000021826	NM_001122633
ENSG00000021826	NM_001122634
ENSG00000021826	NM_001875
ENSG00000021826	XR_430250
ENSG00000021852	NM_000066
ENSG00000021852	NM_001278543
ENSG00000021852	NM_001278544
ENSG00000021852	XM_005271166
ENSG00000021852	XM_006710873
ENSG00000022267	NM_001159699
ENSG00000022267	NM_001159700
ENSG00000022267	NM_001159701
ENSG00000022267	NM_001159702
ENSG00000022267	NM_001159703
ENSG00000022267	NM_001159704
ENSG00000022267	NM_001167819
ENSG00000022267	NM_001449
ENSG00000022267	XM_006724743
ENSG00000022267	XM_006724744
ENSG00000022267	XM_006724745
ENSG00000022267	XM_006724746
ENSG00000022267	XM_006724747
ENSG00000022277	NM_001283035
ENSG00000022277	NM_001283036
ENSG00000022277	NM_001283037
ENSG00000022277	NM_016407
ENSG00000022355	NM_000806
ENSG00000022355	NM_001127643
ENSG00000022355	NM_001127644
ENSG00000022355	NM_001127645
ENSG00000022355	NM_001127648
ENSG00000022556	NM_001174081
ENSG00000022556	NM_001174082
ENSG00000022556	NM_001174083
ENSG00000022556	NM_017852
ENSG00000022567	NM_001080431
ENSG00000022567	NM_001286646
ENSG00000022567	NM_001286648
ENSG00000022567	XM_006716604
ENSG00000022840	NM_014868
ENSG00000022840	XM_006719717
ENSG00000022976	NM_001267827
ENSG00000022976	NM_001267828
ENSG00000022976	NM_018335
ENSG00000022976	XM_006720202
ENSG00000023041	NM_022494
ENSG00000023041	XM_005270051
ENSG00000023041	XM_005270052
ENSG00000023041	XM_006717948
ENSG00000023171	NM_001286563
ENSG00000023171	NM_001286564
ENSG00000023171	NM_020716
ENSG00000023171	XM_006718888
ENSG00000023171	XM_006718889
ENSG00000023171	XM_006718891
ENSG00000023191	NM_002939
ENSG00000023191	NM_203383
ENSG00000023191	NM_203384
ENSG00000023191	NM_203385
ENSG00000023191	NM_203386
ENSG00000023191	NM_203387
ENSG00000023191	NM_203388
ENSG00000023191	NM_203389
ENSG00000023228	NM_001199981
ENSG00000023228	NM_001199982
ENSG00000023228	NM_001199983
ENSG00000023228	NM_001199984
ENSG00000023228	NM_005006
ENSG00000023287	NM_001083617
ENSG00000023287	NM_014781
ENSG00000023287	XM_006716491
ENSG00000023287	XM_006716492
ENSG00000023287	XM_006716493
ENSG00000023318	NM_015051
ENSG00000023330	NM_000688
ENSG00000023330	NM_199166
ENSG00000023330	XM_005264944
ENSG00000023330	XM_005264945
ENSG00000023445	NM_001165
ENSG00000023445	NM_182962
ENSG00000023516	NM_016248
ENSG00000023516	XM_005266248
ENSG00000023516	XM_005266249
ENSG00000023516	XM_005266250
ENSG00000023572	NM_001243399
ENSG00000023572	NM_016066
ENSG00000023572	NM_197962
ENSG00000023572	XM_005245231
ENSG00000023608	NM_003082
ENSG00000023697	NM_001300779
ENSG00000023697	NM_015954
ENSG00000023697	XM_006719083
ENSG00000023734	NM_007178
ENSG00000023734	XM_005253294
ENSG00000023839	NM_000392
ENSG00000023839	XM_006717630
ENSG00000023839	XM_006717631
