GeneID	EntrezGene	Pathway
57571	L	beta-Alanine metabolism:KEGG-hsa00410
10335	L	Vascular smooth muscle contraction:KEGG-hsa04270
390433	L	Olfactory transduction:KEGG-hsa04740
2762	L	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
2762	L	Fructose and mannose metabolism:KEGG-hsa00051
390431	L	Olfactory transduction:KEGG-hsa04740
2760	L	Lysosome:KEGG-hsa04142
2767	L	Amoebiasis:KEGG-hsa05146
2767	L	Calcium signaling pathway:KEGG-hsa04020
2767	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
2767	L	Gap junction:KEGG-hsa04540
2767	L	GnRH signaling pathway:KEGG-hsa04912
2767	L	Long-term depression:KEGG-hsa04730
2767	L	Vascular smooth muscle contraction:KEGG-hsa04270
390436	L	Olfactory transduction:KEGG-hsa04740
9489	L	Glycerophospholipid metabolism:KEGG-hsa00564
9488	L	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
79365	L	Circadian rhythm - mammal:KEGG-hsa04710
9482	L	SNARE interactions in vesicular transport:KEGG-hsa04130
9487	L	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
6272	L	Lysosome:KEGG-hsa04142
6272	L	Neurotrophin signaling pathway:KEGG-hsa04722
247	L	Arachidonic acid metabolism:KEGG-hsa00590
9739	L	Lysine degradation:KEGG-hsa00310
376497	L	PPAR signaling pathway:KEGG-hsa03320
3452	L	Autoimmune thyroid disease:KEGG-hsa05320
3452	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3452	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3452	L	Hepatitis C:KEGG-hsa05160
3452	L	Jak-STAT signaling pathway:KEGG-hsa04630
3452	L	Measles:KEGG-hsa05162
3452	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3452	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3452	L	Regulation of autophagy:KEGG-hsa04140
3452	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3452	L	Tuberculosis:KEGG-hsa05152
3451	L	Autoimmune thyroid disease:KEGG-hsa05320
3451	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3451	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3451	L	Hepatitis C:KEGG-hsa05160
3451	L	Jak-STAT signaling pathway:KEGG-hsa04630
3451	L	Measles:KEGG-hsa05162
3451	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3451	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3451	L	Regulation of autophagy:KEGG-hsa04140
3451	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3451	L	Tuberculosis:KEGG-hsa05152
723790	L	Systemic lupus erythematosus:KEGG-hsa05322
22978	L	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
22978	L	Purine metabolism:KEGG-hsa00230
22978	L	Pyrimidine metabolism:KEGG-hsa00240
3454	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3454	L	Hepatitis C:KEGG-hsa05160
3454	L	Jak-STAT signaling pathway:KEGG-hsa04630
3454	L	Measles:KEGG-hsa05162
3454	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3454	L	Osteoclast differentiation:KEGG-hsa04380
3454	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3455	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3455	L	Hepatitis C:KEGG-hsa05160
3455	L	Jak-STAT signaling pathway:KEGG-hsa04630
3455	L	Measles:KEGG-hsa05162
3455	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3455	L	Osteoclast differentiation:KEGG-hsa04380
3455	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3458	L	African trypanosomiasis:KEGG-hsa05143
3458	L	Allograft rejection:KEGG-hsa05330
3458	L	Amoebiasis:KEGG-hsa05146
3458	L	Antigen processing and presentation:KEGG-hsa04612
3458	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
3458	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3458	L	Graft-versus-host disease:KEGG-hsa05332
3458	L	Jak-STAT signaling pathway:KEGG-hsa04630
3458	L	Leishmaniasis:KEGG-hsa05140
3458	L	Malaria:KEGG-hsa05144
3458	L	Measles:KEGG-hsa05162
3458	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3458	L	Osteoclast differentiation:KEGG-hsa04380
3458	L	Proteasome:KEGG-hsa03050
3458	L	Regulation of autophagy:KEGG-hsa04140
3458	L	Rheumatoid arthritis:KEGG-hsa05323
3458	L	Systemic lupus erythematosus:KEGG-hsa05322
3458	L	T cell receptor signaling pathway:KEGG-hsa04660
3458	L	TGF-beta signaling pathway:KEGG-hsa04350
3458	L	Toxoplasmosis:KEGG-hsa05145
3458	L	Tuberculosis:KEGG-hsa05152
3458	L	Type I diabetes mellitus:KEGG-hsa04940
3459	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
3459	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3459	L	Jak-STAT signaling pathway:KEGG-hsa04630
3459	L	Leishmaniasis:KEGG-hsa05140
3459	L	Measles:KEGG-hsa05162
3459	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3459	L	Osteoclast differentiation:KEGG-hsa04380
3459	L	Toxoplasmosis:KEGG-hsa05145
3459	L	Tuberculosis:KEGG-hsa05152
858	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
858	L	Endocytosis:KEGG-hsa04144
858	L	Focal adhesion:KEGG-hsa04510
859	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
859	L	Endocytosis:KEGG-hsa04144
859	L	Focal adhesion:KEGG-hsa04510
653361	L	Chemokine signaling pathway:KEGG-hsa04062
653361	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
653361	L	Leishmaniasis:KEGG-hsa05140
653361	L	Leukocyte transendothelial migration:KEGG-hsa04670
653361	L	Osteoclast differentiation:KEGG-hsa04380
653361	L	Phagosome:KEGG-hsa04145
100130966	L	RNA transport:KEGG-hsa03013
26872	L	Mineral absorption:KEGG-hsa04978
26873	L	Glutathione metabolism:KEGG-hsa00480
4589	L	Salivary secretion:KEGG-hsa04970
5228	L	Bladder cancer:KEGG-hsa05219
5228	L	Focal adhesion:KEGG-hsa04510
5228	L	Pancreatic cancer:KEGG-hsa05212
5228	L	Pathways in cancer:KEGG-hsa05200
5228	L	Renal cell carcinoma:KEGG-hsa05211
5228	L	Rheumatoid arthritis:KEGG-hsa05323
5228	L	mTOR signaling pathway:KEGG-hsa04150
5223	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
5222	L	Protein digestion and absorption:KEGG-hsa04974
5226	L	Glutathione metabolism:KEGG-hsa00480
5226	L	Pentose phosphate pathway:KEGG-hsa00030
5224	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
3062	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
3061	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
3067	L	Histidine metabolism:KEGG-hsa00340
3066	L	Cell cycle:KEGG-hsa04110
3066	L	Chronic myeloid leukemia:KEGG-hsa05220
3066	L	Huntington's disease:KEGG-hsa05016
3066	L	Notch signaling pathway:KEGG-hsa04330
3066	L	Pathways in cancer:KEGG-hsa05200
3065	L	Cell cycle:KEGG-hsa04110
3065	L	Chronic myeloid leukemia:KEGG-hsa05220
3065	L	Huntington's disease:KEGG-hsa05016
3065	L	Notch signaling pathway:KEGG-hsa04330
3065	L	Pathways in cancer:KEGG-hsa05200
3064	L	Huntington's disease:KEGG-hsa05016
79760	L	RNA transport:KEGG-hsa03013
343169	L	Olfactory transduction:KEGG-hsa04740
5728	L	Endometrial cancer:KEGG-hsa05213
5728	L	Focal adhesion:KEGG-hsa04510
5728	L	Glioma:KEGG-hsa05214
5728	L	Inositol phosphate metabolism:KEGG-hsa00562
5728	L	Melanoma:KEGG-hsa05218
5728	L	Pathways in cancer:KEGG-hsa05200
5728	L	Phosphatidylinositol signaling system:KEGG-hsa04070
5728	L	Prostate cancer:KEGG-hsa05215
5728	L	Small cell lung cancer:KEGG-hsa05222
5728	L	Tight junction:KEGG-hsa04530
5728	L	p53 signaling pathway:KEGG-hsa04115
5720	L	Antigen processing and presentation:KEGG-hsa04612
5720	L	Proteasome:KEGG-hsa03050
1306	L	Protein digestion and absorption:KEGG-hsa04974
51004	L	Ubiquinone and other terpenoid-quinone biosynthesis:KEGG-hsa00130
23205	L	Adipocytokine signaling pathway:KEGG-hsa04920
23205	L	Fatty acid metabolism:KEGG-hsa00071
23205	L	PPAR signaling pathway:KEGG-hsa03320
1302	L	Amoebiasis:KEGG-hsa05146
1302	L	ECM-receptor interaction:KEGG-hsa04512
1302	L	Focal adhesion:KEGG-hsa04510
1302	L	Protein digestion and absorption:KEGG-hsa04974
1303	L	Protein digestion and absorption:KEGG-hsa04974
23759	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
1308	L	Protein digestion and absorption:KEGG-hsa04974
27040	L	Fc epsilon RI signaling pathway:KEGG-hsa04664
27040	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
27040	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
27040	L	T cell receptor signaling pathway:KEGG-hsa04660
498	L	Alzheimer's disease:KEGG-hsa05010
498	L	Huntington's disease:KEGG-hsa05016
498	L	Oxidative phosphorylation:KEGG-hsa00190
498	L	Parkinson's disease:KEGG-hsa05012
495	L	Collecting duct acid secretion:KEGG-hsa04966
495	L	Gastric acid secretion:KEGG-hsa04971
495	L	Oxidative phosphorylation:KEGG-hsa00190
496	L	Collecting duct acid secretion:KEGG-hsa04966
496	L	Gastric acid secretion:KEGG-hsa04971
496	L	Oxidative phosphorylation:KEGG-hsa00190
490	L	Calcium signaling pathway:KEGG-hsa04020
490	L	Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961
490	L	Mineral absorption:KEGG-hsa04978
490	L	Pancreatic secretion:KEGG-hsa04972
490	L	Salivary secretion:KEGG-hsa04970
491	L	Calcium signaling pathway:KEGG-hsa04020
491	L	Pancreatic secretion:KEGG-hsa04972
491	L	Salivary secretion:KEGG-hsa04970
492	L	Calcium signaling pathway:KEGG-hsa04020
492	L	Pancreatic secretion:KEGG-hsa04972
492	L	Salivary secretion:KEGG-hsa04970
493	L	Calcium signaling pathway:KEGG-hsa04020
493	L	Pancreatic secretion:KEGG-hsa04972
493	L	Salivary secretion:KEGG-hsa04970
6472	L	Cyanoamino acid metabolism:KEGG-hsa00460
6472	L	Glycine, serine and threonine metabolism:KEGG-hsa00260
6472	L	One carbon pool by folate:KEGG-hsa00670
6470	L	Cyanoamino acid metabolism:KEGG-hsa00460
6470	L	Glycine, serine and threonine metabolism:KEGG-hsa00260
6470	L	One carbon pool by folate:KEGG-hsa00670
6477	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
6477	L	Wnt signaling pathway:KEGG-hsa04310
6477	L	p53 signaling pathway:KEGG-hsa04115
6476	L	Carbohydrate digestion and absorption:KEGG-hsa04973
6476	L	Starch and sucrose metabolism:KEGG-hsa00500
3939	L	Cysteine and methionine metabolism:KEGG-hsa00270
3939	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
3939	L	Propanoate metabolism:KEGG-hsa00640
3939	L	Pyruvate metabolism:KEGG-hsa00620
3938	L	Carbohydrate digestion and absorption:KEGG-hsa04973
3938	L	Galactose metabolism:KEGG-hsa00052
9533	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
9533	L	Purine metabolism:KEGG-hsa00230
9533	L	Pyrimidine metabolism:KEGG-hsa00240
9533	L	RNA polymerase:KEGG-hsa03020
3937	L	Fc epsilon RI signaling pathway:KEGG-hsa04664
3937	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3937	L	Osteoclast differentiation:KEGG-hsa04380
3937	L	T cell receptor signaling pathway:KEGG-hsa04660
3931	L	Glycerophospholipid metabolism:KEGG-hsa00564
3932	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3932	L	Osteoclast differentiation:KEGG-hsa04380
3932	L	Primary immunodeficiency:KEGG-hsa05340
3932	L	T cell receptor signaling pathway:KEGG-hsa04660
8332	L	Systemic lupus erythematosus:KEGG-hsa05322
8330	L	Systemic lupus erythematosus:KEGG-hsa05322
8331	L	Systemic lupus erythematosus:KEGG-hsa05322
8336	L	Systemic lupus erythematosus:KEGG-hsa05322
8337	L	Systemic lupus erythematosus:KEGG-hsa05322
8334	L	Systemic lupus erythematosus:KEGG-hsa05322
8335	L	Systemic lupus erythematosus:KEGG-hsa05322
6716	L	Prostate cancer:KEGG-hsa05215
6716	L	Steroid hormone biosynthesis:KEGG-hsa00140
8338	L	Systemic lupus erythematosus:KEGG-hsa05322
8339	L	Systemic lupus erythematosus:KEGG-hsa05322
6713	L	Steroid biosynthesis:KEGG-hsa00100
9902	L	Phagosome:KEGG-hsa04145
9902	L	Tuberculosis:KEGG-hsa05152
9900	L	ECM-receptor interaction:KEGG-hsa04512
9901	L	Axon guidance:KEGG-hsa04360
377841	L	Purine metabolism:KEGG-hsa00230
377841	L	Pyrimidine metabolism:KEGG-hsa00240
55520	L	RNA transport:KEGG-hsa03013
5584	L	Endocytosis:KEGG-hsa04144
5584	L	Insulin signaling pathway:KEGG-hsa04910
5584	L	Tight junction:KEGG-hsa04530
154141	L	Glycerolipid metabolism:KEGG-hsa00561
154141	L	Glycerophospholipid metabolism:KEGG-hsa00564
4046	L	Tuberculosis:KEGG-hsa05152
4047	L	Steroid biosynthesis:KEGG-hsa00100
4040	L	Wnt signaling pathway:KEGG-hsa04310
4041	L	Wnt signaling pathway:KEGG-hsa04310
4048	L	Arachidonic acid metabolism:KEGG-hsa00590
4049	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
4049	L	Type I diabetes mellitus:KEGG-hsa04940
25759	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
25759	L	Chemokine signaling pathway:KEGG-hsa04062
25759	L	Chronic myeloid leukemia:KEGG-hsa05220
25759	L	ErbB signaling pathway:KEGG-hsa04012
25759	L	Focal adhesion:KEGG-hsa04510
25759	L	Glioma:KEGG-hsa05214
25759	L	Insulin signaling pathway:KEGG-hsa04910
25759	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
25759	L	Neurotrophin signaling pathway:KEGG-hsa04722
25759	L	VEGF signaling pathway:KEGG-hsa04370
3665	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3665	L	Hepatitis C:KEGG-hsa05160
3665	L	Measles:KEGG-hsa05162
3665	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3665	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3667	L	Adipocytokine signaling pathway:KEGG-hsa04920
3667	L	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
3667	L	Insulin signaling pathway:KEGG-hsa04910
3667	L	Neurotrophin signaling pathway:KEGG-hsa04722
3667	L	Type II diabetes mellitus:KEGG-hsa04930
3661	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3661	L	Hepatitis C:KEGG-hsa05160
3661	L	Measles:KEGG-hsa05162
3661	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3661	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3663	L	Toll-like receptor signaling pathway:KEGG-hsa04620
5582	L	African trypanosomiasis:KEGG-hsa05143
5582	L	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
5582	L	Amoebiasis:KEGG-hsa05146
5582	L	Calcium signaling pathway:KEGG-hsa04020
5582	L	Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961
5582	L	ErbB signaling pathway:KEGG-hsa04012
5582	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
5582	L	Focal adhesion:KEGG-hsa04510
5582	L	Gap junction:KEGG-hsa04540
5582	L	Gastric acid secretion:KEGG-hsa04971
5582	L	Glioma:KEGG-hsa05214
5582	L	Glutamatergic synapse:KEGG-hsa04724
5582	L	Leukocyte transendothelial migration:KEGG-hsa04670
5582	L	Long-term depression:KEGG-hsa04730
5582	L	Long-term potentiation:KEGG-hsa04720
5582	L	MAPK signaling pathway:KEGG-hsa04010
5582	L	Melanogenesis:KEGG-hsa04916
5582	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
5582	L	Non-small cell lung cancer:KEGG-hsa05223
5582	L	Pancreatic secretion:KEGG-hsa04972
5582	L	Pathways in cancer:KEGG-hsa05200
5582	L	Phosphatidylinositol signaling system:KEGG-hsa04070
5582	L	Salivary secretion:KEGG-hsa04970
5582	L	Tight junction:KEGG-hsa04530
5582	L	VEGF signaling pathway:KEGG-hsa04370
5582	L	Vascular smooth muscle contraction:KEGG-hsa04270
5582	L	Vibrio cholerae infection:KEGG-hsa05110
5582	L	Wnt signaling pathway:KEGG-hsa04310
90423	L	Collecting duct acid secretion:KEGG-hsa04966
90423	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
90423	L	Oxidative phosphorylation:KEGG-hsa00190
90423	L	Phagosome:KEGG-hsa04145
90423	L	Rheumatoid arthritis:KEGG-hsa05323
90423	L	Vibrio cholerae infection:KEGG-hsa05110
57555	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
2572	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
2572	L	Butanoate metabolism:KEGG-hsa00650
2572	L	Taurine and hypotaurine metabolism:KEGG-hsa00430
2572	L	Type I diabetes mellitus:KEGG-hsa04940
2572	L	beta-Alanine metabolism:KEGG-hsa00410
2570	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
130399	L	TGF-beta signaling pathway:KEGG-hsa04350
57216	L	Wnt signaling pathway:KEGG-hsa04310
3593	L	African trypanosomiasis:KEGG-hsa05143
3593	L	Allograft rejection:KEGG-hsa05330
3593	L	Amoebiasis:KEGG-hsa05146
3593	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
3593	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3593	L	Jak-STAT signaling pathway:KEGG-hsa04630
3593	L	Leishmaniasis:KEGG-hsa05140
3593	L	Measles:KEGG-hsa05162
3593	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3593	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3593	L	Toxoplasmosis:KEGG-hsa05145
3593	L	Tuberculosis:KEGG-hsa05152
3593	L	Type I diabetes mellitus:KEGG-hsa04940
3592	L	African trypanosomiasis:KEGG-hsa05143
3592	L	Allograft rejection:KEGG-hsa05330
3592	L	Amoebiasis:KEGG-hsa05146
3592	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
3592	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3592	L	Jak-STAT signaling pathway:KEGG-hsa04630
3592	L	Leishmaniasis:KEGG-hsa05140
3592	L	Malaria:KEGG-hsa05144
3592	L	Measles:KEGG-hsa05162
3592	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3592	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3592	L	Toxoplasmosis:KEGG-hsa05145
3592	L	Tuberculosis:KEGG-hsa05152
3592	L	Type I diabetes mellitus:KEGG-hsa04940
3590	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3590	L	Hematopoietic cell lineage:KEGG-hsa04640
3590	L	Jak-STAT signaling pathway:KEGG-hsa04630
3597	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3597	L	Jak-STAT signaling pathway:KEGG-hsa04630
3596	L	Asthma:KEGG-hsa05310
3596	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3596	L	Fc epsilon RI signaling pathway:KEGG-hsa04664
3596	L	Jak-STAT signaling pathway:KEGG-hsa04630
3596	L	Measles:KEGG-hsa05162
3595	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3595	L	Jak-STAT signaling pathway:KEGG-hsa04630
3594	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3594	L	Jak-STAT signaling pathway:KEGG-hsa04630
5034	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
3598	L	Jak-STAT signaling pathway:KEGG-hsa04630
5032	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
5033	L	Arginine and proline metabolism:KEGG-hsa00330
5030	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
5031	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
4437	L	Colorectal cancer:KEGG-hsa05210
4437	L	Mismatch repair:KEGG-hsa03430
4437	L	Pathways in cancer:KEGG-hsa05200
4436	L	Colorectal cancer:KEGG-hsa05210
4436	L	Mismatch repair:KEGG-hsa03430
4436	L	Pathways in cancer:KEGG-hsa05200
60401	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
975	L	B cell receptor signaling pathway:KEGG-hsa04662
975	L	Hepatitis C:KEGG-hsa05160
975	L	Malaria:KEGG-hsa05144
974	L	B cell receptor signaling pathway:KEGG-hsa04662
973	L	B cell receptor signaling pathway:KEGG-hsa04662
973	L	Primary immunodeficiency:KEGG-hsa05340
972	L	Antigen processing and presentation:KEGG-hsa04612
972	L	Tuberculosis:KEGG-hsa05152
971	L	B cell receptor signaling pathway:KEGG-hsa04662
970	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
978	L	Drug metabolism - other enzymes:KEGG-hsa00983
978	L	Pyrimidine metabolism:KEGG-hsa00240
80267	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
140838	L	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
124538	L	Olfactory transduction:KEGG-hsa04740
125958	L	Olfactory transduction:KEGG-hsa04740
10477	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
10477	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
10476	L	Alzheimer's disease:KEGG-hsa05010
10476	L	Huntington's disease:KEGG-hsa05016
10476	L	Oxidative phosphorylation:KEGG-hsa00190
10476	L	Parkinson's disease:KEGG-hsa05012
10479	L	Cardiac muscle contraction:KEGG-hsa04260
10478	L	Peroxisome:KEGG-hsa04146
2821	L	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
2821	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
2821	L	Pentose phosphate pathway:KEGG-hsa00030
2821	L	Starch and sucrose metabolism:KEGG-hsa00500
8925	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
8924	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
27316	L	Spliceosome:KEGG-hsa03040
7100	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
7100	L	Toll-like receptor signaling pathway:KEGG-hsa04620
7108	L	Steroid biosynthesis:KEGG-hsa00100
655	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
655	L	Hedgehog signaling pathway:KEGG-hsa04340
655	L	TGF-beta signaling pathway:KEGG-hsa04350
5411	L	RNA transport:KEGG-hsa03013
5411	L	mRNA surveillance pathway:KEGG-hsa03015
5413	L	Parkinson's disease:KEGG-hsa05012
10392	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
10392	L	NOD-like receptor signaling pathway:KEGG-hsa04621
10392	L	Shigellosis:KEGG-hsa05131
391107	L	Olfactory transduction:KEGG-hsa04740
131965	L	Histidine metabolism:KEGG-hsa00340
131965	L	Tyrosine metabolism:KEGG-hsa00350
92552	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
29984	L	Axon guidance:KEGG-hsa04360
1469	L	Salivary secretion:KEGG-hsa04970
1468	L	Proximal tubule bicarbonate reclamation:KEGG-hsa04964
1460	L	Adherens junction:KEGG-hsa04520
1460	L	Measles:KEGG-hsa05162
1460	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
1460	L	Tight junction:KEGG-hsa04530
1460	L	Wnt signaling pathway:KEGG-hsa04310
1462	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
138050	L	Glycosaminoglycan degradation:KEGG-hsa00531
138050	L	Lysosome:KEGG-hsa04142
4233	L	Adherens junction:KEGG-hsa04520
4233	L	Axon guidance:KEGG-hsa04360
4233	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
4233	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
4233	L	Endocytosis:KEGG-hsa04144
4233	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
4233	L	Focal adhesion:KEGG-hsa04510
4233	L	Malaria:KEGG-hsa05144
4233	L	Melanoma:KEGG-hsa05218
4233	L	Pathways in cancer:KEGG-hsa05200
4233	L	Renal cell carcinoma:KEGG-hsa05211
5591	L	Cell cycle:KEGG-hsa04110
5591	L	Non-homologous end-joining:KEGG-hsa03450
5590	L	Chemokine signaling pathway:KEGG-hsa04062
5590	L	Endocytosis:KEGG-hsa04144
5590	L	Insulin signaling pathway:KEGG-hsa04910
5590	L	Tight junction:KEGG-hsa04530
5590	L	Type II diabetes mellitus:KEGG-hsa04930
5593	L	Gap junction:KEGG-hsa04540
5593	L	Long-term depression:KEGG-hsa04730
5593	L	Olfactory transduction:KEGG-hsa04740
5593	L	Salivary secretion:KEGG-hsa04970
5592	L	Gap junction:KEGG-hsa04540
5592	L	Long-term depression:KEGG-hsa04730
5592	L	Olfactory transduction:KEGG-hsa04740
5592	L	Salivary secretion:KEGG-hsa04970
5592	L	Vascular smooth muscle contraction:KEGG-hsa04270
5595	L	Acute myeloid leukemia:KEGG-hsa05221
5595	L	Adherens junction:KEGG-hsa04520
5595	L	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
5595	L	Alzheimer's disease:KEGG-hsa05010
5595	L	Axon guidance:KEGG-hsa04360
5595	L	B cell receptor signaling pathway:KEGG-hsa04662
5595	L	Bladder cancer:KEGG-hsa05219
5595	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
5595	L	Chemokine signaling pathway:KEGG-hsa04062
5595	L	Chronic myeloid leukemia:KEGG-hsa05220
5595	L	Colorectal cancer:KEGG-hsa05210
5595	L	Dorso-ventral axis formation:KEGG-hsa04320
5595	L	Endometrial cancer:KEGG-hsa05213
5595	L	ErbB signaling pathway:KEGG-hsa04012
5595	L	Fc epsilon RI signaling pathway:KEGG-hsa04664
5595	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
5595	L	Focal adhesion:KEGG-hsa04510
5595	L	Gap junction:KEGG-hsa04540
5595	L	Glioma:KEGG-hsa05214
5595	L	Glutamatergic synapse:KEGG-hsa04724
5595	L	GnRH signaling pathway:KEGG-hsa04912
5595	L	Hepatitis C:KEGG-hsa05160
5595	L	Insulin signaling pathway:KEGG-hsa04910
5595	L	Leishmaniasis:KEGG-hsa05140
5595	L	Long-term depression:KEGG-hsa04730
5595	L	Long-term potentiation:KEGG-hsa04720
5595	L	MAPK signaling pathway:KEGG-hsa04010
5595	L	Melanogenesis:KEGG-hsa04916
5595	L	Melanoma:KEGG-hsa05218
5595	L	NOD-like receptor signaling pathway:KEGG-hsa04621
5595	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
5595	L	Neurotrophin signaling pathway:KEGG-hsa04722
5595	L	Non-small cell lung cancer:KEGG-hsa05223
5595	L	Oocyte meiosis:KEGG-hsa04114
5595	L	Osteoclast differentiation:KEGG-hsa04380
5595	L	Pancreatic cancer:KEGG-hsa05212
5595	L	Pathways in cancer:KEGG-hsa05200
5595	L	Prion diseases:KEGG-hsa05020
5595	L	Progesterone-mediated oocyte maturation:KEGG-hsa04914
5595	L	Prostate cancer:KEGG-hsa05215
5595	L	Regulation of actin cytoskeleton:KEGG-hsa04810
5595	L	Renal cell carcinoma:KEGG-hsa05211
5595	L	Shigellosis:KEGG-hsa05131
5595	L	T cell receptor signaling pathway:KEGG-hsa04660
5595	L	TGF-beta signaling pathway:KEGG-hsa04350
