GeneID	EntrezGene	Pathway
51091	L	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
51091	L	Selenocompound metabolism:KEGG-hsa00450
51094	L	Adipocytokine signaling pathway:KEGG-hsa04920
51095	L	RNA transport:KEGG-hsa03013
51096	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
3984	L	Axon guidance:KEGG-hsa04360
3984	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
3984	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3985	L	Axon guidance:KEGG-hsa04360
3985	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
3985	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3980	L	Base excision repair:KEGG-hsa03410
3981	L	Non-homologous end-joining:KEGG-hsa03450
3983	L	Axon guidance:KEGG-hsa04360
57733	L	Cyanoamino acid metabolism:KEGG-hsa00460
57733	L	Starch and sucrose metabolism:KEGG-hsa00500
1445	L	Chemokine signaling pathway:KEGG-hsa04062
1445	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
1445	L	Neurotrophin signaling pathway:KEGG-hsa04722
1445	L	Regulation of actin cytoskeleton:KEGG-hsa04810
1445	L	Shigellosis:KEGG-hsa05131
27165	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
27165	L	Arginine and proline metabolism:KEGG-hsa00330
27165	L	D-Glutamine and D-glutamate metabolism:KEGG-hsa00471
27165	L	Glutamatergic synapse:KEGG-hsa04724
27165	L	Nitrogen metabolism:KEGG-hsa00910
27165	L	Proximal tubule bicarbonate reclamation:KEGG-hsa04964
64106	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
9562	L	Inositol phosphate metabolism:KEGG-hsa00562
280	L	Carbohydrate digestion and absorption:KEGG-hsa04973
280	L	Pancreatic secretion:KEGG-hsa04972
280	L	Starch and sucrose metabolism:KEGG-hsa00500
284	L	Rheumatoid arthritis:KEGG-hsa05323
55593	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
154064	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
1440	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
1440	L	Hematopoietic cell lineage:KEGG-hsa04640
1440	L	Jak-STAT signaling pathway:KEGG-hsa04630
1440	L	Malaria:KEGG-hsa05144
3561	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3561	L	Endocytosis:KEGG-hsa04144
3561	L	Jak-STAT signaling pathway:KEGG-hsa04630
3561	L	Measles:KEGG-hsa05162
3561	L	Primary immunodeficiency:KEGG-hsa05340
130075	L	Olfactory transduction:KEGG-hsa04740
80230	L	Endocytosis:KEGG-hsa04144
2475	L	Acute myeloid leukemia:KEGG-hsa05221
2475	L	Adipocytokine signaling pathway:KEGG-hsa04920
2475	L	ErbB signaling pathway:KEGG-hsa04012
2475	L	Glioma:KEGG-hsa05214
2475	L	Insulin signaling pathway:KEGG-hsa04910
2475	L	Pathways in cancer:KEGG-hsa05200
2475	L	Prostate cancer:KEGG-hsa05215
2475	L	Type II diabetes mellitus:KEGG-hsa04930
2475	L	mTOR signaling pathway:KEGG-hsa04150
124583	L	Purine metabolism:KEGG-hsa00230
124583	L	Pyrimidine metabolism:KEGG-hsa00240
57192	L	Lysosome:KEGG-hsa04142
644950	L	Systemic lupus erythematosus:KEGG-hsa05322
7879	L	Amoebiasis:KEGG-hsa05146
7879	L	Endocytosis:KEGG-hsa04144
7879	L	Phagosome:KEGG-hsa04145
7879	L	Tuberculosis:KEGG-hsa05152
125981	L	Sphingolipid metabolism:KEGG-hsa00600
6309	L	Steroid biosynthesis:KEGG-hsa00100
6307	L	Steroid biosynthesis:KEGG-hsa00100
6301	L	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
196883	L	Bile secretion:KEGG-hsa04976
196883	L	Calcium signaling pathway:KEGG-hsa04020
196883	L	Chemokine signaling pathway:KEGG-hsa04062
196883	L	Dilated cardiomyopathy:KEGG-hsa05414
196883	L	Gap junction:KEGG-hsa04540
196883	L	Gastric acid secretion:KEGG-hsa04971
196883	L	Glutamatergic synapse:KEGG-hsa04724
196883	L	GnRH signaling pathway:KEGG-hsa04912
196883	L	Melanogenesis:KEGG-hsa04916
196883	L	Oocyte meiosis:KEGG-hsa04114
196883	L	Pancreatic secretion:KEGG-hsa04972
196883	L	Progesterone-mediated oocyte maturation:KEGG-hsa04914
196883	L	Purine metabolism:KEGG-hsa00230
196883	L	Salivary secretion:KEGG-hsa04970
196883	L	Taste transduction:KEGG-hsa04742
196883	L	Vascular smooth muscle contraction:KEGG-hsa04270
6303	L	Arginine and proline metabolism:KEGG-hsa00330
10134	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
10135	L	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
10136	L	Pancreatic secretion:KEGG-hsa04972
10136	L	Protein digestion and absorption:KEGG-hsa04974
10130	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
2203	L	Fructose and mannose metabolism:KEGG-hsa00051
2203	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
2203	L	Insulin signaling pathway:KEGG-hsa04910
2203	L	Pentose phosphate pathway:KEGG-hsa00030
53632	L	Adipocytokine signaling pathway:KEGG-hsa04920
53632	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
53632	L	Insulin signaling pathway:KEGG-hsa04910
10423	L	Glycerophospholipid metabolism:KEGG-hsa00564
10423	L	Inositol phosphate metabolism:KEGG-hsa00562
10423	L	Phosphatidylinositol signaling system:KEGG-hsa04070
53630	L	Retinol metabolism:KEGG-hsa00830
9641	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
9641	L	Hepatitis C:KEGG-hsa05160
9641	L	Measles:KEGG-hsa05162
9641	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
9641	L	Toll-like receptor signaling pathway:KEGG-hsa04620
53637	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
2205	L	Asthma:KEGG-hsa05310
2205	L	Fc epsilon RI signaling pathway:KEGG-hsa04664
54941	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
54947	L	Ether lipid metabolism:KEGG-hsa00565
54947	L	Glycerophospholipid metabolism:KEGG-hsa00564
9568	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
81607	L	Adherens junction:KEGG-hsa04520
2208	L	Hematopoietic cell lineage:KEGG-hsa04640
1630	L	Axon guidance:KEGG-hsa04360
1630	L	Colorectal cancer:KEGG-hsa05210
1630	L	Pathways in cancer:KEGG-hsa05200
1632	L	Fatty acid metabolism:KEGG-hsa00071
1633	L	Purine metabolism:KEGG-hsa00230
1633	L	Pyrimidine metabolism:KEGG-hsa00240
1982	L	RNA transport:KEGG-hsa03013
1982	L	Viral myocarditis:KEGG-hsa05416
1983	L	RNA transport:KEGG-hsa03013
1636	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
1636	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
1636	L	Renin-angiotensin system:KEGG-hsa04614
1981	L	RNA transport:KEGG-hsa03013
1981	L	Viral myocarditis:KEGG-hsa05416
1638	L	Melanogenesis:KEGG-hsa04916
1638	L	Tyrosine metabolism:KEGG-hsa00350
1639	L	Huntington's disease:KEGG-hsa05016
1639	L	Vasopressin-regulated water reabsorption:KEGG-hsa04962
2904	L	Alzheimer's disease:KEGG-hsa05010
2904	L	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
2904	L	Glutamatergic synapse:KEGG-hsa04724
2904	L	Huntington's disease:KEGG-hsa05016
2904	L	Long-term potentiation:KEGG-hsa04720
2904	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
2904	L	Systemic lupus erythematosus:KEGG-hsa05322
346562	L	Carbohydrate digestion and absorption:KEGG-hsa04973
346562	L	Phototransduction:KEGG-hsa04744
346562	L	Taste transduction:KEGG-hsa04742
84265	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
84265	L	Purine metabolism:KEGG-hsa00230
84265	L	Pyrimidine metabolism:KEGG-hsa00240
84265	L	RNA polymerase:KEGG-hsa03020
84264	L	Pyruvate metabolism:KEGG-hsa00620
347169	L	Olfactory transduction:KEGG-hsa04740
347168	L	Olfactory transduction:KEGG-hsa04740
2811	L	ECM-receptor interaction:KEGG-hsa04512
2811	L	Hematopoietic cell lineage:KEGG-hsa04640
2810	L	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
2810	L	Cell cycle:KEGG-hsa04110
2810	L	p53 signaling pathway:KEGG-hsa04115
29958	L	Glycine, serine and threonine metabolism:KEGG-hsa00260
2812	L	ECM-receptor interaction:KEGG-hsa04512
2812	L	Hematopoietic cell lineage:KEGG-hsa04640
2819	L	Glycerophospholipid metabolism:KEGG-hsa00564
567	L	Antigen processing and presentation:KEGG-hsa04612
54361	L	Basal cell carcinoma:KEGG-hsa05217
54361	L	Hedgehog signaling pathway:KEGG-hsa04340
54361	L	Melanogenesis:KEGG-hsa04916
54361	L	Pathways in cancer:KEGG-hsa05200
54361	L	Wnt signaling pathway:KEGG-hsa04310
54363	L	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
54363	L	Peroxisome:KEGG-hsa04146
1188	L	Collecting duct acid secretion:KEGG-hsa04966
5425	L	Base excision repair:KEGG-hsa03410
5425	L	DNA replication:KEGG-hsa03030
5425	L	Homologous recombination:KEGG-hsa03440
5425	L	Mismatch repair:KEGG-hsa03430
5425	L	Nucleotide excision repair:KEGG-hsa03420
5425	L	Purine metabolism:KEGG-hsa00230
5425	L	Pyrimidine metabolism:KEGG-hsa00240
3376	L	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
3376	L	Valine, leucine and isoleucine biosynthesis:KEGG-hsa00290
3375	L	Maturity onset diabetes of the young:KEGG-hsa04950
5426	L	Base excision repair:KEGG-hsa03410
5426	L	DNA replication:KEGG-hsa03030
5426	L	Nucleotide excision repair:KEGG-hsa03420
5426	L	Purine metabolism:KEGG-hsa00230
5426	L	Pyrimidine metabolism:KEGG-hsa00240
3373	L	Glycosaminoglycan degradation:KEGG-hsa00531
3373	L	Lysosome:KEGG-hsa04142
3371	L	ECM-receptor interaction:KEGG-hsa04512
3371	L	Focal adhesion:KEGG-hsa04510
1181	L	Mineral absorption:KEGG-hsa04978
4248	L	N-Glycan biosynthesis:KEGG-hsa00510
171558	L	Notch signaling pathway:KEGG-hsa04330
4247	L	N-Glycan biosynthesis:KEGG-hsa00510
4245	L	N-Glycan biosynthesis:KEGG-hsa00510
4242	L	Notch signaling pathway:KEGG-hsa04330
5520	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
5520	L	Hepatitis C:KEGG-hsa05160
5520	L	Tight junction:KEGG-hsa04530
5520	L	mRNA surveillance pathway:KEGG-hsa03015
5521	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
5521	L	Hepatitis C:KEGG-hsa05160
5521	L	Tight junction:KEGG-hsa04530
5521	L	mRNA surveillance pathway:KEGG-hsa03015
5522	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
5522	L	Hepatitis C:KEGG-hsa05160
5522	L	Tight junction:KEGG-hsa04530
5522	L	mRNA surveillance pathway:KEGG-hsa03015
5523	L	mRNA surveillance pathway:KEGG-hsa03015
5525	L	Oocyte meiosis:KEGG-hsa04114
5525	L	Wnt signaling pathway:KEGG-hsa04310
5525	L	mRNA surveillance pathway:KEGG-hsa03015
5526	L	Oocyte meiosis:KEGG-hsa04114
5526	L	Wnt signaling pathway:KEGG-hsa04310
5526	L	mRNA surveillance pathway:KEGG-hsa03015
5527	L	Oocyte meiosis:KEGG-hsa04114
5527	L	Wnt signaling pathway:KEGG-hsa04310
5527	L	mRNA surveillance pathway:KEGG-hsa03015
5528	L	Oocyte meiosis:KEGG-hsa04114
5528	L	Wnt signaling pathway:KEGG-hsa04310
5528	L	mRNA surveillance pathway:KEGG-hsa03015
5529	L	Oocyte meiosis:KEGG-hsa04114
5529	L	Wnt signaling pathway:KEGG-hsa04310
5529	L	mRNA surveillance pathway:KEGG-hsa03015
48	L	Citrate cycle (TCA cycle):KEGG-hsa00020
48	L	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
47	L	Citrate cycle (TCA cycle):KEGG-hsa00020
43	L	Glycerophospholipid metabolism:KEGG-hsa00564
40	L	Taste transduction:KEGG-hsa04742
28227	L	mRNA surveillance pathway:KEGG-hsa03015
50835	L	Taste transduction:KEGG-hsa04742
51465	L	Parkinson's disease:KEGG-hsa05012
51465	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
51465	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
3577	L	Chemokine signaling pathway:KEGG-hsa04062
3577	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3577	L	Endocytosis:KEGG-hsa04144
3577	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
93650	L	Riboflavin metabolism:KEGG-hsa00740
23195	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
23624	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
23624	L	Chronic myeloid leukemia:KEGG-hsa05220
23624	L	Endocytosis:KEGG-hsa04144
23624	L	ErbB signaling pathway:KEGG-hsa04012
23624	L	Insulin signaling pathway:KEGG-hsa04910
23624	L	Jak-STAT signaling pathway:KEGG-hsa04630
23624	L	Pathways in cancer:KEGG-hsa05200
23624	L	T cell receptor signaling pathway:KEGG-hsa04660
23624	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
23191	L	Regulation of actin cytoskeleton:KEGG-hsa04810
23192	L	Regulation of autophagy:KEGG-hsa04140
23193	L	N-Glycan biosynthesis:KEGG-hsa00510
23193	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
6547	L	Calcium signaling pathway:KEGG-hsa04020
6547	L	Protein digestion and absorption:KEGG-hsa04974
6546	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
6546	L	Calcium signaling pathway:KEGG-hsa04020
6546	L	Cardiac muscle contraction:KEGG-hsa04260
6546	L	Dilated cardiomyopathy:KEGG-hsa05414
6546	L	Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961
6546	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
6546	L	Mineral absorption:KEGG-hsa04978
6546	L	Protein digestion and absorption:KEGG-hsa04974
6543	L	Calcium signaling pathway:KEGG-hsa04020
6543	L	Protein digestion and absorption:KEGG-hsa04974
6548	L	Bile secretion:KEGG-hsa04976
6548	L	Cardiac muscle contraction:KEGG-hsa04260
6548	L	Gastric acid secretion:KEGG-hsa04971
6548	L	Pancreatic secretion:KEGG-hsa04972
6548	L	Regulation of actin cytoskeleton:KEGG-hsa04810
6548	L	Salivary secretion:KEGG-hsa04970
392309	L	Olfactory transduction:KEGG-hsa04740
441608	L	Olfactory transduction:KEGG-hsa04740
27289	L	Axon guidance:KEGG-hsa04360
155382	L	Endocytosis:KEGG-hsa04144
7517	L	Homologous recombination:KEGG-hsa03440
345	L	PPAR signaling pathway:KEGG-hsa03320
7515	L	Base excision repair:KEGG-hsa03410
7514	L	RNA transport:KEGG-hsa03013
7514	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
7512	L	Protein digestion and absorption:KEGG-hsa04974
343	L	Bile secretion:KEGG-hsa04976
348	L	Alzheimer's disease:KEGG-hsa05010
7518	L	Non-homologous end-joining:KEGG-hsa03450
51284	L	Measles:KEGG-hsa05162
51284	L	Toll-like receptor signaling pathway:KEGG-hsa04620
6152	L	Ribosome:KEGG-hsa03010
6154	L	Ribosome:KEGG-hsa03010
6155	L	Ribosome:KEGG-hsa03010
6156	L	Ribosome:KEGG-hsa03010
6157	L	Ribosome:KEGG-hsa03010
6158	L	Ribosome:KEGG-hsa03010
6159	L	Ribosome:KEGG-hsa03010
55907	L	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
55904	L	Lysine degradation:KEGG-hsa00310
10965	L	Biosynthesis of unsaturated fatty acids:KEGG-hsa01040
84867	L	MAPK signaling pathway:KEGG-hsa04010
10961	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
10960	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
6726	L	Protein export:KEGG-hsa03060
90249	L	Axon guidance:KEGG-hsa04360
283871	L	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
26154	L	ABC transporters:KEGG-hsa02010
30844	L	Endocytosis:KEGG-hsa04144
2268	L	Chemokine signaling pathway:KEGG-hsa04062
2263	L	Endocytosis:KEGG-hsa04144
2263	L	MAPK signaling pathway:KEGG-hsa04010
2263	L	Pathways in cancer:KEGG-hsa05200
2263	L	Prostate cancer:KEGG-hsa05215
2263	L	Regulation of actin cytoskeleton:KEGG-hsa04810
2260	L	Adherens junction:KEGG-hsa04520
2260	L	MAPK signaling pathway:KEGG-hsa04010
2260	L	Melanoma:KEGG-hsa05218
2260	L	Pathways in cancer:KEGG-hsa05200
2260	L	Prostate cancer:KEGG-hsa05215
2260	L	Regulation of actin cytoskeleton:KEGG-hsa04810
2261	L	Bladder cancer:KEGG-hsa05219
2261	L	Endocytosis:KEGG-hsa04144
2261	L	MAPK signaling pathway:KEGG-hsa04010
2261	L	Pathways in cancer:KEGG-hsa05200
2261	L	Regulation of actin cytoskeleton:KEGG-hsa04810
2266	L	Complement and coagulation cascades:KEGG-hsa04610
2266	L	Staphylococcus aureus infection:KEGG-hsa05150
81624	L	Regulation of actin cytoskeleton:KEGG-hsa04810
56907	L	Dorso-ventral axis formation:KEGG-hsa04320
56904	L	Endocytosis:KEGG-hsa04144
56903	L	mRNA surveillance pathway:KEGG-hsa03015
56901	L	Alzheimer's disease:KEGG-hsa05010
56901	L	Huntington's disease:KEGG-hsa05016
56901	L	Oxidative phosphorylation:KEGG-hsa00190
56901	L	Parkinson's disease:KEGG-hsa05012
22900	L	NOD-like receptor signaling pathway:KEGG-hsa04621
22901	L	Lysosome:KEGG-hsa04142
22905	L	Endocytosis:KEGG-hsa04144
5824	L	Peroxisome:KEGG-hsa04146
2046	L	Axon guidance:KEGG-hsa04360
2047	L	Axon guidance:KEGG-hsa04360
2044	L	Axon guidance:KEGG-hsa04360
2045	L	Axon guidance:KEGG-hsa04360
2042	L	Axon guidance:KEGG-hsa04360
2043	L	Axon guidance:KEGG-hsa04360
2041	L	Axon guidance:KEGG-hsa04360
79813	L	Lysine degradation:KEGG-hsa00310
94026	L	RNA transport:KEGG-hsa03013
79814	L	Arginine and proline metabolism:KEGG-hsa00330
2049	L	Axon guidance:KEGG-hsa04360
9410	L	Spliceosome:KEGG-hsa03040
57053	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
57502	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
9414	L	Tight junction:KEGG-hsa04530
9414	L	Vibrio cholerae infection:KEGG-hsa05110
9415	L	PPAR signaling pathway:KEGG-hsa03320
9415	L	alpha-Linolenic acid metabolism:KEGG-hsa00592
9416	L	Spliceosome:KEGG-hsa03040
10637	L	TGF-beta signaling pathway:KEGG-hsa04350
10632	L	Oxidative phosphorylation:KEGG-hsa00190
9616	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
54884	L	Retinol metabolism:KEGG-hsa00830
54552	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
53371	L	RNA transport:KEGG-hsa03013
9343	L	Spliceosome:KEGG-hsa03040
9344	L	MAPK signaling pathway:KEGG-hsa04010
84674	L	NOD-like receptor signaling pathway:KEGG-hsa04621
9618	L	Pathways in cancer:KEGG-hsa05200
9618	L	Small cell lung cancer:KEGG-hsa05222
10093	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
10093	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
10093	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
10093	L	Regulation of actin cytoskeleton:KEGG-hsa04810
10093	L	Shigellosis:KEGG-hsa05131
10092	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
10092	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
10092	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
10092	L	Regulation of actin cytoskeleton:KEGG-hsa04810
10092	L	Shigellosis:KEGG-hsa05131
10095	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
10095	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
10095	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
10095	L	Regulation of actin cytoskeleton:KEGG-hsa04810
10095	L	Shigellosis:KEGG-hsa05131
10094	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
10094	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
10094	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
10094	L	Regulation of actin cytoskeleton:KEGG-hsa04810
10094	L	Shigellosis:KEGG-hsa05131
390064	L	Olfactory transduction:KEGG-hsa04740
390066	L	Olfactory transduction:KEGG-hsa04740
390067	L	Olfactory transduction:KEGG-hsa04740
390061	L	Olfactory transduction:KEGG-hsa04740
390063	L	Olfactory transduction:KEGG-hsa04740
7074	L	Chemokine signaling pathway:KEGG-hsa04062
7074	L	Regulation of actin cytoskeleton:KEGG-hsa04810
7070	L	Leukocyte transendothelial migration:KEGG-hsa04670
79621	L	DNA replication:KEGG-hsa03030
79623	L	Mucin type O-Glycan biosynthesis:KEGG-hsa00512
84076	L	Pentose phosphate pathway:KEGG-hsa00030
26716	L	Olfactory transduction:KEGG-hsa04740
8388	L	Olfactory transduction:KEGG-hsa04740
8387	L	Olfactory transduction:KEGG-hsa04740
8386	L	Olfactory transduction:KEGG-hsa04740
8383	L	Olfactory transduction:KEGG-hsa04740
8382	L	Purine metabolism:KEGG-hsa00230
8382	L	Pyrimidine metabolism:KEGG-hsa00240
333932	L	Systemic lupus erythematosus:KEGG-hsa05322
119687	L	Olfactory transduction:KEGG-hsa04740
119682	L	Olfactory transduction:KEGG-hsa04740
729724	L	Basal transcription factors:KEGG-hsa03022
1371	L	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
406	L	Circadian rhythm - mammal:KEGG-hsa04710
405	L	Pathways in cancer:KEGG-hsa05200
405	L	Renal cell carcinoma:KEGG-hsa05211
1375	L	Adipocytokine signaling pathway:KEGG-hsa04920
1375	L	Fatty acid metabolism:KEGG-hsa00071
1375	L	PPAR signaling pathway:KEGG-hsa03320
1374	L	Adipocytokine signaling pathway:KEGG-hsa04920
1374	L	Fatty acid metabolism:KEGG-hsa00071
1374	L	PPAR signaling pathway:KEGG-hsa03320
1376	L	Fatty acid metabolism:KEGG-hsa00071
1376	L	PPAR signaling pathway:KEGG-hsa03320
28960	L	RNA degradation:KEGG-hsa03018
1378	L	Complement and coagulation cascades:KEGG-hsa04610
1378	L	Hematopoietic cell lineage:KEGG-hsa04640
1378	L	Leishmaniasis:KEGG-hsa05140
1378	L	Malaria:KEGG-hsa05144
1378	L	Tuberculosis:KEGG-hsa05152
23295	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
28964	L	Endocytosis:KEGG-hsa04144
28964	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
28964	L	Regulation of actin cytoskeleton:KEGG-hsa04810
28965	L	PPAR signaling pathway:KEGG-hsa03320
23291	L	Circadian rhythm - mammal:KEGG-hsa04710
23291	L	Hedgehog signaling pathway:KEGG-hsa04340
23291	L	Oocyte meiosis:KEGG-hsa04114
23291	L	Shigellosis:KEGG-hsa05131
23291	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
23291	L	Wnt signaling pathway:KEGG-hsa04310
408	L	Chemokine signaling pathway:KEGG-hsa04062
408	L	Endocytosis:KEGG-hsa04144
408	L	MAPK signaling pathway:KEGG-hsa04010
408	L	Phototransduction:KEGG-hsa04744
4035	L	Alzheimer's disease:KEGG-hsa05010
4035	L	Malaria:KEGG-hsa05144
4036	L	Hedgehog signaling pathway:KEGG-hsa04340
441670	L	Olfactory transduction:KEGG-hsa04740
51079	L	Alzheimer's disease:KEGG-hsa05010
51079	L	Huntington's disease:KEGG-hsa05016
51079	L	Oxidative phosphorylation:KEGG-hsa00190
51079	L	Parkinson's disease:KEGG-hsa05012
55757	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
51077	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
51074	L	Cysteine and methionine metabolism:KEGG-hsa00270
55753	L	Citrate cycle (TCA cycle):KEGG-hsa00020
55753	L	Lysine degradation:KEGG-hsa00310
55753	L	Tryptophan metabolism:KEGG-hsa00380
51071	L	Pentose phosphate pathway:KEGG-hsa00030
94239	L	Systemic lupus erythematosus:KEGG-hsa05322
94235	L	Chemokine signaling pathway:KEGG-hsa04062
94235	L	Glutamatergic synapse:KEGG-hsa04724
51619	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
51619	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
27148	L	Basal cell carcinoma:KEGG-hsa05217
27148	L	Hedgehog signaling pathway:KEGG-hsa04340
27148	L	Pathways in cancer:KEGG-hsa05200
51616	L	Basal transcription factors:KEGG-hsa03022
100510686	L	Steroid hormone biosynthesis:KEGG-hsa00140
140885	L	Osteoclast differentiation:KEGG-hsa04380
140886	L	RNA degradation:KEGG-hsa03018
140886	L	RNA transport:KEGG-hsa03013
140886	L	mRNA surveillance pathway:KEGG-hsa03015
7852	L	Axon guidance:KEGG-hsa04360
7852	L	Chemokine signaling pathway:KEGG-hsa04062
7852	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
7852	L	Endocytosis:KEGG-hsa04144
7852	L	Intestinal immune network for IgA production:KEGG-hsa04672
7852	L	Leukocyte transendothelial migration:KEGG-hsa04670
7850	L	Amoebiasis:KEGG-hsa05146
7850	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
7850	L	Hematopoietic cell lineage:KEGG-hsa04640
7850	L	MAPK signaling pathway:KEGG-hsa04010
7855	L	Basal cell carcinoma:KEGG-hsa05217
7855	L	Melanogenesis:KEGG-hsa04916
7855	L	Pathways in cancer:KEGG-hsa05200
7855	L	Wnt signaling pathway:KEGG-hsa04310
657	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
657	L	TGF-beta signaling pathway:KEGG-hsa04350
654	L	Hedgehog signaling pathway:KEGG-hsa04340
654	L	TGF-beta signaling pathway:KEGG-hsa04350
6369	L	Chemokine signaling pathway:KEGG-hsa04062
6369	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6368	L	Chemokine signaling pathway:KEGG-hsa04062
6368	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6363	L	Chemokine signaling pathway:KEGG-hsa04062
6363	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6362	L	Chemokine signaling pathway:KEGG-hsa04062
6362	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6361	L	Chemokine signaling pathway:KEGG-hsa04062
6361	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6360	L	Chemokine signaling pathway:KEGG-hsa04062
6360	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6367	L	Chemokine signaling pathway:KEGG-hsa04062
6367	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6366	L	Chemokine signaling pathway:KEGG-hsa04062
6366	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6364	L	Chemokine signaling pathway:KEGG-hsa04062
6364	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
6364	L	Rheumatoid arthritis:KEGG-hsa05323
10152	L	Regulation of actin cytoskeleton:KEGG-hsa04810
9334	L	Mucin type O-Glycan biosynthesis:KEGG-hsa00512
9337	L	RNA degradation:KEGG-hsa03018
9331	L	Sphingolipid metabolism:KEGG-hsa00600
53343	L	Purine metabolism:KEGG-hsa00230
10154	L	Axon guidance:KEGG-hsa04360
