GeneID	HMDB	Pathway
HMDB09628	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09628	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09628	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09628	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09628	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09627	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09627	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09627	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09627	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09627	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09626	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09626	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09626	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09626	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09626	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09625	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09625	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09625	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09625	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09625	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09624	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09624	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09624	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09624	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09624	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09623	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09623	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09623	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09623	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09623	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09622	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09622	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09622	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09622	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09622	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09621	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09621	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09621	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09621	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09621	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09620	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09620	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09620	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09620	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09620	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09298	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09298	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09298	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09298	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09298	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09299	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09299	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09299	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09299	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09299	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09213	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09213	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09213	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09213	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09213	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09750	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09750	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09750	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09750	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09750	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB13221	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB02035	Ch	Metabolic pathways:KEGG-hsa01100
HMDB02035	Ch	Phenylalanine metabolism:KEGG-hsa00360
HMDB02035	Ch	Ubiquinone and other terpenoid-quinone biosynthesis:KEGG-hsa00130
HMDB02031	Ch	Metabolic pathways:KEGG-hsa01100
HMDB02031	Ch	Pyrimidine metabolism:KEGG-hsa00240
HMDB03529	Ch	Inositol phosphate metabolism:KEGG-hsa00562
HMDB03529	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03529	Ch	Phosphatidylinositol signaling system:KEGG-hsa04070
HMDB03052	Ch	Fructose and mannose metabolism:KEGG-hsa00051
HMDB03052	Ch	Pyruvate metabolism:KEGG-hsa00620
HMDB01035	Ch	Dilated cardiomyopathy:KEGG-hsa05414
HMDB01035	Ch	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
HMDB01035	Ch	Renin-angiotensin system:KEGG-hsa04614
HMDB01035	Ch	Vascular smooth muscle contraction:KEGG-hsa04270
HMDB00956	Ch	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
HMDB00957	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00951	Ch	Primary bile acid biosynthesis:KEGG-hsa00120
HMDB02158	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB12308	Ch	Metabolic pathways:KEGG-hsa01100
HMDB12308	Ch	Phenylalanine metabolism:KEGG-hsa00360
HMDB12309	Ch	Metabolic pathways:KEGG-hsa01100
HMDB12309	Ch	Phenylalanine metabolism:KEGG-hsa00360
HMDB08064	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08064	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08064	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08064	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08064	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB12304	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB12304	Ch	Metabolic pathways:KEGG-hsa01100
HMDB12305	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB12300	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB12301	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB12302	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB12302	Ch	Metabolic pathways:KEGG-hsa01100
HMDB12302	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB12303	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB12303	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08219	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08219	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08219	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08219	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08219	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB03458	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB03459	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08218	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08218	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08218	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08218	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08218	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB03453	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB03454	Ch	Vitamin B6 metabolism:KEGG-hsa00750
HMDB00710	Ch	Butanoate metabolism:KEGG-hsa00650
HMDB07973	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB07973	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB07973	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB07973	Ch	Metabolic pathways:KEGG-hsa01100
HMDB07973	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB05478	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05478	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05478	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05478	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB07156	Ch	Adipocytokine signaling pathway:KEGG-hsa04920
HMDB07156	Ch	African trypanosomiasis:KEGG-hsa05143
HMDB07156	Ch	Amoebiasis:KEGG-hsa05146
HMDB07156	Ch	B cell receptor signaling pathway:KEGG-hsa04662
HMDB07156	Ch	Calcium signaling pathway:KEGG-hsa04020
HMDB07156	Ch	Carbohydrate digestion and absorption:KEGG-hsa04973
HMDB07156	Ch	Chemokine signaling pathway:KEGG-hsa04062
HMDB07156	Ch	Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961
HMDB07156	Ch	ErbB signaling pathway:KEGG-hsa04012
HMDB07156	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB07156	Ch	Fc epsilon RI signaling pathway:KEGG-hsa04664
HMDB07156	Ch	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
HMDB07156	Ch	Gap junction:KEGG-hsa04540
HMDB07156	Ch	Gastric acid secretion:KEGG-hsa04971
HMDB07156	Ch	Glioma:KEGG-hsa05214
HMDB07156	Ch	Glutamatergic synapse:KEGG-hsa04724
HMDB07156	Ch	GnRH signaling pathway:KEGG-hsa04912
HMDB07156	Ch	Long-term depression:KEGG-hsa04730
HMDB07156	Ch	Long-term potentiation:KEGG-hsa04720
HMDB07156	Ch	MAPK signaling pathway:KEGG-hsa04010
HMDB07156	Ch	Melanogenesis:KEGG-hsa04916
HMDB07156	Ch	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
HMDB07156	Ch	Neurotrophin signaling pathway:KEGG-hsa04722
HMDB07156	Ch	Non-small cell lung cancer:KEGG-hsa05223
HMDB07156	Ch	Pancreatic secretion:KEGG-hsa04972
HMDB07156	Ch	Pathways in cancer:KEGG-hsa05200
HMDB07156	Ch	Salivary secretion:KEGG-hsa04970
HMDB07156	Ch	T cell receptor signaling pathway:KEGG-hsa04660
HMDB07156	Ch	VEGF signaling pathway:KEGG-hsa04370
HMDB07156	Ch	Vascular smooth muscle contraction:KEGG-hsa04270
HMDB07156	Ch	Vibrio cholerae infection:KEGG-hsa05110
HMDB08211	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08211	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08211	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08211	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08211	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB00714	Ch	Phenylalanine metabolism:KEGG-hsa00360
HMDB05474	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05474	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05474	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05474	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB00715	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00715	Ch	Tryptophan metabolism:KEGG-hsa00380
HMDB00881	Ch	Tryptophan metabolism:KEGG-hsa00380
HMDB00883	Ch	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
HMDB00883	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00883	Ch	Pantothenate and CoA biosynthesis:KEGG-hsa00770
HMDB00883	Ch	Propanoate metabolism:KEGG-hsa00640
HMDB00883	Ch	Valine, leucine and isoleucine biosynthesis:KEGG-hsa00290
HMDB00883	Ch	Valine, leucine and isoleucine degradation:KEGG-hsa00280
HMDB12275	Ch	Phenylalanine metabolism:KEGG-hsa00360
HMDB00887	Ch	ABC transporters:KEGG-hsa02010
HMDB12278	Ch	Histidine metabolism:KEGG-hsa00340
HMDB12278	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05472	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05472	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05472	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05472	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB08339	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08339	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08339	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08339	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08339	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB05473	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB05473	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB05473	Ch	Metabolic pathways:KEGG-hsa01100
HMDB05473	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB13004	Ch	Ascorbate and aldarate metabolism:KEGG-hsa00053
HMDB13004	Ch	Glutathione metabolism:KEGG-hsa00480
HMDB13004	Ch	Metabolic pathways:KEGG-hsa01100
HMDB13004	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB08217	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08217	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08217	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08217	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08217	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB00719	Ch	Cysteine and methionine metabolism:KEGG-hsa00270
HMDB00719	Ch	Glycine, serine and threonine metabolism:KEGG-hsa00260
HMDB00719	Ch	Lysine biosynthesis:KEGG-hsa00300
HMDB00719	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00719	Ch	Sulfur metabolism:KEGG-hsa00920
HMDB08216	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08216	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08216	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08216	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08216	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB01919	Ch	ABC transporters:KEGG-hsa02010
HMDB01919	Ch	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
HMDB01919	Ch	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
HMDB01919	Ch	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
HMDB01919	Ch	Arginine and proline metabolism:KEGG-hsa00330
HMDB01919	Ch	Butanoate metabolism:KEGG-hsa00650
HMDB01919	Ch	Butirosin and neomycin biosynthesis:KEGG-hsa00524
HMDB01919	Ch	D-Glutamine and D-glutamate metabolism:KEGG-hsa00471
HMDB01919	Ch	Gap junction:KEGG-hsa04540
HMDB01919	Ch	Glutamatergic synapse:KEGG-hsa04724
HMDB01919	Ch	Glutathione metabolism:KEGG-hsa00480
HMDB01919	Ch	Histidine metabolism:KEGG-hsa00340
HMDB01919	Ch	Huntington's disease:KEGG-hsa05016
HMDB01919	Ch	Long-term depression:KEGG-hsa04730
HMDB01919	Ch	Long-term potentiation:KEGG-hsa04720
HMDB01919	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01919	Ch	Neuroactive ligand-receptor interaction:KEGG-hsa04080
HMDB01919	Ch	Nitrogen metabolism:KEGG-hsa00910
HMDB01919	Ch	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
HMDB01919	Ch	Proximal tubule bicarbonate reclamation:KEGG-hsa04964
HMDB08335	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08335	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08335	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08335	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08335	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08333	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08333	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08333	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08333	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08333	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08769	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08769	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08769	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08769	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08769	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08768	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08768	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08768	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08768	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08768	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08765	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08765	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08765	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08765	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08765	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08764	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08764	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08764	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08764	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08764	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08767	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08767	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08767	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08767	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08767	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08766	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08766	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08766	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08766	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08766	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08761	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08761	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08761	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08761	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08761	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08760	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08760	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08760	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08760	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08760	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08763	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08763	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08763	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08763	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08763	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08762	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08762	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08762	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08762	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08762	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB03288	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03288	Ch	Selenocompound metabolism:KEGG-hsa00450
HMDB11653	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB02802	Ch	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
HMDB02802	Ch	Metabolic pathways:KEGG-hsa01100
HMDB02802	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB09032	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09032	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09032	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09032	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09032	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09745	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09745	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09745	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09745	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09745	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09030	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09030	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09030	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09030	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09030	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB04702	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB04702	Ch	Metabolic pathways:KEGG-hsa01100
HMDB04701	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB04701	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09031	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09031	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09031	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09031	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09031	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB04706	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB04705	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB04256	Ch	Riboflavin metabolism:KEGG-hsa00740
HMDB04259	Ch	Tryptophan metabolism:KEGG-hsa00380
HMDB04258	Ch	Biosynthesis of unsaturated fatty acids:KEGG-hsa01040
HMDB04708	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB09037	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09037	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09037	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09037	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09037	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09402	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09402	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09402	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09402	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09402	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09034	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09034	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09034	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09034	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09034	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09035	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09035	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09035	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09035	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09035	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08163	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08163	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08163	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08163	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08163	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB12460	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB08161	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08161	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08161	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08161	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08161	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08160	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08160	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08160	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08160	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08160	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08167	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08167	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08167	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08167	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08167	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08166	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08166	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08166	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08166	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08166	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08165	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08165	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08165	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08165	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08165	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB09424	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09424	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09424	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09424	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09424	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08169	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08169	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08169	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08169	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08169	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08168	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08168	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08168	Ch	Linoleic acid metabolism:KEGG-hsa00591
