GeneID	HMDB	Pathway
HMDB09152	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09152	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09155	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09155	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09155	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09155	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09155	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09154	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09154	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09154	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09154	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09154	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09157	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09157	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09157	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09157	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09157	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09156	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09156	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09156	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09156	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09156	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08930	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08930	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08930	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08930	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08930	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08660	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08660	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08660	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08660	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08660	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08932	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08932	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08932	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08932	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08932	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08933	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08933	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08933	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08933	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08933	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08934	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08934	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08934	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08934	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08934	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08935	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08935	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08935	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08935	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08935	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08936	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08936	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08936	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08936	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08936	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08937	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08937	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08937	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08937	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08937	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08938	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08938	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08938	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08938	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08938	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08939	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08939	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB08939	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08939	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB08939	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08749	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08749	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08749	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08749	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08749	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB00048	Ch	Galactose metabolism:KEGG-hsa00052
HMDB00044	Ch	Ascorbate and aldarate metabolism:KEGG-hsa00053
HMDB00044	Ch	Glutathione metabolism:KEGG-hsa00480
HMDB00044	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00044	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB00045	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00045	Ch	Parkinson's disease:KEGG-hsa05012
HMDB00045	Ch	Purine metabolism:KEGG-hsa00230
HMDB00045	Ch	mTOR signaling pathway:KEGG-hsa04150
HMDB00042	Ch	Carbohydrate digestion and absorption:KEGG-hsa04973
HMDB00042	Ch	Glycolysis / Gluconeogenesis:KEGG-hsa00010
HMDB00042	Ch	Glycosaminoglycan biosynthesis - heparan sulfate:KEGG-hsa00534
HMDB00042	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00042	Ch	Protein digestion and absorption:KEGG-hsa04974
HMDB00042	Ch	Pyruvate metabolism:KEGG-hsa00620
HMDB00042	Ch	Sulfur metabolism:KEGG-hsa00920
HMDB00042	Ch	Taurine and hypotaurine metabolism:KEGG-hsa00430
HMDB00043	Ch	Glycine, serine and threonine metabolism:KEGG-hsa00260
HMDB00043	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09087	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09087	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09087	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09087	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09087	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09086	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09086	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09086	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09086	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09086	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09085	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09085	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09085	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09085	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09085	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09084	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09084	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09084	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09084	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09084	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09083	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09083	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09083	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09083	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09083	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09082	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09082	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09082	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09082	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09082	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09081	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09081	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09081	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09081	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09081	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09080	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09080	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09080	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09080	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09080	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB00283	Ch	ABC transporters:KEGG-hsa02010
HMDB00283	Ch	Pentose phosphate pathway:KEGG-hsa00030
HMDB00280	Ch	Histidine metabolism:KEGG-hsa00340
HMDB00280	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00280	Ch	Pentose phosphate pathway:KEGG-hsa00030
HMDB00280	Ch	Phenylalanine, tyrosine and tryptophan biosynthesis:KEGG-hsa00400
HMDB00280	Ch	Purine metabolism:KEGG-hsa00230
HMDB00280	Ch	Pyrimidine metabolism:KEGG-hsa00240
HMDB00286	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB00286	Ch	Ascorbate and aldarate metabolism:KEGG-hsa00053
HMDB00286	Ch	Galactose metabolism:KEGG-hsa00052
HMDB00286	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB00286	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00286	Ch	Pentose and glucuronate interconversions:KEGG-hsa00040
HMDB00286	Ch	Pyrimidine metabolism:KEGG-hsa00240
HMDB00286	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB09089	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09089	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09089	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09089	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09089	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09088	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09088	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09088	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09088	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09088	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB03584	Ch	Taurine and hypotaurine metabolism:KEGG-hsa00430
HMDB03585	Ch	Cysteine and methionine metabolism:KEGG-hsa00270
HMDB06591	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB06591	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03581	Ch	Biotin metabolism:KEGG-hsa00780
HMDB03581	Ch	Metabolic pathways:KEGG-hsa01100
HMDB11634	Ch	Arginine and proline metabolism:KEGG-hsa00330
HMDB08252	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08252	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08252	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08252	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08252	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB06343	Ch	Selenocompound metabolism:KEGG-hsa00450
HMDB08552	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08552	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08552	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08552	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08552	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB09719	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09719	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09719	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09719	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09719	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08553	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08553	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08553	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08553	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08553	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB09717	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09717	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09717	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09717	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09717	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09716	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09716	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09716	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09716	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09716	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09715	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09715	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09715	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09715	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09715	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09714	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09714	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09714	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09714	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09714	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09713	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09713	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09713	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09713	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09713	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08550	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08550	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08550	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08550	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08550	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB09711	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09711	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09711	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09711	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09711	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB09710	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09710	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09710	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09710	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09710	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB01520	Ch	Butirosin and neomycin biosynthesis:KEGG-hsa00524
HMDB01520	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01520	Ch	Oxidative phosphorylation:KEGG-hsa00190
HMDB01520	Ch	Riboflavin metabolism:KEGG-hsa00740
HMDB01520	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB01521	Ch	Fatty acid elongation in mitochondria:KEGG-hsa00062
HMDB01521	Ch	Fatty acid metabolism:KEGG-hsa00071
HMDB01521	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01527	Ch	Cysteine and methionine metabolism:KEGG-hsa00270
HMDB01527	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08457	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08457	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08457	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08457	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08457	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08556	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08556	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08556	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08556	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08556	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB03941	Ch	Fatty acid elongation in mitochondria:KEGG-hsa00062
HMDB03941	Ch	Fatty acid metabolism:KEGG-hsa00071
HMDB03941	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00130	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00130	Ch	Tyrosine metabolism:KEGG-hsa00350
HMDB00130	Ch	Ubiquinone and other terpenoid-quinone biosynthesis:KEGG-hsa00130
HMDB00131	Ch	Galactose metabolism:KEGG-hsa00052
HMDB00131	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB00131	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00132	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00132	Ch	Purine metabolism:KEGG-hsa00230
HMDB00133	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00133	Ch	Purine metabolism:KEGG-hsa00230
HMDB00134	Ch	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
HMDB00134	Ch	Arginine and proline metabolism:KEGG-hsa00330
HMDB00134	Ch	Butanoate metabolism:KEGG-hsa00650
HMDB00134	Ch	Citrate cycle (TCA cycle):KEGG-hsa00020
HMDB00134	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00134	Ch	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
HMDB00134	Ch	Oxidative phosphorylation:KEGG-hsa00190
HMDB00134	Ch	Pathways in cancer:KEGG-hsa05200
HMDB00134	Ch	Phenylalanine metabolism:KEGG-hsa00360
HMDB00134	Ch	Renal cell carcinoma:KEGG-hsa05211
HMDB00134	Ch	Tyrosine metabolism:KEGG-hsa00350
HMDB08554	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08554	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08554	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08554	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08554	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB00138	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00138	Ch	Primary bile acid biosynthesis:KEGG-hsa00120
HMDB00139	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB00139	Ch	Glycine, serine and threonine metabolism:KEGG-hsa00260
HMDB00139	Ch	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
HMDB00139	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00139	Ch	Pentose phosphate pathway:KEGG-hsa00030
HMDB08555	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08555	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08555	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08555	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08555	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB00716	Ch	Lysine degradation:KEGG-hsa00310
HMDB00716	Ch	Metabolic pathways:KEGG-hsa01100
HMDB12161	Ch	Arginine and proline metabolism:KEGG-hsa00330
HMDB12161	Ch	Metabolic pathways:KEGG-hsa01100
HMDB07921	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB07921	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB07921	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB07921	Ch	Metabolic pathways:KEGG-hsa01100
HMDB07921	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB09074	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09074	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09074	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09074	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09074	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB08242	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08242	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08242	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08242	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08242	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB01429	Ch	ABC transporters:KEGG-hsa02010
HMDB01429	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01429	Ch	Mineral absorption:KEGG-hsa04978
HMDB01429	Ch	Oxidative phosphorylation:KEGG-hsa00190
HMDB01429	Ch	Parkinson's disease:KEGG-hsa05012
HMDB01425	Ch	Steroid hormone biosynthesis:KEGG-hsa00140
HMDB01426	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01423	Ch	Fat digestion and absorption:KEGG-hsa04975
HMDB01423	Ch	Fatty acid metabolism:KEGG-hsa00071
HMDB01423	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01423	Ch	Pantothenate and CoA biosynthesis:KEGG-hsa00770
HMDB01423	Ch	Vitamin digestion and absorption:KEGG-hsa04977
HMDB01422	Ch	Lysine degradation:KEGG-hsa00310
HMDB09389	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09389	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09389	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09389	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09389	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB06845	Ch	Metabolic pathways:KEGG-hsa01100
HMDB06845	Ch	Steroid biosynthesis:KEGG-hsa00100
HMDB08243	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08243	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08243	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08243	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08243	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB06848	Ch	Metabolic pathways:KEGG-hsa01100
HMDB06848	Ch	Steroid biosynthesis:KEGG-hsa00100
HMDB09174	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB09174	Ch	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
HMDB09174	Ch	Metabolic pathways:KEGG-hsa01100
HMDB09174	Ch	Pathogenic Escherichia coli infection:KEGG-hsa05130
HMDB09174	Ch	Regulation of autophagy:KEGG-hsa04140
HMDB00868	Ch	Ascorbate and aldarate metabolism:KEGG-hsa00053
HMDB00868	Ch	Metabolic pathways:KEGG-hsa01100
HMDB00868	Ch	Pentose and glucuronate interconversions:KEGG-hsa00040
HMDB00868	Ch	Pentose phosphate pathway:KEGG-hsa00030
HMDB01473	Ch	Fructose and mannose metabolism:KEGG-hsa00051
HMDB01473	Ch	Galactose metabolism:KEGG-hsa00052
HMDB01473	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB01473	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB01473	Ch	Glycolysis / Gluconeogenesis:KEGG-hsa00010
HMDB01473	Ch	Inositol phosphate metabolism:KEGG-hsa00562
HMDB01473	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01473	Ch	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
HMDB01473	Ch	Pentose and glucuronate interconversions:KEGG-hsa00040
HMDB01473	Ch	Pyruvate metabolism:KEGG-hsa00620
HMDB08240	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08240	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08240	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08240	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08240	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB03369	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB03369	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03369	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB03364	Ch	Riboflavin metabolism:KEGG-hsa00740
HMDB01476	Ch	Metabolic pathways:KEGG-hsa01100
HMDB01476	Ch	Tryptophan metabolism:KEGG-hsa00380
HMDB03366	Ch	Glycerolipid metabolism:KEGG-hsa00561
HMDB03362	Ch	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
HMDB03363	Ch	Metabolic pathways:KEGG-hsa01100
HMDB03363	Ch	Pentose and glucuronate interconversions:KEGG-hsa00040
HMDB03363	Ch	Starch and sucrose metabolism:KEGG-hsa00500
HMDB07938	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB07938	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB07938	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB07938	Ch	Metabolic pathways:KEGG-hsa01100
HMDB07938	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB08241	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08241	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08241	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08241	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08241	Ch	alpha-Linolenic acid metabolism:KEGG-hsa00592
HMDB05089	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB03938	Ch	Fatty acid elongation in mitochondria:KEGG-hsa00062
HMDB03938	Ch	Fatty acid metabolism:KEGG-hsa00071
HMDB03938	Ch	Metabolic pathways:KEGG-hsa01100
HMDB08572	Ch	Arachidonic acid metabolism:KEGG-hsa00590
HMDB08572	Ch	Glycerophospholipid metabolism:KEGG-hsa00564
HMDB08572	Ch	Linoleic acid metabolism:KEGG-hsa00591
HMDB08572	Ch	Metabolic pathways:KEGG-hsa01100
