GeneID	Ensembl	Pathway
ENSG00000214415	En	Taste transduction:KEGG-hsa04742
ENSG00000095002	En	Colorectal cancer:KEGG-hsa05210
ENSG00000095002	En	Mismatch repair:KEGG-hsa03430
ENSG00000095002	En	Pathways in cancer:KEGG-hsa05200
ENSG00000100504	En	Insulin signaling pathway:KEGG-hsa04910
ENSG00000100504	En	Starch and sucrose metabolism:KEGG-hsa00500
ENSG00000070366	En	mRNA surveillance pathway:KEGG-hsa03015
ENSG00000152952	En	Lysine degradation:KEGG-hsa00310
ENSG00000118058	En	Lysine degradation:KEGG-hsa00310
ENSG00000158195	En	Adherens junction:KEGG-hsa04520
ENSG00000158195	En	Bacterial invasion of epithelial cells:KEGG-hsa05100
ENSG00000158195	En	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000158195	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000158195	En	Shigellosis:KEGG-hsa05131
ENSG00000278152	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000278152	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000278152	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000141367	En	Bacterial invasion of epithelial cells:KEGG-hsa05100
ENSG00000141367	En	Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961
ENSG00000141367	En	Endocytosis:KEGG-hsa04144
ENSG00000141367	En	Huntington's disease:KEGG-hsa05016
ENSG00000141367	En	Lysosome:KEGG-hsa04142
ENSG00000138135	En	Primary bile acid biosynthesis:KEGG-hsa00120
ENSG00000060642	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
ENSG00000116981	En	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
ENSG00000116981	En	Purine metabolism:KEGG-hsa00230
ENSG00000116981	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000062038	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000116985	En	Hedgehog signaling pathway:KEGG-hsa04340
ENSG00000116985	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000128655	En	Purine metabolism:KEGG-hsa00230
ENSG00000121039	En	Retinol metabolism:KEGG-hsa00830
ENSG00000173540	En	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000173540	En	Fructose and mannose metabolism:KEGG-hsa00051
ENSG00000157214	En	Mineral absorption:KEGG-hsa04978
ENSG00000204099	En	Sphingolipid metabolism:KEGG-hsa00600
ENSG00000157219	En	Calcium signaling pathway:KEGG-hsa04020
ENSG00000157219	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000196411	En	Axon guidance:KEGG-hsa04360
ENSG00000137486	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000137486	En	Endocytosis:KEGG-hsa04144
ENSG00000137486	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000137486	En	Phototransduction:KEGG-hsa04744
ENSG00000232326	En	ABC transporters:KEGG-hsa02010
ENSG00000232326	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000232326	En	Phagosome:KEGG-hsa04145
ENSG00000232326	En	Primary immunodeficiency:KEGG-hsa05340
ENSG00000158445	En	Taste transduction:KEGG-hsa04742
ENSG00000235443	En	Purine metabolism:KEGG-hsa00230
ENSG00000235443	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000235443	En	RNA polymerase:KEGG-hsa03020
ENSG00000196419	En	Non-homologous end-joining:KEGG-hsa03450
ENSG00000164736	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000164733	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000164733	En	Lysosome:KEGG-hsa04142
ENSG00000044090	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000070985	En	Taste transduction:KEGG-hsa04742
ENSG00000279395	En	Olfactory transduction:KEGG-hsa04740
ENSG00000205495	En	Olfactory transduction:KEGG-hsa04740
LRG_384	En	Cardiac muscle contraction:KEGG-hsa04260
LRG_384	En	Dilated cardiomyopathy:KEGG-hsa05414
LRG_384	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
LRG_384	En	Tight junction:KEGG-hsa04530
LRG_384	En	Viral myocarditis:KEGG-hsa05416
LRG_386	En	Dilated cardiomyopathy:KEGG-hsa05414
LRG_386	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000160282	En	Histidine metabolism:KEGG-hsa00340
ENSG00000160282	En	One carbon pool by folate:KEGG-hsa00670
ENSG00000116459	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000116459	En	Huntington's disease:KEGG-hsa05016
ENSG00000116459	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000116459	En	Parkinson's disease:KEGG-hsa05012
ENSG00000116329	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
LRG_383	En	Adherens junction:KEGG-hsa04520
LRG_383	En	Amoebiasis:KEGG-hsa05146
LRG_383	En	Bacterial invasion of epithelial cells:KEGG-hsa05100
LRG_383	En	Focal adhesion:KEGG-hsa04510
LRG_383	En	Leukocyte transendothelial migration:KEGG-hsa04670
LRG_383	En	Regulation of actin cytoskeleton:KEGG-hsa04810
LRG_383	En	Shigellosis:KEGG-hsa05131
LRG_388	En	Cardiac muscle contraction:KEGG-hsa04260
LRG_388	En	Dilated cardiomyopathy:KEGG-hsa05414
LRG_388	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
LRG_389	En	Cardiac muscle contraction:KEGG-hsa04260
LRG_389	En	Dilated cardiomyopathy:KEGG-hsa05414
LRG_389	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
LRG_389	En	Tight junction:KEGG-hsa04530
LRG_389	En	Viral myocarditis:KEGG-hsa05416
ENSG00000182541	En	Axon guidance:KEGG-hsa04360
ENSG00000182541	En	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000182541	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000206256	En	Fatty acid elongation in mitochondria:KEGG-hsa00062
ENSG00000206256	En	Lysosome:KEGG-hsa04142
ENSG00000206258	En	ECM-receptor interaction:KEGG-hsa04512
ENSG00000206258	En	Focal adhesion:KEGG-hsa04510
ENSG00000087111	En	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
ENSG00000274724	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000274722	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000274722	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000274722	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000117586	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000099804	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000101146	En	RNA transport:KEGG-hsa03013
ENSG00000231321	En	Adipocytokine signaling pathway:KEGG-hsa04920
ENSG00000231321	En	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000231321	En	PPAR signaling pathway:KEGG-hsa03320
ENSG00000231321	En	Pathways in cancer:KEGG-hsa05200
ENSG00000231321	En	Small cell lung cancer:KEGG-hsa05222
ENSG00000231321	En	Thyroid cancer:KEGG-hsa05216
ENSG00000101144	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000101144	En	Hedgehog signaling pathway:KEGG-hsa04340
ENSG00000101144	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000072274	En	Endocytosis:KEGG-hsa04144
ENSG00000072274	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000072274	En	Phagosome:KEGG-hsa04145
ENSG00000142733	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000277398	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000104517	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000100813	En	RNA transport:KEGG-hsa03013
ENSG00000100813	En	Spliceosome:KEGG-hsa03040
ENSG00000100813	En	mRNA surveillance pathway:KEGG-hsa03015
ENSG00000185009	En	Lysosome:KEGG-hsa04142
ENSG00000171791	En	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
ENSG00000171791	En	Apoptosis:KEGG-hsa04210
ENSG00000171791	En	Colorectal cancer:KEGG-hsa05210
ENSG00000171791	En	Focal adhesion:KEGG-hsa04510
ENSG00000171791	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000171791	En	Pathways in cancer:KEGG-hsa05200
ENSG00000171791	En	Prostate cancer:KEGG-hsa05215
ENSG00000171791	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000171791	En	Small cell lung cancer:KEGG-hsa05222
ENSG00000171791	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000171791	En	Tuberculosis:KEGG-hsa05152
ENSG00000171793	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000234794	En	Allograft rejection:KEGG-hsa05330
ENSG00000234794	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000234794	En	Asthma:KEGG-hsa05310
ENSG00000234794	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000234794	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000234794	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000234794	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000234794	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000234794	En	Leishmaniasis:KEGG-hsa05140
ENSG00000234794	En	Phagosome:KEGG-hsa04145
ENSG00000234794	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000234794	En	Staphylococcus aureus infection:KEGG-hsa05150
ENSG00000234794	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000234794	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000234794	En	Tuberculosis:KEGG-hsa05152
ENSG00000234794	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000234794	En	Viral myocarditis:KEGG-hsa05416
ENSG00000274626	En	Ribosome:KEGG-hsa03010
ENSG00000107798	En	Lysosome:KEGG-hsa04142
ENSG00000107798	En	Steroid biosynthesis:KEGG-hsa00100
ENSG00000151689	En	Inositol phosphate metabolism:KEGG-hsa00562
ENSG00000151689	En	Phosphatidylinositol signaling system:KEGG-hsa04070
ENSG00000107796	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000170222	En	Glycerophospholipid metabolism:KEGG-hsa00564
ENSG00000170222	En	Purine metabolism:KEGG-hsa00230
ENSG00000170950	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000240972	En	Phenylalanine metabolism:KEGG-hsa00360
ENSG00000240972	En	Tyrosine metabolism:KEGG-hsa00350
ENSG00000170953	En	Olfactory transduction:KEGG-hsa04740
ENSG00000124370	En	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
ENSG00000124370	En	Propanoate metabolism:KEGG-hsa00640
ENSG00000124370	En	Valine, leucine and isoleucine degradation:KEGG-hsa00280
ENSG00000197102	En	Phagosome:KEGG-hsa04145
ENSG00000197102	En	Vasopressin-regulated water reabsorption:KEGG-hsa04962
ENSG00000135503	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000135506	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000185010	En	Complement and coagulation cascades:KEGG-hsa04610
ENSG00000185013	En	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
ENSG00000185013	En	Purine metabolism:KEGG-hsa00230
ENSG00000185013	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000185015	En	Nitrogen metabolism:KEGG-hsa00910
ENSG00000185019	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000156482	En	Ribosome:KEGG-hsa03010
ENSG00000171960	En	Spliceosome:KEGG-hsa03040
ENSG00000188124	En	Olfactory transduction:KEGG-hsa04740
ENSG00000092068	En	Protein digestion and absorption:KEGG-hsa04974
ENSG00000041802	En	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
ENSG00000276910	En	Basal transcription factors:KEGG-hsa03022
ENSG00000276910	En	Nucleotide excision repair:KEGG-hsa03420
ENSG00000091428	En	Leukocyte transendothelial migration:KEGG-hsa04670
ENSG00000273397	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000273397	En	Huntington's disease:KEGG-hsa05016
ENSG00000273397	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000273397	En	Parkinson's disease:KEGG-hsa05012
ENSG00000275938	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000275938	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000198108	En	Glycosaminoglycan biosynthesis - chondroitin sulfate:KEGG-hsa00532
ENSG00000096384	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000096384	En	NOD-like receptor signaling pathway:KEGG-hsa04621
ENSG00000096384	En	Pathways in cancer:KEGG-hsa05200
ENSG00000096384	En	Progesterone-mediated oocyte maturation:KEGG-hsa04914
ENSG00000096384	En	Prostate cancer:KEGG-hsa05215
ENSG00000096384	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000198457	En	Steroid hormone biosynthesis:KEGG-hsa00140
ENSG00000198104	En	Olfactory transduction:KEGG-hsa04740
ENSG00000275931	En	ECM-receptor interaction:KEGG-hsa04512
ENSG00000134905	En	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
ENSG00000109971	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000109971	En	Endocytosis:KEGG-hsa04144
ENSG00000109971	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000109971	En	Measles:KEGG-hsa05162
ENSG00000109971	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000109971	En	Spliceosome:KEGG-hsa03040
ENSG00000109971	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000131373	En	Peroxisome:KEGG-hsa04146
ENSG00000276701	En	Phenylalanine metabolism:KEGG-hsa00360
ENSG00000276701	En	Tyrosine metabolism:KEGG-hsa00350
ENSG00000123358	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000138964	En	Focal adhesion:KEGG-hsa04510
ENSG00000204525	En	Allograft rejection:KEGG-hsa05330
ENSG00000204525	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000204525	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000204525	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000204525	En	Endocytosis:KEGG-hsa04144
ENSG00000204525	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000204525	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000204525	En	Phagosome:KEGG-hsa04145
ENSG00000204525	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000204525	En	Viral myocarditis:KEGG-hsa05416
ENSG00000184270	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000167419	En	Salivary secretion:KEGG-hsa04970
ENSG00000076662	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000167414	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000167414	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000163114	En	Butanoate metabolism:KEGG-hsa00650
ENSG00000163114	En	Citrate cycle (TCA cycle):KEGG-hsa00020
ENSG00000163114	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000163114	En	Pyruvate metabolism:KEGG-hsa00620
ENSG00000163114	En	Valine, leucine and isoleucine biosynthesis:KEGG-hsa00290
ENSG00000189013	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000189013	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000166548	En	Drug metabolism - other enzymes:KEGG-hsa00983
ENSG00000166548	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000188763	En	Basal cell carcinoma:KEGG-hsa05217
ENSG00000188763	En	Melanogenesis:KEGG-hsa04916
ENSG00000188763	En	Pathways in cancer:KEGG-hsa05200
ENSG00000188763	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000108774	En	Amoebiasis:KEGG-hsa05146
ENSG00000108774	En	Endocytosis:KEGG-hsa04144
ENSG00000108774	En	Phagosome:KEGG-hsa04145
ENSG00000108774	En	Tuberculosis:KEGG-hsa05152
ENSG00000108774	En	Vasopressin-regulated water reabsorption:KEGG-hsa04962
ENSG00000108773	En	Notch signaling pathway:KEGG-hsa04330
ENSG00000108771	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000275410	En	Maturity onset diabetes of the young:KEGG-hsa04950
ENSG00000146282	En	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
ENSG00000115368	En	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
ENSG00000096968	En	Adipocytokine signaling pathway:KEGG-hsa04920
ENSG00000096968	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000096968	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000096968	En	Leishmaniasis:KEGG-hsa05140
ENSG00000096968	En	Measles:KEGG-hsa05162
ENSG00000096968	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000096968	En	Tuberculosis:KEGG-hsa05152
ENSG00000115361	En	Fatty acid metabolism:KEGG-hsa00071
ENSG00000115361	En	PPAR signaling pathway:KEGG-hsa03320
ENSG00000168495	En	Cytosolic DNA-sensing pathway:KEGG-hsa04623
ENSG00000168495	En	Purine metabolism:KEGG-hsa00230
ENSG00000168495	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000168495	En	RNA polymerase:KEGG-hsa03020
ENSG00000168496	En	Base excision repair:KEGG-hsa03410
ENSG00000168496	En	DNA replication:KEGG-hsa03030
ENSG00000168496	En	Non-homologous end-joining:KEGG-hsa03450
ENSG00000159352	En	Proteasome:KEGG-hsa03050
ENSG00000241394	En	Allograft rejection:KEGG-hsa05330
ENSG00000241394	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000241394	En	Asthma:KEGG-hsa05310
ENSG00000241394	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000241394	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000241394	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000241394	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000241394	En	Leishmaniasis:KEGG-hsa05140
ENSG00000241394	En	Phagosome:KEGG-hsa04145
ENSG00000241394	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000241394	En	Staphylococcus aureus infection:KEGG-hsa05150
ENSG00000241394	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000241394	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000241394	En	Tuberculosis:KEGG-hsa05152
ENSG00000241394	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000241394	En	Viral myocarditis:KEGG-hsa05416
ENSG00000162396	En	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
ENSG00000066379	En	Purine metabolism:KEGG-hsa00230
ENSG00000066379	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000066379	En	RNA polymerase:KEGG-hsa03020
ENSG00000263001	En	Basal transcription factors:KEGG-hsa03022
ENSG00000088002	En	Steroid hormone biosynthesis:KEGG-hsa00140
ENSG00000088002	En	Sulfur metabolism:KEGG-hsa00920
ENSG00000126456	En	Cytosolic DNA-sensing pathway:KEGG-hsa04623
ENSG00000126456	En	Hepatitis C:KEGG-hsa05160
ENSG00000126456	En	Measles:KEGG-hsa05162
ENSG00000126456	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000126456	En	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000108515	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000108515	En	RNA degradation:KEGG-hsa03018
ENSG00000126458	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000126458	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000126458	En	Tight junction:KEGG-hsa04530
ENSG00000108518	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000108518	En	Shigellosis:KEGG-hsa05131
ENSG00000129467	En	Bile secretion:KEGG-hsa04976
ENSG00000129467	En	Calcium signaling pathway:KEGG-hsa04020
ENSG00000129467	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000129467	En	Dilated cardiomyopathy:KEGG-hsa05414
ENSG00000129467	En	Gap junction:KEGG-hsa04540
ENSG00000129467	En	Gastric acid secretion:KEGG-hsa04971
ENSG00000129467	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000129467	En	GnRH signaling pathway:KEGG-hsa04912
ENSG00000129467	En	Melanogenesis:KEGG-hsa04916
ENSG00000129467	En	Oocyte meiosis:KEGG-hsa04114
ENSG00000129467	En	Pancreatic secretion:KEGG-hsa04972
ENSG00000129467	En	Progesterone-mediated oocyte maturation:KEGG-hsa04914
ENSG00000129467	En	Purine metabolism:KEGG-hsa00230
ENSG00000129467	En	Salivary secretion:KEGG-hsa04970
ENSG00000129467	En	Taste transduction:KEGG-hsa04742
ENSG00000129467	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000177105	En	Bacterial invasion of epithelial cells:KEGG-hsa05100
ENSG00000177105	En	Shigellosis:KEGG-hsa05131
ENSG00000145391	En	Lysine degradation:KEGG-hsa00310
ENSG00000150269	En	Olfactory transduction:KEGG-hsa04740
ENSG00000137101	En	B cell receptor signaling pathway:KEGG-hsa04662
ENSG00000139618	En	Homologous recombination:KEGG-hsa03440
ENSG00000139618	En	Pancreatic cancer:KEGG-hsa05212
ENSG00000139618	En	Pathways in cancer:KEGG-hsa05200
ENSG00000141551	En	Circadian rhythm - mammal:KEGG-hsa04710
ENSG00000141551	En	Gap junction:KEGG-hsa04540
ENSG00000141551	En	Hedgehog signaling pathway:KEGG-hsa04340
ENSG00000141552	En	Cell cycle:KEGG-hsa04110
ENSG00000141552	En	Oocyte meiosis:KEGG-hsa04114
ENSG00000141552	En	Progesterone-mediated oocyte maturation:KEGG-hsa04914
ENSG00000141552	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000205810	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000205810	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000147869	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000279723	En	Olfactory transduction:KEGG-hsa04740
ENSG00000233841	En	Allograft rejection:KEGG-hsa05330
ENSG00000233841	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000233841	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000233841	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000233841	En	Endocytosis:KEGG-hsa04144
ENSG00000233841	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000233841	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000233841	En	Phagosome:KEGG-hsa04145
ENSG00000233841	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000233841	En	Viral myocarditis:KEGG-hsa05416
ENSG00000185652	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000185652	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000185651	En	Parkinson's disease:KEGG-hsa05012
ENSG00000185651	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000101335	En	Focal adhesion:KEGG-hsa04510
ENSG00000101335	En	Leukocyte transendothelial migration:KEGG-hsa04670
ENSG00000101335	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000101335	En	Tight junction:KEGG-hsa04530
ENSG00000101335	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000101440	En	Melanogenesis:KEGG-hsa04916
ENSG00000101441	En	Salivary secretion:KEGG-hsa04970
ENSG00000158290	En	Nucleotide excision repair:KEGG-hsa03420
ENSG00000158290	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000101444	En	Cysteine and methionine metabolism:KEGG-hsa00270
ENSG00000101333	En	African trypanosomiasis:KEGG-hsa05143
ENSG00000101333	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000101333	En	Amoebiasis:KEGG-hsa05146
ENSG00000101333	En	Calcium signaling pathway:KEGG-hsa04020
ENSG00000101333	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000101333	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000101333	En	Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961
ENSG00000101333	En	Gap junction:KEGG-hsa04540
ENSG00000101333	En	Gastric acid secretion:KEGG-hsa04971
ENSG00000101333	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000101333	En	GnRH signaling pathway:KEGG-hsa04912
ENSG00000101333	En	Huntington's disease:KEGG-hsa05016
ENSG00000101333	En	Inositol phosphate metabolism:KEGG-hsa00562
ENSG00000101333	En	Long-term depression:KEGG-hsa04730
ENSG00000101333	En	Long-term potentiation:KEGG-hsa04720
ENSG00000101333	En	Melanogenesis:KEGG-hsa04916
ENSG00000101333	En	Pancreatic secretion:KEGG-hsa04972
ENSG00000101333	En	Phosphatidylinositol signaling system:KEGG-hsa04070
ENSG00000101333	En	Salivary secretion:KEGG-hsa04970
ENSG00000101333	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000101333	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000141086	En	Pancreatic secretion:KEGG-hsa04972
ENSG00000141086	En	Protein digestion and absorption:KEGG-hsa04974
ENSG00000145649	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000084110	En	Histidine metabolism:KEGG-hsa00340
ENSG00000084110	En	Nitrogen metabolism:KEGG-hsa00910
ENSG00000084112	En	Regulation of actin cytoskeleton:KEGG-hsa04810
LRG_116	En	Vitamin digestion and absorption:KEGG-hsa04977
ENSG00000172339	En	N-Glycan biosynthesis:KEGG-hsa00510
ENSG00000137818	En	Ribosome:KEGG-hsa03010
ENSG00000172331	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000172336	En	RNA transport:KEGG-hsa03013
ENSG00000172336	En	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
LRG_254	En	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
LRG_254	En	Dilated cardiomyopathy:KEGG-hsa05414
LRG_254	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000011376	En	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
ENSG00000011376	En	Valine, leucine and isoleucine biosynthesis:KEGG-hsa00290
ENSG00000186104	En	Steroid biosynthesis:KEGG-hsa00100
ENSG00000233151	En	Steroid hormone biosynthesis:KEGG-hsa00140
ENSG00000113327	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000129071	En	Base excision repair:KEGG-hsa03410
ENSG00000145703	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000196083	En	Apoptosis:KEGG-hsa04210
ENSG00000196083	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000121680	En	Peroxisome:KEGG-hsa04146
ENSG00000267855	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000267855	En	Huntington's disease:KEGG-hsa05016
ENSG00000267855	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000267855	En	Parkinson's disease:KEGG-hsa05012
ENSG00000196944	En	Olfactory transduction:KEGG-hsa04740
ENSG00000054148	En	Fructose and mannose metabolism:KEGG-hsa00051
ENSG00000179776	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000179776	En	Leukocyte transendothelial migration:KEGG-hsa04670
LRG_557	En	Complement and coagulation cascades:KEGG-hsa04610
LRG_556	En	Complement and coagulation cascades:KEGG-hsa04610
ENSG00000113492	En	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
