GeneID	Ensembl	Pathway
ENSG00000145214	En	Glycerolipid metabolism:KEGG-hsa00561
ENSG00000145214	En	Glycerophospholipid metabolism:KEGG-hsa00564
ENSG00000145214	En	Phosphatidylinositol signaling system:KEGG-hsa04070
ENSG00000183044	En	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
ENSG00000183044	En	Butanoate metabolism:KEGG-hsa00650
ENSG00000183044	En	Propanoate metabolism:KEGG-hsa00640
ENSG00000183044	En	Valine, leucine and isoleucine degradation:KEGG-hsa00280
ENSG00000183044	En	beta-Alanine metabolism:KEGG-hsa00410
ENSG00000240583	En	Bile secretion:KEGG-hsa04976
ENSG00000240583	En	Proximal tubule bicarbonate reclamation:KEGG-hsa04964
ENSG00000183048	En	Proximal tubule bicarbonate reclamation:KEGG-hsa04964
ENSG00000147145	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000187608	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000180658	En	Olfactory transduction:KEGG-hsa04740
ENSG00000135622	En	Axon guidance:KEGG-hsa04360
ENSG00000166800	En	Cysteine and methionine metabolism:KEGG-hsa00270
ENSG00000166800	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000166800	En	Propanoate metabolism:KEGG-hsa00640
ENSG00000166800	En	Pyruvate metabolism:KEGG-hsa00620
ENSG00000188404	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000071894	En	mRNA surveillance pathway:KEGG-hsa03015
ENSG00000115919	En	Tryptophan metabolism:KEGG-hsa00380
ENSG00000084093	En	Huntington's disease:KEGG-hsa05016
ENSG00000105289	En	Tight junction:KEGG-hsa04530
ENSG00000127318	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000127318	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000137992	En	Valine, leucine and isoleucine degradation:KEGG-hsa00280
ENSG00000127314	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000127314	En	Focal adhesion:KEGG-hsa04510
ENSG00000127314	En	Leukocyte transendothelial migration:KEGG-hsa04670
ENSG00000127314	En	Long-term potentiation:KEGG-hsa04720
ENSG00000127314	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000127314	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000127314	En	Pancreatic secretion:KEGG-hsa04972
ENSG00000127314	En	Renal cell carcinoma:KEGG-hsa05211
ENSG00000105281	En	Protein digestion and absorption:KEGG-hsa04974
ENSG00000048462	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000048462	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000276799	En	Basal cell carcinoma:KEGG-hsa05217
ENSG00000276799	En	Hedgehog signaling pathway:KEGG-hsa04340
ENSG00000276799	En	Melanogenesis:KEGG-hsa04916
ENSG00000276799	En	Pathways in cancer:KEGG-hsa05200
ENSG00000276799	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000276798	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000072958	En	Lysosome:KEGG-hsa04142
ENSG00000040531	En	Lysosome:KEGG-hsa04142
ENSG00000136244	En	African trypanosomiasis:KEGG-hsa05143
ENSG00000136244	En	Amoebiasis:KEGG-hsa05146
ENSG00000136244	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000136244	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000136244	En	Cytosolic DNA-sensing pathway:KEGG-hsa04623
ENSG00000136244	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000136244	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000136244	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000136244	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000136244	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000136244	En	Malaria:KEGG-hsa05144
ENSG00000136244	En	Measles:KEGG-hsa05162
ENSG00000136244	En	NOD-like receptor signaling pathway:KEGG-hsa04621
ENSG00000136244	En	Pathways in cancer:KEGG-hsa05200
ENSG00000136244	En	Prion diseases:KEGG-hsa05020
ENSG00000136244	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000136244	En	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000136244	En	Tuberculosis:KEGG-hsa05152
ENSG00000136243	En	RNA transport:KEGG-hsa03013
ENSG00000136240	En	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000137198	En	Purine metabolism:KEGG-hsa00230
ENSG00000213599	En	Sulfur metabolism:KEGG-hsa00920
ENSG00000138356	En	Drug metabolism - cytochrome P450:KEGG-hsa00982
ENSG00000138356	En	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
ENSG00000138356	En	Tryptophan metabolism:KEGG-hsa00380
ENSG00000138356	En	Tyrosine metabolism:KEGG-hsa00350
ENSG00000138356	En	Valine, leucine and isoleucine degradation:KEGG-hsa00280
ENSG00000138356	En	Vitamin B6 metabolism:KEGG-hsa00750
ENSG00000115009	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000115009	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000115009	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000115008	En	Apoptosis:KEGG-hsa04210
ENSG00000115008	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000115008	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000115008	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000115008	En	Leishmaniasis:KEGG-hsa05140
ENSG00000115008	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000115008	En	Measles:KEGG-hsa05162
ENSG00000115008	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000115008	En	Prion diseases:KEGG-hsa05020
ENSG00000115008	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000115008	En	Tuberculosis:KEGG-hsa05152
ENSG00000115008	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000137193	En	Acute myeloid leukemia:KEGG-hsa05221
ENSG00000137193	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000138684	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000138684	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000138685	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000138685	En	Melanoma:KEGG-hsa05218
ENSG00000138685	En	Pathways in cancer:KEGG-hsa05200
ENSG00000138685	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000205364	En	Mineral absorption:KEGG-hsa04978
ENSG00000227794	En	Ribosome:KEGG-hsa03010
ENSG00000142937	En	Ribosome:KEGG-hsa03010
ENSG00000182393	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000182393	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000102678	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000102678	En	Melanoma:KEGG-hsa05218
ENSG00000102678	En	Pathways in cancer:KEGG-hsa05200
ENSG00000102678	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000136026	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000204257	En	Allograft rejection:KEGG-hsa05330
ENSG00000204257	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000204257	En	Asthma:KEGG-hsa05310
ENSG00000204257	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000204257	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000204257	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000204257	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000204257	En	Leishmaniasis:KEGG-hsa05140
ENSG00000204257	En	Phagosome:KEGG-hsa04145
ENSG00000204257	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000204257	En	Staphylococcus aureus infection:KEGG-hsa05150
ENSG00000204257	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000204257	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000204257	En	Tuberculosis:KEGG-hsa05152
ENSG00000204257	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000204257	En	Viral myocarditis:KEGG-hsa05416
ENSG00000149273	En	Ribosome:KEGG-hsa03010
ENSG00000146233	En	Primary bile acid biosynthesis:KEGG-hsa00120
ENSG00000060718	En	Amoebiasis:KEGG-hsa05146
ENSG00000060718	En	ECM-receptor interaction:KEGG-hsa04512
ENSG00000060718	En	Focal adhesion:KEGG-hsa04510
ENSG00000060718	En	Protein digestion and absorption:KEGG-hsa04974
ENSG00000148053	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000148053	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000242574	En	Allograft rejection:KEGG-hsa05330
ENSG00000242574	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000242574	En	Asthma:KEGG-hsa05310
ENSG00000242574	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000242574	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000242574	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000242574	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000242574	En	Leishmaniasis:KEGG-hsa05140
ENSG00000242574	En	Phagosome:KEGG-hsa04145
ENSG00000242574	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000242574	En	Staphylococcus aureus infection:KEGG-hsa05150
ENSG00000242574	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000242574	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000242574	En	Tuberculosis:KEGG-hsa05152
ENSG00000242574	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000242574	En	Viral myocarditis:KEGG-hsa05416
ENSG00000141012	En	Glycosaminoglycan degradation:KEGG-hsa00531
ENSG00000141012	En	Lysosome:KEGG-hsa04142
ENSG00000164405	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000164405	En	Cardiac muscle contraction:KEGG-hsa04260
ENSG00000164405	En	Huntington's disease:KEGG-hsa05016
ENSG00000164405	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000164405	En	Parkinson's disease:KEGG-hsa05012
ENSG00000198886	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000198886	En	Parkinson's disease:KEGG-hsa05012
ENSG00000172817	En	Primary bile acid biosynthesis:KEGG-hsa00120
ENSG00000172817	En	Steroid hormone biosynthesis:KEGG-hsa00140
ENSG00000198888	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000198888	En	Parkinson's disease:KEGG-hsa05012
ENSG00000223898	En	Olfactory transduction:KEGG-hsa04740
ENSG00000206430	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000206437	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000206437	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000206435	En	Allograft rejection:KEGG-hsa05330
ENSG00000206435	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000206435	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000206435	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000206435	En	Endocytosis:KEGG-hsa04144
ENSG00000206435	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000206435	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000206435	En	Phagosome:KEGG-hsa04145
ENSG00000206435	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000206435	En	Viral myocarditis:KEGG-hsa05416
ENSG00000074800	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000074800	En	RNA degradation:KEGG-hsa03018
ENSG00000206439	En	Adipocytokine signaling pathway:KEGG-hsa04920
ENSG00000206439	En	African trypanosomiasis:KEGG-hsa05143
ENSG00000206439	En	Allograft rejection:KEGG-hsa05330
ENSG00000206439	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000206439	En	Amoebiasis:KEGG-hsa05146
ENSG00000206439	En	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
ENSG00000206439	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000206439	En	Apoptosis:KEGG-hsa04210
ENSG00000206439	En	Asthma:KEGG-hsa05310
ENSG00000206439	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000206439	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000206439	En	Dilated cardiomyopathy:KEGG-hsa05414
ENSG00000206439	En	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000206439	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000206439	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000206439	En	Hepatitis C:KEGG-hsa05160
ENSG00000206439	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000206439	En	Leishmaniasis:KEGG-hsa05140
ENSG00000206439	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000206439	En	Malaria:KEGG-hsa05144
ENSG00000206439	En	NOD-like receptor signaling pathway:KEGG-hsa04621
ENSG00000206439	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000206439	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000206439	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000206439	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000206439	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000206439	En	T cell receptor signaling pathway:KEGG-hsa04660
ENSG00000206439	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000206439	En	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000206439	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000206439	En	Tuberculosis:KEGG-hsa05152
ENSG00000206439	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000206439	En	Type II diabetes mellitus:KEGG-hsa04930
ENSG00000274146	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000274146	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000274146	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000274144	En	Spliceosome:KEGG-hsa03040
ENSG00000274145	En	Phagosome:KEGG-hsa04145
ENSG00000274143	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000274143	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000274143	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000274148	En	B cell receptor signaling pathway:KEGG-hsa04662
ENSG00000274148	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000101901	En	N-Glycan biosynthesis:KEGG-hsa00510
ENSG00000116584	En	Pathogenic Escherichia coli infection:KEGG-hsa05130
LRG_256	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
LRG_257	En	Fructose and mannose metabolism:KEGG-hsa00051
ENSG00000104375	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000104371	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000277824	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000117984	En	Lysosome:KEGG-hsa04142
ENSG00000117984	En	Tuberculosis:KEGG-hsa05152
ENSG00000099958	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000117983	En	Salivary secretion:KEGG-hsa04970
ENSG00000099957	En	Calcium signaling pathway:KEGG-hsa04020
ENSG00000099957	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000101638	En	Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604
ENSG00000196549	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000196549	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000196549	En	Protein digestion and absorption:KEGG-hsa04974
ENSG00000196549	En	Renin-angiotensin system:KEGG-hsa04614
LRG_491	En	Osteoclast differentiation:KEGG-hsa04380
LRG_491	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000174417	En	Calcium signaling pathway:KEGG-hsa04020
ENSG00000174417	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000196547	En	N-Glycan biosynthesis:KEGG-hsa00510
ENSG00000175548	En	N-Glycan biosynthesis:KEGG-hsa00510
ENSG00000231458	En	DNA replication:KEGG-hsa03030
ENSG00000197766	En	Complement and coagulation cascades:KEGG-hsa04610
ENSG00000197766	En	Staphylococcus aureus infection:KEGG-hsa05150
ENSG00000197943	En	B cell receptor signaling pathway:KEGG-hsa04662
ENSG00000197943	En	Calcium signaling pathway:KEGG-hsa04020
ENSG00000197943	En	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
ENSG00000197943	En	ErbB signaling pathway:KEGG-hsa04012
ENSG00000197943	En	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000197943	En	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000197943	En	Glioma:KEGG-hsa05214
ENSG00000197943	En	Inositol phosphate metabolism:KEGG-hsa00562
ENSG00000197943	En	Leukocyte transendothelial migration:KEGG-hsa04670
ENSG00000197943	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000197943	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000197943	En	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000197943	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000197943	En	Pathways in cancer:KEGG-hsa05200
ENSG00000197943	En	Phosphatidylinositol signaling system:KEGG-hsa04070
ENSG00000197943	En	VEGF signaling pathway:KEGG-hsa04370
ENSG00000197943	En	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000197763	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000197763	En	Selenocompound metabolism:KEGG-hsa00450
ENSG00000274556	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000113407	En	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
ENSG00000169239	En	Nitrogen metabolism:KEGG-hsa00910
ENSG00000138834	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000140650	En	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000140650	En	Fructose and mannose metabolism:KEGG-hsa00051
ENSG00000064012	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000064012	En	Apoptosis:KEGG-hsa04210
ENSG00000064012	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000064012	En	Huntington's disease:KEGG-hsa05016
ENSG00000064012	En	NOD-like receptor signaling pathway:KEGG-hsa04621
ENSG00000064012	En	Pathways in cancer:KEGG-hsa05200
ENSG00000064012	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000064012	En	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000064012	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000064012	En	Tuberculosis:KEGG-hsa05152
ENSG00000064012	En	Viral myocarditis:KEGG-hsa05416
ENSG00000064012	En	p53 signaling pathway:KEGG-hsa04115
ENSG00000169231	En	ECM-receptor interaction:KEGG-hsa04512
ENSG00000169231	En	Focal adhesion:KEGG-hsa04510
ENSG00000169231	En	Malaria:KEGG-hsa05144
ENSG00000169231	En	Phagosome:KEGG-hsa04145
ENSG00000169231	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000140307	En	Basal transcription factors:KEGG-hsa03022
ENSG00000183813	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000183813	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000274920	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000274920	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000274920	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000089053	En	Cell cycle:KEGG-hsa04110
ENSG00000089053	En	Oocyte meiosis:KEGG-hsa04114
ENSG00000089053	En	Progesterone-mediated oocyte maturation:KEGG-hsa04914
ENSG00000089053	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000261371	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000261371	En	Leukocyte transendothelial migration:KEGG-hsa04670
ENSG00000261371	En	Malaria:KEGG-hsa05144
ENSG00000111371	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000013375	En	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000185149	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000142657	En	Glutathione metabolism:KEGG-hsa00480
ENSG00000142657	En	Pentose phosphate pathway:KEGG-hsa00030
ENSG00000135454	En	Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604
ENSG00000142655	En	Peroxisome:KEGG-hsa04146
ENSG00000121966	En	Axon guidance:KEGG-hsa04360
ENSG00000121966	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000121966	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000121966	En	Endocytosis:KEGG-hsa04144
ENSG00000121966	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000121966	En	Leukocyte transendothelial migration:KEGG-hsa04670
ENSG00000008853	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000156886	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000102103	En	Spliceosome:KEGG-hsa03040
ENSG00000156885	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000156885	En	Cardiac muscle contraction:KEGG-hsa04260
ENSG00000156885	En	Huntington's disease:KEGG-hsa05016
ENSG00000156885	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000156885	En	Parkinson's disease:KEGG-hsa05012
ENSG00000023839	En	ABC transporters:KEGG-hsa02010
ENSG00000023839	En	Bile secretion:KEGG-hsa04976
ENSG00000106628	En	Base excision repair:KEGG-hsa03410
ENSG00000106628	En	DNA replication:KEGG-hsa03030
ENSG00000106628	En	Homologous recombination:KEGG-hsa03440
ENSG00000106628	En	Mismatch repair:KEGG-hsa03430
ENSG00000106628	En	Nucleotide excision repair:KEGG-hsa03420
ENSG00000106628	En	Purine metabolism:KEGG-hsa00230
ENSG00000106628	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000273827	En	Olfactory transduction:KEGG-hsa04740
ENSG00000150867	En	Inositol phosphate metabolism:KEGG-hsa00562
ENSG00000150867	En	Phosphatidylinositol signaling system:KEGG-hsa04070
ENSG00000150867	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000131480	En	Glycine, serine and threonine metabolism:KEGG-hsa00260
ENSG00000131480	En	Phenylalanine metabolism:KEGG-hsa00360
ENSG00000131480	En	Tyrosine metabolism:KEGG-hsa00350
ENSG00000131480	En	beta-Alanine metabolism:KEGG-hsa00410
ENSG00000131482	En	Adipocytokine signaling pathway:KEGG-hsa04920
ENSG00000131482	En	Carbohydrate digestion and absorption:KEGG-hsa04973
ENSG00000131482	En	Galactose metabolism:KEGG-hsa00052
ENSG00000131482	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000131482	En	Insulin signaling pathway:KEGG-hsa04910
ENSG00000131482	En	Starch and sucrose metabolism:KEGG-hsa00500
ENSG00000176014	En	Gap junction:KEGG-hsa04540
ENSG00000176014	En	Pathogenic Escherichia coli infection:KEGG-hsa05130
ENSG00000176014	En	Phagosome:KEGG-hsa04145
ENSG00000152642	En	Glycerophospholipid metabolism:KEGG-hsa00564
ENSG00000100030	En	Acute myeloid leukemia:KEGG-hsa05221
ENSG00000100030	En	Adherens junction:KEGG-hsa04520
ENSG00000100030	En	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
ENSG00000100030	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000100030	En	Axon guidance:KEGG-hsa04360
ENSG00000100030	En	B cell receptor signaling pathway:KEGG-hsa04662
ENSG00000100030	En	Bladder cancer:KEGG-hsa05219
ENSG00000100030	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000100030	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000100030	En	Chronic myeloid leukemia:KEGG-hsa05220
ENSG00000100030	En	Colorectal cancer:KEGG-hsa05210
ENSG00000100030	En	Dorso-ventral axis formation:KEGG-hsa04320
ENSG00000100030	En	Endometrial cancer:KEGG-hsa05213
ENSG00000100030	En	ErbB signaling pathway:KEGG-hsa04012
ENSG00000100030	En	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000100030	En	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000100030	En	Focal adhesion:KEGG-hsa04510
ENSG00000100030	En	Gap junction:KEGG-hsa04540
ENSG00000100030	En	Glioma:KEGG-hsa05214
ENSG00000100030	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000100030	En	GnRH signaling pathway:KEGG-hsa04912
ENSG00000100030	En	Hepatitis C:KEGG-hsa05160
ENSG00000100030	En	Insulin signaling pathway:KEGG-hsa04910
ENSG00000100030	En	Leishmaniasis:KEGG-hsa05140
ENSG00000100030	En	Long-term depression:KEGG-hsa04730
ENSG00000100030	En	Long-term potentiation:KEGG-hsa04720
ENSG00000100030	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000100030	En	Melanogenesis:KEGG-hsa04916
ENSG00000100030	En	Melanoma:KEGG-hsa05218
ENSG00000100030	En	NOD-like receptor signaling pathway:KEGG-hsa04621
ENSG00000100030	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000100030	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000100030	En	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000100030	En	Oocyte meiosis:KEGG-hsa04114
ENSG00000100030	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000100030	En	Pancreatic cancer:KEGG-hsa05212
ENSG00000100030	En	Pathways in cancer:KEGG-hsa05200
ENSG00000100030	En	Prion diseases:KEGG-hsa05020
ENSG00000100030	En	Progesterone-mediated oocyte maturation:KEGG-hsa04914
ENSG00000100030	En	Prostate cancer:KEGG-hsa05215
ENSG00000100030	En	Regulation of actin cytoskeleton:KEGG-hsa04810
ENSG00000100030	En	Renal cell carcinoma:KEGG-hsa05211
ENSG00000100030	En	Shigellosis:KEGG-hsa05131
ENSG00000100030	En	T cell receptor signaling pathway:KEGG-hsa04660
ENSG00000100030	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000100030	En	Thyroid cancer:KEGG-hsa05216
ENSG00000100030	En	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000100030	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000100030	En	Tuberculosis:KEGG-hsa05152
ENSG00000100030	En	Type II diabetes mellitus:KEGG-hsa04930
ENSG00000100030	En	VEGF signaling pathway:KEGG-hsa04370
ENSG00000100030	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000100030	En	mTOR signaling pathway:KEGG-hsa04150
ENSG00000143870	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000198502	En	Allograft rejection:KEGG-hsa05330
ENSG00000198502	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000198502	En	Asthma:KEGG-hsa05310
ENSG00000198502	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000198502	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000198502	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000198502	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000198502	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000198502	En	Leishmaniasis:KEGG-hsa05140
ENSG00000198502	En	Phagosome:KEGG-hsa04145
ENSG00000198502	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000198502	En	Staphylococcus aureus infection:KEGG-hsa05150
