Source Identifier	SystemCode	ME	NA
ENSG00000103316	CRYM	black	En
ENSG00000116791	CRYZ	black	En
ENSG00000159692	CTBP1	black	En
ENSG00000164733	CTSB	black	En
ENSG00000055130	CUL1	black	En
ENSG00000108094	CUL2	black	En
ENSG00000036257	CUL3	black	En
ENSG00000166266	CUL5	black	En
ENSG00000154639	CXADR	black	En
ENSG00000055163	CYFIP2	black	En
ENSG00000113758	DBN1	black	En
ENSG00000136279	DBNL	black	En
ENSG00000133083	DCLK1	black	En
ENSG00000204843	DCTN1	black	En
ENSG00000175203	DCTN2	black	En
ENSG00000137100	DCTN3	black	En
ENSG00000043093	DCUN1D1	black	En
ENSG00000153904	DDAH1	black	En
ENSG00000085788	DDHD2	black	En
ENSG00000079785	DDX1	black	En
ENSG00000139726	DENR	black	En
ENSG00000165023	DIRAS2	black	En
ENSG00000050165	DKK3	black	En
ENSG00000075711	DLG1	black	En
ENSG00000150672	DLG2	black	En
ENSG00000082458	DLG3	black	En
ENSG00000132535	DLG4	black	En
ENSG00000158856	DMTN	black	En
ENSG00000104093	DMXL2	black	En
ENSG00000132002	DNAJB1	black	En
ENSG00000135924	DNAJB2	black	En
ENSG00000101152	DNAJC5	black	En
ENSG00000116675	DNAJC6	black	En
ENSG00000106976	DNM1	black	En
ENSG00000087470	DNM1L	black	En
ENSG00000197959	DNM3	black	En
ENSG00000175497	DPP10	black	En
ENSG00000130226	DPP6	black	En
ENSG00000151640	DPYSL4	black	En
ENSG00000125868	DSTN	black	En
ENSG00000108861	DUSP3	black	En
ENSG00000197102	DYNC1H1	black	En
ENSG00000158560	DYNC1I1	black	En
ENSG00000144635	DYNC1LI1	black	En
ENSG00000104823	ECH1	black	En
ENSG00000101210	EEF1A2	black	En
ENSG00000084710	EFR3B	black	En
ENSG00000013016	EHD3	black	En
ENSG00000132507	EIF5A	black	En
ENSG00000125746	EML2	black	En
ENSG00000164303	ENPP6	black	En
ENSG00000088367	EPB41L1	black	En
ENSG00000082397	EPB41L3	black	En
ENSG00000116106	EPHA4	black	En
ENSG00000133216	EPHB2	black	En
ENSG00000063245	EPN1	black	En
ENSG00000085832	EPS15	black	En
ENSG00000127527	EPS15L1	black	En
ENSG00000139684	ESD	black	En
