Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.blue_Module-GO_z-score_elite	number_measured.blue_Module-GO_z-score_elite	 z_score.blue_Module-GO_z-score_elite	permuteP.blue_Module-GO_z-score_elite	number_changed.brown_Module-GO_z-score_elite	number_measured.brown_Module-GO_z-score_elite	 z_score.brown_Module-GO_z-score_elite	permuteP.brown_Module-GO_z-score_elite	number_changed.greenyellow_Module-GO_z-score_elite	number_measured.greenyellow_Module-GO_z-score_elite	 z_score.greenyellow_Module-GO_z-score_elite	permuteP.greenyellow_Module-GO_z-score_elite	number_changed.grey_Module-GO_z-score_elite	number_measured.grey_Module-GO_z-score_elite	 z_score.grey_Module-GO_z-score_elite	permuteP.grey_Module-GO_z-score_elite	number_changed.magenta_Module-GO_z-score_elite	number_measured.magenta_Module-GO_z-score_elite	 z_score.magenta_Module-GO_z-score_elite	permuteP.magenta_Module-GO_z-score_elite	number_changed.purple_Module-GO_z-score_elite	number_measured.purple_Module-GO_z-score_elite	 z_score.purple_Module-GO_z-score_elite	permuteP.purple_Module-GO_z-score_elite	number_changed.salmon_Module-GO_z-score_elite	number_measured.salmon_Module-GO_z-score_elite	 z_score.salmon_Module-GO_z-score_elite	permuteP.salmon_Module-GO_z-score_elite	number_changed.tan_Module-GO_z-score_elite	number_measured.tan_Module-GO_z-score_elite	 z_score.tan_Module-GO_z-score_elite	permuteP.tan_Module-GO_z-score_elite	number_changed.yellow_Module-GO_z-score_elite	number_measured.yellow_Module-GO_z-score_elite	 z_score.yellow_Module-GO_z-score_elite	permuteP.yellow_Module-GO_z-score_elite
GO:0005092	GDP-dissociation inhibitor activity	GeneOntology	molecular_function	greenyellow_Module-GO_z-score_elite	0	5	-0.806571417991	0.6395	1	5	-1.0797288898	0.329	3	5	6.62538338599	0.001	1	5	0.798634706822	0.393	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.673	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.672
GO:0018130	heterocycle biosynthetic process	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	40	154	5.90346148145	0.0	60	154	-1.30327043726	0.2135	11	154	2.31832702864	0.031	16	154	0.382088109753	0.7745	3	154	-1.62786160424	0.105	8	154	-2.21381391441	0.0225	1	154	-1.62197097338	0.1055	8	154	1.4413564263	0.155	7	154	-2.5088231351	0.01
GO:0072529	pyrimidine-containing compound catabolic process	GeneOntology	biological_process	grey_Module-GO_z-score_elite	1	7	0.232384440856	0.58	2	7	-0.820570454687	0.4695	0	7	-0.523349583223	1.0	3	7	3.00896644271	0.028	0	7	-0.579402177594	1.0	1	7	0.338115322148	0.535	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	0	7	-0.905391457961	0.6115
GO:0043230	extracellular organelle	GeneOntology	cellular_component	blue_Module-GO_z-score_elite|greenyellow_Module-GO_z-score_elite	128	886	3.9485033182	0.0	315	886	-7.19297163762	0.0	47	886	3.4765970917	0.0	74	886	-1.7032288568	0.1025	42	886	0.365703580888	0.7375	89	886	-0.484790969323	0.646	28	886	1.33561027408	0.256	42	886	3.62788531361	0.0015	121	886	4.46292272775	0.0
GO:2000177	regulation of neural precursor cell proliferation	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	1	7	0.232384440856	0.576	2	7	-0.820570454687	0.457	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.616	3	7	4.864673256	0.004	0	7	-0.902595987091	0.6145	1	7	1.91697467681	0.1655	0	7	-0.484462326687	1.0	0	7	-0.905391457961	0.6175
GO:0017048	Rho GTPase binding	GeneOntology	molecular_function	yellow_Module-GO_z-score_elite	1	19	-0.855534238594	0.4095	9	19	0.302890080449	0.832	1	19	0.348196949873	0.512	1	19	-0.636318064534	0.562	0	19	-0.957907937121	0.643	1	19	-0.73651803067	0.592	0	19	-0.723763676882	0.673	0	19	-0.800946779139	0.6505	6	19	3.02635656355	0.014
GO:0005791	rough endoplasmic reticulum	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite	1	12	-0.343953641056	0.784	2	12	-1.90950845498	0.0745	0	12	-0.686220695904	1.0	2	12	0.845183710304	0.32	3	12	3.40430312219	0.0155	3	12	1.66346375941	0.1245	0	12	-0.574017409227	1.0	0	12	-0.635231374239	1.0	1	12	-0.240492300977	0.7425
GO:0044822	poly(A) RNA binding	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	63	212	8.88114664374	0.0	63	212	-4.45205443564	0.0	12	212	1.55948236738	0.119	18	212	-0.548305809511	0.6065	5	212	-1.64040082734	0.104	26	212	0.952927476131	0.3915	2	212	-1.65486907993	0.099	11	212	1.71771944933	0.121	12	212	-2.43293261318	0.0175
GO:0031012	extracellular matrix	GeneOntology	cellular_component	purple_Module-GO_z-score_elite|salmon_Module-GO_z-score_elite	2	52	-1.75442766625	0.1365	11	52	-3.36021939612	0.0005	0	52	-1.44538799512	0.253	5	52	0.0221465324926	0.9925	9	52	4.47181817654	0.0005	10	52	2.11993808935	0.047	11	52	8.42091953138	0.0	0	52	-1.33798908708	0.2535	4	52	-0.659931147041	0.644
GO:0008234	cysteine-type peptidase activity	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	6	23	2.20935593565	0.042	9	23	-0.467498712908	0.69	0	23	-0.953082069123	0.6125	1	23	-0.851405286016	0.4145	0	23	-1.05516053509	0.4205	2	23	-0.268397316598	0.9225	1	23	0.507885460366	0.447	1	23	0.304134392282	0.533	3	23	0.409136965496	0.653
GO:0009986	cell surface	GeneOntology	cellular_component	purple_Module-GO_z-score_elite|yellow_Module-GO_z-score_elite	3	93	-2.56821069779	0.0065	16	93	-5.33826034936	0.0	1	93	-1.39628014615	0.237	8	93	-0.312058351755	0.849	7	93	1.4087140682	0.1865	19	93	3.25980613203	0.002	3	93	0.351279303575	0.6435	1	93	-1.20911143927	0.2115	35	93	8.80678892738	0.0
GO:0050806	positive regulation of synaptic transmission	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	1	17	-0.728352254224	0.5945	7	17	-0.230452069922	1.0	0	17	-0.817955752115	0.652	2	17	0.315791877506	0.838	4	17	3.76586906555	0.0075	2	17	0.186247848755	0.846	0	17	-0.684212592966	1.0	0	17	-0.757177916061	0.642	1	17	-0.618541878645	0.5665
GO:0012501	programmed cell death	GeneOntology	biological_process	tan_Module-GO_z-score_elite	17	125	0.767907892885	0.4665	62	125	1.32384972867	0.1965	3	125	-0.82600082768	0.48	10	125	-0.603365650914	0.627	3	125	-1.20195625482	0.2795	3	125	-3.0391349466	0.0045	2	125	-0.761998495961	0.538	14	125	5.22628768244	0.0	11	125	-0.625998682116	0.5635
GO:0098636	protein complex involved in cell adhesion	GeneOntology	cellular_component	yellow_Module-GO_z-score_elite	1	17	-0.728352254224	0.588	3	17	-2.19425519467	0.049	0	17	-0.817955752115	0.6485	1	17	-0.514180097972	0.564	0	17	-0.905561710839	0.6195	1	17	-0.612220651355	0.5545	0	17	-0.684212592966	1.0	0	17	-0.757177916061	0.672	11	17	7.34662194153	0.0
GO:1903747	regulation of establishment of protein localization to mitochondrion	GeneOntology	biological_process	brown_Module-GO_z-score_elite	1	10	-0.148099656324	0.7095	9	10	2.9425513407	0.0045	0	10	-0.626067037576	1.0	0	10	-1.02882008532	0.623	0	10	-0.693121035192	1.0	0	10	-1.07974786621	0.3925	0	10	-0.523699417778	1.0	0	10	-0.579547406569	1.0	0	10	-1.08309200218	0.41
GO:0045454	cell redox homeostasis	GeneOntology	biological_process	purple_Module-GO_z-score_elite	4	20	1.20008365153	0.1875	2	20	-3.07495872044	0.002	0	20	-0.887974572996	0.6285	2	20	0.072518536942	0.866	1	20	0.0945747651352	0.6035	8	20	4.36292308824	0.001	1	20	0.655586473282	0.419	2	20	1.72031605572	0.127	0	20	-1.53619037647	0.156
GO:0043256	laminin complex	GeneOntology	cellular_component	salmon_Module-GO_z-score_elite	0	5	-0.806571417991	0.6385	0	5	-1.98184680447	0.062	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	1	5	1.65652806383	0.221	0	5	-0.762391001025	0.6595	4	5	10.7684899037	0.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.652
GO:0030175	filopodium	GeneOntology	cellular_component	yellow_Module-GO_z-score_elite	1	26	-1.23107807535	0.3105	14	26	1.0254157155	0.3385	0	26	-1.01422561067	0.6565	3	26	0.351984933262	0.666	0	26	-1.12285276654	0.423	0	26	-1.74918638619	0.097	0	26	-0.848390555518	0.6395	0	26	-0.93886403062	0.617	8	26	3.41152261261	0.0055
GO:0005504	fatty acid binding	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	4	11	2.59448311875	0.028	3	11	-1.11687235793	0.3625	0	11	-0.6568153892	1.0	2	11	0.980631730062	0.283	1	11	0.722141958513	0.405	0	11	-1.13277807713	0.406	0	11	-0.54942013597	1.0	0	11	-0.608011015688	1.0	1	11	-0.147814260141	0.712
GO:0003924	GTPase activity	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	23	86	4.54918221651	0.0	36	86	-0.398018041987	0.7435	1	86	-1.29605113865	0.2235	6	86	-0.8259673551	0.4725	1	86	-1.54901834549	0.1655	6	86	-1.06450911503	0.368	0	86	-1.5708437008	0.169	0	86	-1.73836052135	0.1145	13	86	1.450520968	0.1525
GO:0008202	steroid metabolic process	GeneOntology	biological_process	purple_Module-GO_z-score_elite	6	30	1.47410782416	0.1235	8	30	-1.92217201728	0.06	2	30	0.846855915699	0.324	1	30	-1.16524620752	0.3265	2	30	0.557410927356	0.412	8	30	2.9457168025	0.0085	1	30	0.232725027983	0.5895	0	30	-1.0096861285	0.6225	2	30	-0.68319779476	0.5235
GO:0006954	inflammatory response	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	6	38	0.840211947061	0.447	11	38	-1.88208485691	0.057	1	38	-0.367647753201	0.7645	5	38	0.770764073355	0.554	1	38	-0.576306849347	0.5705	3	38	-0.510058201044	0.7865	1	38	-0.00942133213142	0.643	1	38	-0.211965020723	0.7245	9	38	2.69570895473	0.0105
GO:0044428	nuclear part	GeneOntology	cellular_component	tan_Module-GO_z-score_elite	42	249	2.87499833316	0.004	107	249	-0.331735040264	0.771	7	249	-0.84466946794	0.462	21	249	-0.634598811342	0.576	9	249	-0.773584380636	0.514	19	249	-1.54305305458	0.1385	3	249	-1.53853061524	0.1355	21	249	5.01230871166	0.0	20	249	-1.34764581195	0.1815
GO:0016769	transferase activity, transferring nitrogenous groups	GeneOntology	molecular_function	tan_Module-GO_z-score_elite	0	6	-0.88381063712	0.6375	1	6	-1.34787747484	0.2105	1	6	1.66678871213	0.218	0	6	-0.795996645098	0.6465	0	6	-0.536266764747	1.0	0	6	-0.835399397153	0.6295	1	6	2.13750031326	0.146	3	6	6.48571352148	0.0	0	6	-0.837986750424	0.6345
GO:0098662	inorganic cation transmembrane transport	GeneOntology	biological_process	grey_Module-GO_z-score_elite	2	61	-2.04676159476	0.0345	35	61	2.15253988486	0.033	0	61	-1.56969077121	0.174	11	61	2.3032106648	0.0295	2	61	-0.488635160692	0.7045	9	61	1.13612404373	0.289	0	61	-1.31303214135	0.264	0	61	-1.45305560103	0.261	2	61	-1.86357764617	0.0685
GO:0036064	ciliary basal body	GeneOntology	cellular_component	yellow_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	1	4	-0.763798077491	0.5385	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	3	4	4.22379933755	0.0045
GO:0009055	electron carrier activity	GeneOntology	molecular_function	tan_Module-GO_z-score_elite	5	38	0.325990359672	0.802	5	38	-3.86451196345	0.0	0	38	-1.23047418754	0.39	6	38	1.32932615497	0.2325	0	38	-1.36226233208	0.2715	11	38	3.78882649096	0.0005	3	38	2.03029707432	0.0805	4	38	2.56927297846	0.0415	4	38	0.0154747930811	0.9855
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	3	26	0.00786859897089	0.9515	10	26	-0.566713391849	0.6885	1	26	0.0252056068923	0.62	3	26	0.351984933262	0.678	3	26	1.71762579965	0.1155	0	26	-1.74918638619	0.102	0	26	-0.848390555518	0.641	0	26	-0.93886403062	0.6295	6	26	2.11999099184	0.0475
GO:0005777	peroxisome	GeneOntology	cellular_component	blue_Module-GO_z-score_elite	7	19	3.48351495978	0.004	5	19	-1.55576578966	0.1515	0	19	-0.865237893549	0.626	3	19	0.934748062013	0.2735	0	19	-0.957907937121	0.621	2	19	0.0191983372923	0.869	1	19	0.710513998587	0.415	1	19	0.502850045549	0.4755	0	19	-1.4968560653	0.246
GO:0043220	Schmidt-Lanterman incisure	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	0	4	-1.77210468589	0.1415	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	3	4	6.75797403417	0.0	1	4	0.958175519175	0.372	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0009267	cellular response to starvation	GeneOntology	biological_process	purple_Module-GO_z-score_elite	0	8	-1.02112840552	0.6	1	8	-1.79523306029	0.0705	0	8	-0.559646478153	1.0	1	8	0.287048746951	0.558	2	8	2.776375391	0.0535	3	8	2.51755160937	0.046	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	1	8	0.189892609851	0.5785
GO:0006081	cellular aldehyde metabolic process	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	1	27	-1.27828450187	0.2	11	27	-0.337243594459	0.848	4	27	3.04735086215	0.0165	2	27	-0.377921538856	0.6955	0	27	-1.14457786601	0.383	1	27	-1.14759617902	0.293	2	27	1.54717989687	0.1605	1	27	0.139250293869	0.5995	5	27	1.38084864799	0.143
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	GeneOntology	biological_process	tan_Module-GO_z-score_elite	1	42	-1.87341654923	0.0715	18	42	-0.14279109997	1.0	0	42	-1.29514593037	0.258	2	42	-1.06446803491	0.299	1	42	-0.685383660999	0.582	3	42	-0.698467008866	0.611	0	42	-1.08337786365	0.4165	11	42	8.51267370383	0.0	6	42	0.822317539096	0.449
GO:0010721	negative regulation of cell development	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	6	42	0.575087422448	0.61	14	42	-1.40138746205	0.224	2	42	0.34821872267	0.8065	3	42	-0.532541134604	0.595	7	42	3.80547825899	0.0025	4	42	-0.186730604739	0.9895	1	42	-0.112150917562	0.6835	0	42	-1.1989106917	0.4035	5	42	0.311832242424	0.7905
GO:0005537	mannose binding	GeneOntology	molecular_function	purple_Module-GO_z-score_elite	0	6	-0.88381063712	0.629	0	6	-2.17163322164	0.037	0	6	-0.484387181616	1.0	0	6	-0.795996645098	0.6575	0	6	-0.536266764747	1.0	4	6	4.52353303199	0.001	0	6	-0.405185498942	1.0	0	6	-0.448395008892	1.0	2	6	1.8349286303	0.114
GO:0045177	apical part of cell	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite|yellow_Module-GO_z-score_elite	2	17	0.0357338174392	0.8755	5	17	-1.2123536323	0.329	0	17	-0.817955752115	0.641	0	17	-1.34415207345	0.249	3	17	2.59801137145	0.0475	0	17	-1.41068915146	0.23	0	17	-0.684212592966	1.0	0	17	-0.757177916061	0.6695	7	17	4.16055641346	0.001
GO:0005730	nucleolus	GeneOntology	cellular_component	blue_Module-GO_z-score_elite	20	68	4.72679629539	0.0	21	68	-2.21237551618	0.038	3	68	0.291577937509	0.934	7	68	0.219891973356	0.8275	1	68	-1.24585881057	0.2255	5	68	-0.837757514863	0.426	0	68	-1.3892373791	0.2465	7	68	3.35738291925	0.009	4	68	-1.25589839647	0.2225
GO:0003756	protein disulfide isomerase activity	GeneOntology	molecular_function	purple_Module-GO_z-score_elite	0	8	-1.02112840552	0.617	0	8	-2.50904014487	0.012	0	8	-0.559646478153	1.0	1	8	0.287048746951	0.566	0	8	-0.619586598555	1.0	7	8	7.16121442879	0.0	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	0	8	-0.968184855861	0.6195
GO:0031045	dense core granule	GeneOntology	cellular_component	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.0395	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:1901800	positive regulation of proteasomal protein catabolic process	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	9	-1.08338448222	0.4075	7	9	2.05024216599	0.034	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.6105	2	9	2.54531114693	0.0625	0	9	-1.0240414692	0.6365	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	0	9	-1.02721307437	0.6035
GO:0001525	angiogenesis	GeneOntology	biological_process	salmon_Module-GO_z-score_elite	4	40	-0.298813655596	0.821	7	40	-3.40758776661	0.001	2	40	0.41976635208	0.789	6	40	1.19264232373	0.2475	3	40	0.901044334208	0.2855	5	40	0.441762761068	0.7625	4	40	2.92184894999	0.027	0	40	-1.1693253276	0.4045	9	40	2.51973931923	0.0195
GO:0050817	coagulation	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	11	135	-1.26750418019	0.2205	55	135	-0.779181163923	0.467	2	135	-1.44570943326	0.1555	8	135	-1.48358772302	0.171	9	135	1.22070031028	0.26	10	135	-1.183320813	0.2375	1	135	-1.44080623726	0.15	3	135	-0.691425899218	0.5985	36	135	6.41236114432	0.0
GO:1903729	regulation of plasma membrane organization	GeneOntology	biological_process	blue_Module-GO_z-score_elite	3	7	2.60695583651	0.037	2	7	-0.820570454687	0.435	0	7	-0.523349583223	1.0	0	7	-0.860023816215	0.6305	0	7	-0.579402177594	1.0	0	7	-0.902595987091	0.6275	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	2	7	1.56996450919	0.161
GO:0046983	protein dimerization activity	GeneOntology	molecular_function	yellow_Module-GO_z-score_elite	19	150	0.472867569819	0.689	59	150	-1.18850638593	0.2555	7	150	0.615964809339	0.6345	19	150	1.37027235332	0.2095	3	150	-1.57265148342	0.1725	9	150	-1.8440781278	0.0655	5	150	0.539764890003	0.5945	5	150	0.0724839733719	0.995	24	150	2.32412509297	0.0285
GO:0050807	regulation of synapse organization	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	1	9	-0.0356893827198	0.69	3	9	-0.642473990593	0.742	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.6125	3	9	4.14664747329	0.006	0	9	-1.0240414692	0.633	2	9	3.65912106622	0.0265	0	9	-0.549647372567	1.0	0	9	-1.02721307437	0.5985
GO:0043062	extracellular structure organization	GeneOntology	biological_process	salmon_Module-GO_z-score_elite|yellow_Module-GO_z-score_elite	8	87	-0.688347469807	0.6215	20	87	-4.03866028235	0.0	1	87	-1.31068939766	0.2025	7	87	-0.482535262952	0.7115	6	87	1.07096493322	0.2885	12	87	1.06618597791	0.364	10	87	5.25941288557	0.0	1	87	-1.12720935363	0.306	22	87	4.64060172318	0.0
GO:0042605	peptide antigen binding	GeneOntology	molecular_function	yellow_Module-GO_z-score_elite	0	5	-0.806571417991	0.6365	0	5	-1.98184680447	0.0705	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	1	5	0.704788125392	0.4325	0	5	-0.369774959369	1.0	1	5	2.12203703262	0.1555	3	5	3.62602414103	0.007
GO:0019220	regulation of phosphate metabolic process	GeneOntology	biological_process	brown_Module-GO_z-score_elite	15	182	-1.45199292574	0.1795	100	182	3.16190989888	0.0015	2	182	-1.9908584045	0.056	11	182	-1.69119523749	0.112	8	182	-0.113153377435	1.0	15	182	-1.00483458328	0.3655	1	182	-1.8677010771	0.083	1	182	-2.16314849252	0.048	29	182	2.55562020577	0.0105
GO:0044325	ion channel binding	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	0	24	-1.77691102667	0.0975	16	24	2.25858750486	0.0335	0	24	-0.973865767213	0.6265	2	24	-0.200449134806	0.9125	1	24	-0.0932594512152	0.6735	3	24	0.340581438185	0.6865	0	24	-0.814629911292	0.6685	1	24	0.260255361325	0.5385	1	24	-1.01304086843	0.293
GO:0007264	small GTPase mediated signal transduction	GeneOntology	biological_process	blue_Module-GO_z-score_elite	18	86	2.81535957788	0.007	41	86	0.716020821492	0.5025	5	86	1.03133151779	0.335	7	86	-0.449301884054	0.71	1	86	-1.54901834549	0.171	4	86	-1.78924566661	0.0955	0	86	-1.5708437008	0.171	0	86	-1.73836052135	0.117	10	86	0.366073924874	0.709
GO:0061077	chaperone-mediated protein folding	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	0	15	-1.4010849778	0.249	5	15	-0.830878300009	0.443	4	15	4.68844862155	0.0015	0	15	-1.26187544592	0.3675	1	15	0.392423593821	0.5075	5	15	2.9233573431	0.0135	0	15	-0.64233139085	1.0	0	15	-0.71083044794	1.0	0	15	-1.32844140849	0.2665
GO:0030855	epithelial cell differentiation	GeneOntology	biological_process	blue_Module-GO_z-score_elite	11	39	3.30995845794	0.003	10	39	-2.32792583599	0.023	1	39	-0.394983376838	0.7785	1	39	-1.49756699406	0.1415	2	39	0.171607613962	0.8545	4	39	-0.0281834053981	0.989	2	39	0.970949229711	0.2885	0	39	-1.15427519989	0.3935	8	39	2.07711161825	0.0445
GO:0000910	cytokinesis	GeneOntology	biological_process	blue_Module-GO_z-score_elite	5	18	2.17771956792	0.0495	10	18	0.998052473324	0.37	0	18	-0.841915017246	0.6435	2	18	0.230121582105	0.85	1	18	0.2031976093	0.5825	0	18	-1.45201054973	0.2425	0	18	-0.704254301675	1.0	0	18	-0.779356898721	0.6475	0	18	-1.4565076373	0.253
GO:0019058	viral life cycle	GeneOntology	biological_process	blue_Module-GO_z-score_elite	22	45	7.96912759339	0.0	11	45	-2.66886330366	0.0095	1	45	-0.54726881466	0.5605	4	45	-0.147592624053	0.989	1	45	-0.761765731885	0.411	3	45	-0.829658251268	0.464	0	45	-1.12239928207	0.3915	2	45	0.46529213269	0.45	1	45	-1.82768265079	0.0755
GO:0097223	sperm part	GeneOntology	cellular_component	yellow_Module-GO_z-score_elite	4	20	1.20008365153	0.191	8	20	-0.356774727347	0.826	0	20	-0.887974572996	0.625	0	20	-1.45921446286	0.24	0	20	-0.983079795484	0.6075	2	20	-0.0578546743371	0.8955	0	20	-0.742782703718	0.6915	1	20	0.44916101796	0.4915	5	20	2.13878439155	0.0445
GO:0031589	cell-substrate adhesion	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	1	38	-1.73089598988	0.102	11	38	-1.88208485691	0.064	0	38	-1.23047418754	0.3875	2	38	-0.904922171478	0.4235	2	38	0.209648633385	0.831	2	38	-1.04741878754	0.397	5	38	4.07001548077	0.004	0	38	-1.13904435378	0.405	15	38	5.9119899487	0.0
GO:0002756	MyD88-independent toll-like receptor signaling pathway	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	12	-1.25207514457	0.394	9	12	2.17497999036	0.03	0	12	-0.686220695904	1.0	1	12	-0.141243638919	0.7055	1	12	0.628289465112	0.428	0	12	-1.18349200274	0.397	0	12	-0.574017409227	1.0	0	12	-0.635231374239	1.0	1	12	-0.240492300977	0.7155
GO:0005509	calcium ion binding	GeneOntology	molecular_function	purple_Module-GO_z-score_elite	15	127	0.117958964989	1.0	41	127	-2.74815063124	0.0085	3	127	-0.856375341748	0.462	11	127	-0.344882750183	0.753	2	127	-1.67516829411	0.116	27	127	4.16771126864	0.0	6	127	1.5056112486	0.126	2	127	-1.09731916437	0.302	20	127	2.02675715655	0.057
GO:0072512	trivalent inorganic cation transport	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	14	-1.35318268744	0.244	13	14	3.70193605472	0.001	0	14	-0.741634373531	0.673	0	14	-1.21873264947	0.406	0	14	-0.821066042235	0.6315	0	14	-1.27906132133	0.4	0	14	-0.620370449666	1.0	0	14	-0.686527563353	1.0	1	14	-0.406071133994	0.7765
GO:0031226	intrinsic component of plasma membrane	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	6	113	-2.13007131981	0.044	40	113	-1.89120391247	0.067	1	113	-1.65865648786	0.1155	9	113	-0.5847966232	0.617	6	113	0.394342458853	0.8205	25	113	4.22547620631	0.0	0	113	-1.81557612042	0.0645	0	113	-2.00919152533	0.058	26	113	4.51237215963	0.001
