GeneID	Symbol	Description	UID-str	parent GOID	GO Name	SystemCode	ME	NA
ENSG00000163902	RPN1	ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]	ENSG00000163902	N-Glycan biosynthesis:KEGG-hsa00510	N-Glycan biosynthesis:KEGG-hsa00510		green	En
ENSG00000089597	GANAB	glucosidase, alpha; neutral AB [Source:HGNC Symbol;Acc:HGNC:4138]	ENSG00000089597	N-Glycan biosynthesis:KEGG-hsa00510	N-Glycan biosynthesis:KEGG-hsa00510		green	En
ENSG00000118705	RPN2	ribophorin II [Source:HGNC Symbol;Acc:HGNC:10382]	ENSG00000118705	N-Glycan biosynthesis:KEGG-hsa00510	N-Glycan biosynthesis:KEGG-hsa00510		green	En
ENSG00000171557	FGG	fibrinogen gamma chain [Source:HGNC Symbol;Acc:HGNC:3694]	ENSG00000171557	Complement and coagulation cascades:KEGG-hsa04610	Complement and coagulation cascades:KEGG-hsa04610		green	En
ENSG00000171564	FGB	fibrinogen beta chain [Source:HGNC Symbol;Acc:HGNC:3662]	ENSG00000171564	Complement and coagulation cascades:KEGG-hsa04610	Complement and coagulation cascades:KEGG-hsa04610		green	En
ENSG00000171560	FGA	fibrinogen alpha chain [Source:HGNC Symbol;Acc:HGNC:3661]	ENSG00000171560	Complement and coagulation cascades:KEGG-hsa04610	Complement and coagulation cascades:KEGG-hsa04610		green	En
ENSG00000000971	CFH	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]	ENSG00000000971	Complement and coagulation cascades:KEGG-hsa04610	Complement and coagulation cascades:KEGG-hsa04610		green	En
ENSG00000196419	XRCC6	X-ray repair complementing defective repair in Chinese hamster cells 6 [Source:HGNC Symbol;Acc:HGNC:4055]	ENSG00000196419	Non-homologous end-joining:KEGG-hsa03450	Non-homologous end-joining:KEGG-hsa03450		green	En
ENSG00000253729	PRKDC	protein kinase, DNA-activated, catalytic polypeptide [Source:HGNC Symbol;Acc:HGNC:9413]	ENSG00000253729	Non-homologous end-joining:KEGG-hsa03450	Non-homologous end-joining:KEGG-hsa03450		green	En
ENSG00000079246	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining) [Source:HGNC Symbol;Acc:HGNC:12833]	ENSG00000079246	Non-homologous end-joining:KEGG-hsa03450	Non-homologous end-joining:KEGG-hsa03450		green	En
ENSG00000185825	BCAP31	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	ENSG00000185825	Protein processing in endoplasmic reticulum:KEGG-hsa04141	Protein processing in endoplasmic reticulum:KEGG-hsa04141		green	En
ENSG00000089597	GANAB	glucosidase, alpha; neutral AB [Source:HGNC Symbol;Acc:HGNC:4138]	ENSG00000089597	Protein processing in endoplasmic reticulum:KEGG-hsa04141	Protein processing in endoplasmic reticulum:KEGG-hsa04141		green	En
