GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
ENSG00000183023	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:11068]	2	0.125	ENSG00000183023	Calcium Regulation in the Cardiac Cell:WP536 // Myometrial Relaxation and Contraction Pathways:WP289
ENSG00000182901	RGS7	regulator of G-protein signaling 7 [Source:HGNC Symbol;Acc:HGNC:10003]	2	0.125	ENSG00000182901	Calcium Regulation in the Cardiac Cell:WP536 // Myometrial Relaxation and Contraction Pathways:WP289
ENSG00000175793	SFN	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	2	0.125	ENSG00000175793	Calcium Regulation in the Cardiac Cell:WP536 // Myometrial Relaxation and Contraction Pathways:WP289
ENSG00000161203	AP2M1	adaptor-related protein complex 2, mu 1 subunit [Source:HGNC Symbol;Acc:HGNC:564]	2	0.125	ENSG00000161203	Synaptic Vesicle Pathway:WP2267 // EGF/EGFR Signaling Pathway:WP437
ENSG00000154001	PPP2R5E	protein phosphatase 2, regulatory subunit B', epsilon isoform [Source:HGNC Symbol;Acc:HGNC:9313]	2	0.125	ENSG00000154001	Wnt Signaling Pathway and Pluripotency:WP399 // Wnt Signaling Pathway:WP428
ENSG00000149269	PAK1	p21 protein (Cdc42/Rac)-activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]	2	0.125	ENSG00000149269	TCR Signaling Pathway:WP69 // EGF/EGFR Signaling Pathway:WP437
ENSG00000138814	PPP3CA	protein phosphatase 3, catalytic subunit, alpha isozyme [Source:HGNC Symbol;Acc:HGNC:9314]	2	0.125	ENSG00000138814	G Protein Signaling Pathways:WP35 // Initiation of transcription and translation elongation at the HIV-1 LTR:WP3414
ENSG00000136854	STXBP1	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]	2	0.125	ENSG00000136854	Synaptic Vesicle Pathway:WP2267 // EGF/EGFR Signaling Pathway:WP437
ENSG00000128266	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide [Source:HGNC Symbol;Acc:HGNC:4395]	2	0.125	ENSG00000128266	Calcium Regulation in the Cardiac Cell:WP536 // G Protein Signaling Pathways:WP35
ENSG00000109339	MAPK10	mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:HGNC:6872]	2	0.125	ENSG00000109339	Wnt Signaling Pathway and Pluripotency:WP399 // Wnt Signaling Pathway:WP428
